CIK,resolved_ticker,matched_alias,matched_articles,title_matches,body_matches,exact_ticker_matches,direct_high_confidence_edges,multi_company_high_confidence_edges,training_high_confidence_edges,training_distinct_recorded_dates,publisher_count,native_tag_agreement_rate,top_publisher_hash,top_publisher_fraction,publisher_entropy,training_days_denominator,training_day_coverage,risk_flags,risk_flag_count
1464790,RILYZ,great american,2985,1975.0,1010.0,0.0,1975.0,441.0,346.0,63,11,0.0,e1b55322097c99d90f2ea68eb35a38d7fbe8b3869be487635454f376a5a36960,0.6482758620689655,1.1810525997590862,731,0.08618331053351573,NONE,0
1838987,SPWR,sunpower,12865,6442.0,6423.0,0.0,4893.0,4722.0,1851.0,430,67,0.3197046249514186,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.18193146417445483,2.710909648966123,1008,0.42658730158730157,SINGLE_TOKEN_SEMANTIC_RISK,1
47217,HPQ,hewlett packard,19393,5410.0,13983.0,0.0,3066.0,11057.0,1708.0,402,70,0.11313360490898777,215816bf42103f1f2b24c168779f1fb0ea3afcb7a2c627e42e0bcd7fe07eb70a,0.2687385740402194,2.8266228646338063,1008,0.39880952380952384,NONE,0
1116578,PUK,prudential,20780,11179.0,9601.0,0.0,7611.0,10026.0,2622.0,578,60,0.03397497593840231,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.24983692106979777,2.682147426694647,1008,0.5734126984126984,SINGLE_TOKEN_SEMANTIC_RISK,1
907254,BFS,saul centers,737,556.0,181.0,0.0,446.0,241.0,171.0,76,18,0.5033921302578019,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.33035714285714285,2.183697559411598,1008,0.07539682539682539,NONE,0
861884,RS,reliance,37709,9909.0,27800.0,0.0,11312.0,12521.0,3136.0,867,34,0.019544405844758545,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.3856332703213611,2.227865810934164,1008,0.8601190476190477,EDGE_COUNT_TOP_1_PERCENT|SINGLE_TOKEN_SEMANTIC_RISK,2
1439222,AGIO,agios pharmaceuticals,1779,846.0,933.0,0.0,685.0,738.0,442.0,126,24,0.4131534569983137,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.1992619926199262,2.560718671884542,1008,0.125,NONE,0
108312,WWD,woodward,3997,2297.0,1700.0,0.0,1943.0,1309.0,732.0,197,34,0.2957217913435076,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.2283464566929134,2.563732988108831,1008,0.19543650793650794,SINGLE_TOKEN_SEMANTIC_RISK,1
938323,PSO,pearson,7718,3070.0,4648.0,0.0,3692.0,1541.0,282.0,122,43,0.0800725576574242,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.28524590163934427,2.7084191841701775,1008,0.12103174603174603,SINGLE_TOKEN_SEMANTIC_RISK,1
1637459,KHC,kraft heinz,11805,2860.0,8945.0,0.0,2004.0,6401.0,3327.0,582,31,0.19932232105040237,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.26436781609195403,2.4331302484132524,1008,0.5773809523809523,NONE,0
1119774,CGEN,compugen,1400,1109.0,291.0,0.0,884.0,433.0,270.0,84,23,0.315,1b425b87521ec0ab5e4c02aa6bbf44fa197505a03a1fa7f593d749168cc34d2f,0.25,2.4278440755342805,1008,0.08333333333333333,SINGLE_TOKEN_SEMANTIC_RISK,1
1374690,LRMR,zafgen,1488,1358.0,130.0,0.0,1184.0,278.0,452.0,71,26,0.0,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.3394683026584867,2.3573443986512093,1008,0.07043650793650794,SINGLE_TOKEN_SEMANTIC_RISK,1
1577552,BABA,BABA,143,0.0,0.0,143.0,48.0,95.0,12.0,6,3,0.3776223776223776,1b425b87521ec0ab5e4c02aa6bbf44fa197505a03a1fa7f593d749168cc34d2f,0.796875,0.5919104328777565,1008,0.005952380952380952,SINGLE_TOKEN_SEMANTIC_RISK,1
831001,C,C,270,0.0,0.0,270.0,42.0,228.0,78.0,35,4,0.08518518518518518,1b425b87521ec0ab5e4c02aa6bbf44fa197505a03a1fa7f593d749168cc34d2f,0.7647058823529411,0.8002288163312473,1008,0.034722222222222224,SINGLE_TOKEN_SEMANTIC_RISK,1
1384905,RNG,ringcentral,3224,2009.0,1215.0,0.0,1567.0,1013.0,1245.0,276,32,0.4435483870967742,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.15755627009646303,2.5637354865365842,1008,0.27380952380952384,SINGLE_TOKEN_SEMANTIC_RISK,1
1546417,BLMN,bloomin brands,2169,751.0,1418.0,0.0,415.0,1292.0,567.0,138,16,0.23651452282157676,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.28888888888888886,2.2539651307115722,1008,0.13690476190476192,NONE,0
1333822,LEDS,semileds,883,661.0,222.0,0.0,624.0,180.0,253.0,50,26,0.5254813137032842,1b425b87521ec0ab5e4c02aa6bbf44fa197505a03a1fa7f593d749168cc34d2f,0.23931623931623933,2.516402626338485,1008,0.0496031746031746,SINGLE_TOKEN_SEMANTIC_RISK,1
1669779,CWH,camping world,2328,855.0,1473.0,0.0,679.0,1158.0,916.0,206,9,0.23926116838487974,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.3119266055045872,1.8785490598342809,1008,0.20436507936507936,NONE,0
1409171,TITN,titan machinery,2125,1510.0,615.0,0.0,1164.0,829.0,377.0,76,35,0.47247058823529414,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.17866666666666667,2.763293006731519,1008,0.07539682539682539,NONE,0
1177648,ENTA,enanta pharmaceuticals,1118,576.0,542.0,0.0,430.0,502.0,323.0,108,12,0.39713774597495527,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.23134328358208955,2.1163844657475774,1008,0.10714285714285714,NONE,0
314203,MUX,u s gold,3161,814.0,2347.0,0.0,986.0,426.0,306.0,165,6,0.0,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.53125,1.3974092295649063,1008,0.1636904761904762,NONE,0
1308648,AG,first majestic silver,2224,1015.0,1209.0,0.0,962.0,821.0,669.0,202,31,0.37859712230215825,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.31275720164609055,2.3443121161325875,1008,0.2003968253968254,NONE,0
800457,DGICA,donegal,1191,1012.0,179.0,0.0,859.0,308.0,321.0,71,19,0.2980688497061293,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.3212669683257919,2.0252930450331856,1008,0.07043650793650794,SINGLE_TOKEN_SEMANTIC_RISK,1
1756607,EQX,equinox gold,384,110.0,274.0,0.0,95.0,197.0,142.0,43,4,0.2916666666666667,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.5405405405405406,0.9555735221898101,778,0.055269922879177376,NONE,0
6955,EPAC,actuant,2207,1852.0,355.0,0.0,1619.0,468.0,416.0,84,44,0.00045310376076121433,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.40212443095599393,2.306086090053952,1008,0.08333333333333333,SINGLE_TOKEN_SEMANTIC_RISK,1
1164863,NPO,enpro,2022,1350.0,672.0,0.0,1146.0,607.0,491.0,139,28,0.44708209693372897,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.38392857142857145,2.0652250492010404,1008,0.1378968253968254,SINGLE_TOKEN_SEMANTIC_RISK,1
927066,DVA,davita,9871,4806.0,5065.0,0.0,3815.0,4432.0,1344.0,321,57,0.2831526694357208,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.3290836653386454,2.549220089688381,1008,0.31845238095238093,SINGLE_TOKEN_SEMANTIC_RISK,1
1393052,VEEV,veeva systems,6063,2597.0,3466.0,0.0,1788.0,2683.0,2084.0,425,29,0.4026059706415966,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.26051560379918587,2.3818889365602205,1008,0.42162698412698413,NONE,0
1720250,KNDI,kandi technologies,1659,1234.0,425.0,0.0,1065.0,501.0,536.0,113,33,0.49547920433996384,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.3699731903485255,2.2790285573436107,1008,0.11210317460317461,NONE,0
872589,REGN,REGN,596,0.0,0.0,596.0,183.0,413.0,269.0,132,5,0.2197986577181208,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,0.7323943661971831,0.8644403659102352,1008,0.13095238095238096,SINGLE_TOKEN_SEMANTIC_RISK,1
1434316,FATE,fate therapeutics,1680,1074.0,606.0,0.0,873.0,505.0,597.0,149,18,0.4595238095238095,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.25219941348973607,2.353002990336805,1008,0.14781746031746032,NONE,0
1000753,NSP,insperity,3063,1995.0,1068.0,0.0,1380.0,1284.0,1009.0,200,24,0.4028730003264773,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.3663003663003663,2.061519484003879,1008,0.1984126984126984,SINGLE_TOKEN_SEMANTIC_RISK,1
917273,RMBS,rambus,6046,3862.0,2184.0,0.0,3129.0,1437.0,582.0,160,61,0.30482963943102875,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.20554272517321015,2.9062169191513876,1008,0.15873015873015872,SINGLE_TOKEN_SEMANTIC_RISK,1
1610853,HSDT,helius medical technologies,214,126.0,88.0,0.0,76.0,99.0,59.0,11,2,0.12149532710280374,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.625,0.6615632381579821,1008,0.010912698412698412,NONE,0
1495320,VRA,vera bradley,2721,1876.0,845.0,0.0,1616.0,941.0,605.0,127,58,0.5174568173465638,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.2070015220700152,3.004264746978203,1008,0.1259920634920635,NONE,0
1438423,MRAM,everspin technologies,318,141.0,177.0,0.0,75.0,148.0,102.0,30,4,0.17295597484276728,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.7714285714285715,0.7602449274151057,1008,0.02976190476190476,NONE,0
882184,DHI,DHI,1388,0.0,0.0,1388.0,288.0,1100.0,286.0,118,2,0.24639769452449567,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,0.8260869565217391,0.46203690946645704,1008,0.11706349206349206,PUBLISHER_CONCENTRATION_GE_80_PERCENT|SINGLE_TOKEN_SEMANTIC_RISK,2
1288403,WTI,w t offshore,2634,1165.0,1469.0,0.0,1043.0,1111.0,472.0,99,5,0.20311313591495825,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.8282828282828283,0.6624982638994155,1008,0.09821428571428571,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
1069202,LII,lennox international,2356,1327.0,1029.0,0.0,1201.0,635.0,493.0,153,28,0.2652801358234295,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.13677811550151975,2.636566924227078,1008,0.15178571428571427,NONE,0
1286613,LINC,lincoln educational services,837,618.0,219.0,0.0,606.0,174.0,121.0,36,29,0.34767025089605735,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.25675675675675674,2.5886638589478275,1008,0.03571428571428571,NONE,0
1075880,KZIA,novogen,535,498.0,37.0,0.0,461.0,56.0,0.0,0,15,0.003738317757009346,84625ab1a763851f03bf27f1f4f68b3b7efe198626d098151d461cbb0e262da0,0.6666666666666666,1.3517024842213134,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
912728,FWRD,forward air,1588,1202.0,386.0,0.0,975.0,498.0,445.0,132,31,0.4722921914357683,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.19272727272727272,2.556898796296091,1008,0.13095238095238096,NONE,0
1084869,FLWS,1 800 flowers com,1563,1073.0,490.0,0.0,950.0,424.0,438.0,107,25,0.4209852847088932,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.284,2.3469336722928142,1008,0.10615079365079365,NONE,0
1279704,CLRB,cellectar biosciences,730,488.0,242.0,0.0,455.0,190.0,272.0,62,14,0.5164383561643836,1b425b87521ec0ab5e4c02aa6bbf44fa197505a03a1fa7f593d749168cc34d2f,0.2696629213483146,1.9433612868696164,1008,0.061507936507936505,NONE,0
886206,FC,franklin covey,984,596.0,388.0,0.0,351.0,598.0,89.0,43,5,0.22052845528455284,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.5142857142857142,1.196711785674406,1008,0.04265873015873016,NONE,0
1598646,NERV,minerva neurosciences,847,632.0,215.0,0.0,564.0,212.0,302.0,65,21,0.551357733175915,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.2551440329218107,2.367435738636325,1008,0.06448412698412699,NONE,0
1289490,EXR,extra space storage,4539,2136.0,2403.0,0.0,1641.0,1995.0,875.0,237,27,0.35999118748623044,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.20040080160320642,2.452041694867922,1008,0.23511904761904762,NONE,0
896622,ATR,aptargroup,2338,1034.0,1304.0,0.0,750.0,1128.0,447.0,152,5,0.24721984602224123,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.8214285714285714,0.6441724626647543,1008,0.15079365079365079,PUBLISHER_CONCENTRATION_GE_80_PERCENT|SINGLE_TOKEN_SEMANTIC_RISK,2
1456772,OPI,government properties income trust,676,495.0,181.0,0.0,459.0,197.0,165.0,34,13,0.0,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.34146341463414637,2.1653917000758374,1008,0.03373015873015873,NONE,0
1388320,ATNM,actinium pharmaceuticals,567,365.0,202.0,0.0,341.0,147.0,183.0,40,13,0.4444444444444444,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.27927927927927926,2.1845130919853553,1008,0.03968253968253968,NONE,0
884269,APT,alpha pro tech,490,226.0,264.0,0.0,187.0,143.0,154.0,40,7,0.14489795918367346,08f472aed74b038b1cd05a1e3cd5afd5b1a5ccd3c9ab2b14bf706239f26376a8,0.34615384615384615,1.6984222477333593,1008,0.03968253968253968,NONE,0
1340677,SVM,silvercorp metals,1191,481.0,710.0,0.0,446.0,549.0,356.0,97,18,0.31066330814441645,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.36752136752136755,2.2189642769882627,1008,0.09623015873015874,NONE,0
1327068,USO,USO,192,0.0,0.0,192.0,33.0,159.0,4.0,2,3,0.2760416666666667,a6b342c58afec58a888d1a4b68a52c5d20d7a65d813f5520038b11b5ef584e03,0.42857142857142855,1.0042424730540764,1008,0.001984126984126984,SINGLE_TOKEN_SEMANTIC_RISK,1
1196298,NEPH,nephros,271,264.0,7.0,0.0,250.0,21.0,27.0,8,1,0.05166051660516605,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,1.0,-0.0,1008,0.007936507936507936,PUBLISHER_CONCENTRATION_GE_80_PERCENT|SINGLE_TOKEN_SEMANTIC_RISK,2
1350869,GLO,clough global opportunities fund,397,344.0,53.0,0.0,241.0,154.0,39.0,31,1,0.18639798488664988,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,1.0,-0.0,1008,0.030753968253968252,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
923120,GBX,greenbrier companies,1913,980.0,933.0,0.0,665.0,941.0,354.0,128,27,0.5007841087297439,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.26848249027237353,2.4906907969652563,1008,0.12698412698412698,NONE,0
1013237,FDS,factset research systems,3489,1155.0,2334.0,0.0,1137.0,1750.0,829.0,230,33,0.38320435654915447,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.23952095808383234,2.493725066280454,1008,0.22817460317460317,NONE,0
1277902,MVBF,mvb financial corp,196,54.0,142.0,0.0,36.0,148.0,77.0,29,1,0.3877551020408163,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,1.0,-0.0,1008,0.028769841269841268,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
1044777,OSPN,onespan,332,62.0,270.0,0.0,33.0,213.0,188.0,36,3,0.20481927710843373,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.46153846153846156,1.0123308391031733,1008,0.03571428571428571,SINGLE_TOKEN_SEMANTIC_RISK,1
700923,MYRG,myr group inc,767,336.0,431.0,0.0,305.0,342.0,162.0,50,11,0.2920469361147327,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.34782608695652173,1.9595685170067052,1008,0.0496031746031746,NONE,0
1630805,BW,babcock wilcox enterprises,432,82.0,350.0,0.0,0.0,306.0,96.0,23,2,0.2152777777777778,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.5416666666666666,0.6896709283570267,1008,0.022817460317460316,NONE,0
1066119,VIV,telefonica brasil s a,861,235.0,626.0,0.0,209.0,620.0,174.0,64,10,0.33797909407665505,6752e69d6ebc246e5369e53b5493b1c51f51433551b895d3c67b2e427520e39e,0.5714285714285714,1.4803920016137224,1008,0.06349206349206349,NONE,0
1129137,AMX,america movil sa de cv,32,32.0,0.0,0.0,32.0,0.0,24.0,11,1,1.0,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,1.0,-0.0,1008,0.010912698412698412,NONE,0
1487428,HRZN,horizon technology finance,1414,830.0,584.0,0.0,740.0,528.0,213.0,83,18,0.3712871287128713,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.32298136645962733,2.1866737330540214,1008,0.08234126984126984,NONE,0
1000228,HSIC,HSIC,28,0.0,0.0,28.0,28.0,0.0,0.0,0,1,1.0,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,1.0,-0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
839470,WWR,westwater resources,378,190.0,188.0,0.0,101.0,140.0,234.0,40,2,0.08994708994708994,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.9655172413793104,0.14999492361041503,1008,0.03968253968253968,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
1159036,HALO,halozyme therapeutics,2441,1327.0,1114.0,0.0,1025.0,883.0,332.0,114,36,0.4219582138467841,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.1607717041800643,2.9558134862341596,1008,0.1130952380952381,NONE,0
1419945,TNK,teekay tankers,2355,1206.0,1149.0,0.0,0.0,1967.0,453.0,92,29,0.39490445859872614,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.27976190476190477,2.3807193819578503,1008,0.09126984126984126,NONE,0
1999001,FUN,six flags entertainment corporation new,307,51.0,256.0,0.0,35.0,272.0,42.0,19,4,0.06840390879478828,1b425b87521ec0ab5e4c02aa6bbf44fa197505a03a1fa7f593d749168cc34d2f,0.4375,1.2123138802671547,1008,0.018849206349206348,NONE,0
1170299,PML,pimco municipal income fund ii,178,161.0,17.0,0.0,64.0,111.0,38.0,32,2,0.4943820224719101,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.75,0.5623351446188083,1008,0.031746031746031744,NONE,0
1555280,ZTS,ZTS,24,0.0,0.0,24.0,24.0,0.0,0.0,0,2,1.0,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,0.8333333333333334,0.45056120886630463,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
1282957,GLU,gabelli global utility income trust,111,104.0,7.0,0.0,0.0,109.0,20.0,10,1,0.2702702702702703,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,1.0,-0.0,1008,0.00992063492063492,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
1083839,NAD,nuveen dividend advantage municipal fund,83,73.0,10.0,0.0,14.0,69.0,1.0,1,1,0.3614457831325301,899feb94f03b699155327981274efda4d980eba15273b69e3928a653287f0f0a,1.0,-0.0,1008,0.000992063492063492,NONE,0
1360604,HR,grubb ellis healthcare reit,154,154.0,0.0,0.0,154.0,0.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
1316463,GLQ,clough global equity fund,319,244.0,75.0,0.0,182.0,131.0,42.0,32,4,0.26959247648902823,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.6190476190476191,0.9447653680868369,1008,0.031746031746031744,NONE,0
1552797,DKL,delek logistics partners lp,890,297.0,593.0,0.0,288.0,473.0,178.0,48,7,0.41685393258426967,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.6790123456790124,1.1153147608990486,1008,0.047619047619047616,NONE,0
1176984,EIM,eaton vance municipal bond fund,253,238.0,15.0,0.0,232.0,18.0,78.0,39,2,0.31620553359683795,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.9333333333333333,0.24493002679463532,1008,0.03869047619047619,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
1258623,EFR,eaton vance senior floating rate trust,103,101.0,2.0,0.0,87.0,16.0,14.0,2,2,0.07766990291262135,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.8571428571428571,0.410116318288409,1008,0.001984126984126984,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
1336920,LDOS,saic inc,334,90.0,244.0,0.0,114.0,160.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
1282850,FCT,first trust senior floating rate income fund ii,291,290.0,1.0,0.0,223.0,68.0,77.0,51,4,0.49828178694158076,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.8421052631578947,0.5958577356022945,1008,0.050595238095238096,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
1099160,BBGI,beasley broadcast,699,512.0,187.0,0.0,463.0,214.0,276.0,52,11,0.4206008583690987,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.4307692307692308,1.612705114286032,1008,0.051587301587301584,NONE,0
1514490,RGT,royce global value trust,86,78.0,8.0,0.0,77.0,9.0,19.0,12,2,0.23255813953488372,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.875,0.37677016125643675,1008,0.011904761904761904,NONE,0
1268533,TYG,tortoise energy infrastructure,501,402.0,99.0,0.0,369.0,97.0,34.0,22,10,0.2554890219560878,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.34285714285714286,1.97023730401649,1008,0.021825396825396824,NONE,0
1169770,BANC,first pactrust bancorp,328,301.0,27.0,0.0,0.0,327.0,0.0,0,12,0.21036585365853658,a328d6d26983766d80fbb9adc64925a627cc56bb60e124536e235c6bd61bec28,0.28125,2.14888649517104,1008,0.0,NONE,0
1460329,FLNT,searchmedia,202,202.0,0.0,0.0,194.0,8.0,0.0,0,4,0.0,fd7425846ea62437d770cdb9d69a5951ab33b237b3bab17ac568ce2742c7bea3,0.5454545454545454,1.1685184057430877,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
105744,GBR,greenbriar,203,169.0,34.0,0.0,169.0,27.0,14.0,2,8,0.0,6752e69d6ebc246e5369e53b5493b1c51f51433551b895d3c67b2e427520e39e,0.3333333333333333,1.8789674931888132,1008,0.001984126984126984,SINGLE_TOKEN_SEMANTIC_RISK,1
1074540,EVN,eaton vance municipal income trust,210,191.0,19.0,0.0,99.0,109.0,45.0,33,2,0.23809523809523808,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.6666666666666666,0.6365141682948128,1008,0.03273809523809524,NONE,0
1762303,RCEL,avita medical,333,234.0,99.0,0.0,213.0,98.0,20.0,8,3,0.14414414414414414,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.9523809523809523,0.22445109055580997,1008,0.007936507936507936,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
1412486,COCP,cocrystal pharma,239,98.0,141.0,0.0,88.0,78.0,102.0,21,4,0.1297071129707113,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.3333333333333333,1.310783678099714,1008,0.020833333333333332,NONE,0
1071438,BAK,BAK,63,0.0,0.0,63.0,16.0,47.0,23.0,8,0,0.42857142857142855,,0.0,0.0,1008,0.007936507936507936,SINGLE_TOKEN_SEMANTIC_RISK,1
1646972,ACI,ACI,314,0.0,0.0,314.0,106.0,208.0,69.0,28,0,0.12101910828025478,,0.0,0.0,531,0.05273069679849341,SINGLE_TOKEN_SEMANTIC_RISK,1
1282224,DLPN,dolphin digital media,128,128.0,0.0,0.0,126.0,2.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
1378590,BLIN,bridgeline software,58,58.0,0.0,0.0,54.0,4.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
732026,TRT,trio tech international,61,18.0,43.0,0.0,18.0,23.0,21.0,5,2,0.3442622950819672,08f472aed74b038b1cd05a1e3cd5afd5b1a5ccd3c9ab2b14bf706239f26376a8,0.5,0.6931471805599453,1008,0.00496031746031746,NONE,0
946563,RVP,retractable technologies,473,255.0,218.0,0.0,258.0,31.0,72.0,28,11,0.26849894291754756,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.32727272727272727,1.9863822386018817,1008,0.027777777777777776,NONE,0
925741,BCDA,clicknsettle com,8,8.0,0.0,0.0,8.0,0.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
812801,NUV,nuveen municipal value fund,49,14.0,35.0,0.0,9.0,28.0,17.0,6,1,0.24489795918367346,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,1.0,-0.0,1008,0.005952380952380952,NONE,0
316888,ASM,avino silver gold mines,290,111.0,179.0,0.0,136.0,133.0,61.0,22,1,0.23448275862068965,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,1.0,-0.0,1008,0.021825396825396824,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
1160990,PCN,pimco corporate income strategy fund,90,44.0,46.0,0.0,0.0,62.0,25.0,8,2,0.2,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.625,0.6615632381579821,1008,0.007936507936507936,NONE,0
1066119,VIV,telesp,133,74.0,59.0,0.0,76.0,35.0,0.0,0,2,0.03759398496240601,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.6,0.6730116670092565,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
802481,PPC,pilgrims pride,1079,229.0,850.0,0.0,208.0,617.0,149.0,68,12,0.4318813716404078,08f472aed74b038b1cd05a1e3cd5afd5b1a5ccd3c9ab2b14bf706239f26376a8,0.20588235294117646,2.2615684706365013,1008,0.06746031746031746,NONE,0
