CIK,resolved_ticker,matched_alias,matched_articles,title_matches,body_matches,exact_ticker_matches,direct_high_confidence_edges,multi_company_high_confidence_edges,training_high_confidence_edges,training_distinct_recorded_dates,publisher_count,native_tag_agreement_rate,top_publisher_hash,top_publisher_fraction,publisher_entropy,training_days_denominator,training_day_coverage,risk_flags,risk_flag_count
1001115,GEOS,oyo geospace,135,120.0,15.0,0.0,116.0,14.0,0.0,0,1,0.0,8294547e9fe9367f291a22598513d897928d1a0eeb713ca2b41f31977192c5d1,1.0,-0.0,1008,0.0,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
25743,TXMD,croff enterprises,6,6.0,0.0,0.0,6.0,0.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
1270523,ETG,eaton vance tax advantaged global dividend income fund,196,179.0,17.0,0.0,124.0,72.0,50.0,36,1,0.5051020408163265,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,1.0,-0.0,1008,0.03571428571428571,PUBLISHER_CONCENTRATION_GE_80_PERCENT,1
1436425,HBCP,home bancorp,752,468.0,284.0,0.0,0.0,743.0,259.0,57,14,0.4002659574468085,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.3137254901960784,2.008790847195114,1008,0.05654761904761905,NONE,0
1288992,EFT,eaton vance floating rate income trust,195,186.0,9.0,0.0,144.0,48.0,33.0,22,4,0.36923076923076925,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.6875,0.9180459180656309,1008,0.021825396825396824,NONE,0
701719,ELA,dgse companies,295,294.0,1.0,0.0,282.0,13.0,12.0,6,8,0.0,1b425b87521ec0ab5e4c02aa6bbf44fa197505a03a1fa7f593d749168cc34d2f,0.25,1.8080820055585276,1008,0.005952380952380952,NONE,0
1493594,MTSI,m a com technology solutions,382,246.0,136.0,0.0,222.0,119.0,2.0,1,13,0.4816753926701571,a328d6d26983766d80fbb9adc64925a627cc56bb60e124536e235c6bd61bec28,0.16071428571428573,2.3688592759177145,1008,0.000992063492063492,NONE,0
910068,HIO,western asset high income opportunity fund,244,234.0,10.0,0.0,177.0,58.0,33.0,29,2,0.29918032786885246,84625ab1a763851f03bf27f1f4f68b3b7efe198626d098151d461cbb0e262da0,0.5,0.6931471805599453,1008,0.028769841269841268,NONE,0
1395213,EDN,edenor,389,238.0,151.0,0.0,269.0,54.0,10.0,7,8,0.12853470437017994,1b425b87521ec0ab5e4c02aa6bbf44fa197505a03a1fa7f593d749168cc34d2f,0.23076923076923078,1.9915093613566137,1008,0.006944444444444444,SINGLE_TOKEN_SEMANTIC_RISK,1
1576427,CRTO,criteo s a,205,124.0,81.0,0.0,92.0,71.0,83.0,36,5,0.8341463414634146,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.7142857142857143,0.9250434141356143,1008,0.03571428571428571,NONE,0
928465,DIT,amcon distributing,332,321.0,11.0,0.0,244.0,86.0,80.0,38,4,0.4186746987951807,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.6666666666666666,0.9943087084069813,1008,0.037698412698412696,NONE,0
1270436,COHN,alesco financial,70,70.0,0.0,0.0,66.0,4.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
1331284,DHT,double hull tankers,77,44.0,33.0,0.0,44.0,12.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
1013488,BJRI,bjs restaurants,24,12.0,12.0,0.0,10.0,9.0,7.0,4,0,0.7083333333333334,,0.0,0.0,1008,0.003968253968253968,NONE,0
1385632,IAE,ing asia pacific high dividend equity income fund,17,17.0,0.0,0.0,12.0,5.0,0.0,0,0,0.29411764705882354,,0.0,0.0,1008,0.0,NONE,0
912892,TV,grupo televisa s a,744,76.0,668.0,0.0,111.0,509.0,54.0,25,7,0.3951612903225806,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.25,1.8047484896412986,1008,0.0248015873015873,NONE,0
1024478,ROK,rockwell international,21,0.0,21.0,0.0,0.0,7.0,0.0,0,1,0.047619047619047616,215816bf42103f1f2b24c168779f1fb0ea3afcb7a2c627e42e0bcd7fe07eb70a,1.0,-0.0,1008,0.0,NONE,0
1534525,XBIO,general aircraft,8,0.0,8.0,0.0,4.0,2.0,0.0,0,1,0.0,215816bf42103f1f2b24c168779f1fb0ea3afcb7a2c627e42e0bcd7fe07eb70a,1.0,-0.0,1008,0.0,NONE,0
1383312,BR,BR,52,0.0,0.0,52.0,0.0,52.0,8.0,2,0,0.038461538461538464,,0.0,0.0,1008,0.001984126984126984,SINGLE_TOKEN_SEMANTIC_RISK,1
921738,PENN,penn entertainment,1548,168.0,1380.0,0.0,193.0,647.0,0.0,0,0,0.1388888888888889,,0.0,0.0,1008,0.0,NONE,0
1286043,KRG,KRG,45,0.0,0.0,45.0,0.0,45.0,2.0,1,0,0.022222222222222223,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1325702,MX,MX,75,0.0,0.0,75.0,8.0,67.0,0.0,0,1,0.12,84625ab1a763851f03bf27f1f4f68b3b7efe198626d098151d461cbb0e262da0,1.0,-0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
1185348,PRAA,pra group inc,467,60.0,407.0,0.0,52.0,283.0,84.0,39,4,0.42398286937901497,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.5,0.993230217139768,1008,0.03869047619047619,NONE,0
1530950,POST,POST,109,0.0,0.0,109.0,46.0,63.0,21.0,10,0,0.11926605504587157,,0.0,0.0,1008,0.00992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1259708,FRA,blackrock floating rate income strategies fund,94,79.0,15.0,0.0,43.0,44.0,39.0,24,2,0.7340425531914894,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.9,0.3250829733914482,1008,0.023809523809523808,NONE,0
1308648,AG,AG,22,0.0,0.0,22.0,8.0,14.0,17.0,3,1,0.2727272727272727,84625ab1a763851f03bf27f1f4f68b3b7efe198626d098151d461cbb0e262da0,1.0,-0.0,1008,0.002976190476190476,SINGLE_TOKEN_SEMANTIC_RISK,1
1609804,OEC,orion s a,12,3.0,9.0,0.0,3.0,6.0,0.0,0,0,0.6666666666666666,,0.0,0.0,1008,0.0,NONE,0
78150,PHI,pldt inc,280,19.0,261.0,0.0,24.0,210.0,61.0,35,2,0.2642857142857143,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.6666666666666666,0.6365141682948128,1008,0.034722222222222224,NONE,0
1525769,PLAY,PLAY,265,0.0,0.0,265.0,65.0,200.0,170.0,55,1,0.35094339622641507,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,1.0,-0.0,1008,0.054563492063492064,PUBLISHER_CONCENTRATION_GE_80_PERCENT|SINGLE_TOKEN_SEMANTIC_RISK,2
1576427,CRTO,CRTO,237,0.0,0.0,237.0,13.0,224.0,121.0,61,2,0.4092827004219409,08f472aed74b038b1cd05a1e3cd5afd5b1a5ccd3c9ab2b14bf706239f26376a8,0.5,0.6931471805599453,1008,0.060515873015873016,SINGLE_TOKEN_SEMANTIC_RISK,1
1705110,ANGI,angi inc,159,14.0,145.0,0.0,5.0,100.0,6.0,6,0,0.4088050314465409,,0.0,0.0,1008,0.005952380952380952,NONE,0
1691445,FINV,finvolution,372,43.0,329.0,0.0,31.0,286.0,152.0,33,1,0.239247311827957,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,1.0,-0.0,1008,0.03273809523809524,PUBLISHER_CONCENTRATION_GE_80_PERCENT|SINGLE_TOKEN_SEMANTIC_RISK,2
1420520,ATOM,atomera,181,81.0,100.0,0.0,48.0,97.0,108.0,30,4,0.287292817679558,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.4,1.2519894208137132,1008,0.02976190476190476,SINGLE_TOKEN_SEMANTIC_RISK,1
1546652,OUNZ,vaneck merk gold trust,209,3.0,206.0,0.0,40.0,93.0,24.0,17,0,0.17703349282296652,,0.0,0.0,1008,0.016865079365079364,NONE,0
911177,CWST,CWST,22,0.0,0.0,22.0,15.0,7.0,0.0,0,0,0.09090909090909091,,0.0,0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
314808,VAL,VAL,68,0.0,0.0,68.0,8.0,60.0,15.0,6,1,0.08823529411764706,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,1.0,-0.0,800,0.0075,SINGLE_TOKEN_SEMANTIC_RISK,1
1408198,MSCI,MSCI,199,0.0,0.0,199.0,38.0,161.0,47.0,23,0,0.3165829145728643,,0.0,0.0,1008,0.022817460317460316,SINGLE_TOKEN_SEMANTIC_RISK,1
34903,FRT,FRT,76,0.0,0.0,76.0,17.0,59.0,52.0,25,0,0.3815789473684211,,0.0,0.0,1008,0.0248015873015873,SINGLE_TOKEN_SEMANTIC_RISK,1
1415311,YCS,proshares trust ii,35,2.0,33.0,0.0,5.0,0.0,0.0,0,1,0.02857142857142857,b62c4a42b559a75a763db16f1d5b5418e26a6381c70c7115f29a89d2cc6ac9bf,1.0,-0.0,1008,0.0,NONE,0
1517518,EMO,clearbridge energy midstream opportunity fund,15,11.0,4.0,0.0,3.0,8.0,10.0,9,1,0.7333333333333333,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,1.0,-0.0,1008,0.008928571428571428,NONE,0
912767,UFPI,UFPI,52,0.0,0.0,52.0,7.0,45.0,19.0,15,0,0.6153846153846154,,0.0,0.0,1008,0.01488095238095238,SINGLE_TOKEN_SEMANTIC_RISK,1
1649096,CLPR,clipper realty,173,74.0,99.0,0.0,11.0,133.0,47.0,25,2,0.4913294797687861,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.625,0.6615632381579821,1008,0.0248015873015873,NONE,0
913059,BBAR,banco bbva argentina s a,6,0.0,6.0,0.0,0.0,4.0,0.0,0,0,0.16666666666666666,,0.0,0.0,1008,0.0,NONE,0
1612940,PRQR,PRQR,41,0.0,0.0,41.0,2.0,39.0,24.0,7,1,0.24390243902439024,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,1.0,-0.0,1008,0.006944444444444444,SINGLE_TOKEN_SEMANTIC_RISK,1
1298946,DRH,DRH,3,0.0,0.0,3.0,0.0,3.0,1.0,1,0,0.0,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1075124,TRI,thomson reuters can,8,0.0,8.0,0.0,4.0,1.0,0.0,0,0,0.125,,0.0,0.0,1008,0.0,NONE,0
1221029,CPAC,CPAC,2,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0.0,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1643953,PRPL,PRPL,6,0.0,0.0,6.0,0.0,6.0,6.0,2,0,0.16666666666666666,,0.0,0.0,1008,0.001984126984126984,SINGLE_TOKEN_SEMANTIC_RISK,1
715579,ACNB,acnb corp,19,19.0,0.0,0.0,15.0,4.0,14.0,7,4,0.8947368421052632,08f472aed74b038b1cd05a1e3cd5afd5b1a5ccd3c9ab2b14bf706239f26376a8,0.25,1.3862943611198906,1008,0.006944444444444444,NONE,0
1838987,SPWR,SPWR,63,0.0,0.0,63.0,58.0,5.0,0.0,0,2,0.9206349206349206,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,0.9310344827586207,0.2509548043576197,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
771992,PAAS,PAAS,20,0.0,0.0,20.0,20.0,0.0,0.0,0,1,1.0,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,1.0,-0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
925741,BCDA,cardo medical,22,22.0,0.0,0.0,22.0,0.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
65312,EVI,dryclean usa,22,22.0,0.0,0.0,22.0,0.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
1563696,ETX,eaton vance municipal income 2028 term trust,39,37.0,2.0,0.0,14.0,25.0,21.0,21,1,0.8461538461538461,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,1.0,-0.0,1008,0.020833333333333332,NONE,0
1379384,BTZ,blackrock preferred equity advantage trust,2,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
935703,DLTR,DLTR,42,0.0,0.0,42.0,26.0,16.0,10.0,4,2,0.5952380952380952,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,0.6923076923076923,0.6172417697303416,1008,0.003968253968253968,SINGLE_TOKEN_SEMANTIC_RISK,1
1442236,QRHC,bluestar financial,6,6.0,0.0,0.0,6.0,0.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
1403568,ULTA,ULTA,142,0.0,0.0,142.0,91.0,51.0,51.0,26,3,0.7535211267605634,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,0.9534883720930233,0.22035233116154795,1008,0.025793650793650792,PUBLISHER_CONCENTRATION_GE_80_PERCENT|SINGLE_TOKEN_SEMANTIC_RISK,2
1653653,RRR,RRR,3,0.0,0.0,3.0,0.0,3.0,0.0,0,0,0.3333333333333333,,0.0,0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
704440,KRMD,koru medical systems,23,10.0,13.0,0.0,0.0,19.0,0.0,0,0,0.7391304347826086,,0.0,0.0,1008,0.0,NONE,0
1590364,FTAI,fortress transportation infrastructure investors,65,38.0,27.0,0.0,18.0,41.0,38.0,28,0,0.7384615384615385,,0.0,0.0,1008,0.027777777777777776,NONE,0
736772,CCNE,CCNE,32,0.0,0.0,32.0,0.0,32.0,25.0,13,0,0.5625,,0.0,0.0,1008,0.012896825396825396,SINGLE_TOKEN_SEMANTIC_RISK,1
1263994,UTG,UTG,4,0.0,0.0,4.0,0.0,4.0,2.0,1,0,0.5,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1504008,BKU,BKU,4,0.0,0.0,4.0,0.0,4.0,4.0,1,0,0.0,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1137887,NZF,nuveen dividend advantage municipal fund 3,33,31.0,2.0,0.0,0.0,33.0,0.0,0,1,0.7272727272727273,899feb94f03b699155327981274efda4d980eba15273b69e3928a653287f0f0a,1.0,-0.0,1008,0.0,NONE,0
883265,VTN,invesco van kampen trust for investment grade new york municipals,2,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
827876,CLSK,stratean,2,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
838875,WVVI,WVVI,7,0.0,0.0,7.0,0.0,7.0,7.0,3,0,0.14285714285714285,,0.0,0.0,1008,0.002976190476190476,SINGLE_TOKEN_SEMANTIC_RISK,1
67088,MUFG,MUFG,4,0.0,0.0,4.0,0.0,4.0,4.0,2,0,0.0,,0.0,0.0,1008,0.001984126984126984,SINGLE_TOKEN_SEMANTIC_RISK,1
1214816,AXS,AXS,1,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0.0,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1278895,CII,CII,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
1395325,ETJ,ETJ,3,0.0,0.0,3.0,1.0,2.0,0.0,0,0,0.6666666666666666,,0.0,0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
810943,PCF,high income securities fund,29,25.0,4.0,0.0,8.0,21.0,25.0,21,2,0.896551724137931,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.75,0.5623351446188083,1008,0.020833333333333332,NONE,0
1745916,PFSI,PFSI,8,0.0,0.0,8.0,3.0,5.0,8.0,6,0,0.75,,0.0,0.0,1008,0.005952380952380952,SINGLE_TOKEN_SEMANTIC_RISK,1
1539838,FANG,FANG,5,0.0,0.0,5.0,2.0,3.0,2.0,1,0,0.2,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1306550,BGR,BGR,1,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0.0,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
795403,WTS,WTS,2,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0.5,,0.0,0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
1598646,NERV,NERV,14,0.0,0.0,14.0,14.0,0.0,0.0,0,1,1.0,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,1.0,-0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
1371285,TRUP,TRUP,8,0.0,0.0,8.0,8.0,0.0,0.0,0,1,1.0,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,1.0,-0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
6955,EPAC,EPAC,3,0.0,0.0,3.0,0.0,3.0,3.0,1,0,0.0,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1006281,PLX,PLX,2,0.0,0.0,2.0,2.0,0.0,0.0,0,1,1.0,54cdaa1af72fd153cc9dc0d244fb43a089e1f19b0524cbb0e47b632c54047c9d,1.0,-0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
1145197,PODD,PODD,6,0.0,0.0,6.0,6.0,0.0,0.0,0,1,1.0,1b425b87521ec0ab5e4c02aa6bbf44fa197505a03a1fa7f593d749168cc34d2f,1.0,-0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
858706,GF,GF,2,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
1778114,AIO,virtus allianzgi artificial intelligence technology opportunities fund,4,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0.25,,0.0,0.0,0,0.0,NONE,0
1383441,NIE,NIE,2,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0.0,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1584207,OMF,OMF,2,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0.5,,0.0,0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
1474735,GNRC,GNRC,3,0.0,0.0,3.0,2.0,1.0,0.0,0,1,0.6666666666666666,84625ab1a763851f03bf27f1f4f68b3b7efe198626d098151d461cbb0e262da0,1.0,-0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
1415311,YCS,UGL,2,0.0,0.0,2.0,2.0,0.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
1415311,YCS,UVXY,4,0.0,0.0,4.0,0.0,4.0,1.0,1,0,0.0,,0.0,0.0,1008,0.000992063492063492,SINGLE_TOKEN_SEMANTIC_RISK,1
1401667,PBYI,innovative acquisitions,1,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0.0,,0.0,0.0,1008,0.0,NONE,0
1164771,NAK,NAK,2,0.0,0.0,2.0,2.0,0.0,0.0,0,1,1.0,1b425b87521ec0ab5e4c02aa6bbf44fa197505a03a1fa7f593d749168cc34d2f,1.0,-0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
807882,JACK,JACK,53,0.0,0.0,53.0,52.0,1.0,3.0,2,2,0.9811320754716981,deb56840b9cdc03f6c4ee4d521ae2d441afded63a6b8dfc35db2427b482be521,0.9615384615384616,0.16302362949436594,1008,0.001984126984126984,SINGLE_TOKEN_SEMANTIC_RISK,1
1578453,DLNG,DLNG,5,0.0,0.0,5.0,4.0,1.0,3.0,2,1,1.0,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,1.0,-0.0,1008,0.001984126984126984,SINGLE_TOKEN_SEMANTIC_RISK,1
1472072,CCM,CCM,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1.0,,0.0,0.0,1008,0.0,SINGLE_TOKEN_SEMANTIC_RISK,1
842162,LEA,lear seating,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,,0.0,0.0,1008,0.0,NONE,0
1467858,GM,general motors,39499,7596.0,31903.0,0.0,6526.0,19428.0,4927.0,896,86,0.0026076609534418592,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.3394988066825776,2.486863522381288,1008,0.8888888888888888,EDGE_COUNT_TOP_1_PERCENT,1
1437578,BFAM,bright horizons family solutions,746,371.0,375.0,0.0,341.0,224.0,155.0,71,11,0.5080428954423593,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.25925925925925924,1.947502836137234,1008,0.07043650793650794,NONE,0
863064,RIO,rio tinto,27036,12602.0,14434.0,0.0,13883.0,6566.0,1662.0,499,58,0.03513833407308774,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.14852492370295015,2.939513783509857,1008,0.49503968253968256,NONE,0
1116132,TPR,coach,25037,13528.0,11509.0,0.0,15881.0,4449.0,264.0,147,120,0.0021568079242720774,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.138353765323993,3.421629393213744,1008,0.14583333333333334,SINGLE_TOKEN_SEMANTIC_RISK,1
1300514,LVS,las vegas sands,8716,2999.0,5717.0,0.0,2613.0,3683.0,1521.0,411,40,0.006424965580541533,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.3350694444444444,2.448727854990106,1008,0.40773809523809523,NONE,0
1527166,CG,carlyle,13073,7408.0,5665.0,0.0,6713.0,4993.0,2012.0,445,40,0.1590300619597644,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.2909880564603692,2.532708295807836,1008,0.44146825396825395,SINGLE_TOKEN_SEMANTIC_RISK,1
900075,CPRT,copart,4131,2339.0,1792.0,0.0,1542.0,1914.0,1144.0,272,37,0.35197288792060033,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.3106796116504854,2.294408226927997,1008,0.2698412698412698,SINGLE_TOKEN_SEMANTIC_RISK,1
1639300,OLLI,ollie s bargain outlet,3106,563.0,2543.0,0.0,327.0,1823.0,738.0,212,9,0.2678686413393432,6752e69d6ebc246e5369e53b5493b1c51f51433551b895d3c67b2e427520e39e,0.2463768115942029,1.8613147145449669,1008,0.21031746031746032,NONE,0
1243429,MT,arcelormittal,15248,8011.0,7237.0,0.0,7213.0,5348.0,1958.0,434,46,0.227898740818468,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.3526275704493526,2.368205945430278,1008,0.4305555555555556,SINGLE_TOKEN_SEMANTIC_RISK,1
885725,BSX,boston scientific,13975,9315.0,4660.0,0.0,7328.0,5033.0,2888.0,439,79,0.3405366726296959,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.23587223587223588,2.8986362804276613,1008,0.435515873015873,NONE,0
901832,AZN,astrazeneca,24848,12825.0,12023.0,0.0,11079.0,8916.0,4857.0,842,81,0.0884175788795879,84625ab1a763851f03bf27f1f4f68b3b7efe198626d098151d461cbb0e262da0,0.22090469916556874,2.7084084720528545,1008,0.8353174603174603,SINGLE_TOKEN_SEMANTIC_RISK,1
1529192,VIPS,vipshop,5303,2767.0,2536.0,0.0,2125.0,2292.0,1627.0,310,40,0.40448802564586084,6752e69d6ebc246e5369e53b5493b1c51f51433551b895d3c67b2e427520e39e,0.2584745762711864,2.405428198752346,1008,0.30753968253968256,SINGLE_TOKEN_SEMANTIC_RISK,1
1555280,ZTS,zoetis,6498,3465.0,3033.0,0.0,2486.0,2723.0,1713.0,329,42,0.3799630655586334,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.188780053428317,2.5266841248439493,1008,0.3263888888888889,SINGLE_TOKEN_SEMANTIC_RISK,1
100885,UNP,union pacific,13387,5496.0,7891.0,0.0,3429.0,6398.0,2361.0,478,34,0.19309778142974526,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.385395537525355,2.1555041282043588,1008,0.4742063492063492,NONE,0
740260,VTR,ventas,6911,4278.0,2633.0,0.0,3496.0,2412.0,1725.0,347,45,0.3555201852119809,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.2916666666666667,2.2581454399849155,1008,0.34424603174603174,SINGLE_TOKEN_SEMANTIC_RISK,1
1687932,JILL,j jill,1169,323.0,846.0,0.0,190.0,756.0,531.0,67,8,0.0,6d85c5fcd083a75f7715c2add959f733b76cef5669e291147c7bb4af1f38a75b,0.36363636363636365,1.5676477228702794,1008,0.06646825396825397,NONE,0
1481513,JKS,jinkosolar,5822,3253.0,2569.0,0.0,2830.0,2105.0,1443.0,254,54,0.22981793198213674,7a760386ea72c5ddae3e4604fdc5f7fa942ad00c5db2a3d8dffc6bcb5912ebdf,0.3356164383561644,2.4245862762716754,1008,0.251984126984127,SINGLE_TOKEN_SEMANTIC_RISK,1
1383312,BR,broadridge financial solutions,3842,1118.0,2724.0,0.0,731.0,2403.0,828.0,210,28,0.321186881832379,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.27238805970149255,2.216081499659032,1008,0.20833333333333334,NONE,0
1580808,ATEN,a10 networks,1379,969.0,410.0,0.0,830.0,379.0,217.0,68,21,0.37200870195794056,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.20725388601036268,2.38669882434339,1008,0.06746031746031746,NONE,0
1668717,BUD,anheuser busch inbev sa nv,1340,530.0,810.0,0.0,484.0,615.0,336.0,102,3,0.2656716417910448,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.7874015748031497,0.5915402565911569,1008,0.10119047619047619,NONE,0
1283699,TMUS,t mobile us,11654,1601.0,10053.0,0.0,1373.0,5808.0,2502.0,621,16,0.2859962244722842,b760b1294f1c1c3c7acaf7968447dba9b64ee4ce0b10d6aa81600f9526801e12,0.32558139534883723,1.9865316450419066,1008,0.6160714285714286,NONE,0
1631761,YRD,yirendai,436,201.0,235.0,0.0,132.0,258.0,161.0,41,5,0.27293577981651373,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.5084745762711864,1.2131595680352252,1008,0.040674603174603176,SINGLE_TOKEN_SEMANTIC_RISK,1
1333141,FMS,fresenius medical care ag,653,91.0,562.0,0.0,141.0,335.0,115.0,41,5,0.2725880551301684,7276994fe3b691a33351d3624d75910566c16617a432697d5d342172678d794d,0.6451612903225806,0.9646266301458397,1008,0.040674603174603176,NONE,0
91576,KEY,society,54476,23729.0,30747.0,0.0,26823.0,9342.0,2281.0,742,57,5.507012262280637e-05,215816bf42103f1f2b24c168779f1fb0ea3afcb7a2c627e42e0bcd7fe07eb70a,0.36163522012578614,2.428452088028784,1008,0.7361111111111112,EDGE_COUNT_TOP_1_PERCENT|SINGLE_TOKEN_SEMANTIC_RISK,2
