phase,symbol,method,n,BA,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
development,AAPL,D0_equal,126,0.5621196754563895,0.14894830773554277,0.24411096100759516,0.6435091277890466,0.8448275862068966,0.27941176470588236,0.7777777777777778,False
development,AAPL,D0_day,126,0.5276369168356998,0.06396543989509393,0.33119008815003304,0.507606490872211,0.27586206896551724,0.7794117647058824,0.24603174603174602,False
development,AAPL,D1,126,0.5273833671399595,0.07800764512385155,0.3336033245128312,0.4710953346855984,0.1724137931034483,0.8823529411764706,0.14285714285714285,False
development,AMZN,D0_equal,126,0.5111317254174397,0.02234950781338371,0.2718877788099645,0.5552610654651471,0.6326530612244898,0.38961038961038963,0.6190476190476191,False
development,AMZN,D0_day,126,0.4582560296846011,-0.09918995010726926,0.2815126285896981,0.42963159289689906,0.16326530612244897,0.7532467532467533,0.21428571428571427,False
development,AMZN,D1,126,0.5556586270871986,0.11511756628934004,0.2542047044417328,0.5979326795653326,0.7346938775510204,0.37662337662337664,0.6666666666666666,False
later,AAPL,D0_equal,178,0.5386510041682455,0.08597676748504192,0.25577476582147957,0.5301250473664266,0.7586206896551724,0.31868131868131866,0.7191011235955056,False
later,AAPL,D0_day,178,0.4982948086396362,-0.004495147298372669,0.31998009272693273,0.5572817986611089,0.1724137931034483,0.8241758241758241,0.17415730337078653,False
later,AAPL,D1,178,0.5422508525956802,0.12592617972995174,0.3185360780172277,0.5687760515346723,0.1724137931034483,0.9120879120879121,0.12921348314606743,False
later,AMZN,D0_equal,179,0.5085106382978724,0.017418199070209483,0.27222912692367146,0.5200250312891115,0.6170212765957447,0.4,0.6089385474860335,False
later,AMZN,D0_day,179,0.5217772215269086,0.051324050722914925,0.29307738228108204,0.5177722152690863,0.2553191489361702,0.788235294117647,0.2346368715083799,False
later,AMZN,D1,179,0.4821652065081352,-0.03841712857639176,0.27054783249794273,0.4296620775969963,0.6702127659574468,0.29411764705882354,0.6871508379888268,False
train_forward_oof,AAPL,D0_equal,383,0.5268023223042669,0.052859072097666916,0.25766056155301725,0.5412039907558762,0.48672566371681414,0.5668789808917197,0.46475195822454307,False
train_forward_oof,AAPL,D0_day,383,0.526900963869004,0.05297382590416763,0.24669665561153745,0.55678935798433,0.5442477876106194,0.5095541401273885,0.5221932114882507,False
train_forward_oof,AAPL,D1,383,0.5343413561805986,0.06821521691977286,0.2456559519985355,0.5540273941716927,0.5973451327433629,0.4713375796178344,0.5691906005221932,False
train_forward_oof,AMZN,D0_equal,382,0.5217959655447615,0.04574289772518907,0.25617620131172997,0.5157828109089909,0.6748768472906403,0.3687150837988827,0.6544502617801047,False
train_forward_oof,AMZN,D0_day,382,0.4910146682444891,-0.025168627808973342,0.2543264275371612,0.47026446872333977,0.8423645320197044,0.13966480446927373,0.8507853403141361,False
train_forward_oof,AMZN,D1,382,0.4959407766188733,-0.011539640000727287,0.25491436782858423,0.4865013622478466,0.8522167487684729,0.13966480446927373,0.856020942408377,False
