phase,symbol,month,method,n,BA,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
development,AAPL,2018-09,D0_equal,57,0.6188423645320198,0.2831921951995806,0.23687878867299847,0.6748768472906405,0.8928571428571429,0.3448275862068966,0.7719298245614035,False
development,AAPL,2018-10,D0_equal,69,0.5153846153846154,0.03698001308168194,0.25008536424052286,0.6205128205128204,0.8,0.23076923076923078,0.782608695652174,False
development,AAPL,2018-09,D0_day,57,0.5043103448275862,0.010012021643290916,0.356614852568188,0.4926108374384237,0.25,0.7586206896551724,0.24561403508771928,False
development,AAPL,2018-10,D0_day,69,0.5474358974358974,0.10914501764366426,0.31018702189155706,0.5205128205128204,0.3,0.7948717948717948,0.2463768115942029,False
development,AAPL,2018-09,D1,57,0.4846059113300492,-0.04689515459275806,0.36414302679704835,0.42980295566502463,0.10714285714285714,0.8620689655172413,0.12280701754385964,False
development,AAPL,2018-10,D1,69,0.5653846153846154,0.17708760343698193,0.30837487479978226,0.5068376068376068,0.23333333333333334,0.8974358974358975,0.15942028985507245,False
development,AMZN,2018-09,D0_equal,57,0.47598522167487683,-0.04977665340318334,0.26348832319443444,0.5197044334975369,0.6071428571428571,0.3448275862068966,0.631578947368421,False
development,AMZN,2018-10,D0_equal,69,0.5416666666666666,0.07856742013183861,0.2788264595358372,0.6041666666666666,0.6666666666666666,0.4166666666666667,0.6086956521739131,False
development,AMZN,2018-09,D0_day,57,0.43349753694581283,-0.1630980846658687,0.32277332867676123,0.3706896551724138,0.14285714285714285,0.7241379310344828,0.21052631578947367,False
development,AMZN,2018-10,D0_day,69,0.4806547619047619,-0.04316103311485311,0.24742770243081996,0.46726190476190477,0.19047619047619047,0.7708333333333334,0.21739130434782608,False
development,AMZN,2018-09,D1,57,0.583743842364532,0.19955512200592207,0.2382410821232492,0.6551724137931034,0.8571428571428571,0.3103448275862069,0.7719298245614035,False
development,AMZN,2018-10,D1,69,0.49404761904761907,-0.011097419040461881,0.26739204461787136,0.5267857142857143,0.5714285714285714,0.4166666666666667,0.5797101449275363,False
later,AAPL,2018-11,D0_equal,60,0.5261401557285873,0.05797747850973157,0.25403661854843856,0.5305895439377085,0.7419354838709677,0.3103448275862069,0.7166666666666667,False
later,AAPL,2018-12,D0_equal,53,0.6385448916408669,0.2949846002743204,0.25395936945559855,0.6114551083591332,0.8947368421052632,0.38235294117647056,0.7169811320754716,False
later,AAPL,2019-01,D0_equal,63,0.485966735966736,-0.030586777135731963,0.25486671639997927,0.46569646569646567,0.7027027027027027,0.2692307692307692,0.7142857142857143,False
later,AAPL,2019-02,D0_equal,2,,0.0,0.3846307444858184,,,0.0,1.0,True
later,AAPL,2018-11,D0_day,60,0.4955506117908787,-0.01308167862835013,0.3069648896556732,0.6440489432703004,0.12903225806451613,0.8620689655172413,0.13333333333333333,False
later,AAPL,2018-12,D0_day,53,0.46439628482972134,-0.0953872486770759,0.30544384874494473,0.4071207430340557,0.10526315789473684,0.8235294117647058,0.1509433962264151,False
later,AAPL,2019-01,D0_day,63,0.5254677754677755,0.06031793794762581,0.3494819304272108,0.5727650727650728,0.24324324324324326,0.8076923076923077,0.2222222222222222,False
later,AAPL,2019-02,D0_day,2,,0.0,0.16633876282864624,,,0.5,0.5,False
later,AAPL,2018-11,D1,60,0.5634037819799778,0.21122849288893886,0.3061007446224267,0.6740823136818688,0.16129032258064516,0.9655172413793104,0.1,False
later,AAPL,2018-12,D1,53,0.5348297213622291,0.10543181929503233,0.29926150301660753,0.4024767801857585,0.15789473684210525,0.9117647058823529,0.11320754716981132,False
later,AAPL,2019-01,D1,63,0.5176715176715176,0.04583459166522033,0.35445570048020075,0.5831600831600832,0.1891891891891892,0.8461538461538461,0.1746031746031746,False
later,AAPL,2019-02,D1,2,,0.0,0.0709042097940451,,,1.0,0.0,True
later,AMZN,2018-11,D0_equal,60,0.5277777777777778,0.055978284637523995,0.2844212127969923,0.5173611111111112,0.6388888888888888,0.4166666666666667,0.6166666666666667,False
later,AMZN,2018-12,D0_equal,54,0.5323308270676692,0.061928224614379454,0.2584394215807982,0.6225563909774435,0.5789473684210527,0.4857142857142857,0.5370370370370371,False
later,AMZN,2019-01,D0_equal,63,0.44263157894736843,-0.11775013847245042,0.272779513025182,0.3821052631578947,0.6052631578947368,0.28,0.6507936507936508,False
later,AMZN,2019-02,D0_equal,2,0.5,0.0,0.26145143278404165,0.0,1.0,0.0,1.0,True
later,AMZN,2018-11,D0_day,60,0.5416666666666667,0.09909574797525764,0.3024642120839463,0.5416666666666667,0.25,0.8333333333333334,0.21666666666666667,False
later,AMZN,2018-12,D0_day,54,0.5052631578947369,0.012481208753051231,0.26171666290818557,0.4616541353383458,0.21052631578947367,0.8,0.2037037037037037,False
later,AMZN,2019-01,D0_day,63,0.5047368421052632,0.01025978352085154,0.3103408354269009,0.5031578947368421,0.2894736842105263,0.72,0.2857142857142857,False
later,AMZN,2019-02,D0_day,2,0.5,0.0,0.31441313717006714,0.0,0.0,1.0,0.0,True
later,AMZN,2018-11,D1,60,0.5069444444444444,0.014119562368122625,0.2664397669257544,0.43287037037037035,0.6388888888888888,0.375,0.6333333333333333,False
later,AMZN,2018-12,D1,54,0.5157894736842106,0.0309344112444873,0.2766110418686585,0.47218045112781953,0.631578947368421,0.4,0.6111111111111112,False
later,AMZN,2019-01,D1,63,0.4084210526315789,-0.22819794785574377,0.26700689964450824,0.35684210526315785,0.7368421052631579,0.08,0.8095238095238095,False
later,AMZN,2019-02,D1,2,0.0,-1.0,0.3416225315374572,0.0,0.0,0.0,0.5,False
train_forward_oof,AAPL,2018-03,D0_equal,62,0.42291666666666666,-0.15817166261312793,0.31218205095693174,0.4395833333333333,0.3125,0.5333333333333333,0.3870967741935484,False
train_forward_oof,AAPL,2018-04,D0_equal,63,0.5564516129032258,0.11359236684941297,0.2427480052414925,0.592741935483871,0.6129032258064516,0.5,0.5555555555555556,False
train_forward_oof,AAPL,2018-05,D0_equal,66,0.5671015843429636,0.13376754398878044,0.24930082061036912,0.5582479030754892,0.5135135135135135,0.6206896551724138,0.45454545454545453,False
train_forward_oof,AAPL,2018-06,D0_equal,63,0.4907407407407407,-0.018731716231633878,0.2663216143320161,0.4403292181069959,0.3888888888888889,0.5925925925925926,0.3968253968253968,False
