period,slice,model,n,dates,BA,MCC,Brier,up_recall,down_recall,pred_up,actual_up,mean_probability
test,2018-12,primary_gate,54,18,0.42030075187969923,-0.15763062091253158,0.2713014992300027,0.5263157894736842,0.3142857142857143,0.6296296296296297,0.35185185185185186,0.5688141779806959
test,2019-01,constant,63,21,0.5,0.0,0.25,1.0,0.0,1.0,0.6031746031746031,0.5
test,2019-01,prior,63,21,0.5,0.0,0.24250001418366202,1.0,0.0,1.0,0.6031746031746031,0.5470941883767536
test,2019-01,title,63,21,0.44894736842105265,-0.10884457624470638,0.2813211804335381,0.6578947368421053,0.24,0.6984126984126984,0.6031746031746031,0.5641695066305394
test,2019-01,price,63,21,0.42894736842105263,-0.15389675281277312,0.26658536386998777,0.6578947368421053,0.2,0.7142857142857143,0.6031746031746031,0.5521358441536689
test,2019-01,old_body,63,21,0.5221052631578947,0.04588314677411235,0.2615292251423815,0.6842105263157895,0.36,0.6666666666666666,0.6031746031746031,0.513990051405843
test,2019-01,old_semantic,63,21,0.48210526315789476,-0.03815170713731976,0.2599170872179454,0.6842105263157895,0.28,0.6984126984126984,0.6031746031746031,0.5483910682029582
test,2019-01,old_integrated,63,21,0.44263157894736843,-0.11775013847245042,0.2699418918658475,0.6052631578947368,0.28,0.6507936507936508,0.6031746031746031,0.533253236971598
test,2019-01,body,63,21,0.42894736842105263,-0.15389675281277312,0.26658536386998777,0.6578947368421053,0.2,0.7142857142857143,0.6031746031746031,0.5521358441536689
test,2019-01,semantic,63,21,0.42894736842105263,-0.15389675281277312,0.26658536386998777,0.6578947368421053,0.2,0.7142857142857143,0.6031746031746031,0.5521358441536689
test,2019-01,static,63,21,0.42894736842105263,-0.15389675281277312,0.26658536386998777,0.6578947368421053,0.2,0.7142857142857143,0.6031746031746031,0.5521358441536689
test,2019-01,gate,63,21,0.42894736842105263,-0.15389675281277312,0.26658536386998777,0.6578947368421053,0.2,0.7142857142857143,0.6031746031746031,0.5521358441536689
test,2019-01,gate_cal,63,21,0.44263157894736843,-0.11775013847245042,0.26469112351118934,0.6052631578947368,0.28,0.6507936507936508,0.6031746031746031,0.5437341744557924
test,2019-01,primary_gate,63,21,0.42894736842105263,-0.15389675281277312,0.26658536386998777,0.6578947368421053,0.2,0.7142857142857143,0.6031746031746031,0.5521358441536689
test,2019-02,constant,2,1,0.5,0.0,0.25,1.0,0.0,1.0,0.5,0.5
test,2019-02,prior,2,1,0.5,0.0,0.25221786257886514,1.0,0.0,1.0,0.5,0.5470941883767535
test,2019-02,title,2,1,0.5,0.0,0.2617899935169186,1.0,0.0,1.0,0.5,0.6579125889266955
test,2019-02,price,2,1,0.5,0.0,0.24045705056703418,1.0,0.0,1.0,0.5,0.5766548631850533
test,2019-02,old_body,2,1,0.5,0.0,0.24969542173275927,1.0,0.0,1.0,0.5,0.5603762086925879
test,2019-02,old_semantic,2,1,0.5,0.0,0.2555712017911119,1.0,0.0,1.0,0.5,0.6390097846404328
