key,symbol,month,label,phase,has_news,current_vector_changed,N0M_article,N0M_event,N1M_article,N1M_event
AAPL|2018-09-04 13:30:00+00:00,AAPL,2018-09,0,development,1,True,0.6594361485778979,0.6472508325855914,0.6184303525104411,0.6052618279539501
AAPL|2018-09-04 14:30:00+00:00,AAPL,2018-09,1,development,1,True,0.708807709695539,0.7171903597321609,0.685186281106397,0.7073443582031375
AAPL|2018-09-04 15:30:00+00:00,AAPL,2018-09,0,development,1,True,0.5896969905096936,0.5484364492326398,0.5797554246764771,0.5427281430964435
AAPL|2018-09-05 13:30:00+00:00,AAPL,2018-09,0,development,1,False,0.5715308247894255,0.5715308247894255,0.562882783249212,0.562882783249212
AAPL|2018-09-05 14:30:00+00:00,AAPL,2018-09,1,development,1,False,0.43767224299300117,0.43767224299300117,0.35760183674047735,0.35760183674047735
AAPL|2018-09-05 15:30:00+00:00,AAPL,2018-09,1,development,1,False,0.6298234563753524,0.6298234563753524,0.636095100359154,0.636095100359154
AAPL|2018-09-06 13:30:00+00:00,AAPL,2018-09,0,development,1,False,0.4116864016718306,0.4116864016718306,0.4101162048584763,0.4101162048584763
AAPL|2018-09-06 14:30:00+00:00,AAPL,2018-09,0,development,1,True,0.34935405225008437,0.3769567179962102,0.33928487079923464,0.3713871722824413
AAPL|2018-09-06 15:30:00+00:00,AAPL,2018-09,1,development,1,True,0.4681219915244138,0.49332882809826956,0.5141937670535618,0.5455254763496857
AAPL|2018-09-07 13:30:00+00:00,AAPL,2018-09,1,development,1,True,0.6575816975981376,0.5552804958728896,0.6863547747494058,0.5625729749772344
AAPL|2018-09-07 14:30:00+00:00,AAPL,2018-09,0,development,1,True,0.6369515836809283,0.5602745801908122,0.6858458809578185,0.5964098586355702
AAPL|2018-09-07 15:30:00+00:00,AAPL,2018-09,0,development,1,True,0.605537678511884,0.541655194330648,0.6409874580691856,0.5646720189376332
AAPL|2018-09-10 13:30:00+00:00,AAPL,2018-09,0,development,1,True,0.8183723526158527,0.826861921983249,0.7846689566618652,0.8075652300507581
AAPL|2018-09-10 14:30:00+00:00,AAPL,2018-09,1,development,1,False,0.7577606527337932,0.7577606527337932,0.7445674560550807,0.7445674560550807
AAPL|2018-09-10 15:30:00+00:00,AAPL,2018-09,0,development,1,False,0.8016197172194313,0.8016197172194313,0.8675112208406149,0.8675112208406149
AAPL|2018-09-11 13:30:00+00:00,AAPL,2018-09,1,development,1,False,0.6129365844774888,0.6129365844774888,0.6490863511458952,0.6490863511458952
AAPL|2018-09-11 14:30:00+00:00,AAPL,2018-09,1,development,1,True,0.5282863468947027,0.5312345185527604,0.49915665483623145,0.5089066454689558
AAPL|2018-09-11 15:30:00+00:00,AAPL,2018-09,1,development,1,True,0.7287451297125416,0.733967497207505,0.7734501760476155,0.7850837278220192
AAPL|2018-09-12 13:30:00+00:00,AAPL,2018-09,0,development,1,True,0.6114078322888333,0.6179767832995747,0.515635019265456,0.5344740194334253
AAPL|2018-09-12 14:30:00+00:00,AAPL,2018-09,1,development,1,True,0.46627696335064633,0.46530833868098814,0.31948660230928166,0.32313573533937295
AAPL|2018-09-12 15:30:00+00:00,AAPL,2018-09,0,development,1,True,0.3429089561859225,0.39759764574214956,0.2490057561131927,0.3060850767264425
AAPL|2018-09-13 13:30:00+00:00,AAPL,2018-09,1,development,1,True,0.7252068700803649,0.7382781033879973,0.771879519635499,0.7908573691075581
AAPL|2018-09-13 14:30:00+00:00,AAPL,2018-09,1,development,1,True,0.6474268188704219,0.6457497517642131,0.6811582707882221,0.6852407897493258
AAPL|2018-09-13 15:30:00+00:00,AAPL,2018-09,0,development,1,True,0.4719127442757649,0.4687736850097546,0.44104996937775676,0.44226154798692546
AAPL|2018-09-14 13:30:00+00:00,AAPL,2018-09,0,development,1,False,0.6887010757363313,0.6887010757363313,0.7544779074955995,0.7544779074955995
