method,symbol,phase,original_news,n,BA,MCC,Brier,pred_up,constant
T_original_interaction,AAPL,train_forward_oof,1,379,0.48607503607503605,-0.027384436663379124,0.2606007608772046,0.5224274406332454,0
T_original_interaction,AMZN,development,0,53,0.5146627565982405,0.02894601536677788,0.2670094676789736,0.5283018867924528,0
T_original_interaction,AMZN,development,1,73,0.4581320450885668,-0.08104025135109306,0.287917961036895,0.5342465753424658,0
T_original_interaction,AMZN,later,0,95,0.5489804964539007,0.10286554024931781,0.2437223833826705,0.6526315789473685,0
T_original_interaction,AMZN,later,1,84,0.41345600920069003,-0.1742948851069694,0.3047214868772299,0.4166666666666667,0
T_original_interaction,AMZN,train_forward_oof,0,184,0.5955165692007798,0.20890014770087442,0.24709181436825195,0.717391304347826,0
T_original_interaction,AMZN,train_forward_oof,1,198,0.5353602452733777,0.07302960926484578,0.249509873812888,0.37373737373737376,0
F1_new_temperature,AAPL,development,0,2,,0.0,0.2383358851619413,0.5,0
F1_new_temperature,AAPL,development,1,124,0.5861344537815126,0.21368191536505515,0.24955345426495362,0.7983870967741935,0
F1_new_temperature,AAPL,later,1,178,0.5174308450170519,0.041750263492643866,0.2500144527776403,0.7752808988764045,0
F1_new_temperature,AAPL,train_forward_oof,0,4,0.6666666666666666,0.3333333333333333,0.25041603293608655,0.75,0
F1_new_temperature,AAPL,train_forward_oof,1,379,0.5026695526695527,0.005402626341600254,0.2549739091801965,0.6200527704485488,0
F1_new_temperature,AMZN,development,0,53,0.5146627565982405,0.02894601536677788,0.249321553644062,0.5283018867924528,0
F1_new_temperature,AMZN,development,1,73,0.5994363929146538,0.20049361773565857,0.24728225417584457,0.3561643835616438,0
F1_new_temperature,AMZN,later,0,95,0.5489804964539007,0.10286554024931781,0.24352681296025666,0.6526315789473685,0
F1_new_temperature,AMZN,later,1,84,0.5543415756181713,0.12460403068253721,0.2517746744396104,0.25,0
F1_new_temperature,AMZN,train_forward_oof,0,184,0.5955165692007798,0.20890014770087442,0.25892981157648187,0.717391304347826,0
F1_new_temperature,AMZN,train_forward_oof,1,198,0.4398058252427185,-0.13667427403252455,0.25827865042308823,0.26262626262626265,0
F2_new_temperature,AAPL,development,0,2,,0.0,0.24874717011925626,0.5,0
F2_new_temperature,AAPL,development,1,124,0.5582983193277311,0.16108794833649337,0.24990274845422897,0.8467741935483871,0
F2_new_temperature,AAPL,later,1,178,0.5514083617531893,0.12542620043096026,0.24994576576059868,0.7865168539325843,0
F2_new_temperature,AAPL,train_forward_oof,0,4,0.6666666666666666,0.3333333333333333,0.2504160334620611,0.75,0
F2_new_temperature,AAPL,train_forward_oof,1,379,0.504025974025974,0.007960800037702349,0.2617095421334736,0.5567282321899736,0
F2_new_temperature,AMZN,development,0,53,0.5146627565982405,0.02894601536677788,0.24990459948035268,0.5283018867924528,0
F2_new_temperature,AMZN,development,1,73,0.4722222222222222,-0.05368617618888927,0.24998124572496228,0.4794520547945205,0
F2_new_temperature,AMZN,later,0,95,0.5489804964539007,0.10286554024931781,0.2493915928890775,0.6526315789473685,0
F2_new_temperature,AMZN,later,1,84,0.6066705002875216,0.21482857931789248,0.2499443930373805,0.4166666666666667,0
