symbol,month,delta_BA,delta_Brier,AR1_n,AR0_n,coverage,horizon_complete
AAPL,2018-06,-0.001226659397573937,0.0004463461674762692,1404,1404,1.0,True
AAPL,2018-07,0.00823955769155621,-0.0021113226959982856,905,905,1.0,True
AAPL,2018-08,-0.020533225214911854,0.0003741917212552459,1259,1259,1.0,True
AMZN,2018-06,-0.003561655281903442,0.0009880270521217815,440,440,1.0,True
AMZN,2018-07,0.016759776536312887,-0.0054688746754901485,360,360,1.0,True
AMZN,2018-08,0.009554140127388477,-0.0018772119261973863,417,417,1.0,True
