symbol,method,n,BA,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
AAPL,W0,192,0.487012987012987,-0.02522671612121095,0.2532622416122265,0.5258537758537759,0.5952380952380952,0.3787878787878788,0.6041666666666666,False
AAPL,W1,192,0.5198412698412699,0.05421667071936295,0.23804580851409826,0.5773208273208273,0.873015873015873,0.16666666666666666,0.859375,False
AAPL,W2,192,0.5198412698412699,0.05421667071936295,0.23804580851409826,0.5773208273208273,0.873015873015873,0.16666666666666666,0.859375,False
AAPL,W3,192,0.48376623376623373,-0.038329089686267526,0.23863635703099975,0.5360750360750361,0.7857142857142857,0.18181818181818182,0.796875,False
AMZN,W0,192,0.6063192904656319,0.21092677786576006,0.24411943948860357,0.6066518847006651,0.6272727272727273,0.5853658536585366,0.5364583333333334,False
AMZN,W1,192,0.4443458980044346,-0.11991238696006788,0.2672672051136759,0.38891352549889135,0.2545454545454545,0.6341463414634146,0.3020833333333333,False
AMZN,W2,192,0.4443458980044346,-0.11991238696006788,0.2672672051136759,0.38891352549889135,0.2545454545454545,0.6341463414634146,0.3020833333333333,False
AMZN,W3,192,0.5595343680709535,0.11926060653825622,0.25483075573049147,0.5317073170731708,0.4727272727272727,0.6463414634146342,0.421875,False
