symbol,month,delta_BA,delta_Brier,AR1_n,AR0_n,coverage,horizon_complete
AAPL,2018-06,0.005731768231768131,0.0002626163385239244,1498,1498,1.0,True
AAPL,2018-07,0.014403036280984605,-0.0011811754881532466,969,969,1.0,True
AAPL,2018-08,-0.006363244176013749,0.00033358429010130197,1370,1370,1.0,True
AMZN,2018-06,-0.02070861101698107,0.0005532220135756882,461,461,1.0,True
AMZN,2018-07,-0.02702218053409844,0.0010217433673262166,381,381,1.0,True
AMZN,2018-08,-0.01634363012315765,-0.0003951471758424363,449,449,1.0,True
