symbol,month,delta_BA,delta_Brier,AR1_n,AR0_n,coverage,horizon_complete
AAPL,2018-06,0.000973638070412286,5.9935451210357815e-05,731,731,1.0,True
AAPL,2018-07,0.029084365584198246,4.089377946348005e-05,438,438,1.0,True
AAPL,2018-08,0.02282553959957634,-0.0006090368723851158,566,566,1.0,True
AMZN,2018-06,0.041849415204678386,-0.0007128094416943842,201,201,1.0,True
AMZN,2018-07,-0.01185958254269448,0.0007102600014764482,164,164,1.0,True
AMZN,2018-08,0.06654203018972438,0.0003259526644727728,170,170,1.0,True
