stock,horizon,method,params,month,phase,decision_only,n,accuracy,ba,mcc,precision,recall,f1,up_recall,down_recall,pred_up,true_up,constant,auc,brier
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-11,later,True,21,0.3333333333333333,0.5,0.0,0.3333333333333333,1.0,0.5,1.0,0.0,1.0,0.3333333333333333,True,0.2551020408163265,
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-12,later,True,19,0.6842105263157895,0.5448717948717949,0.13592873654160803,0.5,0.16666666666666666,0.25,0.16666666666666666,0.9230769230769231,0.10526315789473684,0.3157894736842105,False,0.641025641025641,
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2019-01,later,True,21,0.47619047619047616,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5238095238095238,True,0.5818181818181818,
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2019-02,later,True,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2018-03,oof,True,21,0.5238095238095238,0.5555555555555556,0.12171612389003691,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.7777777777777778,0.3333333333333333,0.7142857142857143,0.42857142857142855,False,0.5462962962962963,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2018-04,oof,True,21,0.5238095238095238,0.5454545454545454,0.21320071635561041,1.0,0.09090909090909091,0.16666666666666666,0.09090909090909091,1.0,0.047619047619047616,0.5238095238095238,False,0.3136363636363636,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2018-05,oof,True,22,0.36363636363636365,0.375,-0.25877458475338283,0.375,0.25,0.3,0.25,0.5,0.36363636363636365,0.5454545454545454,False,0.2791666666666667,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2018-06,oof,True,21,0.6190476190476191,0.5833333333333334,0.19364916731037085,0.625,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.3333333333333333,0.7619047619047619,0.5714285714285714,False,0.5324074074074074,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2018-07,oof,True,21,0.42857142857142855,0.45,-0.23452078799117146,0.45,0.9,0.6,0.9,0.0,0.9523809523809523,0.47619047619047616,False,0.4545454545454546,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2018-08,oof,True,23,0.6521739130434783,0.5555555555555556,0.26590801173915524,0.6363636363636364,1.0,0.7777777777777778,1.0,0.1111111111111111,0.9565217391304348,0.6086956521739131,False,0.3650793650793651,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2018-09,development,True,19,0.47368421052631576,0.5,0.0,0.47368421052631576,1.0,0.6428571428571429,1.0,0.0,1.0,0.47368421052631576,True,0.32222222222222224,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2018-10,development,True,23,0.391304347826087,0.5,0.0,0.391304347826087,1.0,0.5625,1.0,0.0,1.0,0.391304347826087,True,0.6746031746031745,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2018-11,later,True,21,0.42857142857142855,0.4181818181818182,-0.18090680674665818,0.4666666666666667,0.6363636363636364,0.5384615384615384,0.6363636363636364,0.2,0.7142857142857143,0.5238095238095238,False,0.36363636363636365,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2018-12,later,True,19,0.42105263157894735,0.5119047619047619,0.0314970394174356,0.375,0.8571428571428571,0.5217391304347826,0.8571428571428571,0.16666666666666666,0.8421052631578947,0.3684210526315789,False,0.4821428571428571,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2019-01,later,True,21,0.6190476190476191,0.6272727272727273,0.26967994498529685,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.45454545454545453,0.8,0.3333333333333333,0.5238095238095238,False,0.6818181818181819,
AMZN,1d:DNEWS_24H,TFIDF_LINSVM,"{""C"": 0.1}",2019-02,later,True,1,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-03,oof,True,21,0.3333333333333333,0.3888888888888889,-0.37463432463267765,0.3684210526315789,0.7777777777777778,0.5,0.7777777777777778,0.0,0.9047619047619048,0.42857142857142855,False,0.3333333333333333,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-04,oof,True,21,0.5238095238095238,0.5454545454545454,0.21320071635561041,1.0,0.09090909090909091,0.16666666666666666,0.09090909090909091,1.0,0.047619047619047616,0.5238095238095238,False,0.5045454545454545,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-05,oof,True,22,0.45454545454545453,0.4916666666666667,-0.028867513459481284,0.5,0.08333333333333333,0.14285714285714285,0.08333333333333333,0.9,0.09090909090909091,0.5454545454545454,False,0.49166666666666664,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-06,oof,True,21,0.5238095238095238,0.4722222222222222,-0.07856742013183861,0.5555555555555556,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.1111111111111111,0.8571428571428571,0.5714285714285714,False,0.5046296296296297,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-07,oof,True,21,0.47619047619047616,0.4954545454545455,-0.015467205622243648,0.47368421052631576,0.9,0.6206896551724138,0.9,0.09090909090909091,0.9047619047619048,0.47619047619047616,False,0.4409090909090909,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-08,oof,True,23,0.6521739130434783,0.6349206349206349,0.2698412698412698,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5555555555555556,0.6086956521739131,0.6086956521739131,False,0.5952380952380952,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-09,development,True,19,0.47368421052631576,0.5,0.0,0.47368421052631576,1.0,0.6428571428571429,1.0,0.0,1.0,0.47368421052631576,True,0.4333333333333333,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-10,development,True,23,0.43478260869565216,0.5158730158730158,0.046004370622823615,0.4,0.8888888888888888,0.5517241379310345,0.8888888888888888,0.14285714285714285,0.8695652173913043,0.391304347826087,False,0.6587301587301587,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-11,later,True,21,0.38095238095238093,0.38181818181818183,-0.23636363636363636,0.4,0.36363636363636365,0.38095238095238093,0.36363636363636365,0.4,0.47619047619047616,0.5238095238095238,False,0.42727272727272725,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2018-12,later,True,19,0.631578947368421,0.7083333333333334,0.45643546458763845,0.5,1.0,0.6666666666666666,1.0,0.4166666666666667,0.7368421052631579,0.3684210526315789,False,0.7857142857142857,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2019-01,later,True,21,0.38095238095238093,0.3909090909090909,-0.2412090756622109,0.3333333333333333,0.18181818181818182,0.23529411764705882,0.18181818181818182,0.6,0.2857142857142857,0.5238095238095238,False,0.38181818181818183,
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_LINSVM,"{""C"": 0.1}",2019-02,later,True,1,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,,
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-03,oof,False,21,0.6190476190476191,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38095238095238093,True,0.3317307692307692,0.2545055261610817
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-04,oof,False,21,0.6190476190476191,0.6666666666666666,0.42008402520840293,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.19047619047619047,0.5714285714285714,False,0.4629629629629629,0.27318808156046004
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-05,oof,False,22,0.5,0.5,0.0,0.5,0.09090909090909091,0.15384615384615385,0.09090909090909091,0.9090909090909091,0.09090909090909091,0.5,False,0.6033057851239669,0.2549257880691351
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-06,oof,False,21,0.2857142857142857,0.3028846153846154,-0.3942307692307692,0.23076923076923078,0.375,0.2857142857142857,0.375,0.23076923076923078,0.6190476190476191,0.38095238095238093,False,0.2596153846153846,0.2940134489945289
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-07,oof,False,21,0.47619047619047616,0.5528846153846154,0.13080416089248587,0.75,0.23076923076923078,0.35294117647058826,0.23076923076923078,0.875,0.19047619047619047,0.6190476190476191,False,0.38461538461538464,0.30785166812300624
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-08,oof,False,23,0.4782608695652174,0.3235294117647059,-0.35294117647058826,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.0,0.7391304347826086,0.7391304347826086,False,0.37254901960784315,0.26070173639616795
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-09,development,False,19,0.47368421052631576,0.4944444444444444,-0.018077538151554683,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.8888888888888888,0.1,0.8947368421052632,0.47368421052631576,False,0.3333333333333333,0.2910452076424774
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-10,development,False,23,0.43478260869565216,0.45454545454545453,-0.22268088570756164,0.45454545454545453,0.9090909090909091,0.6060606060606061,0.9090909090909091,0.0,0.9565217391304348,0.4782608695652174,False,0.3712121212121212,0.2778080816251583
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-11,later,False,21,0.47619047619047616,0.6071428571428571,0.28867513459481287,0.3888888888888889,1.0,0.56,1.0,0.21428571428571427,0.8571428571428571,0.3333333333333333,False,0.5,0.2812940437946554
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-12,later,False,19,0.3684210526315789,0.40384615384615385,-0.18531232916527532,0.25,0.5,0.3333333333333333,0.5,0.3076923076923077,0.631578947368421,0.3157894736842105,False,0.34615384615384615,0.28562896686533806
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2019-01,later,False,21,0.38095238095238093,0.38181818181818183,-0.23636363636363636,0.4,0.36363636363636365,0.38095238095238093,0.36363636363636365,0.4,0.47619047619047616,0.5238095238095238,False,0.38181818181818183,0.27115449553054216
AAPL,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2019-02,later,False,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,,0.29958146555839493
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-03,oof,False,21,0.42857142857142855,0.3701923076923077,-0.279078152825719,0.16666666666666666,0.125,0.14285714285714285,0.125,0.6153846153846154,0.2857142857142857,0.38095238095238093,False,0.24519230769230768,0.28876031746031744
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-04,oof,False,21,0.38095238095238093,0.38888888888888884,-0.2222222222222222,0.4444444444444444,0.3333333333333333,0.38095238095238093,0.3333333333333333,0.4444444444444444,0.42857142857142855,0.5714285714285714,False,0.3888888888888889,0.28765736627151783
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-05,oof,False,22,0.3181818181818182,0.3181818181818182,-0.3651483716701107,0.3333333333333333,0.36363636363636365,0.34782608695652173,0.36363636363636365,0.2727272727272727,0.5454545454545454,0.5,False,0.3305785123966942,0.2776372393756608
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-06,oof,False,21,0.47619047619047616,0.4807692307692308,-0.03739787960033829,0.36363636363636365,0.5,0.42105263157894735,0.5,0.46153846153846156,0.5238095238095238,0.38095238095238093,False,0.47115384615384615,0.26350301550095395
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-07,oof,False,21,0.2857142857142857,0.375,-0.4135850959342555,0.0,0.0,0.0,0.0,0.75,0.09523809523809523,0.6190476190476191,False,0.6826923076923077,0.27657895037151786
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-08,oof,False,23,0.43478260869565216,0.4019607843137255,-0.17236256333167305,0.6666666666666666,0.47058823529411764,0.5517241379310345,0.47058823529411764,0.3333333333333333,0.5217391304347826,0.7391304347826086,False,0.5784313725490196,0.24000207653045233
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-09,development,False,19,0.47368421052631576,0.48888888888888893,-0.027216552697590865,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.7777777777777778,0.2,0.7894736842105263,0.47368421052631576,False,0.7000000000000001,0.23869520002277622
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-10,development,False,23,0.5217391304347826,0.5340909090909092,0.08257228238447704,0.5,0.8181818181818182,0.6206896551724138,0.8181818181818182,0.25,0.782608695652174,0.4782608695652174,False,0.4772727272727273,0.2687694772924646
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-11,later,False,21,0.38095238095238093,0.39285714285714285,-0.2041241452319315,0.25,0.42857142857142855,0.3157894736842105,0.42857142857142855,0.35714285714285715,0.5714285714285714,0.3333333333333333,False,0.37755102040816324,0.28284822913881863
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-12,later,False,19,0.631578947368421,0.641025641025641,0.26257545381445874,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.6666666666666666,0.6153846153846154,0.47368421052631576,0.3157894736842105,False,0.641025641025641,0.24553984603988324
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2019-01,later,False,21,0.5714285714285714,0.5863636363636364,0.21968621277986813,0.75,0.2727272727272727,0.4,0.2727272727272727,0.9,0.19047619047619047,0.5238095238095238,False,0.4909090909090909,0.25886609554661044
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2019-02,later,False,1,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True,,0.22772947456452092
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-03,oof,False,21,0.7142857142857143,0.7222222222222222,0.4403855060505442,0.6363636363636364,0.7777777777777778,0.7,0.7777777777777778,0.6666666666666666,0.5238095238095238,0.42857142857142855,False,0.6759259259259259,0.24957003564954633
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-04,oof,False,21,0.3333333333333333,0.34090909090909094,-0.337099931231621,0.2857142857142857,0.18181818181818182,0.2222222222222222,0.18181818181818182,0.5,0.3333333333333333,0.5238095238095238,False,0.2954545454545454,0.2973828248300565
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-05,oof,False,22,0.5,0.5166666666666666,0.035634832254989916,0.5714285714285714,0.3333333333333333,0.42105263157894735,0.3333333333333333,0.7,0.3181818181818182,0.5454545454545454,False,0.3458333333333333,0.27296095957913147
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-06,oof,False,21,0.6666666666666666,0.6666666666666666,0.3302891295379082,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.6666666666666666,0.6666666666666666,0.5238095238095238,0.5714285714285714,False,0.6990740740740742,0.2310138780623277
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-07,oof,False,21,0.47619047619047616,0.4818181818181818,-0.03739787960033829,0.46153846153846156,0.6,0.5217391304347826,0.6,0.36363636363636365,0.6190476190476191,0.47619047619047616,False,0.4181818181818182,0.27214944303441113
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-08,oof,False,23,0.6521739130434783,0.6746031746031746,0.34379196935489664,0.8,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.7777777777777778,0.43478260869565216,0.6086956521739131,False,0.6349206349206349,0.2479693023924878
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-09,development,False,19,0.3684210526315789,0.37222222222222223,-0.2584432806109095,0.36363636363636365,0.4444444444444444,0.4,0.4444444444444444,0.3,0.5789473684210527,0.47368421052631576,False,0.3555555555555555,0.2867255077763318
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-10,development,False,23,0.30434782608695654,0.30952380952380953,-0.3750457847507963,0.23076923076923078,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.2857142857142857,0.5652173913043478,0.391304347826087,False,0.3492063492063492,0.2763183621924923
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-11,later,False,21,0.47619047619047616,0.4772727272727273,-0.045454545454545456,0.5,0.45454545454545453,0.47619047619047616,0.45454545454545453,0.5,0.47619047619047616,0.5238095238095238,False,0.43636363636363634,0.2644017778965843
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-12,later,False,19,0.42105263157894735,0.39285714285714285,-0.20935894733965593,0.25,0.2857142857142857,0.26666666666666666,0.2857142857142857,0.5,0.42105263157894735,0.3684210526315789,False,0.494047619047619,0.24364578498449263
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2019-01,later,False,21,0.6190476190476191,0.6181818181818182,0.23636363636363636,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6,0.5238095238095238,0.5238095238095238,False,0.5545454545454546,0.25088791581502906
AMZN,1d:DNEWS_24H,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2019-02,later,False,1,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,,0.20394556138973333
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-03,oof,False,21,0.47619047619047616,0.5,0.0,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.42857142857142855,False,0.38888888888888884,0.2931479640425342
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-04,oof,False,21,0.5238095238095238,0.5363636363636364,0.08528028654224416,0.6,0.2727272727272727,0.375,0.2727272727272727,0.8,0.23809523809523808,0.5238095238095238,False,0.3954545454545454,0.2798745976211769
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-05,oof,False,22,0.5,0.525,0.05940885257860046,0.6,0.25,0.35294117647058826,0.25,0.8,0.22727272727272727,0.5454545454545454,False,0.35833333333333334,0.2689563098781823
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-06,oof,False,21,0.42857142857142855,0.375,-0.35355339059327373,0.5,0.75,0.6,0.75,0.0,0.8571428571428571,0.5714285714285714,False,0.44907407407407407,0.26507087602786605
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-07,oof,False,21,0.38095238095238093,0.37727272727272726,-0.24771684715343112,0.3333333333333333,0.3,0.3157894736842105,0.3,0.45454545454545453,0.42857142857142855,0.47619047619047616,False,0.37727272727272726,0.2640926671567208
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-08,oof,False,23,0.5652173913043478,0.5238095238095238,0.05050762722761054,0.625,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.6956521739130435,0.6086956521739131,False,0.5,0.25390401369888155
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-09,development,False,19,0.5789473684210527,0.5833333333333333,0.1685499656158105,0.5454545454545454,0.6666666666666666,0.6,0.6666666666666666,0.5,0.5789473684210527,0.47368421052631576,False,0.6,0.24126694766794413
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-10,development,False,23,0.5652173913043478,0.5634920634920635,0.12406456138646277,0.45454545454545453,0.5555555555555556,0.5,0.5555555555555556,0.5714285714285714,0.4782608695652174,0.391304347826087,False,0.5396825396825397,0.2514957905968764
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-11,later,False,21,0.47619047619047616,0.4772727272727273,-0.045454545454545456,0.5,0.45454545454545453,0.47619047619047616,0.45454545454545453,0.5,0.47619047619047616,0.5238095238095238,False,0.4,0.2725167846678381
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2018-12,later,False,19,0.5263157894736842,0.5059523809523809,0.011631052629980886,0.375,0.42857142857142855,0.4,0.42857142857142855,0.5833333333333334,0.42105263157894735,0.3684210526315789,False,0.5595238095238095,0.250829584567549
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2019-01,later,False,21,0.38095238095238093,0.38636363636363635,-0.2337367475021143,0.375,0.2727272727272727,0.3157894736842105,0.2727272727272727,0.5,0.38095238095238093,0.5238095238095238,False,0.41818181818181815,0.26552287856412926
AMZN,1d:DNEWS_OVERNIGHT,TFIDF_RF,"{""max_depth"": 8, ""min_samples_leaf"": 1}",2019-02,later,False,1,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,,0.2481308476763596
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-03,oof,False,21,0.6190476190476191,0.5240384615384616,0.07953559537197222,0.5,0.125,0.2,0.125,0.9230769230769231,0.09523809523809523,0.38095238095238093,False,0.40384615384615385,0.26835089547115726
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-04,oof,False,21,0.5238095238095238,0.5694444444444444,0.17503501050350123,0.75,0.25,0.375,0.25,0.8888888888888888,0.19047619047619047,0.5714285714285714,False,0.5046296296296297,0.2738692523647122
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-05,oof,False,22,0.5,0.5,0.0,0.5,0.09090909090909091,0.15384615384615385,0.09090909090909091,0.9090909090909091,0.09090909090909091,0.5,False,0.4586776859504132,0.2884965823194348
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-06,oof,False,21,0.5714285714285714,0.5096153846153846,0.021926450482675733,0.4,0.25,0.3076923076923077,0.25,0.7692307692307693,0.23809523809523808,0.38095238095238093,False,0.33653846153846156,0.26224367350038874
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-07,oof,False,21,0.2857142857142857,0.375,-0.4135850959342555,0.0,0.0,0.0,0.0,0.75,0.09523809523809523,0.6190476190476191,False,0.3413461538461539,0.32585269293774866
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-08,oof,False,23,0.6956521739130435,0.5245098039215687,0.0639137490706142,0.75,0.8823529411764706,0.8108108108108109,0.8823529411764706,0.16666666666666666,0.8695652173913043,0.7391304347826086,False,0.4411764705882353,0.23241208006122854
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-09,development,False,19,0.42105263157894735,0.4444444444444444,-0.24845199749997662,0.4444444444444444,0.8888888888888888,0.5925925925925926,0.8888888888888888,0.0,0.9473684210526315,0.47368421052631576,False,0.45,0.2809279127044064
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-10,development,False,23,0.6086956521739131,0.5984848484848485,0.22407133233117496,0.6666666666666666,0.36363636363636365,0.47058823529411764,0.36363636363636365,0.8333333333333334,0.2608695652173913,0.4782608695652174,False,0.6325757575757576,0.24981390476031765
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-11,later,False,21,0.47619047619047616,0.3928571428571429,-0.22360679774997896,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.6428571428571429,0.2857142857142857,0.3333333333333333,False,0.22448979591836732,0.34018751005134795
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-12,later,False,19,0.5263157894736842,0.5192307692307692,0.03580574370197164,0.3333333333333333,0.5,0.4,0.5,0.5384615384615384,0.47368421052631576,0.3157894736842105,False,0.6025641025641026,0.2489831844912679
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2019-01,later,False,21,0.23809523809523808,0.24545454545454548,-0.5393598899705937,0.14285714285714285,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.4,0.3333333333333333,0.5238095238095238,False,0.17272727272727276,0.3558803770945453
AAPL,1d:DNEWS_24H,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2019-02,later,False,1,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True,,0.2321196378617493
AAPL,1d:DNEWS_OVERNIGHT,TFIDF_ADABOOST,"{""learning_rate"": 0.05, ""n_estimators"": 50}",2018-03,oof,False,21,0.42857142857142855,0.34615384615384615,-0.38052119532359524,0.0,0.0,0.0,0.0,0.6923076923076923,0.19047619047619047,0.38095238095238093,False,0.20192307692307693,0.35104974957235724
