CIK,ticker,issuer_name,training_period_SIC_evidence,derived_FF12_industry,industry_status,source,mapping_source,mapping_sha256
1395213,EDN,EDENOR,"[{""filing_date"":""2018-04-27"",""accession"":""0001292814-18-001396"",""form"":""20-F"",""SIC"":4911,""FF12"":""Utils""},{""filing_date"":""2021-04-26"",""accession"":""0001292814-21-001740"",""form"":""20-F"",""SIC"":4911,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
276720,PCYO,PURE CYCLE CORP,"[{""filing_date"":""2018-01-09"",""accession"":""0001654954-18-000232"",""form"":""10-Q"",""SIC"":4941,""FF12"":""Utils""},{""filing_date"":""2021-11-10"",""accession"":""0001558370-21-015383"",""form"":""10-K"",""SIC"":4941,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1383650,CQP,"Cheniere Energy Partners, L.P.","[{""filing_date"":""2018-02-21"",""accession"":""0001383650-18-000005"",""form"":""10-K"",""SIC"":4924,""FF12"":""Utils""},{""filing_date"":""2021-11-04"",""accession"":""0001383650-21-000037"",""form"":""10-Q"",""SIC"":4924,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1157557,CIG,ENERGY CO OF MINAS GERAIS,"[{""filing_date"":""2018-05-09"",""accession"":""0001193125-18-156222"",""form"":""20-F"",""SIC"":4911,""FF12"":""Utils""},{""filing_date"":""2021-04-30"",""accession"":""0001292814-21-001942"",""form"":""20-F"",""SIC"":4911,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1013871,NRG,"NRG ENERGY, INC.","[{""filing_date"":""2018-11-08"",""accession"":""0001013871-18-000039"",""form"":""10-Q"",""SIC"":4911,""FF12"":""Utils""},{""filing_date"":""2021-11-04"",""accession"":""0001013871-21-000022"",""form"":""10-Q"",""SIC"":4911,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1094972,UGP,ULTRAPAR HOLDINGS INC,"[{""filing_date"":""2018-04-09"",""accession"":""0001193125-18-110362"",""form"":""20-F"",""SIC"":4924,""FF12"":""Utils""},{""filing_date"":""2021-04-29"",""accession"":""0001554855-21-000163"",""form"":""20-F"",""SIC"":4924,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
108985,YORW,YORK WATER CO,"[{""filing_date"":""2018-03-06"",""accession"":""0000108985-18-000032"",""form"":""10-K"",""SIC"":4941,""FF12"":""Utils""},{""filing_date"":""2021-11-05"",""accession"":""0000108985-21-000120"",""form"":""10-Q"",""SIC"":4941,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1666175,FTS,Fortis Inc.,"[{""filing_date"":""2018-02-15"",""accession"":""0001666175-18-000005"",""form"":""40-F"",""SIC"":4911,""FF12"":""Utils""},{""filing_date"":""2021-02-12"",""accession"":""0001666175-21-000007"",""form"":""40-F"",""SIC"":4911,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1567683,CWEN,"Clearway Energy, Inc.","[{""filing_date"":""2018-03-01"",""accession"":""0001567683-18-000008"",""form"":""10-K"",""SIC"":4911,""FF12"":""Utils""},{""filing_date"":""2021-11-04"",""accession"":""0001567683-21-000033"",""form"":""10-Q"",""SIC"":4911,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1296445,ORA,"ORMAT TECHNOLOGIES, INC.","[{""filing_date"":""2018-03-16"",""accession"":""0001437749-18-004850"",""form"":""10-K"",""SIC"":4911,""FF12"":""Utils""},{""filing_date"":""2021-11-04"",""accession"":""0001437749-21-025244"",""form"":""10-Q"",""SIC"":4911,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
3570,LNG,"Cheniere Energy, Inc.","[{""filing_date"":""2018-02-21"",""accession"":""0000003570-18-000031"",""form"":""10-K"",""SIC"":4924,""FF12"":""Utils""},{""filing_date"":""2021-11-04"",""accession"":""0000003570-21-000105"",""form"":""10-Q"",""SIC"":4924,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
4904,AEP,AMERICAN ELECTRIC POWER CO INC,"[{""filing_date"":""2019-10-24"",""accession"":""0000004904-19-000050"",""form"":""10-Q"",""SIC"":4911,""FF12"":""Utils""},{""filing_date"":""2021-10-28"",""accession"":""0000004904-21-000069"",""form"":""10-Q"",""SIC"":4911,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1410636,AWK,"American Water Works Company, Inc.","[{""filing_date"":""2018-02-20"",""accession"":""0001410636-18-000076"",""form"":""10-K"",""SIC"":4941,""FF12"":""Utils""},{""filing_date"":""2021-11-02"",""accession"":""0001410636-21-000199"",""form"":""10-Q"",""SIC"":4941,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
788784,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,"[{""filing_date"":""2018-02-26"",""accession"":""0000788784-18-000004"",""form"":""10-K"",""SIC"":4931,""FF12"":""Utils""},{""filing_date"":""2021-11-02"",""accession"":""0001628280-21-021195"",""form"":""10-Q"",""SIC"":4931,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1002910,AEE,AMEREN CORP,"[{""filing_date"":""2018-02-28"",""accession"":""0001002910-18-000069"",""form"":""10-K"",""SIC"":4931,""FF12"":""Utils""},{""filing_date"":""2021-11-04"",""accession"":""0001002910-21-000113"",""form"":""10-Q"",""SIC"":4931,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1692819,VST,Vistra Corp.,"[{""filing_date"":""2018-02-26"",""accession"":""0001692819-18-000018"",""form"":""10-K"",""SIC"":4911,""FF12"":""Utils""},{""filing_date"":""2021-11-05"",""accession"":""0001692819-21-000015"",""form"":""10-Q"",""SIC"":4911,""FF12"":""Utils""}]",Utils,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1996862,BG,Bunge Global SA,[],UNRESOLVED,INDUSTRY_UNRESOLVED,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
819793,AIN,ALBANY INTERNATIONAL CORP /DE/,"[{""filing_date"":""2018-02-28"",""accession"":""0000891092-18-001722"",""form"":""10-K"",""SIC"":2221,""FF12"":""NoDur""},{""filing_date"":""2021-10-26"",""accession"":""0000819793-21-000058"",""form"":""10-Q"",""SIC"":2221,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
838875,WVVI,WILLAMETTE VALLEY VINEYARDS INC,"[{""filing_date"":""2018-03-22"",""accession"":""0001654954-18-002934"",""form"":""10-K"",""SIC"":2080,""FF12"":""NoDur""},{""filing_date"":""2021-11-12"",""accession"":""0001199835-21-000692"",""form"":""10-Q"",""SIC"":2080,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
802481,PPC,PILGRIMS PRIDE CORP,"[{""filing_date"":""2018-02-16"",""accession"":""0000802481-18-000011"",""form"":""10-K"",""SIC"":2015,""FF12"":""NoDur""},{""filing_date"":""2021-10-28"",""accession"":""0000802481-21-000105"",""form"":""10-Q"",""SIC"":2015,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1075124,TRI,THOMSON REUTERS CORP /CAN/,"[{""filing_date"":""2018-03-16"",""accession"":""0001193125-18-085922"",""form"":""40-F"",""SIC"":2741,""FF12"":""NoDur""},{""filing_date"":""2021-03-10"",""accession"":""0001193125-21-076253"",""form"":""40-F"",""SIC"":2741,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
3545,ALCO,"ALICO, INC.","[{""filing_date"":""2018-02-06"",""accession"":""0000003545-18-000021"",""form"":""10-Q"",""SIC"":100,""FF12"":""NoDur""},{""filing_date"":""2021-12-07"",""accession"":""0001564590-21-059499"",""form"":""10-K"",""SIC"":100,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1495320,VRA,"Vera Bradley, Inc.","[{""filing_date"":""2018-04-03"",""accession"":""0001495320-18-000007"",""form"":""10-K"",""SIC"":3100,""FF12"":""NoDur""},{""filing_date"":""2021-12-08"",""accession"":""0001495320-21-000051"",""form"":""10-Q"",""SIC"":3100,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
16160,CALM,CAL-MAINE FOODS INC,"[{""filing_date"":""2018-01-05"",""accession"":""0000016160-18-000006"",""form"":""10-Q"",""SIC"":200,""FF12"":""NoDur""},{""filing_date"":""2021-12-28"",""accession"":""0001562762-21-000500"",""form"":""10-Q"",""SIC"":200,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1290677,TPB,"Turning Point Brands, Inc.","[{""filing_date"":""2018-03-08"",""accession"":""0001140361-18-012639"",""form"":""10-K"",""SIC"":2100,""FF12"":""NoDur""},{""filing_date"":""2021-10-26"",""accession"":""0001140361-21-035467"",""form"":""10-Q"",""SIC"":2100,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1672013,GOLF,Acushnet Holdings Corp.,"[{""filing_date"":""2018-03-07"",""accession"":""0001558370-18-001635"",""form"":""10-K"",""SIC"":3949,""FF12"":""NoDur""},{""filing_date"":""2021-11-04"",""accession"":""0001672013-21-000067"",""form"":""10-Q"",""SIC"":3949,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1347858,XXII,"22nd Century Group, Inc.","[{""filing_date"":""2018-03-07"",""accession"":""0001144204-18-013354"",""form"":""10-K"",""SIC"":2111,""FF12"":""NoDur""},{""filing_date"":""2021-11-04"",""accession"":""0001558370-21-014427"",""form"":""10-Q"",""SIC"":2111,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1565025,ABEV,AMBEV S.A.,"[{""filing_date"":""2018-03-19"",""accession"":""0001292814-18-000752"",""form"":""20-F"",""SIC"":2080,""FF12"":""NoDur""},{""filing_date"":""2021-03-22"",""accession"":""0001292814-21-001039"",""form"":""20-F"",""SIC"":2080,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1637459,KHC,Kraft Heinz Co,"[{""filing_date"":""2018-02-16"",""accession"":""0001637459-18-000015"",""form"":""10-K"",""SIC"":2030,""FF12"":""NoDur""},{""filing_date"":""2021-10-28"",""accession"":""0001637459-21-000127"",""form"":""10-Q"",""SIC"":2030,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1278027,BGS,"B&G Foods, Inc.","[{""filing_date"":""2018-03-01"",""accession"":""0001558370-18-001318"",""form"":""10-K"",""SIC"":2000,""FF12"":""NoDur""},{""filing_date"":""2021-11-04"",""accession"":""0001558370-21-014587"",""form"":""10-Q"",""SIC"":2000,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1050797,COLM,COLUMBIA SPORTSWEAR CO,"[{""filing_date"":""2018-02-22"",""accession"":""0001050797-18-000004"",""form"":""10-K"",""SIC"":2300,""FF12"":""NoDur""},{""filing_date"":""2021-11-04"",""accession"":""0001050797-21-000056"",""form"":""10-Q"",""SIC"":2300,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1303523,BTI,British American Tobacco p.l.c.,"[{""filing_date"":""2020-03-26"",""accession"":""0001193125-20-086441"",""form"":""20-F"",""SIC"":2111,""FF12"":""NoDur""},{""filing_date"":""2021-03-09"",""accession"":""0001193125-21-073992"",""form"":""20-F"",""SIC"":2111,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1037038,RL,RALPH LAUREN CORP,"[{""filing_date"":""2018-02-08"",""accession"":""0001037038-18-000005"",""form"":""10-Q"",""SIC"":2320,""FF12"":""NoDur""},{""filing_date"":""2021-11-03"",""accession"":""0001037038-21-000037"",""form"":""10-Q"",""SIC"":2320,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1679273,LW,"Lamb Weston Holdings, Inc.","[{""filing_date"":""2018-01-04"",""accession"":""0001558370-18-000022"",""form"":""10-Q"",""SIC"":2030,""FF12"":""NoDur""},{""filing_date"":""2021-10-07"",""accession"":""0001558370-21-013063"",""form"":""10-Q"",""SIC"":2030,""FF12"":""NoDur""}]",NoDur,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
932695,CYD,CHINA YUCHAI INTERNATIONAL LTD,"[{""filing_date"":""2018-04-16"",""accession"":""0001193125-18-117882"",""form"":""20-F"",""SIC"":3510,""FF12"":""Manuf""},{""filing_date"":""2021-04-23"",""accession"":""0001193125-21-128033"",""form"":""20-F"",""SIC"":3510,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
875582,NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,"[{""filing_date"":""2018-01-12"",""accession"":""0001171843-18-000341"",""form"":""10-Q"",""SIC"":3470,""FF12"":""Manuf""},{""filing_date"":""2021-11-19"",""accession"":""0001171843-21-008091"",""form"":""10-K"",""SIC"":3470,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1680062,ACMR,"ACM Research, Inc.","[{""filing_date"":""2018-03-23"",""accession"":""0001654954-18-002950"",""form"":""10-K"",""SIC"":3559,""FF12"":""Manuf""},{""filing_date"":""2021-11-08"",""accession"":""0001140361-21-036982"",""form"":""10-Q"",""SIC"":3559,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
846913,FTEK,"FUEL TECH, INC.","[{""filing_date"":""2018-03-12"",""accession"":""0000846913-18-000031"",""form"":""10-K"",""SIC"":3564,""FF12"":""Manuf""},{""filing_date"":""2021-11-09"",""accession"":""0001437749-21-025935"",""form"":""10-Q"",""SIC"":3564,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1486957,BWXT,"BWX Technologies, Inc.","[{""filing_date"":""2018-02-27"",""accession"":""0001486957-18-000007"",""form"":""10-K"",""SIC"":3510,""FF12"":""Manuf""},{""filing_date"":""2021-11-01"",""accession"":""0001486957-21-000031"",""form"":""10-Q"",""SIC"":3510,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
874396,LCUT,"LIFETIME BRANDS, INC","[{""filing_date"":""2018-03-16"",""accession"":""0001193125-18-086046"",""form"":""10-K"",""SIC"":3420,""FF12"":""Manuf""},{""filing_date"":""2021-11-04"",""accession"":""0001628280-21-021806"",""form"":""10-Q"",""SIC"":3420,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
923120,GBX,GREENBRIER COMPANIES INC,"[{""filing_date"":""2018-01-05"",""accession"":""0001193125-18-004437"",""form"":""10-Q"",""SIC"":3743,""FF12"":""Manuf""},{""filing_date"":""2021-10-26"",""accession"":""0001564590-21-052050"",""form"":""10-K"",""SIC"":3743,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1534675,TGLS,Tecnoglass Holdings Inc.,"[{""filing_date"":""2018-03-14"",""accession"":""0001493152-18-003346"",""form"":""10-K"",""SIC"":3211,""FF12"":""Manuf""},{""filing_date"":""2021-11-08"",""accession"":""0001493152-21-027511"",""form"":""10-Q"",""SIC"":3211,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
31235,KODK,EASTMAN KODAK CO,"[{""filing_date"":""2018-03-15"",""accession"":""0001564590-18-005857"",""form"":""10-K"",""SIC"":3861,""FF12"":""Manuf""},{""filing_date"":""2021-11-09"",""accession"":""0001564590-21-055793"",""form"":""10-Q"",""SIC"":3861,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
897077,ALG,ALAMO GROUP INC,"[{""filing_date"":""2018-03-01"",""accession"":""0000897077-18-000010"",""form"":""10-K"",""SIC"":3523,""FF12"":""Manuf""},{""filing_date"":""2021-11-03"",""accession"":""0000897077-21-000161"",""form"":""10-Q"",""SIC"":3523,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
59527,LECO,LINCOLN ELECTRIC HOLDINGS INC,"[{""filing_date"":""2018-02-27"",""accession"":""0000059527-18-000006"",""form"":""10-K"",""SIC"":3540,""FF12"":""Manuf""},{""filing_date"":""2021-10-28"",""accession"":""0000059527-21-000035"",""form"":""10-Q"",""SIC"":3540,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
6845,APOG,"APOGEE ENTERPRISES, INC.","[{""filing_date"":""2018-01-11"",""accession"":""0000006845-18-000002"",""form"":""10-Q"",""SIC"":3231,""FF12"":""Manuf""},{""filing_date"":""2021-09-30"",""accession"":""0000006845-21-000027"",""form"":""10-Q"",""SIC"":3231,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
883569,FOSL,"Fossil Group, Inc.","[{""filing_date"":""2018-03-02"",""accession"":""0000883569-18-000010"",""form"":""10-K"",""SIC"":3873,""FF12"":""Manuf""},{""filing_date"":""2021-11-12"",""accession"":""0000883569-21-000046"",""form"":""10-Q"",""SIC"":3873,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
43920,GEF,"GREIF, INC","[{""filing_date"":""2018-03-02"",""accession"":""0000043920-18-000006"",""form"":""10-Q"",""SIC"":3412,""FF12"":""Manuf""},{""filing_date"":""2021-12-16"",""accession"":""0000043920-21-000076"",""form"":""10-K"",""SIC"":3412,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
12927,BA,BOEING CO,"[{""filing_date"":""2019-04-24"",""accession"":""0000012927-19-000030"",""form"":""10-Q"",""SIC"":3721,""FF12"":""Manuf""},{""filing_date"":""2021-10-27"",""accession"":""0000012927-21-000094"",""form"":""10-Q"",""SIC"":3721,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1026785,HIHO,HIGHWAY HOLDINGS LTD,"[{""filing_date"":""2018-07-09"",""accession"":""0001615774-18-006288"",""form"":""20-F"",""SIC"":3490,""FF12"":""Manuf""},{""filing_date"":""2021-07-15"",""accession"":""0001213900-21-037047"",""form"":""20-F"",""SIC"":3490,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
918646,EXP,EAGLE MATERIALS INC,"[{""filing_date"":""2018-01-31"",""accession"":""0001564590-18-001137"",""form"":""10-Q"",""SIC"":3241,""FF12"":""Manuf""},{""filing_date"":""2021-10-28"",""accession"":""0000950170-21-002466"",""form"":""10-Q"",""SIC"":3241,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1701605,BKR,Baker Hughes Co,"[{""filing_date"":""2018-02-23"",""accession"":""0001701605-18-000029"",""form"":""10-K"",""SIC"":3533,""FF12"":""Manuf""},{""filing_date"":""2021-10-22"",""accession"":""0001701605-21-000113"",""form"":""10-Q"",""SIC"":3533,""FF12"":""Manuf""}]",Manuf,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
799288,LE,"LANDS' END, INC.","[{""filing_date"":""2018-03-29"",""accession"":""0000799288-18-000022"",""form"":""10-K"",""SIC"":5651,""FF12"":""Shops""},{""filing_date"":""2021-12-02"",""accession"":""0001564590-21-059169"",""form"":""10-Q"",""SIC"":5651,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1318484,CTRN,Citi Trends Inc,"[{""filing_date"":""2018-04-18"",""accession"":""0001558370-18-003051"",""form"":""10-K"",""SIC"":5600,""FF12"":""Shops""},{""filing_date"":""2021-12-08"",""accession"":""0001558370-21-016607"",""form"":""10-Q"",""SIC"":5600,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1409171,TITN,Titan Machinery Inc.,"[{""filing_date"":""2018-04-06"",""accession"":""0001409171-18-000024"",""form"":""10-K"",""SIC"":5990,""FF12"":""Shops""},{""filing_date"":""2021-12-03"",""accession"":""0001409171-21-000090"",""form"":""10-Q"",""SIC"":5990,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
