CIK,ticker,issuer_name,training_period_SIC_evidence,derived_FF12_industry,industry_status,source,mapping_source,mapping_sha256
790816,BDN,BRANDYWINE REALTY TRUST,"[{""filing_date"":""2018-02-23"",""accession"":""0001564590-18-003023"",""form"":""10-K"",""SIC"":6798,""FF12"":""Money""},{""filing_date"":""2021-10-29"",""accession"":""0000790816-21-000034"",""form"":""10-Q"",""SIC"":6798,""FF12"":""Money""}]",Money,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
913353,CIGI,Colliers International Group Inc.,"[{""filing_date"":""2018-02-28"",""accession"":""0001171843-18-001568"",""form"":""40-F"",""SIC"":6500,""FF12"":""Money""},{""filing_date"":""2021-02-18"",""accession"":""0001171843-21-001148"",""form"":""40-F"",""SIC"":6500,""FF12"":""Money""}]",Money,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1050446,MSTR,Strategy Inc,"[{""filing_date"":""2021-04-29"",""accession"":""0001564590-21-021949"",""form"":""10-Q"",""SIC"":7372,""FF12"":""BusEq""},{""filing_date"":""2021-10-28"",""accession"":""0001564590-21-052646"",""form"":""10-Q"",""SIC"":7372,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1120193,NDAQ,"NASDAQ, INC.","[{""filing_date"":""2018-02-28"",""accession"":""0001120193-18-000003"",""form"":""10-K"",""SIC"":6200,""FF12"":""Money""},{""filing_date"":""2021-11-04"",""accession"":""0001120193-21-000027"",""form"":""10-Q"",""SIC"":6200,""FF12"":""Money""}]",Money,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1270436,COHN,Cohen & Co Inc.,"[{""filing_date"":""2018-03-08"",""accession"":""0001270436-18-000003"",""form"":""10-K"",""SIC"":6211,""FF12"":""Money""},{""filing_date"":""2021-11-04"",""accession"":""0001437749-21-025237"",""form"":""10-Q"",""SIC"":6211,""FF12"":""Money""}]",Money,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1612630,JYNT,JOINT Corp,"[{""filing_date"":""2018-03-09"",""accession"":""0001171843-18-001818"",""form"":""10-K"",""SIC"":6794,""FF12"":""Money""},{""filing_date"":""2021-11-05"",""accession"":""0001628280-21-021939"",""form"":""10-Q"",""SIC"":6794,""FF12"":""Money""}]",Money,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
831001,C,CITIGROUP INC,[],UNRESOLVED,INDUSTRY_UNRESOLVED,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
886982,GS,GOLDMAN SACHS GROUP INC,[],UNRESOLVED,INDUSTRY_UNRESOLVED,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1645460,CUE,"Cue Biopharma, Inc.","[{""filing_date"":""2018-03-29"",""accession"":""0001144204-18-017978"",""form"":""10-K"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-11-09"",""accession"":""0001564590-21-055766"",""form"":""10-Q"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1131343,ATHE,ALTERITY THERAPEUTICS LTD,"[{""filing_date"":""2018-08-31"",""accession"":""0001144204-18-047425"",""form"":""20-F"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-09-02"",""accession"":""0001213900-21-046254"",""form"":""20-F"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1541157,AKTX,Akari Therapeutics Plc,"[{""filing_date"":""2018-07-18"",""accession"":""0001144204-18-038891"",""form"":""20-F"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-04-21"",""accession"":""0001104659-21-052672"",""form"":""20-F"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1624326,PAVM,PAVmed Inc.,"[{""filing_date"":""2018-03-14"",""accession"":""0001493152-18-003367"",""form"":""10-K"",""SIC"":3841,""FF12"":""Hlth""},{""filing_date"":""2021-11-22"",""accession"":""0001493152-21-029625"",""form"":""10-Q"",""SIC"":3841,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1596812,ENLV,Enlivex Ltd.,"[{""filing_date"":""2018-04-23"",""accession"":""0001144204-18-021827"",""form"":""20-F"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-04-30"",""accession"":""0001213900-21-023865"",""form"":""20-F"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1533040,PHIO,Phio Pharmaceuticals Corp.,"[{""filing_date"":""2018-03-26"",""accession"":""0001193125-18-096053"",""form"":""10-K"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-11-10"",""accession"":""0001683168-21-005420"",""form"":""10-Q"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1536196,CANF,Can-Fite BioPharma Ltd.,"[{""filing_date"":""2018-03-28"",""accession"":""0001213900-18-003554"",""form"":""20-F"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-03-25"",""accession"":""0001213900-21-017630"",""form"":""20-F"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1567529,KMDA,KAMADA LTD,"[{""filing_date"":""2018-03-06"",""accession"":""0001178913-18-000767"",""form"":""20-F"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-02-24"",""accession"":""0001213900-21-011255"",""form"":""20-F"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1014739,OPCH,"Option Care Health, Inc.","[{""filing_date"":""2018-03-26"",""accession"":""0001628280-18-003541"",""form"":""10-K"",""SIC"":8082,""FF12"":""Hlth""},{""filing_date"":""2021-11-04"",""accession"":""0001014739-21-000060"",""form"":""10-Q"",""SIC"":8082,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1023024,ANIP,ANI PHARMACEUTICALS INC,"[{""filing_date"":""2018-02-27"",""accession"":""0001144204-18-011197"",""form"":""10-K"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-11-01"",""accession"":""0001023024-21-000021"",""form"":""10-Q"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
876343,LCTX,"Lineage Cell Therapeutics, Inc.","[{""filing_date"":""2018-03-15"",""accession"":""0001493152-18-003416"",""form"":""10-K"",""SIC"":2836,""FF12"":""Hlth""},{""filing_date"":""2021-11-10"",""accession"":""0001493152-21-027859"",""form"":""10-Q"",""SIC"":2836,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1192448,GKOS,GLAUKOS Corp,"[{""filing_date"":""2018-02-28"",""accession"":""0001558370-18-001301"",""form"":""10-K"",""SIC"":3841,""FF12"":""Hlth""},{""filing_date"":""2021-11-08"",""accession"":""0001558370-21-015090"",""form"":""10-Q"",""SIC"":3841,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1551152,ABBV,AbbVie Inc.,"[{""filing_date"":""2018-02-16"",""accession"":""0001551152-18-000014"",""form"":""10-K"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-11-02"",""accession"":""0001551152-21-000031"",""form"":""10-Q"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1000694,NVAX,NOVAVAX INC,"[{""filing_date"":""2018-03-14"",""accession"":""0001144204-18-014686"",""form"":""10-K"",""SIC"":2836,""FF12"":""Hlth""},{""filing_date"":""2021-11-05"",""accession"":""0001000694-21-000020"",""form"":""10-Q"",""SIC"":2836,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
875320,VRTX,VERTEX PHARMACEUTICALS INC / MA,"[{""filing_date"":""2020-07-31"",""accession"":""0000875320-20-000030"",""form"":""10-Q"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-11-03"",""accession"":""0000875320-21-000033"",""form"":""10-Q"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
879407,ARWR,"ARROWHEAD PHARMACEUTICALS, INC.","[{""filing_date"":""2018-02-09"",""accession"":""0001564590-18-001768"",""form"":""10-Q"",""SIC"":2834,""FF12"":""Hlth""},{""filing_date"":""2021-11-22"",""accession"":""0001564590-21-057888"",""form"":""10-K"",""SIC"":2834,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
882095,GILD,"GILEAD SCIENCES, INC.","[{""filing_date"":""2018-05-09"",""accession"":""0000882095-18-000015"",""form"":""10-Q"",""SIC"":2836,""FF12"":""Hlth""},{""filing_date"":""2021-11-03"",""accession"":""0000882095-21-000029"",""form"":""10-Q"",""SIC"":2836,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
875045,BIIB,BIOGEN INC.,"[{""filing_date"":""2018-02-01"",""accession"":""0000875045-18-000005"",""form"":""10-K"",""SIC"":2836,""FF12"":""Hlth""},{""filing_date"":""2021-10-20"",""accession"":""0000875045-21-000052"",""form"":""10-Q"",""SIC"":2836,""FF12"":""Hlth""}]",Hlth,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1314102,EYPT,"EyePoint, Inc.","[{""filing_date"":""2018-02-08"",""accession"":""0001193125-18-036206"",""form"":""10-Q"",""SIC"":3826,""FF12"":""BusEq""},{""filing_date"":""2021-11-05"",""accession"":""0001564590-21-054795"",""form"":""10-Q"",""SIC"":3826,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1681622,VREX,Varex Imaging Corp,"[{""filing_date"":""2018-02-07"",""accession"":""0001681622-18-000008"",""form"":""10-Q"",""SIC"":3679,""FF12"":""BusEq""},{""filing_date"":""2021-11-19"",""accession"":""0001681622-21-000103"",""form"":""10-K"",""SIC"":3679,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1001115,GEOS,GEOSPACE TECHNOLOGIES CORP,"[{""filing_date"":""2018-02-07"",""accession"":""0001564590-18-001474"",""form"":""10-Q"",""SIC"":3829,""FF12"":""BusEq""},{""filing_date"":""2021-11-19"",""accession"":""0001564590-21-057727"",""form"":""10-K"",""SIC"":3829,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1410384,QTWO,"Q2 Holdings, Inc.","[{""filing_date"":""2018-08-08"",""accession"":""0001410384-18-000084"",""form"":""10-Q"",""SIC"":7372,""FF12"":""BusEq""},{""filing_date"":""2021-11-04"",""accession"":""0001410384-21-000127"",""form"":""10-Q"",""SIC"":7372,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1173489,CEVA,CEVA INC,"[{""filing_date"":""2018-03-01"",""accession"":""0001193125-18-067193"",""form"":""10-K"",""SIC"":3674,""FF12"":""BusEq""},{""filing_date"":""2021-11-09"",""accession"":""0001437749-21-025927"",""form"":""10-Q"",""SIC"":7370,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1211805,MYSZ,"My Size, Inc.","[{""filing_date"":""2018-03-21"",""accession"":""0001213900-18-003274"",""form"":""10-K"",""SIC"":7372,""FF12"":""BusEq""},{""filing_date"":""2021-11-15"",""accession"":""0001493152-21-028645"",""form"":""10-Q"",""SIC"":7372,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1291855,SPCB,SuperCom Ltd,"[{""filing_date"":""2018-05-21"",""accession"":""0001144204-18-029944"",""form"":""20-F"",""SIC"":3674,""FF12"":""BusEq""},{""filing_date"":""2021-04-30"",""accession"":""0001178913-21-001531"",""form"":""20-F"",""SIC"":3674,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1005284,OLED,UNIVERSAL DISPLAY CORP \PA\,"[{""filing_date"":""2018-02-22"",""accession"":""0001564590-18-002868"",""form"":""10-K"",""SIC"":3670,""FF12"":""BusEq""},{""filing_date"":""2021-11-04"",""accession"":""0000950170-21-003046"",""form"":""10-Q"",""SIC"":3670,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1013857,PEGA,PEGASYSTEMS INC,"[{""filing_date"":""2020-02-12"",""accession"":""0001013857-20-000007"",""form"":""10-K"",""SIC"":7374,""FF12"":""BusEq""},{""filing_date"":""2021-10-27"",""accession"":""0001013857-21-000242"",""form"":""10-Q"",""SIC"":7374,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1280452,MPWR,"MONOLITHIC POWER SYSTEMS, INC.","[{""filing_date"":""2020-02-28"",""accession"":""0001437749-20-003943"",""form"":""10-K"",""SIC"":3674,""FF12"":""BusEq""},{""filing_date"":""2021-11-08"",""accession"":""0001437749-21-025711"",""form"":""10-Q"",""SIC"":3674,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1290109,LPL,"LG Display Co., Ltd.","[{""filing_date"":""2018-04-27"",""accession"":""0001193125-18-136619"",""form"":""20-F"",""SIC"":3679,""FF12"":""BusEq""},{""filing_date"":""2021-04-29"",""accession"":""0001193125-21-138471"",""form"":""20-F"",""SIC"":3679,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1508475,VNET,"VNET Group, Inc.","[{""filing_date"":""2018-04-12"",""accession"":""0001193125-18-115533"",""form"":""20-F"",""SIC"":7370,""FF12"":""BusEq""},{""filing_date"":""2021-04-28"",""accession"":""0001104659-21-056551"",""form"":""20-F"",""SIC"":7370,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,"[{""filing_date"":""2020-02-25"",""accession"":""0001558370-20-001334"",""form"":""10-K"",""SIC"":3570,""FF12"":""BusEq""},{""filing_date"":""2021-11-05"",""accession"":""0001558370-21-014734"",""form"":""10-Q"",""SIC"":3570,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1262039,FTNT,"Fortinet, Inc.","[{""filing_date"":""2018-02-26"",""accession"":""0001262039-18-000009"",""form"":""10-K"",""SIC"":3577,""FF12"":""BusEq""},{""filing_date"":""2021-11-08"",""accession"":""0001262039-21-000030"",""form"":""10-Q"",""SIC"":3577,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
320193,AAPL,Apple Inc.,"[{""filing_date"":""2018-02-02"",""accession"":""0000320193-18-000007"",""form"":""10-Q"",""SIC"":3571,""FF12"":""BusEq""},{""filing_date"":""2021-10-29"",""accession"":""0000320193-21-000105"",""form"":""10-K"",""SIC"":3571,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
789019,MSFT,MICROSOFT CORP,"[{""filing_date"":""2020-10-27"",""accession"":""0001564590-20-047996"",""form"":""10-Q"",""SIC"":7372,""FF12"":""BusEq""},{""filing_date"":""2021-10-26"",""accession"":""0001564590-21-051992"",""form"":""10-Q"",""SIC"":7372,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
936395,CIEN,CIENA CORP,"[{""filing_date"":""2020-12-18"",""accession"":""0000936395-20-000042"",""form"":""10-K"",""SIC"":3661,""FF12"":""BusEq""},{""filing_date"":""2021-12-17"",""accession"":""0000936395-21-000054"",""form"":""10-K"",""SIC"":3661,""FF12"":""BusEq""}]",BusEq,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1652044,GOOG,Alphabet Inc.,[],UNRESOLVED,INDUSTRY_UNRESOLVED,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
918251,MPAA,MOTORCAR PARTS OF AMERICA INC,"[{""filing_date"":""2018-02-09"",""accession"":""0001140361-18-006298"",""form"":""10-Q"",""SIC"":3714,""FF12"":""Durbl""},{""filing_date"":""2021-11-09"",""accession"":""0001140361-21-037185"",""form"":""10-Q"",""SIC"":3714,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
924383,GNSS,Genasys Inc.,"[{""filing_date"":""2018-02-09"",""accession"":""0001437749-18-002109"",""form"":""10-Q"",""SIC"":3651,""FF12"":""Durbl""},{""filing_date"":""2021-11-23"",""accession"":""0001437749-21-027262"",""form"":""10-K"",""SIC"":3651,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1709164,HBB,Hamilton Beach Brands Holding Co,"[{""filing_date"":""2021-11-03"",""accession"":""0001709164-21-000049"",""form"":""10-Q"",""SIC"":3634,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1643953,PRPL,"Purple Innovation, Inc.","[{""filing_date"":""2018-02-01"",""accession"":""0001213900-18-001126"",""form"":""10-K"",""SIC"":2510,""FF12"":""Durbl""},{""filing_date"":""2021-11-09"",""accession"":""0001213900-21-057706"",""form"":""10-Q"",""SIC"":2510,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
915779,DAKT,DAKTRONICS INC /SD/,"[{""filing_date"":""2018-03-02"",""accession"":""0000915779-18-000006"",""form"":""10-Q"",""SIC"":3990,""FF12"":""Durbl""},{""filing_date"":""2021-12-01"",""accession"":""0001437749-21-027640"",""form"":""10-Q"",""SIC"":3990,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1707303,DOGZ,Dogness (International) Corp,"[{""filing_date"":""2018-10-30"",""accession"":""0001511164-18-000614"",""form"":""20-F"",""SIC"":3990,""FF12"":""Durbl""},{""filing_date"":""2021-10-29"",""accession"":""0001493152-21-026730"",""form"":""20-F"",""SIC"":3990,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
903129,THRM,Gentherm Inc,"[{""filing_date"":""2018-02-23"",""accession"":""0001564590-18-003000"",""form"":""10-K"",""SIC"":3714,""FF12"":""Durbl""},{""filing_date"":""2021-10-29"",""accession"":""0001564590-21-052926"",""form"":""10-Q"",""SIC"":3714,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
842162,LEA,LEAR CORP,"[{""filing_date"":""2018-02-06"",""accession"":""0000842162-18-000007"",""form"":""10-K"",""SIC"":3714,""FF12"":""Durbl""},{""filing_date"":""2021-11-02"",""accession"":""0000842162-21-000054"",""form"":""10-Q"",""SIC"":3714,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
101984,UEIC,UNIVERSAL ELECTRONICS INC,"[{""filing_date"":""2018-03-13"",""accession"":""0000101984-18-000008"",""form"":""10-K"",""SIC"":3651,""FF12"":""Durbl""},{""filing_date"":""2021-11-05"",""accession"":""0000101984-21-000065"",""form"":""10-Q"",""SIC"":3651,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1077688,HOFT,HOOKER FURNISHINGS Corp,"[{""filing_date"":""2018-04-13"",""accession"":""0001185185-18-000692"",""form"":""10-K"",""SIC"":2510,""FF12"":""Durbl""},{""filing_date"":""2021-12-09"",""accession"":""0001185185-21-001818"",""form"":""10-Q"",""SIC"":2510,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1409375,OESX,"ORION ENERGY SYSTEMS, INC.","[{""filing_date"":""2018-02-07"",""accession"":""0001409375-18-000007"",""form"":""10-Q"",""SIC"":3640,""FF12"":""Durbl""},{""filing_date"":""2021-11-09"",""accession"":""0001564590-21-055763"",""form"":""10-Q"",""SIC"":3640,""FF12"":""Durbl""}]",Durbl,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
