CIK,company_id,ticker,issuer_name,provisional_FF12_industry,provisional_FF12_description,training_days,days_with_any_eligible_news,days_with_exact_time_news,days_with_date_only_news,news_coverage_fraction,article_count,unique_duplicate_group_count,publisher_count,body_available_record_count,title_only_record_count,exact_time_fraction,date_only_fraction,news_first_date,news_last_date,coverage_tier,industry_status,historical_industry,panel_eligible,selection_status,selection_reason
1131343,CIK0001131343,ATHE,ALTERITY THERAPEUTICS LTD,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,27,2,25,0.026785714285714284,178,43,7,124,54,0.0449438202247191,0.9550561797752809,2018-01-05,2021-12-24,LOW,INDUSTRY_STABLE,Hlth,True,SELECTED,deterministic industry/tier rule
1540159,CIK0001540159,EDSA,"Edesa Biotech, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,27,0,27,0.026785714285714284,230,54,3,164,66,0.0,1.0,2018-05-11,2021-12-08,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1626971,CIK0001626971,CRVS,"Corvus Pharmaceuticals, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,27,0,27,0.026785714285714284,173,45,1,161,12,0.0,1.0,2018-03-08,2021-11-19,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
946563,CIK0000946563,RVP,RETRACTABLE TECHNOLOGIES INC,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,28,2,26,0.027777777777777776,72,36,8,26,46,0.05555555555555555,0.9444444444444444,2018-04-02,2021-11-02,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1649904,CIK0001649904,RYTM,"RHYTHM PHARMACEUTICALS, INC.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,28,0,28,0.027777777777777776,128,35,3,100,28,0.0,1.0,2018-05-31,2021-12-09,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1160308,CIK0001160308,SVRA,Savara Inc,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,29,1,28,0.028769841269841268,179,43,5,95,84,0.0111731843575419,0.9888268156424581,2018-03-12,2021-12-31,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1626878,CIK0001626878,XBIT,XBiotech Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,29,1,29,0.028769841269841268,235,46,5,149,86,0.00851063829787234,0.9914893617021276,2018-09-17,2021-10-05,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1557746,CIK0001557746,ACRS,"Aclaris Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,30,0,30,0.02976190476190476,186,44,5,124,62,0.0,1.0,2018-02-15,2021-12-13,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1677940,CIK0001677940,BYSI,BeyondSpring Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,30,0,30,0.02976190476190476,93,47,0,93,0,0.0,1.0,2018-04-12,2021-12-31,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1422143,CIK0001422143,KURA,"Kura Oncology, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,31,0,31,0.030753968253968252,154,38,2,132,22,0.0,1.0,2018-03-12,2021-11-24,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1501989,CIK0001501989,CTMX,"CytomX Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,31,0,31,0.030753968253968252,77,35,2,65,12,0.0,1.0,2018-03-07,2021-12-27,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1420720,CIK0001420720,IBIO,"iBio, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,32,0,32,0.031746031746031744,297,40,4,287,10,0.0,1.0,2018-05-31,2021-09-27,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1636651,CIK0001636651,OVID,Ovid Therapeutics Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,32,0,32,0.031746031746031744,206,56,2,200,6,0.0,1.0,2018-08-06,2021-11-05,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1709626,CIK0001709626,NCNA,NuCana plc,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,32,0,32,0.031746031746031744,222,37,4,170,52,0.0,1.0,2018-01-19,2021-10-25,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
771856,CIK0000771856,CSBR,"CHAMPIONS ONCOLOGY, INC.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,33,0,33,0.03273809523809524,95,44,4,57,38,0.0,1.0,2018-06-18,2021-12-28,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1488917,CIK0001488917,ELMD,"Electromed, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,33,4,29,0.03273809523809524,132,49,7,16,116,0.06060606060606061,0.9393939393939394,2018-02-13,2021-08-24,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1533040,CIK0001533040,PHIO,Phio Pharmaceuticals Corp.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,33,2,31,0.03273809523809524,119,50,10,49,70,0.03361344537815126,0.9663865546218487,2018-01-05,2021-12-06,LOW,INDUSTRY_STABLE,Hlth,True,EXCLUDED,not highest deterministic priority within tier
34956,CIK0000034956,TENX,"TENAX THERAPEUTICS, INC.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,34,2,33,0.03373015873015873,195,58,5,89,106,0.03076923076923077,0.9692307692307692,2018-01-16,2021-10-06,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1359931,CIK0001359931,TARA,"Protara Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,34,2,32,0.03373015873015873,213,65,10,111,102,0.03755868544600939,0.9624413145539906,2018-01-17,2021-11-09,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1429260,CIK0001429260,FBIOP,"Fortress Biotech, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,34,0,34,0.03373015873015873,299,52,4,259,40,0.0,1.0,2018-07-17,2021-12-06,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1527599,CIK0001527599,SYBX,"SYNLOGIC, INC.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,34,2,32,0.03373015873015873,143,44,5,107,36,0.027972027972027972,0.972027972027972,2018-01-02,2021-11-30,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1585608,CIK0001585608,JAGX,"Jaguar Health, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,35,1,34,0.034722222222222224,206,53,4,182,24,0.009708737864077669,0.9902912621359223,2018-06-29,2021-10-25,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1697862,CIK0001697862,ARGX,ARGENX SE,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,35,0,35,0.034722222222222224,102,40,1,90,12,0.0,1.0,2018-08-15,2021-12-08,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1596812,CIK0001596812,ENLV,Enlivex Ltd.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,36,2,36,0.03571428571428571,306,76,7,228,78,0.026143790849673203,0.9738562091503268,2018-01-05,2021-12-06,LOW,INDUSTRY_STABLE,Hlth,True,EXCLUDED,not highest deterministic priority within tier
1937653,CIK0001937653,ZYME,Zymeworks Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,36,0,36,0.03571428571428571,153,39,8,63,90,0.0,1.0,2018-01-09,2021-11-24,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1479419,CIK0001479419,KALA,"KALA BIO, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,38,0,38,0.037698412698412696,184,50,4,148,36,0.0,1.0,2018-01-05,2021-07-22,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1618835,CIK0001618835,EVFM,"Evofem Biosciences, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,38,2,37,0.037698412698412696,205,55,5,175,30,0.02926829268292683,0.9707317073170731,2018-01-05,2021-12-01,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1648257,CIK0001648257,HCM,HUTCHMED (China) Ltd,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,38,0,38,0.037698412698412696,93,47,2,77,16,0.0,1.0,2018-01-20,2021-12-16,LOW,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1661181,CIK0001661181,ORGO,Organogenesis Holdings Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,38,0,38,0.037698412698412696,321,57,0,321,0,0.0,1.0,2019-01-18,2021-12-29,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1267565,CIK0001267565,COLL,"COLLEGIUM PHARMACEUTICAL, INC",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,39,0,39,0.03869047619047619,87,43,1,77,10,0.0,1.0,2018-01-03,2021-11-05,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
884269,CIK0000884269,APT,ALPHA PRO TECH LTD,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,40,1,39,0.03968253968253968,154,60,3,124,30,0.012987012987012988,0.987012987012987,2018-12-26,2021-12-28,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1388320,CIK0001388320,ATNM,"Actinium Pharmaceuticals, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,40,2,38,0.03968253968253968,183,59,10,75,108,0.03278688524590164,0.9672131147540983,2018-01-08,2021-12-14,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1651625,CIK0001651625,ACIU,AC Immune SA,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,40,0,40,0.03968253968253968,184,58,1,166,18,0.0,1.0,2018-05-02,2021-11-08,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1631574,CIK0001631574,WVE,"Wave Life Sciences, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,41,1,40,0.040674603174603176,155,59,3,91,64,0.012903225806451613,0.9870967741935484,2018-02-15,2021-08-14,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1129928,CIK0001129928,ONCY,ONCOLYTICS BIOTECH INC,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,43,1,42,0.04265873015873016,130,64,9,20,110,0.015384615384615385,0.9846153846153847,2018-06-01,2021-12-15,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1434265,CIK0001434265,GMAB,GENMAB A/S,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,43,0,43,0.04265873015873016,177,49,1,165,12,0.0,1.0,2018-08-31,2021-12-02,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1087294,CIK0001087294,CPIX,CUMBERLAND PHARMACEUTICALS INC,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,44,0,44,0.04365079365079365,103,54,7,45,58,0.0,1.0,2018-01-30,2021-12-02,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
868278,CIK0000868278,PRPH,"ProPhase Labs, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,45,5,40,0.044642857142857144,225,69,6,107,118,0.044444444444444446,0.9555555555555556,2018-02-20,2021-11-03,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
946644,CIK0000946644,AIM,AIM ImmunoTech Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,45,2,43,0.044642857142857144,266,68,8,136,130,0.015037593984962405,0.9849624060150376,2018-01-17,2021-02-22,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
318306,CIK0000318306,ABEO,ABEONA THERAPEUTICS INC.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,46,0,46,0.04563492063492063,178,60,4,150,28,0.0,1.0,2018-01-23,2021-12-25,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1447028,CIK0001447028,ABUS,Arbutus Biopharma Corp,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,47,0,47,0.04662698412698413,245,72,4,211,34,0.0,1.0,2018-06-06,2021-12-13,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
898437,CIK0000898437,ANIK,"Anika Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,49,0,49,0.04861111111111111,135,61,4,93,42,0.0,1.0,2018-01-03,2021-11-05,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
884624,CIK0000884624,OFIX,Orthofix Medical Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,50,1,49,0.0496031746031746,121,68,7,75,46,0.03305785123966942,0.9669421487603306,2018-02-27,2021-12-14,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1377121,CIK0001377121,PTGX,"Protagonist Therapeutics, Inc",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,53,1,52,0.05257936507936508,267,82,8,181,86,0.00749063670411985,0.9925093632958801,2018-01-06,2021-11-16,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1641489,CIK0001641489,VTVT,vTv Therapeutics Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,53,2,52,0.05257936507936508,261,86,7,213,48,0.01532567049808429,0.9846743295019157,2018-01-23,2021-12-21,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1056358,CIK0001056358,MTEX,MANNATECH INC,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,56,6,52,0.05555555555555555,161,71,6,65,96,0.07453416149068323,0.9254658385093167,2018-01-02,2021-11-12,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1488039,CIK0001488039,ATOS,"ATOSSA THERAPEUTICS, INC.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,57,0,57,0.05654761904761905,468,80,2,426,42,0.0,1.0,2018-01-20,2021-12-03,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1174940,CIK0001174940,OGEN,ORAGENICS INC,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,59,4,56,0.05853174603174603,418,111,10,246,172,0.028708133971291867,0.9712918660287081,2018-01-08,2021-07-27,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1192448,CIK0001192448,GKOS,GLAUKOS Corp,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,60,3,58,0.05952380952380952,377,78,7,103,274,0.042440318302387266,0.9575596816976127,2018-01-10,2021-12-26,MEDIUM,INDUSTRY_STABLE,Hlth,True,EXCLUDED,not highest deterministic priority within tier
1137883,CIK0001137883,BCLI,BRAINSTORM CELL THERAPEUTICS INC.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,61,2,59,0.060515873015873016,199,76,7,83,116,0.020100502512562814,0.9798994974874372,2018-01-10,2021-12-14,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1279704,CIK0001279704,CLRB,"Cellectar Biosciences, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,63,2,61,0.0625,272,103,9,106,166,0.014705882352941176,0.9852941176470589,2018-01-11,2021-10-09,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1468328,CIK0001468328,ADUS,Addus HomeCare Corp,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,63,0,63,0.0625,190,67,4,162,28,0.0,1.0,2018-03-05,2021-12-20,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1595097,CIK0001595097,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,63,0,63,0.0625,287,88,2,269,18,0.0,1.0,2018-01-09,2021-11-02,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1640266,CIK0001640266,VYGR,"Voyager Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,63,0,63,0.0625,221,88,4,201,20,0.0,1.0,2018-01-16,2021-12-14,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1370053,CIK0001370053,ANAB,"ANAPTYSBIO, INC",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,64,0,64,0.06349206349206349,181,77,4,137,44,0.0,1.0,2018-01-02,2021-11-07,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1006281,CIK0001006281,PLX,"Protalix BioTherapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,65,4,61,0.06448412698412699,283,121,9,127,156,0.0353356890459364,0.9646643109540636,2018-01-02,2021-11-15,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1536196,CIK0001536196,CANF,Can-Fite BioPharma Ltd.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,65,2,64,0.06448412698412699,304,107,8,164,140,0.013157894736842105,0.9868421052631579,2018-01-08,2021-12-29,MEDIUM,INDUSTRY_STABLE,Hlth,True,SELECTED,deterministic industry/tier rule
1598646,CIK0001598646,NERV,"Minerva Neurosciences, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,65,3,63,0.06448412698412699,302,121,13,84,218,0.026490066225165563,0.9735099337748344,2018-03-09,2021-05-18,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1333141,CIK0001333141,FMS,Fresenius Medical Care AG,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,66,0,66,0.06547619047619048,169,85,5,127,42,0.0,1.0,2018-02-26,2021-11-17,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1410098,CIK0001410098,CRMD,CorMedix Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,66,5,61,0.06547619047619048,238,96,11,44,194,0.058823529411764705,0.9411764705882353,2018-02-02,2021-11-12,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1104506,CIK0001104506,INSM,INSMED Inc,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,68,1,68,0.06746031746031746,493,88,6,171,322,0.008113590263691683,0.9918864097363083,2018-01-23,2021-12-24,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1498403,CIK0001498403,BLRX,BioLineRx Ltd.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,68,2,66,0.06746031746031746,285,127,12,85,200,0.042105263157894736,0.9578947368421052,2018-01-17,2021-12-17,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1768224,CIK0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,68,1,67,0.06746031746031746,393,97,3,363,30,0.005089058524173028,0.9949109414758269,2018-02-07,2021-12-25,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1108205,CIK0001108205,CRIS,CURIS INC,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,69,1,68,0.06845238095238096,341,138,9,171,170,0.02932551319648094,0.9706744868035191,2018-01-17,2021-11-10,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1133416,CIK0001133416,GALT,GALECTIN THERAPEUTICS INC,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,69,4,66,0.06845238095238096,222,108,10,58,164,0.04504504504504504,0.954954954954955,2018-01-03,2021-12-10,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1559053,CIK0001559053,PRTA,PROTHENA CORP PUBLIC LTD CO,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,70,0,70,0.06944444444444445,185,86,4,155,30,0.0,1.0,2018-01-15,2021-12-23,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1374690,CIK0001374690,LRMR,"Larimar Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,72,8,65,0.07142857142857142,468,161,14,64,404,0.03418803418803419,0.9658119658119658,2018-01-05,2021-05-26,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1604821,CIK0001604821,NTRA,"Natera, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,72,1,71,0.07142857142857142,249,94,7,153,96,0.008032128514056224,0.9919678714859438,2018-03-12,2021-11-29,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1710155,CIK0001710155,EYE,"National Vision Holdings, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,73,0,73,0.07242063492063493,187,91,3,143,44,0.0,1.0,2018-01-19,2021-12-09,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1379006,CIK0001379006,NNVC,"NANOVIRICIDES, INC.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,74,4,73,0.07341269841269842,355,129,10,97,258,0.07323943661971831,0.9267605633802817,2018-02-21,2021-11-15,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1341235,CIK0001341235,ALDX,"Aldeyra Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,75,2,73,0.0744047619047619,332,126,8,186,146,0.018072289156626505,0.9819277108433735,2018-01-27,2021-12-21,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1433607,CIK0001433607,NSPR,"InspireMD, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,75,4,71,0.0744047619047619,555,182,13,205,350,0.021621621621621623,0.9783783783783784,2018-01-03,2021-11-22,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1023024,CIK0001023024,ANIP,ANI PHARMACEUTICALS INC,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,76,3,75,0.07539682539682539,179,111,5,123,56,0.0446927374301676,0.9553072625698324,2018-01-03,2021-12-21,MEDIUM,INDUSTRY_STABLE,Hlth,True,EXCLUDED,not highest deterministic priority within tier
1175151,CIK0001175151,CTSO,Cytosorbents Corp,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,76,2,74,0.07539682539682539,329,116,10,159,170,0.0121580547112462,0.9878419452887538,2018-01-08,2021-12-21,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1133818,CIK0001133818,BPTH,"BIO-PATH HOLDINGS, INC.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,77,4,74,0.0763888888888889,510,211,15,128,382,0.0196078431372549,0.9803921568627451,2018-02-09,2021-10-06,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
790526,CIK0000790526,RDNT,"RadNet, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,78,3,76,0.07738095238095238,271,131,13,45,226,0.04428044280442804,0.955719557195572,2018-01-04,2021-12-20,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1297184,CIK0001297184,AMPH,"Amphastar Pharmaceuticals, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,78,7,72,0.07738095238095238,205,105,9,103,102,0.06829268292682927,0.9317073170731708,2018-01-29,2021-12-26,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1701108,CIK0001701108,SPRO,"Spero Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,79,2,79,0.07837301587301587,336,125,12,136,200,0.011904761904761904,0.9880952380952381,2018-02-09,2021-12-27,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
876343,CIK0000876343,LCTX,"Lineage Cell Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,80,8,73,0.07936507936507936,265,117,9,43,222,0.06792452830188679,0.9320754716981132,2018-01-02,2021-12-20,MEDIUM,INDUSTRY_STABLE,Hlth,True,EXCLUDED,not highest deterministic priority within tier
1535955,CIK0001535955,LPCN,Lipocine Inc.,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,82,9,73,0.08134920634920635,581,157,14,107,474,0.03098106712564544,0.9690189328743546,2018-01-05,2021-10-19,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1069899,CIK0001069899,PAHC,PHIBRO ANIMAL HEALTH CORP,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,84,4,81,0.08333333333333333,237,125,9,77,160,0.04219409282700422,0.9578059071729957,2018-01-09,2021-11-22,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1437402,CIK0001437402,ARDX,"ARDELYX, INC.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,84,5,79,0.08333333333333333,418,169,11,122,296,0.023923444976076555,0.9760765550239234,2018-01-03,2021-12-02,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1119774,CIK0001119774,CGEN,COMPUGEN LTD,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,85,2,83,0.08432539682539683,270,132,11,88,182,0.037037037037037035,0.9629629629629629,2018-01-31,2021-12-09,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1607678,CIK0001607678,VKTX,"Viking Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,87,0,87,0.08630952380952381,278,113,3,196,82,0.0,1.0,2018-01-25,2021-11-04,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1158895,CIK0001158895,LMAT,LEMAITRE VASCULAR INC,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,90,5,85,0.08928571428571429,300,139,13,66,234,0.03333333333333333,0.9666666666666667,2018-01-11,2021-12-17,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1517022,CIK0001517022,AKBA,"Akebia Therapeutics, Inc.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,90,6,86,0.08928571428571429,469,141,12,287,182,0.029850746268656716,0.9701492537313433,2018-02-22,2021-11-22,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1020214,CIK0001020214,CERS,CERUS CORP,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,91,4,87,0.09027777777777778,328,147,10,60,268,0.024390243902439025,0.975609756097561,2018-01-08,2021-11-22,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1034842,CIK0001034842,RIGL,RIGEL PHARMACEUTICALS INC,Hlth,"Healthcare, Medical Equipment, and Drugs",1008,91,2,89,0.09027777777777778,429,158,9,223,206,0.009324009324009324,0.9906759906759907,2018-02-15,2021-12-21,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1368514,CIK0001368514,ADMA,"ADMA BIOLOGICS, INC.",Hlth,"Healthcare, Medical Equipment, and Drugs",1008,91,3,89,0.09027777777777778,423,165,12,175,248,0.02364066193853428,0.9763593380614657,2018-03-05,2021-11-11,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
