symbol,first_date,last_date,trading_rows,rows_2018_2023,missing_ohlcv_rows,missing_ohlcv_rate,duplicate_dates,non_monotonic_dates,invalid_ohlc_rows,adjusted_close_available_fraction,price_eligible_2018_2023
RIV,2016-01-08,2023-12-28,2007,1508,0,0.0,0,0,0,1.0,1
ANTE,2007-11-07,2023-12-28,4063,1508,0,0.0,0,0,0,1.0,1
CSCO,1990-02-16,2020-04-01,7589,566,0,0.0,0,0,25,1.0,0
PRI,2010-04-01,2023-12-28,3460,1508,0,0.0,0,0,0,1.0,1
NZF,2001-10-03,2023-12-28,5598,1508,0,0.0,0,0,0,1.0,1
HLNE,2017-03-01,2020-07-02,842,630,0,0.0,0,0,0,1.0,0
HUBS,2014-10-09,2023-12-28,2321,1508,0,0.0,0,0,0,1.0,1
GPL,2006-05-31,2020-07-02,3548,630,0,0.0,0,0,0,1.0,0
PSM,2001-07-10,2020-07-01,1009,85,0,0.0,0,0,0,1.0,0
SBGI,1995-06-07,2020-07-02,6313,630,0,0.0,0,0,0,1.0,0
HTLFP,2020-06-22,2023-12-28,887,887,0,0.0,0,0,0,1.0,0
UFCS,1980-03-18,2023-12-28,11039,1508,0,0.0,0,0,1414,1.0,0
TEAF,2019-03-27,2023-12-28,1199,1199,0,0.0,0,0,0,1.0,0
RJZ,2007-10-18,2020-07-01,2914,447,0,0.0,0,0,0,1.0,0
GFED,1995-04-10,2020-06-19,6341,618,0,0.0,0,0,0,1.0,0
AIRT,1984-04-24,2023-12-28,10002,1508,0,0.0,0,0,0,1.0,1
SITC,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
NXN,1992-06-19,2023-12-28,7940,1508,0,0.0,0,0,0,1.0,1
BNY,2001-07-27,2023-12-28,5641,1508,0,0.0,0,0,0,1.0,1
spxu,2009-06-25,2023-12-28,3653,1508,0,0.0,0,0,0,1.0,1
PPA,2005-10-26,2023-12-28,4574,1508,0,0.0,0,0,0,1.0,1
RHE,2016-02-16,2023-12-28,1886,1508,0,0.0,0,0,0,1.0,1
ISSC,2000-08-04,2020-07-02,5009,630,0,0.0,0,0,0,1.0,0
KNDI,2007-09-04,2023-12-28,4109,1508,0,0.0,0,0,0,1.0,1
EFT,2004-07-26,2023-12-28,4892,1508,0,0.0,0,0,0,1.0,1
USTB,2017-10-27,2020-07-02,664,620,0,0.0,0,0,0,1.0,0
TRNS,1977-12-05,2023-12-28,11616,1508,0,0.0,0,0,2215,1.0,0
xshd,2016-12-08,2023-12-28,1775,1508,0,0.0,0,0,0,1.0,1
BBSA,2019-03-13,2020-07-02,330,330,0,0.0,0,0,0,1.0,0
BCI,2017-03-31,2023-12-28,1698,1508,0,0.0,0,0,0,1.0,1
CARO,2014-05-14,2020-04-01,1482,566,0,0.0,0,0,0,1.0,0
BBRE,2020-07-02,2020-07-02,1,1,0,0.0,0,0,0,1.0,0
NTZ,1993-05-13,2023-12-28,7713,1508,0,0.0,0,0,0,1.0,1
AEIS,1995-11-17,2023-12-28,7076,1508,0,0.0,0,0,0,1.0,1
UAL,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
TROW,1986-04-02,2023-12-28,9513,1508,0,0.0,0,0,864,1.0,0
ISRG,2000-06-16,2020-06-19,5034,621,0,0.0,0,0,0,1.0,0
EGP,1973-02-21,2023-12-28,12826,1508,0,0.0,0,0,4254,1.0,0
TRND,2019-05-06,2020-07-02,292,292,0,0.0,0,0,0,1.0,0
AUBAP,2020-06-11,2020-07-02,16,16,0,0.0,0,0,0,1.0,0
EFC,2010-10-08,2023-12-28,3328,1508,0,0.0,0,0,0,1.0,1
EEX,2017-04-28,2023-12-28,1679,1508,0,0.0,0,0,0,1.0,1
NVR,1985-07-22,2023-12-28,9688,1508,0,0.0,0,0,0,1.0,1
FLAX,2018-02-08,2020-07-02,514,514,0,0.0,0,0,0,1.0,0
RDVY,2014-01-07,2023-12-28,2512,1508,0,0.0,0,0,0,1.0,1
TELA,2019-11-08,2023-12-28,1041,1041,0,0.0,0,0,0,1.0,0
FEIM,1980-06-18,2023-12-28,10975,1508,0,0.0,0,0,805,1.0,0
WOR,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,2533,1.0,0
prgo,1991-12-17,2023-12-28,8068,1508,0,0.0,0,0,0,1.0,1
LECO,1994-04-07,2023-12-28,7485,1508,0,0.0,0,0,0,1.0,1
ALTG,2019-04-25,2023-12-28,1179,1179,0,0.0,0,0,0,1.0,0
RPT,1988-12-28,2023-12-28,8819,1508,0,0.0,0,0,0,1.0,1
VCYT,2013-10-30,2023-12-28,2558,1508,0,0.0,0,0,0,1.0,1
USAC,2013-01-15,2023-12-28,2758,1508,0,0.0,0,0,0,1.0,1
HYLB,2016-12-13,2020-07-02,884,630,0,0.0,0,0,0,1.0,0
COHN,2004-03-17,2023-12-28,4981,1508,0,0.0,0,0,0,1.0,1
NBW,2002-10-22,2020-07-02,4455,630,0,0.0,0,0,0,1.0,0
PLOW,2010-05-05,2023-12-28,3437,1508,0,0.0,0,0,0,1.0,1
PIC,2010-04-01,2020-07-02,1457,406,0,0.0,0,0,1,1.0,0
PRGX,1996-03-27,2020-07-02,6094,630,0,0.0,0,0,0,1.0,0
ERF,2000-11-17,2023-12-28,5813,1508,0,0.0,0,0,0,1.0,1
IFN,1994-02-15,2020-07-02,6642,630,0,0.0,0,0,0,1.0,0
FIHD,2016-02-24,2020-04-01,1034,566,0,0.0,0,0,0,1.0,0
RSX,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
phg,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1964,1.0,0
uve,2003-06-06,2023-12-28,5177,1508,0,0.0,0,0,0,1.0,1
JHMH,2015-09-30,2020-07-02,1150,623,0,0.0,0,0,0,1.0,0
BUD,2009-07-01,2023-12-28,3649,1508,0,0.0,0,0,0,1.0,1
ARYBU,2020-06-05,2020-07-02,20,20,0,0.0,0,0,0,1.0,0
ORRF,1999-05-13,2020-06-19,5311,621,0,0.0,0,0,0,1.0,0
IDHD,2016-12-08,2020-07-02,837,608,0,0.0,0,0,0,1.0,0
SUSA,2005-01-28,2023-12-28,4762,1508,0,0.0,0,0,0,1.0,1
NTRSO,2019-10-30,2020-07-02,169,169,0,0.0,0,0,0,1.0,0
PFL,2003-08-27,2023-12-28,5120,1508,0,0.0,0,0,0,1.0,1
GEM,2015-09-29,2023-12-28,2077,1508,0,0.0,0,0,0,1.0,1
PDS,1996-11-15,2023-12-28,6824,1508,0,0.0,0,0,0,1.0,1
OESX,2007-12-19,2023-12-28,4034,1508,0,0.0,0,0,0,1.0,1
SPLG,2005-11-15,2023-12-28,4560,1508,0,0.0,0,0,0,1.0,1
BLDP,1995-11-08,2020-04-01,6141,566,0,0.0,0,0,0,1.0,0
SIBN,2018-10-17,2020-07-02,430,430,0,0.0,0,0,0,1.0,0
NOG,2007-04-13,2023-12-28,4208,1508,0,0.0,0,0,0,1.0,1
BXC,2004-12-14,2023-12-28,4793,1508,0,0.0,0,0,0,1.0,1
CHAP,2007-12-28,2020-07-02,1038,597,0,0.0,0,0,0,1.0,0
CHNGU,2019-06-27,2020-07-02,251,251,0,0.0,0,0,0,1.0,0
xcur,2018-05-22,2023-12-28,1411,1411,0,0.0,0,0,0,1.0,0
DXGE,2015-01-02,2020-07-02,1373,618,0,0.0,0,0,0,1.0,0
YLCO,2015-05-28,2020-07-02,1266,627,0,0.0,0,0,0,1.0,0
PDD,2018-07-26,2023-12-28,1366,1366,0,0.0,0,0,0,1.0,0
CHCO,1987-06-26,2023-12-28,9200,1508,0,0.0,0,0,360,1.0,0
BBIO,2019-06-27,2023-12-28,1135,1135,0,0.0,0,0,0,1.0,0
LBTYK,2005-09-08,2020-07-02,3730,630,0,0.0,0,0,0,1.0,0
IMAB,2020-01-17,2020-07-02,116,116,0,0.0,0,0,0,1.0,0
NFRA,2013-10-09,2023-12-28,2573,1508,0,0.0,0,0,0,1.0,1
SPOK,2004-11-17,2023-12-28,4811,1508,0,0.0,0,0,0,1.0,1
MXDE,2018-03-27,2020-07-02,217,217,0,0.0,0,0,0,1.0,0
SPLP,2012-04-10,2023-12-28,2950,1508,0,0.0,0,0,0,1.0,1
TPR,2000-10-06,2023-12-28,5843,1508,0,0.0,0,0,0,1.0,1
TSI,1987-02-26,2023-12-28,9284,1508,0,0.0,0,0,216,1.0,0
PBR-A,2003-10-07,2023-12-28,5092,1508,0,0.0,0,0,0,1.0,1
DVN,1985-07-22,2023-12-28,9689,1508,1,0.00010320982557539478,0,0,1574,0.9998967901744246,0
SACC,2019-11-12,2020-06-19,151,151,0,0.0,0,0,0,1.0,0
MGEE,1980-03-17,2020-07-02,10162,630,0,0.0,0,0,2532,1.0,0
MNCLU,2019-02-07,2020-06-22,295,295,0,0.0,0,0,0,1.0,0
AMSC,1991-12-12,2023-12-28,8071,1508,0,0.0,0,0,0,1.0,1
SVT,1973-05-03,2023-12-28,12776,1508,0,0.0,0,0,0,1.0,1
STK,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
XLRN,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
DTQ,2012-10-03,2020-07-02,1949,630,0,0.0,0,0,0,1.0,0
SCYX,2015-01-02,2020-07-02,1376,630,0,0.0,0,0,0,1.0,0
AIH,2019-10-25,2023-12-28,1051,1051,0,0.0,0,0,0,1.0,0
MN,2011-11-18,2020-07-02,2168,630,0,0.0,0,0,0,1.0,0
love,2018-06-27,2023-12-28,1386,1386,0,0.0,0,0,0,1.0,0
ASYS,1983-08-09,2023-12-28,10181,1508,0,0.0,0,0,1905,1.0,0
VIR,2015-07-06,2023-12-28,1137,1081,0,0.0,0,0,0,1.0,1
CSD,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
GNRS,2020-05-21,2023-12-28,908,908,0,0.0,0,0,0,1.0,0
INSE,2014-12-16,2020-04-01,1332,566,0,0.0,0,0,0,1.0,0
BSEP,2019-09-06,2020-07-01,148,148,0,0.0,0,0,0,1.0,0
DVY,2003-11-07,2023-12-28,5069,1508,0,0.0,0,0,0,1.0,1
FMF,2013-08-02,2023-12-28,2620,1508,0,0.0,0,0,0,1.0,1
DTF,1991-11-22,2020-04-01,7142,566,0,0.0,0,0,0,1.0,0
IBDV,2020-06-26,2023-12-28,883,883,0,0.0,0,0,0,1.0,0
HAFC,1994-04-06,2020-06-19,6599,621,0,0.0,0,0,0,1.0,0
BTAI,2018-03-08,2023-12-28,1463,1463,0,0.0,0,0,0,1.0,0
VIE,2019-10-03,2020-07-02,189,189,0,0.0,0,0,0,1.0,0
AGM-A,1993-12-13,2023-12-28,7565,1508,0,0.0,0,0,0,1.0,1
CR,1980-03-17,2023-12-28,10352,820,0,0.0,0,0,1169,1.0,0
AGT,2017-04-27,2020-07-02,793,625,0,0.0,0,0,0,1.0,0
MUTE,2019-01-14,2020-07-02,342,342,0,0.0,0,0,0,1.0,0
DPHC,2019-04-17,2020-07-02,137,137,0,0.0,0,0,0,1.0,0
ADTN,1994-08-10,2023-12-28,7399,1508,0,0.0,0,0,0,1.0,1
EQRR,2017-07-25,2023-12-28,1619,1508,0,0.0,0,0,0,1.0,1
BFRA,2018-02-14,2020-06-30,417,417,0,0.0,0,0,0,1.0,0
JVA,2005-05-03,2020-06-19,3810,621,0,0.0,0,0,0,1.0,0
SAND,2010-02-22,2020-07-02,2589,630,0,0.0,0,0,0,1.0,0
DXR,1983-07-25,2020-07-02,9133,626,0,0.0,0,0,1926,1.0,0
HSTO,2019-11-27,2020-07-02,53,53,0,0.0,0,0,0,1.0,0
CEQP,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
OFLX,2005-08-01,2023-12-28,4635,1508,0,0.0,0,0,0,1.0,1
DRRX,2000-09-28,2023-12-28,5849,1508,0,0.0,0,0,0,1.0,1
NPAUU,2019-09-11,2020-07-02,154,154,0,0.0,0,0,0,1.0,0
HAIL,2017-12-27,2023-12-28,1511,1508,0,0.0,0,0,0,1.0,1
BV,2018-06-28,2023-12-28,1385,1385,0,0.0,0,0,0,1.0,0
MNCL,2019-02-28,2020-07-02,321,321,0,0.0,0,0,0,1.0,0
AM,2014-11-05,2023-12-28,2302,1508,0,0.0,0,0,0,1.0,1
W,2014-10-02,2023-12-28,2326,1508,0,0.0,0,0,0,1.0,1
ADX,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1098,1.0,0
MQT,1992-09-21,2023-12-28,7876,1508,0,0.0,0,0,0,1.0,1
CE,2005-01-21,2023-12-28,4767,1508,0,0.0,0,0,0,1.0,1
ASTC,1995-12-21,2023-12-28,7053,1508,0,0.0,0,0,0,1.0,1
MRO,1970-01-02,2023-12-28,13618,1508,0,0.0,0,0,0,1.0,1
DZZ,2008-02-28,2023-12-28,3987,1508,0,0.0,0,0,0,1.0,1
HOV,1983-09-07,2023-12-28,10161,1508,0,0.0,0,0,2057,1.0,0
NBIX,1996-05-23,2023-12-28,6947,1508,0,0.0,0,0,0,1.0,1
RWVG,2019-01-16,2020-07-02,351,351,0,0.0,0,0,0,1.0,0
EVTC,2013-04-12,2023-12-28,2698,1508,0,0.0,0,0,0,1.0,1
OCSI,2013-07-12,2020-07-02,1757,630,0,0.0,0,0,0,1.0,0
WHLRD,2016-09-21,2023-12-28,1806,1508,0,0.0,0,0,0,1.0,1
VYGR,2015-11-11,2023-12-28,2046,1508,0,0.0,0,0,0,1.0,1
HMI,2000-01-10,2020-07-02,4152,624,0,0.0,0,0,0,1.0,0
BA,1962-01-02,2023-12-28,15605,1508,0,0.0,0,0,0,1.0,1
VRTX,1991-07-24,2023-12-28,8170,1508,0,0.0,0,0,0,1.0,1
AFG,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,769,1.0,0
JPHF,2016-09-16,2020-06-19,938,621,0,0.0,0,0,0,1.0,0
FCPI,2019-11-07,2023-12-28,1042,1042,0,0.0,0,0,0,1.0,0
GGAL,2000-07-25,2023-12-28,5895,1508,0,0.0,0,0,0,1.0,1
SNR,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
GILD,1992-01-22,2023-12-28,8044,1508,0,0.0,0,0,0,1.0,1
FVL,2015-01-02,2020-07-02,1379,627,0,0.0,0,0,0,1.0,0
SHSP,2015-01-02,2020-07-02,1378,630,0,0.0,0,0,0,1.0,0
WW,2001-11-15,2023-12-28,5567,1508,0,0.0,0,0,0,1.0,1
CHN,1992-07-10,2023-12-28,7926,1508,0,0.0,0,0,0,1.0,1
TIP,2003-12-05,2023-12-28,5050,1508,0,0.0,0,0,0,1.0,1
VQT,2015-01-02,2020-07-02,1172,473,0,0.0,0,0,0,1.0,0
AQN,2007-12-12,2020-04-01,2587,566,0,0.0,0,0,0,1.0,0
MGY,2014-12-04,2020-04-01,769,566,0,0.0,0,0,0,1.0,0
DOL,2006-06-16,2020-06-19,3524,621,0,0.0,0,0,0,1.0,0
SMLV,2015-01-02,2020-07-02,1381,630,0,0.0,0,0,0,1.0,0
FTS,2010-01-05,2023-12-28,3520,1508,0,0.0,0,0,0,1.0,1
EVBN,2002-04-16,2023-12-28,5465,1508,0,0.0,0,0,0,1.0,1
SLM,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
FSCT,2017-10-26,2020-04-01,611,566,0,0.0,0,0,0,1.0,0
NYMTP,2013-06-04,2020-06-19,1769,617,0,0.0,0,0,0,1.0,0
SNE,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
AMKR,1998-05-01,2023-12-28,6458,1508,0,0.0,0,0,0,1.0,1
THC,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,454,1.0,0
FCFS,1991-06-10,2023-12-28,8201,1508,0,0.0,0,0,252,1.0,0
LOOP,2017-11-20,2023-12-28,1536,1508,0,0.0,0,0,0,1.0,1
CHY,2003-05-29,2023-12-28,5183,1508,0,0.0,0,0,0,1.0,1
ARB,2000-10-16,2023-12-28,4194,918,0,0.0,0,0,1,1.0,0
TAYD,1980-11-05,2023-12-28,10878,1508,0,0.0,0,0,1966,1.0,0
TOTL,2015-02-24,2023-12-28,2228,1508,0,0.0,0,0,0,1.0,1
MDU,1973-02-21,2020-07-02,11949,630,1,8.368901163277262e-05,0,0,3661,0.9999163109883672,0
CREX,2006-11-27,2023-12-28,4301,1508,0,0.0,0,0,0,1.0,1
DBMF,2019-05-08,2023-12-28,1170,1170,0,0.0,0,0,0,1.0,0
RBUS,2017-09-22,2020-06-30,286,227,0,0.0,0,0,0,1.0,0
FYT,2011-04-20,2023-12-28,3194,1508,0,0.0,0,0,0,1.0,1
STLC,2017-11-09,2020-06-30,86,52,0,0.0,0,0,0,1.0,0
ACIU,2016-09-23,2023-12-28,1828,1508,0,0.0,0,0,0,1.0,1
indl,2010-03-11,2023-12-28,3475,1508,0,0.0,0,0,0,1.0,1
TDW,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1969,1.0,0
TATT,1987-03-31,2023-12-28,9261,1508,0,0.0,0,0,1161,1.0,0
WSTG,2015-01-02,2020-07-02,1379,627,0,0.0,0,0,0,1.0,0
MIE,2013-03-26,2020-07-02,1832,630,0,0.0,0,0,0,1.0,0
CEI,2007-05-01,2023-12-28,4196,1508,0,0.0,0,0,0,1.0,1
CFR,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,2456,1.0,0
XSD,2006-02-06,2023-12-28,4505,1508,0,0.0,0,0,0,1.0,1
ESPO,2018-10-17,2023-12-28,1308,1308,0,0.0,0,0,0,1.0,0
PFMT,2012-08-10,2020-06-19,1970,614,0,0.0,0,0,0,1.0,0
DCO,1973-05-03,2023-12-28,12776,1508,0,0.0,0,0,0,1.0,1
FXP,2007-11-08,2023-12-28,4062,1508,0,0.0,0,0,0,1.0,1
FYC,2011-04-20,2023-12-28,3194,1508,0,0.0,0,0,0,1.0,1
SOYB,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
VRNA,2017-04-27,2023-12-28,1680,1508,0,0.0,0,0,0,1.0,1
CNXT,2014-07-24,2020-06-19,1484,621,0,0.0,0,0,0,1.0,0
CGA,2008-04-16,2023-12-28,3954,1508,0,0.0,0,0,0,1.0,1
TVTY,1991-08-13,2020-07-02,7258,630,0,0.0,0,0,0,1.0,0
EQIX,2000-08-11,2020-04-01,4940,566,0,0.0,0,0,0,1.0,0
ESSC,2020-03-20,2020-07-02,51,51,0,0.0,0,0,0,1.0,0
zg,2011-07-20,2023-12-28,3132,1508,0,0.0,0,0,0,1.0,1
DGRW,2013-05-22,2023-12-28,2670,1508,0,0.0,0,0,0,1.0,1
HVT,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,2208,1.0,0
FXG,2007-05-10,2023-12-28,4189,1508,0,0.0,0,0,0,1.0,1
FDNI,2018-11-09,2023-12-28,1291,1291,0,0.0,0,0,0,1.0,0
PFNX,2014-07-24,2020-07-02,1497,630,0,0.0,0,0,0,1.0,0
DUOT,2017-05-31,2020-06-19,629,567,0,0.0,0,0,0,1.0,0
IUSS,2018-09-18,2020-07-02,333,333,0,0.0,0,0,0,1.0,0
MKL,1986-12-12,2020-06-19,8382,621,0,0.0,0,0,793,1.0,0
GURE,2006-10-23,2023-12-28,4325,1508,0,0.0,0,0,0,1.0,1
QUIK,1999-10-18,2023-12-28,6089,1508,0,0.0,0,0,0,1.0,1
HUN,2005-02-14,2023-12-28,4752,1508,1,0.00021043771043771043,0,0,1,0.9997895622895623,0
FXF,2006-06-26,2023-12-28,4408,1508,0,0.0,0,0,0,1.0,1
kall,2018-08-01,2023-12-28,1362,1362,0,0.0,0,0,0,1.0,0
TDA,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
VIXM,2011-01-04,2023-12-28,3268,1508,0,0.0,0,0,0,1.0,1
MBOT,1992-03-25,2020-07-02,7122,630,0,0.0,0,0,0,1.0,0
INFR,2016-12-30,2023-12-28,1048,840,0,0.0,0,0,0,1.0,1
TER,1973-02-21,2023-12-28,12826,1508,0,0.0,0,0,3442,1.0,0
CULP,1983-08-30,2023-12-28,10166,1508,0,0.0,0,0,1584,1.0,0
HARP,2019-02-08,2023-12-28,1231,1231,0,0.0,0,0,0,1.0,0
TFI,2007-09-13,2023-12-28,4102,1508,0,0.0,0,0,0,1.0,1
PCPL,2020-06-15,2020-07-02,14,14,0,0.0,0,0,0,1.0,0
MLCO,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
YJ,2019-05-03,2023-12-28,1173,1173,0,0.0,0,0,0,1.0,0
PHCF,2019-01-02,2020-07-02,329,329,0,0.0,0,0,0,1.0,0
HDMV,2016-08-29,2023-12-28,1846,1508,0,0.0,0,0,0,1.0,1
EAOR,2020-06-18,2023-12-28,889,889,0,0.0,0,0,0,1.0,0
JOB,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,2323,1.0,0
GPMT,2017-06-23,2023-12-28,1640,1508,0,0.0,0,0,0,1.0,1
CGW,2007-05-14,2023-12-28,4187,1508,0,0.0,0,0,0,1.0,1
CDL,2015-07-08,2023-12-28,2135,1508,0,0.0,0,0,0,1.0,1
VRML,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
TDV,2019-11-07,2023-12-28,1042,1042,0,0.0,0,0,0,1.0,0
TZAC,2018-10-18,2020-06-30,215,215,0,0.0,0,0,0,1.0,0
PODD,2007-05-15,2023-12-28,4186,1508,0,0.0,0,0,0,1.0,1
TIF,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
RILYP,2019-10-04,2023-12-28,1066,1066,0,0.0,0,0,0,1.0,0
MDT,1973-05-02,2020-07-02,11899,630,0,0.0,0,0,2186,1.0,0
ARC,2005-02-04,2020-07-02,3879,630,0,0.0,0,0,0,1.0,0
ATGE,1991-06-21,2020-04-01,7250,566,0,0.0,0,0,5,1.0,0
IPAR,1988-02-04,2020-07-02,8168,630,0,0.0,0,0,812,1.0,0
JBR,2007-04-23,2020-04-01,3260,566,0,0.0,0,0,0,1.0,0
DLA,2000-07-03,2023-12-28,5910,1508,0,0.0,0,0,0,1.0,1
STAR,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
SZNE,2018-08-02,2020-07-02,427,427,0,0.0,0,0,0,1.0,0
SND,2016-11-04,2020-07-02,920,630,0,0.0,0,0,0,1.0,0
AXSM,2015-11-19,2020-06-19,1153,621,0,0.0,0,0,0,1.0,0
SMMD,2017-07-14,2020-07-02,692,610,0,0.0,0,0,0,1.0,0
HSBC,1999-07-16,2023-12-28,6154,1508,0,0.0,0,0,0,1.0,1
CHX,2015-01-02,2023-12-28,2087,1449,0,0.0,0,0,7,1.0,0
ASG,1986-03-06,2023-12-28,9531,1508,0,0.0,0,0,423,1.0,0
NEXA,2017-10-26,2023-12-28,1553,1508,0,0.0,0,0,0,1.0,1
CIK,1987-04-08,2020-04-01,8313,566,0,0.0,0,0,147,1.0,0
BOOT,1994-04-08,2023-12-28,6831,1508,1,0.00014639145073927682,0,0,3,0.9998536085492608,0
MDC,1980-03-11,2020-07-02,10166,630,0,0.0,0,0,0,1.0,0
UI,2011-10-14,2023-12-28,3071,1508,0,0.0,0,0,0,1.0,1
BCYC,2019-05-23,2023-12-28,1159,1159,0,0.0,0,0,0,1.0,0
SJIJ,2019-09-18,2020-07-02,200,200,0,0.0,0,0,0,1.0,0
AMSWA,1983-02-28,2023-12-28,10294,1508,0,0.0,0,0,386,1.0,0
pagp,2013-10-16,2023-12-28,2568,1508,0,0.0,0,0,0,1.0,1
XITK,2016-01-14,2023-12-28,2003,1508,0,0.0,0,0,0,1.0,1
FORM,2003-06-12,2023-12-28,5173,1508,0,0.0,0,0,0,1.0,1
RILYG,2017-12-14,2023-12-28,1160,1149,0,0.0,0,0,0,1.0,1
KOMP,2017-11-10,2023-12-28,1306,1304,0,0.0,0,0,0,1.0,1
FTR,1980-03-17,2020-04-01,10101,566,3,0.000297000297000297,0,0,2500,0.9997029997029997,0
FUV,2017-09-21,2023-12-28,1578,1508,0,0.0,0,0,0,1.0,1
DNI,1998-06-24,2020-07-02,5543,630,0,0.0,0,0,0,1.0,0
SMH,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
TSCAP,2018-03-16,2020-07-02,557,557,0,0.0,0,0,0,1.0,0
TM,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,2981,1.0,0
DXD,2006-07-13,2023-12-28,4396,1508,0,0.0,0,0,0,1.0,1
CPIX,2009-08-11,2023-12-28,3621,1508,0,0.0,0,0,0,1.0,1
FTSI,2018-02-02,2020-07-02,608,608,0,0.0,0,0,0,1.0,0
DESP,2017-09-20,2023-12-28,1579,1508,0,0.0,0,0,0,1.0,1
V,2008-03-19,2023-12-28,3973,1508,0,0.0,0,0,0,1.0,1
ADTX,2020-06-30,2023-12-28,881,881,0,0.0,0,0,0,1.0,0
QRVO,2015-01-02,2023-12-28,2263,1508,0,0.0,0,0,0,1.0,1
FAD,2007-05-11,2023-12-28,4188,1508,0,0.0,0,0,0,1.0,1
CIEN,1997-02-07,2023-12-28,6767,1508,0,0.0,0,0,0,1.0,1
SALM,1999-07-01,2020-07-02,5261,630,0,0.0,0,0,0,1.0,0
sxi,1973-02-21,2023-12-28,12826,1508,0,0.0,0,0,3637,1.0,0
GEOS,1997-11-21,2023-12-28,6567,1508,0,0.0,0,0,0,1.0,1
IRMD,2014-07-16,2020-06-19,1494,621,0,0.0,0,0,0,1.0,0
PSMM,2017-02-27,2020-07-02,592,552,0,0.0,0,0,0,1.0,0
AL,2011-04-19,2023-12-28,3195,1508,0,0.0,0,0,0,1.0,1
BW,2014-08-11,2023-12-28,2354,1508,0,0.0,0,0,0,1.0,1
A,1999-11-18,2023-12-28,6066,1508,0,0.0,0,0,0,1.0,1
SFIG,2016-04-27,2020-07-02,542,426,0,0.0,0,0,0,1.0,0
REKR,2017-08-29,2023-12-28,1594,1508,0,0.0,0,0,0,1.0,1
EDIV,2011-02-24,2023-12-28,3233,1508,0,0.0,0,0,0,1.0,1
CS,1995-05-16,2020-07-02,6328,630,0,0.0,0,0,0,1.0,0
FAS,2008-11-19,2023-12-28,3802,1508,0,0.0,0,0,0,1.0,1
ATRS,1996-10-03,2020-07-02,5977,630,0,0.0,0,0,0,1.0,0
QAI,2009-03-25,2023-12-28,3717,1508,0,0.0,0,0,0,1.0,1
FLC,2003-08-27,2023-12-28,5120,1508,0,0.0,0,0,0,1.0,1
HBP,2015-01-02,2020-07-02,1383,629,0,0.0,0,0,0,1.0,0
FOX,2019-03-13,2023-12-28,1209,1209,0,0.0,0,0,0,1.0,0
MX,2011-03-11,2023-12-28,3222,1508,0,0.0,0,0,0,1.0,1
NC,1977-06-17,2023-12-28,11733,1508,0,0.0,0,0,0,1.0,1
ESGG,2016-07-15,2023-12-28,1877,1508,0,0.0,0,0,0,1.0,1
DUC,1993-01-22,2020-07-02,6912,630,0,0.0,0,0,0,1.0,0
PSCF,2010-04-07,2023-12-28,3457,1508,0,0.0,0,0,0,1.0,1
DTP,2000-01-03,2020-07-02,5016,527,0,0.0,0,0,10,1.0,0
FLT,2010-12-15,2023-12-28,3281,1508,0,0.0,0,0,0,1.0,1
VIS,2004-09-29,2023-12-28,4846,1508,0,0.0,0,0,0,1.0,1
HMSY,1992-12-18,2020-07-02,6935,630,0,0.0,0,0,0,1.0,0
MO,1962-01-02,2020-07-02,14728,630,1,6.789788158609451e-05,0,0,1988,0.9999321021184139,0
CPI,2009-01-02,2023-12-13,3763,1498,0,0.0,0,0,6,1.0,0
LK,2019-05-17,2020-07-02,257,257,0,0.0,0,0,0,1.0,0
