symbol,first_date,last_date,trading_rows,rows_2018_2023,missing_ohlcv_rows,missing_ohlcv_rate,duplicate_dates,non_monotonic_dates,invalid_ohlc_rows,adjusted_close_available_fraction,price_eligible_2018_2023
SECO,2017-09-22,2020-07-02,699,630,0,0.0,0,0,0,1.0,0
ORGO,2017-01-05,2023-12-28,1757,1508,0,0.0,0,0,0,1.0,1
KINS,1999-10-26,2023-12-28,6083,1508,0,0.0,0,0,0,1.0,1
UMPQ,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
EIS,2008-03-28,2023-12-28,3967,1508,0,0.0,0,0,0,1.0,1
BIOL,1992-11-12,2023-12-28,7838,1508,0,0.0,0,0,0,1.0,1
UJUL,2018-08-08,2023-12-28,1357,1357,0,0.0,0,0,0,1.0,0
ENIC,2016-04-21,2023-12-28,1936,1508,0,0.0,0,0,0,1.0,1
TPYP,2015-06-30,2023-12-28,2140,1508,0,0.0,0,0,0,1.0,1
MSBF,2007-06-20,2020-07-02,3277,624,0,0.0,0,0,0,1.0,0
PSR,2008-11-21,2023-12-28,3800,1508,0,0.0,0,0,0,1.0,1
ALNA,2017-11-02,2020-07-02,670,630,0,0.0,0,0,0,1.0,0
GPS,1980-03-17,2020-06-19,10154,621,1,9.848335631278314e-05,0,0,1851,0.9999015166436872,0
GSH,1996-05-13,2020-04-01,6013,566,0,0.0,0,0,0,1.0,0
PPEM,2018-02-15,2023-12-28,607,607,0,0.0,0,0,0,1.0,0
BNKU,2019-04-03,2023-12-28,1194,1194,0,0.0,0,0,0,1.0,0
BWFG,2010-04-05,2023-12-28,3459,1508,0,0.0,0,0,0,1.0,1
IMVT,2019-06-21,2020-07-02,221,221,0,0.0,0,0,0,1.0,0
PRT,2000-11-20,2023-12-28,4705,1465,0,0.0,0,0,3,1.0,0
GRN,2008-06-25,2023-12-28,3584,1187,0,0.0,0,0,0,1.0,1
ENIA,1993-10-20,2020-04-01,6660,566,0,0.0,0,0,0,1.0,0
LINX,2019-06-26,2020-07-02,258,258,0,0.0,0,0,0,1.0,0
UJUN,2019-06-03,2023-12-28,1153,1153,0,0.0,0,0,0,1.0,0
BLL,1973-02-21,2020-07-02,11949,630,1,8.368901163277262e-05,0,0,2851,0.9999163109883672,0
ARDS,2018-08-14,2020-06-19,464,464,0,0.0,0,0,0,1.0,0
LAD,1996-12-18,2020-04-01,5860,566,0,0.0,0,0,0,1.0,0
GMLPP,2017-10-31,2020-04-01,608,566,0,0.0,0,0,0,1.0,0
HBCP,2008-10-08,2023-12-28,3832,1508,0,0.0,0,0,0,1.0,1
MINDP,2016-06-14,2020-07-02,1021,630,0,0.0,0,0,0,1.0,0
GOOD,2003-08-14,2023-12-28,5129,1508,0,0.0,0,0,0,1.0,1
BLPH,2015-02-13,2023-12-28,2234,1508,0,0.0,0,0,0,1.0,1
BNS,1999-09-13,2023-12-28,6114,1508,0,0.0,0,0,0,1.0,1
EINC,2012-03-14,2023-12-28,2968,1508,0,0.0,0,0,0,1.0,1
TECS,2008-12-30,2023-12-28,3775,1508,0,0.0,0,0,0,1.0,1
SBFG,2015-01-05,2020-07-02,1332,620,0,0.0,0,0,0,1.0,0
HCCHR,2020-07-02,2020-07-02,1,1,0,0.0,0,0,0,1.0,0
psp,2006-10-24,2023-12-28,4324,1508,0,0.0,0,0,0,1.0,1
FRDM,2019-06-14,2023-12-28,1144,1144,0,0.0,0,0,0,1.0,0
JMIN,2017-11-09,2020-06-19,469,465,0,0.0,0,0,0,1.0,0
AYTU,2008-09-25,2020-04-01,2899,566,0,0.0,0,0,0,1.0,0
ALLK,2018-07-19,2023-12-28,1371,1371,0,0.0,0,0,0,1.0,0
EPAY,1999-02-12,2020-07-02,5382,630,0,0.0,0,0,0,1.0,0
AIRI,2000-10-04,2020-06-19,4958,621,0,0.0,0,0,0,1.0,0
BND,2007-04-10,2023-12-28,4211,1508,0,0.0,0,0,0,1.0,1
YXI,2010-03-18,2023-12-28,3470,1508,0,0.0,0,0,0,1.0,1
PLUS,1996-11-15,2023-12-28,6824,1508,0,0.0,0,0,0,1.0,1
TECD,2015-01-02,2020-06-29,1382,627,0,0.0,0,0,0,1.0,0
BGNE,2016-02-03,2023-12-28,1990,1508,0,0.0,0,0,0,1.0,1
PRPL,2015-10-29,2023-12-28,2055,1508,0,0.0,0,0,0,1.0,1
CARR,2007-12-27,2023-12-28,1002,992,0,0.0,0,0,0,1.0,1
ARKK,2014-10-31,2023-12-28,2305,1508,0,0.0,0,0,0,1.0,1
BAK,1999-01-13,2023-12-28,6281,1508,0,0.0,0,0,0,1.0,1
SELB,2016-06-22,2020-07-02,1015,630,0,0.0,0,0,0,1.0,0
NTG,2010-07-29,2023-12-28,3378,1508,0,0.0,0,0,0,1.0,1
PERI,2006-01-31,2020-06-19,3609,621,0,0.0,0,0,0,1.0,0
AWTM,2019-01-29,2020-07-01,294,294,0,0.0,0,0,0,1.0,0
SLGL,2018-02-01,2020-07-02,607,607,0,0.0,0,0,0,1.0,0
EDV,2008-01-29,2023-12-28,4008,1508,0,0.0,0,0,0,1.0,1
TRMB,1990-07-20,2023-12-28,8425,1508,0,0.0,0,0,332,1.0,0
USWS,2018-11-12,2020-07-02,412,412,0,0.0,0,0,0,1.0,0
IPI,2008-04-22,2020-06-19,3063,621,0,0.0,0,0,0,1.0,0
ISR,2005-11-10,2020-07-02,3685,630,0,0.0,0,0,0,1.0,0
EBSB,2008-01-23,2020-07-02,3134,630,0,0.0,0,0,0,1.0,0
CARE,2015-01-02,2020-07-02,1343,627,0,0.0,0,0,0,1.0,0
BCC,2013-02-06,2020-04-01,1801,566,0,0.0,0,0,0,1.0,0
NVO,1981-04-30,2023-12-28,10757,1508,0,0.0,0,0,170,1.0,0
QCOM,1991-12-13,2023-12-28,8070,1508,0,0.0,0,0,0,1.0,1
UTRN,2018-09-21,2023-12-28,1326,1326,0,0.0,0,0,0,1.0,0
JMPNL,2019-07-05,2020-07-02,248,248,0,0.0,0,0,0,1.0,0
NTP,1990-11-26,2020-07-02,7436,629,0,0.0,0,0,229,1.0,0
BNDX,2013-06-04,2023-12-28,2662,1508,0,0.0,0,0,0,1.0,1
CASA,2017-12-15,2023-12-28,1518,1508,0,0.0,0,0,0,1.0,1
TGTX,2010-05-03,2023-12-28,3439,1508,0,0.0,0,0,0,1.0,1
IQM,2020-02-27,2020-07-02,71,71,0,0.0,0,0,0,1.0,0
TKAT,2015-11-25,2020-07-02,1009,566,0,0.0,0,0,0,1.0,0
AGGP,2016-05-10,2020-07-02,1044,629,0,0.0,0,0,0,1.0,0
CENTA,2007-02-06,2023-12-28,4254,1508,0,0.0,0,0,0,1.0,1
TLRD,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
LYB,2010-04-28,2023-12-28,3442,1508,0,0.0,0,0,0,1.0,1
MAGA,2017-09-14,2020-07-02,693,618,0,0.0,0,0,0,1.0,0
GJH,2004-05-05,2020-07-02,4046,607,0,0.0,0,0,0,1.0,0
GIS,1980-03-17,2023-12-28,11041,1508,1,9.057150620414818e-05,0,0,819,0.9999094284937958,0
DMPI,2013-02-22,2020-07-02,1854,630,0,0.0,0,0,0,1.0,0
ROSC,2015-03-24,2023-12-28,2208,1508,0,0.0,0,0,0,1.0,1
PII,1987-09-16,2020-06-19,8257,621,0,0.0,0,0,0,1.0,0
EUFN,2010-02-03,2023-12-28,3500,1508,0,0.0,0,0,0,1.0,1
PHM,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1325,1.0,0
DADA,2020-06-05,2023-12-28,898,898,0,0.0,0,0,0,1.0,0
ITCB,2005-02-25,2020-07-02,3865,630,0,0.0,0,0,0,1.0,0
MMSI,1990-05-14,2023-12-28,8472,1508,0,0.0,0,0,339,1.0,0
CVGI,2004-08-09,2020-04-01,3940,566,0,0.0,0,0,0,1.0,0
SPCB,2005-02-17,2023-12-28,4748,1508,0,0.0,0,0,0,1.0,1
UTG,2004-02-25,2023-12-28,4996,1508,0,0.0,0,0,0,1.0,1
ICBK,2015-01-16,2020-07-02,1375,630,0,0.0,0,0,0,1.0,0
PIRS,2015-01-02,2023-12-28,2263,1508,0,0.0,0,0,0,1.0,1
ALTM,2018-11-12,2020-07-02,412,412,0,0.0,0,0,0,1.0,0
ROST,1985-08-08,2023-12-28,9675,1508,0,0.0,0,0,230,1.0,0
IFS,2000-01-03,2020-07-02,4711,275,0,0.0,0,0,6,1.0,0
EPD,1998-07-28,2023-12-28,6399,1508,1,0.0001562744178777934,0,0,1,0.9998437255821222,0
LMRKO,2016-08-31,2020-07-02,958,626,0,0.0,0,0,0,1.0,0
USAI,2017-12-13,2020-07-02,591,584,0,0.0,0,0,0,1.0,0
TRXC,1991-08-07,2020-07-02,4724,630,0,0.0,0,0,135,1.0,0
BLKB,2004-07-26,2020-04-01,3950,566,0,0.0,0,0,0,1.0,0
JHMU,2016-06-15,2023-12-28,776,590,0,0.0,0,0,0,1.0,1
BUY,2015-01-12,2020-07-02,401,382,0,0.0,0,0,0,1.0,0
BLHY,2016-12-05,2023-12-28,1778,1508,0,0.0,0,0,0,1.0,1
SPNE,2015-06-17,2020-07-02,1266,630,0,0.0,0,0,0,1.0,0
DRADP,2019-09-13,2020-07-02,136,136,0,0.0,0,0,0,1.0,0
CSTL,2019-07-25,2023-12-28,1116,1116,0,0.0,0,0,0,1.0,0
PEJ,2005-06-23,2023-12-28,4661,1508,0,0.0,0,0,0,1.0,1
VTWO,2010-09-22,2023-12-28,3340,1508,0,0.0,0,0,0,1.0,1
NVUS,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
JAKK,1996-05-02,2023-12-28,6962,1508,0,0.0,0,0,0,1.0,1
ISIG,1991-06-25,2020-07-02,7312,630,0,0.0,0,0,226,1.0,0
AUTO,1999-03-26,2020-07-02,5290,567,0,0.0,0,0,0,1.0,0
KRC,1997-01-29,2023-12-28,6774,1508,0,0.0,0,0,0,1.0,1
ONCT,2004-02-03,2023-12-28,5011,1508,0,0.0,0,0,0,1.0,1
PDN,2007-09-28,2023-12-28,4091,1508,0,0.0,0,0,0,1.0,1
TWIN,1980-03-17,2020-06-19,9430,621,0,0.0,0,0,1854,1.0,0
FLYT,2020-02-13,2020-06-19,89,89,0,0.0,0,0,0,1.0,0
LBTYA,2004-06-03,2020-07-02,4049,630,0,0.0,0,0,0,1.0,0
MTRX,1990-09-26,2023-12-28,8378,1508,0,0.0,0,0,278,1.0,0
GNRSU,2020-02-11,2020-06-18,75,75,0,0.0,0,0,0,1.0,0
PULS,2018-04-10,2023-12-28,1441,1441,0,0.0,0,0,0,1.0,0
MCRB,2015-06-26,2020-07-02,1264,630,0,0.0,0,0,0,1.0,0
BYM,2002-10-29,2023-12-28,5328,1508,0,0.0,0,0,0,1.0,1
JHAA,2018-12-19,2023-12-04,1248,1248,0,0.0,0,0,1,1.0,0
DFND,2016-01-20,2020-07-02,800,547,0,0.0,0,0,0,1.0,0
NMR,1995-05-16,2023-12-28,6627,1508,0,0.0,0,0,0,1.0,1
LUV,1980-01-02,2023-12-28,11093,1508,1,9.014693951140358e-05,0,0,1,0.9999098530604886,0
NNI,2003-12-12,2023-12-28,5045,1508,0,0.0,0,0,0,1.0,1
MFMS,2018-11-05,2020-07-02,417,417,0,0.0,0,0,0,1.0,0
FRPH,1986-07-02,2023-12-28,9449,1508,0,0.0,0,0,683,1.0,0
TGNA,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1338,1.0,0
ALXN,1996-02-28,2020-07-02,6129,630,0,0.0,0,0,0,1.0,0
NCNA,2017-09-28,2023-12-28,1573,1508,0,0.0,0,0,0,1.0,1
PFF,2007-03-30,2023-12-28,4217,1508,0,0.0,0,0,0,1.0,1
BKAG,2020-04-24,2023-12-28,927,927,0,0.0,0,0,1,1.0,0
SGOL,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
DFNS,2020-03-27,2020-07-02,31,31,0,0.0,0,0,0,1.0,0
NOM,1993-05-26,2023-12-28,7704,1508,0,0.0,0,0,0,1.0,1
ICOL,2015-01-02,2020-07-02,1358,628,0,0.0,0,0,0,1.0,0
CWBR,2015-01-28,2023-12-28,2177,1508,0,0.0,0,0,0,1.0,1
XEC,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
LW,2016-11-10,2023-12-28,1794,1508,0,0.0,0,0,0,1.0,1
PSCM,2010-04-07,2023-12-28,3457,1508,0,0.0,0,0,0,1.0,1
AMPE,2010-03-31,2023-12-28,3461,1508,0,0.0,0,0,0,1.0,1
KSU.P,1998-06-03,2020-07-02,2728,454,0,0.0,0,0,0,1.0,0
WORK,2019-06-20,2020-07-02,262,262,0,0.0,0,0,0,1.0,0
SWM,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
NUGT,2010-12-08,2023-12-28,3286,1508,0,0.0,0,0,0,1.0,1
NH,2016-01-06,2020-07-02,1034,630,0,0.0,0,0,0,1.0,0
MS,1993-02-23,2023-12-28,7771,1508,2,0.0002573671342169605,0,0,2,0.999742632865783,0
RISE,2015-02-20,2020-07-02,893,500,0,0.0,0,0,0,1.0,0
TRP,1982-09-20,2023-12-28,10406,1508,0,0.0,0,0,1294,1.0,0
UNTY,1997-01-14,2023-12-28,6785,1508,0,0.0,0,0,0,1.0,1
CPB,1973-02-21,2023-12-28,12826,1508,0,0.0,0,0,3123,1.0,0
TPX,2003-12-18,2023-12-28,5041,1508,0,0.0,0,0,0,1.0,1
TSC,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
vioo,2010-09-09,2023-12-28,3349,1508,0,0.0,0,0,0,1.0,1
PCEF,2010-02-19,2023-12-28,3489,1508,0,0.0,0,0,0,1.0,1
DWAW,2020-07-02,2020-07-02,1,1,0,0.0,0,0,0,1.0,0
SONA,2015-01-05,2020-07-02,1382,630,0,0.0,0,0,0,1.0,0
RNWK,1997-11-21,2020-07-02,5688,630,0,0.0,0,0,0,1.0,0
DVD,1996-10-04,2020-07-02,5976,630,0,0.0,0,0,0,1.0,0
ECCX,2018-04-30,2023-12-28,997,997,0,0.0,0,0,0,1.0,0
SWZ,1987-08-19,2023-12-28,9163,1508,0,0.0,0,0,95,1.0,0
MD,1995-09-20,2020-07-02,6240,630,0,0.0,0,0,0,1.0,0
TALO,2018-05-10,2023-12-28,1419,1419,0,0.0,0,0,0,1.0,0
AGI,2003-05-02,2023-12-28,5201,1508,0,0.0,0,0,565,1.0,0
CO,2007-05-09,2020-07-02,3312,630,0,0.0,0,0,0,1.0,0
DWMC,2018-07-11,2020-07-02,413,413,0,0.0,0,0,0,1.0,0
ATRO,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1799,1.0,0
ECOL,1984-05-09,2020-04-01,9049,566,0,0.0,0,0,1440,1.0,0
EMBD,2020-06-03,2020-07-02,21,21,0,0.0,0,0,0,1.0,0
THGA,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
AXDX,1994-04-07,2023-12-28,7485,1508,0,0.0,0,0,0,1.0,1
FBT,2006-06-23,2023-12-28,4409,1508,0,0.0,0,0,0,1.0,1
GRNQ,2018-04-17,2023-12-28,1397,1397,0,0.0,0,0,0,1.0,0
HLG,2015-07-07,2020-07-02,1074,630,0,0.0,0,0,0,1.0,0
HMC,1980-03-17,2020-07-02,10162,630,0,0.0,0,0,0,1.0,0
NGVT,2016-05-03,2020-06-19,1041,621,0,0.0,0,0,0,1.0,0
PAPR,2019-04-01,2023-12-28,1196,1196,0,0.0,0,0,0,1.0,0
VEL,2015-01-02,2023-12-28,1527,1014,0,0.0,0,0,1,1.0,0
LAWS,1980-03-17,2020-07-02,10162,630,0,0.0,0,0,2502,1.0,0
OKE,1980-10-01,2023-12-28,10902,1508,0,0.0,0,0,1200,1.0,0
AP,1973-02-21,2023-12-28,12826,1508,0,0.0,0,0,2647,1.0,0
BK,1973-05-03,2023-12-28,12777,1508,1,7.826563356030368e-05,0,0,1,0.9999217343664397,0
MSA,1973-02-22,2020-06-19,11938,621,0,0.0,0,0,3126,1.0,0
CYCN,2019-03-18,2023-12-28,1206,1206,0,0.0,0,0,0,1.0,0
J,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,0,1.0,1
CX,1999-09-15,2023-12-28,6112,1508,0,0.0,0,0,0,1.0,1
BCOR,1998-12-15,2020-07-02,5422,630,0,0.0,0,0,0,1.0,0
BCLI,2003-10-07,2023-12-28,5092,1508,0,0.0,0,0,0,1.0,1
FBC,1997-04-30,2020-07-02,5770,567,0,0.0,0,0,0,1.0,0
FAX,1986-04-17,2023-12-28,9502,1508,0,0.0,0,0,460,1.0,0
AXGT,2015-06-11,2020-07-02,1275,630,0,0.0,0,0,0,1.0,0
MIDD,1987-08-10,2020-06-19,8283,621,0,0.0,0,0,984,1.0,0
KTOS,1999-11-05,2023-12-28,6075,1508,0,0.0,0,0,0,1.0,1
FCG,2007-05-11,2023-12-28,4188,1508,0,0.0,0,0,0,1.0,1
OHI,1992-08-07,2023-12-28,7906,1508,0,0.0,0,0,0,1.0,1
AG,2006-11-28,2023-12-28,4300,1508,0,0.0,0,0,0,1.0,1
FCPT,2015-11-10,2023-12-28,2047,1508,0,0.0,0,0,0,1.0,1
AFMD,2014-09-12,2023-12-28,2340,1508,0,0.0,0,0,0,1.0,1
NGVC,2012-07-25,2023-12-28,2876,1508,0,0.0,0,0,0,1.0,1
svxy,2011-10-04,2023-12-28,3079,1508,0,0.0,0,0,0,1.0,1
AMHC,2020-01-10,2020-06-29,49,49,0,0.0,0,0,0,1.0,0
BFEB,2020-02-03,2020-07-02,103,103,0,0.0,0,0,0,1.0,0
PSXP,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
CHS,1993-03-24,2023-12-28,7748,1508,0,0.0,0,0,0,1.0,1
CKH,1992-12-17,2020-07-02,6936,630,0,0.0,0,0,0,1.0,0
TKR,1973-02-21,2023-12-28,12826,1508,0,0.0,0,0,3121,1.0,0
KFFB,2005-03-03,2023-12-28,4739,1508,0,0.0,0,0,0,1.0,1
CEFS,2017-03-21,2020-07-02,828,630,0,0.0,0,0,0,1.0,0
IPAY,2015-07-16,2020-07-02,1235,630,0,0.0,0,0,0,1.0,0
QTT,2018-09-14,2020-07-02,453,453,0,0.0,0,0,0,1.0,0
STAY,2013-11-13,2020-07-02,1670,630,0,0.0,0,0,0,1.0,0
HFXI,2015-07-22,2023-12-28,2125,1508,0,0.0,0,0,0,1.0,1
SLP,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
NYMTM,2019-10-18,2020-07-02,178,178,0,0.0,0,0,0,1.0,0
SNX,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
CLOU,2019-04-16,2023-12-28,1185,1185,0,0.0,0,0,0,1.0,0
FTFT,2004-01-30,2023-12-28,4154,1508,2,0.00048146364949446316,0,0,2,0.9995185363505056,0
SDEM,2015-03-17,2020-07-02,1288,630,0,0.0,0,0,0,1.0,0
CHD,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1343,1.0,0
mntx,2005-02-15,2023-12-28,4750,1508,0,0.0,0,0,0,1.0,1
SDGR,2020-02-06,2020-07-02,103,103,0,0.0,0,0,0,1.0,0
AFYA,2019-07-19,2023-12-28,1120,1120,0,0.0,0,0,0,1.0,0
CREE,1993-02-09,2020-07-02,6900,630,0,0.0,0,0,0,1.0,0
HBANO,2016-03-28,2020-07-02,1076,630,0,0.0,0,0,0,1.0,0
JBN,2007-02-16,2020-04-01,3304,566,0,0.0,0,0,0,1.0,0
SMOG,2015-01-02,2020-07-02,1373,619,0,0.0,0,0,0,1.0,0
CEFD,2020-06-03,2023-12-28,900,900,0,0.0,0,0,0,1.0,0
DBV,2015-01-02,2020-07-02,1352,597,0,0.0,0,0,0,1.0,0
FSLF,2019-11-21,2020-07-02,60,60,0,0.0,0,0,0,1.0,0
evlo,2018-05-08,2023-12-28,1421,1421,0,0.0,0,0,0,1.0,0
TDJ,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
NEWR,2014-12-12,2020-07-02,1398,630,0,0.0,0,0,0,1.0,0
KELYB,1984-08-03,2023-12-28,9931,1508,1,0.0001006947940791461,0,0,452,0.9998993052059209,0
BANC,2002-08-23,2023-12-28,5374,1508,0,0.0,0,0,0,1.0,1
CFO,2014-07-02,2023-12-28,2390,1508,0,0.0,0,0,0,1.0,1
ZM,2019-04-18,2023-12-28,1183,1183,0,0.0,0,0,0,1.0,0
CET,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,2770,1.0,0
TEN,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
ESPR,2013-06-26,2023-12-28,2646,1508,0,0.0,0,0,0,1.0,1
INFN,2007-06-07,2023-12-28,4170,1508,0,0.0,0,0,0,1.0,1
AMED,1994-08-17,2023-12-28,7394,1508,0,0.0,0,0,0,1.0,1
FSMB,2018-11-27,2023-12-28,1280,1280,0,0.0,0,0,0,1.0,0
STOR,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
DBA,2007-01-05,2023-12-28,4275,1508,0,0.0,0,0,0,1.0,1
HWM,2019-10-03,2020-07-02,128,128,0,0.0,0,0,0,1.0,0
PCRX,2011-02-03,2023-12-28,3247,1508,0,0.0,0,0,0,1.0,1
DPST,2015-08-20,2023-12-28,2104,1508,0,0.0,0,0,0,1.0,1
XENT,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
DRIO,2013-04-09,2023-12-28,2701,1508,0,0.0,0,0,1,1.0,0
INFY,1999-03-11,2023-12-28,6242,1508,0,0.0,0,0,0,1.0,1
PAHC,2014-04-11,2023-12-28,2446,1508,0,0.0,0,0,0,1.0,1
CFX,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
MHK,1992-04-01,2020-04-01,7053,566,0,0.0,0,0,0,1.0,0
FXZ,2007-05-11,2023-12-28,4188,1508,0,0.0,0,0,0,1.0,1
FDMO,2016-09-15,2023-12-28,1834,1508,0,0.0,0,0,0,1.0,1
CLBS,1999-03-01,2020-07-02,5372,630,0,0.0,0,0,0,1.0,0
FTHI,2014-01-07,2023-12-28,2512,1508,0,0.0,0,0,0,1.0,1
tex,1980-03-19,2023-12-28,11038,1508,0,0.0,0,0,943,1.0,0
TFC,1980-03-18,2023-12-28,11039,1508,0,0.0,0,0,2281,1.0,0
CPRX,2006-11-08,2020-06-19,3426,621,0,0.0,0,0,0,1.0,0
IPOS,2015-01-02,2020-07-02,749,438,0,0.0,0,0,0,1.0,0
JLS,2009-11-27,2023-12-28,3545,1508,0,0.0,0,0,0,1.0,1
SAA,2007-01-25,2020-06-19,3161,570,0,0.0,0,0,0,1.0,0
BSRR,1994-04-18,2023-12-28,7478,1508,0,0.0,0,0,0,1.0,1
DWUS,2019-12-27,2020-07-02,113,113,0,0.0,0,0,0,1.0,0
PHAS,2018-10-18,2020-07-02,429,429,0,0.0,0,0,0,1.0,0
SQQQ,2010-02-11,2020-07-02,2615,630,0,0.0,0,0,0,1.0,0
MIN,1988-03-11,2020-07-02,8143,630,0,0.0,0,0,0,1.0,0
FVRR,2019-06-13,2020-06-19,258,258,0,0.0,0,0,0,1.0,0
wstl,1995-12-01,2023-12-28,7054,1508,0,0.0,0,0,1,1.0,0
LOCO,2014-07-25,2023-12-28,2374,1508,0,0.0,0,0,0,1.0,1
INFO,2014-06-19,2020-07-02,1521,630,0,0.0,0,0,0,1.0,0
ADMP,1995-08-14,2020-07-02,6266,630,0,0.0,0,0,0,1.0,0
teo,1994-12-09,2023-12-28,7314,1508,0,0.0,0,0,0,1.0,1
OPY,1982-10-06,2023-12-28,10394,1508,0,0.0,0,0,1112,1.0,0
OSB,2016-02-19,2020-07-02,1101,630,0,0.0,0,0,0,1.0,0
HUD,2007-09-26,2020-07-02,611,609,0,0.0,0,0,0,1.0,0
HSON,2003-03-18,2023-12-28,5233,1508,0,0.0,0,0,0,1.0,1
FXL,2007-05-10,2023-12-28,4189,1508,0,0.0,0,0,0,1.0,1
SCI,1980-03-17,2020-07-02,10157,630,0,0.0,0,0,1853,1.0,0
SBM,2010-03-18,2020-07-02,1641,382,0,0.0,0,0,0,1.0,0
FFTY,2015-04-09,2023-12-28,2197,1508,0,0.0,0,0,0,1.0,1
OMFL,2017-10-26,2023-12-28,1543,1508,0,0.0,0,0,0,1.0,1
DAL,2007-05-03,2023-12-28,4194,1508,0,0.0,0,0,0,1.0,1
ASLN,2018-05-04,2023-12-28,1423,1423,0,0.0,0,0,0,1.0,0
MIY,1992-11-04,2020-06-19,6957,621,0,0.0,0,0,0,1.0,0
RESI,2012-12-24,2023-12-13,2378,1114,0,0.0,0,0,1,1.0,0
HASI,2013-04-18,2023-12-28,2694,1508,0,0.0,0,0,0,1.0,1
TGP,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
BTYS,2020-02-05,2020-07-02,44,44,0,0.0,0,0,0,1.0,0
RILYM,2020-02-13,2023-12-28,976,976,0,0.0,0,0,0,1.0,0
CIA,1980-12-04,2023-12-28,10858,1508,0,0.0,0,0,793,1.0,0
MGR,2019-03-25,2020-07-02,323,323,0,0.0,0,0,0,1.0,0
CTXRW,2020-07-02,2020-07-02,1,1,0,0.0,0,0,1,1.0,0
hscz,2015-07-21,2023-12-28,2126,1508,0,0.0,0,0,0,1.0,1
DOG,2006-06-21,2023-12-28,4411,1508,0,0.0,0,0,0,1.0,1
OCFT,2019-12-13,2023-12-28,1017,1017,0,0.0,0,0,0,1.0,0
SXTC,2019-01-04,2023-12-28,1255,1255,0,0.0,0,0,0,1.0,0
SLF,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
SMB,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
MFV,1989-11-17,2020-07-02,7712,630,0,0.0,0,0,36,1.0,0
CHE,1973-05-03,2023-12-28,12776,1508,0,0.0,0,0,0,1.0,1
HTGC,2005-06-09,2023-12-28,4671,1508,0,0.0,0,0,0,1.0,1
ZCAN,2015-01-02,2020-07-02,1202,568,0,0.0,0,0,0,1.0,0
tg,1989-07-05,2023-12-28,8689,1508,0,0.0,0,0,133,1.0,0
APA,1979-05-15,2023-12-28,11252,1508,0,0.0,0,0,0,1.0,1
LABD,2015-05-28,2023-12-28,2163,1508,0,0.0,0,0,0,1.0,1
BABA,2014-09-19,2023-12-28,2335,1508,0,0.0,0,0,0,1.0,1
ARI,2009-09-24,2023-12-28,3590,1508,0,0.0,0,0,0,1.0,1
vo,2004-01-30,2023-12-28,5013,1508,0,0.0,0,0,0,1.0,1
VRS,2016-07-19,2020-07-02,997,630,0,0.0,0,0,0,1.0,0
RILYZ,2017-07-05,2023-12-28,1353,1231,0,0.0,0,0,0,1.0,1
OCFC,1996-07-03,2023-12-28,6919,1508,0,0.0,0,0,0,1.0,1
LFEQ,2017-10-09,2023-12-28,1566,1508,0,0.0,0,0,0,1.0,1
HYG,2007-04-11,2020-07-02,3332,630,0,0.0,0,0,0,1.0,0
DMO,2010-02-24,2023-12-28,3486,1508,0,0.0,0,0,0,1.0,1
SNN,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
vpl,2005-03-10,2023-12-28,4734,1508,0,0.0,0,0,0,1.0,1
AVCTW,2020-07-02,2020-07-02,1,1,0,0.0,0,0,0,1.0,0
MFA,1998-04-13,2020-07-02,5594,630,0,0.0,0,0,0,1.0,0
wk,2014-12-12,2023-12-28,2276,1508,0,0.0,0,0,0,1.0,1
ASM,2005-11-21,2023-12-28,4556,1508,0,0.0,0,0,0,1.0,1
PSMG,2017-02-27,2020-07-02,780,614,0,0.0,0,0,0,1.0,0
