stage,symbol,seed,method,has_news,n,BA,Brier,MCC,accuracy,predicted_up,constant
aggregation,AAPL,573,MEAN_LINEAR,False,6,0.5,0.2645469479475177,0.0,0.5,0.6666666666666666,False
aggregation,AAPL,573,MEAN_LINEAR,True,797,0.6621289954337899,0.2177252325554744,0.33323829752070194,0.671267252195734,0.6223337515683814,False
aggregation,AAPL,573,MEAN_THEN_MAP,False,6,0.5,0.2645469479475177,0.0,0.5,0.6666666666666666,False
aggregation,AAPL,573,MEAN_THEN_MAP,True,797,0.6548547691527143,0.21949827719205486,0.3202622656182916,0.6649937264742786,0.6336260978670013,False
aggregation,AAPL,573,MAP_THEN_MEAN,False,6,0.5,0.2645469479475177,0.0,0.5,0.6666666666666666,False
aggregation,AAPL,573,MAP_THEN_MEAN,True,797,0.6523274987316083,0.21946799392421726,0.31503550150038884,0.6624843161856964,0.6336260978670013,False
aggregation,AAPL,574,PRICE,False,6,0.3333333333333333,0.27658683272557744,-0.4472135954999579,0.3333333333333333,0.8333333333333334,False
aggregation,AAPL,574,PRICE,True,797,0.5659531963470319,0.24601758662858267,0.13963316475948437,0.5796737766624843,0.6687578419071518,False
aggregation,AAPL,574,FULL,False,6,0.3333333333333333,0.27658683272557744,-0.4472135954999579,0.3333333333333333,0.8333333333333334,False
aggregation,AAPL,574,FULL,True,797,0.6645833333333333,0.2247920116448633,0.33211160681814206,0.6700125470514429,0.5784190715181933,False
aggregation,AAPL,574,CONTROL,False,6,0.3333333333333333,0.27658683272557744,-0.4472135954999579,0.3333333333333333,0.8333333333333334,False
aggregation,AAPL,574,CONTROL,True,797,0.6765823186199899,0.2061881969483895,0.35723179525084264,0.6825595984943539,0.5859473023839398,False
aggregation,AAPL,574,SET_BASE,False,6,0.3333333333333333,0.27658683272557744,-0.4472135954999579,0.3333333333333333,0.8333333333333334,False
aggregation,AAPL,574,SET_BASE,True,797,0.656957128361238,0.22148898319053378,0.3255698733970497,0.6675031367628608,0.6386449184441656,False
aggregation,AAPL,574,MEAN_LINEAR,False,6,0.3333333333333333,0.27658683272557744,-0.4472135954999579,0.3333333333333333,0.8333333333333334,False
aggregation,AAPL,574,MEAN_LINEAR,True,797,0.6546645104008117,0.22067502015253623,0.3154064592218412,0.6624843161856964,0.6060225846925973,False
aggregation,AAPL,574,MEAN_THEN_MAP,False,6,0.3333333333333333,0.27658683272557744,-0.4472135954999579,0.3333333333333333,0.8333333333333334,False
aggregation,AAPL,574,MEAN_THEN_MAP,True,797,0.655492135971588,0.22138783632791026,0.3202346531481713,0.6649937264742786,0.6260978670012547,False
aggregation,AAPL,574,MAP_THEN_MEAN,False,6,0.3333333333333333,0.27658683272557744,-0.4472135954999579,0.3333333333333333,0.8333333333333334,False
aggregation,AAPL,574,MAP_THEN_MEAN,True,797,0.6591768138001015,0.22133604103124002,0.3280461021049158,0.6687578419071518,0.6273525721455459,False
aggregation,AAPL,575,PRICE,False,6,0.5,0.2752862819480327,0.0,0.5,0.6666666666666666,False
aggregation,AAPL,575,PRICE,True,797,0.5610381785895484,0.2460119167078265,0.12545725496246732,0.5708908406524467,0.6223337515683814,False
aggregation,AAPL,575,FULL,False,6,0.5,0.2752862819480327,0.0,0.5,0.6666666666666666,False
aggregation,AAPL,575,FULL,True,797,0.6820617706747845,0.22423792606110082,0.3676828172070394,0.6875784190715182,0.5809284818067754,False
aggregation,AAPL,575,CONTROL,False,6,0.5,0.2752862819480327,0.0,0.5,0.6666666666666666,False
aggregation,AAPL,575,CONTROL,True,797,0.7038622526636225,0.20487802727943208,0.4112077146555461,0.7089084065244667,0.5771643663739021,False
aggregation,AAPL,575,SET_BASE,False,6,0.5,0.2752862819480327,0.0,0.5,0.6666666666666666,False
aggregation,AAPL,575,SET_BASE,True,797,0.6531551243023845,0.2208347507919819,0.3207572125715738,0.6649937264742786,0.6537013801756587,False
