stage,symbol,seed,method,month,n,BA,Brier,MCC,accuracy,predicted_up,constant
preprocess,AMZN,573,NEGATION,2018-03,62,0.6206349206349207,0.22084748098892953,0.24242701741113504,0.6290322580645161,0.41935483870967744,False
preprocess,AMZN,573,NEGATION,2018-04,63,0.6535714285714286,0.23357097499636062,0.30527948590779735,0.6507936507936508,0.5079365079365079,False
preprocess,AMZN,573,NEGATION,2018-05,65,0.564327485380117,0.2356312803985316,0.13137196671500342,0.5846153846153846,0.6307692307692307,False
preprocess,AMZN,573,NEGATION,2018-06,63,0.6108695652173912,0.23373901564755542,0.2198357550475455,0.6349206349206349,0.6190476190476191,False
preprocess,AMZN,573,NEGATION,2018-07,60,0.6666666666666667,0.22565361631140457,0.3458572319330373,0.6666666666666666,0.6333333333333333,False
preprocess,AMZN,573,NEGATION,2018-08,69,0.6603448275862069,0.22285267903322703,0.3193162456272549,0.6666666666666666,0.5652173913043478,False
preprocess,AMZN,573,NEGATION,2018-09,57,0.5960591133004927,0.2559652393536756,0.19235526336800596,0.5964912280701754,0.47368421052631576,False
preprocess,AMZN,573,NEGATION,2018-10,69,0.5892857142857143,0.2271882440150922,0.17857142857142858,0.6521739130434783,0.30434782608695654,False
preprocess,AMZN,573,NEGATION,2018-11,60,0.5277777777777778,0.2523454528124126,0.055978284637523995,0.55,0.6166666666666667,False
preprocess,AMZN,573,NEGATION,2018-12,54,0.6443609022556391,0.22294619301047328,0.2774751902477184,0.6481481481481481,0.4444444444444444,False
preprocess,AMZN,573,NEGATION,2019-01,63,0.523157894736842,0.2451355179629784,0.04532471038866811,0.5238095238095238,0.5079365079365079,False
preprocess,AMZN,573,NEGATION,2019-02,2,1.0,0.21454052824198594,1.0,1.0,0.5,False
preprocess,AMZN,573,NUMERIC,2018-01,60,0.5,0.22195647191521609,0.0,0.6166666666666667,0.7333333333333333,False
preprocess,AMZN,573,NUMERIC,2018-02,57,0.619375,0.21867036400240517,0.24335653391146622,0.631578947368421,0.38596491228070173,False
preprocess,AMZN,573,NUMERIC,2018-03,62,0.6576719576719576,0.21510402083678998,0.3141824236797005,0.6612903225806451,0.45161290322580644,False
preprocess,AMZN,573,NUMERIC,2018-04,63,0.6535714285714286,0.22863744574362593,0.30527948590779735,0.6507936507936508,0.5079365079365079,False
preprocess,AMZN,573,NUMERIC,2018-05,65,0.564327485380117,0.23755272285982384,0.13137196671500342,0.5846153846153846,0.6307692307692307,False
preprocess,AMZN,573,NUMERIC,2018-06,63,0.5891304347826087,0.23222999667982103,0.1782608695652174,0.6190476190476191,0.6349206349206349,False
preprocess,AMZN,573,NUMERIC,2018-07,60,0.65,0.2264563432123252,0.3144854510165755,0.65,0.65,False
preprocess,AMZN,573,NUMERIC,2018-08,69,0.6728448275862069,0.21938980223675686,0.3456896551724138,0.6811594202898551,0.5797101449275363,False
preprocess,AMZN,573,NUMERIC,2018-09,57,0.5788177339901477,0.25651268409450784,0.15763546798029557,0.5789473684210527,0.49122807017543857,False
preprocess,AMZN,573,NUMERIC,2018-10,69,0.5788690476190476,0.22609993493780664,0.15574230173019063,0.6376811594202898,0.3188405797101449,False
preprocess,AMZN,573,NUMERIC,2018-11,60,0.5069444444444444,0.2495110334249386,0.014119562368122625,0.5333333333333333,0.6333333333333333,False
preprocess,AMZN,573,NUMERIC,2018-12,54,0.6443609022556391,0.22085592174085542,0.2774751902477184,0.6481481481481481,0.4444444444444444,False
preprocess,AMZN,573,NUMERIC,2019-01,63,0.5363157894736843,0.23817402135529395,0.07114914586232078,0.5396825396825397,0.5238095238095238,False
preprocess,AMZN,573,NUMERIC,2019-02,2,1.0,0.21454052824198594,1.0,1.0,0.5,False
preprocess,AMZN,573,NO_STEM,2018-01,60,0.4555555555555556,0.22789853323568687,-0.08164965809277261,0.55,0.6666666666666666,False
preprocess,AMZN,573,NO_STEM,2018-02,57,0.615,0.21583789383910076,0.23914261265861672,0.631578947368421,0.3508771929824561,False
preprocess,AMZN,573,NO_STEM,2018-03,62,0.5878306878306878,0.2261577087480333,0.17650388109758078,0.5967741935483871,0.41935483870967744,False
preprocess,AMZN,573,NO_STEM,2018-04,63,0.6678571428571429,0.2304265671797063,0.3336775776201506,0.6666666666666666,0.49206349206349204,False
preprocess,AMZN,573,NO_STEM,2018-05,65,0.5272904483430799,0.2432626550866464,0.05684192515207998,0.5538461538461539,0.6615384615384615,False
preprocess,AMZN,573,NO_STEM,2018-06,63,0.6233695652173913,0.23178190886835906,0.2467391304347826,0.6507936507936508,0.6349206349206349,False
preprocess,AMZN,573,NO_STEM,2018-07,60,0.7,0.2230266049055552,0.408248290463863,0.7,0.6,False
preprocess,AMZN,573,NO_STEM,2018-08,69,0.6728448275862069,0.22293827531450194,0.3456896551724138,0.6811594202898551,0.5797101449275363,False
preprocess,AMZN,573,NO_STEM,2018-09,57,0.5431034482758621,0.26063641445159386,0.08652717095470748,0.543859649122807,0.45614035087719296,False
preprocess,AMZN,573,NO_STEM,2018-10,69,0.5684523809523809,0.22811583398122262,0.1336306209562122,0.6231884057971014,0.3333333333333333,False
preprocess,AMZN,573,NO_STEM,2018-11,60,0.5277777777777778,0.24975120128365796,0.055978284637523995,0.55,0.6166666666666667,False
preprocess,AMZN,573,NO_STEM,2018-12,54,0.6300751879699248,0.2234782476588795,0.24915308972761965,0.6296296296296297,0.46296296296296297,False
preprocess,AMZN,573,NO_STEM,2019-01,63,0.49,0.24828558943435222,-0.019572034031470318,0.49206349206349204,0.5079365079365079,False
preprocess,AMZN,573,NO_STEM,2019-02,2,1.0,0.21454052824198594,1.0,1.0,0.5,False
preprocess,AMZN,574,PRICE,2018-01,60,0.4444444444444444,0.2537252220017488,-0.10677035543974552,0.5666666666666667,0.7166666666666667,False
preprocess,AMZN,574,PRICE,2018-02,57,0.503125,0.27299217574123874,0.00632152171780217,0.49122807017543857,0.5964912280701754,False
preprocess,AMZN,574,PRICE,2018-03,62,0.5248677248677248,0.25840037308922104,0.04973544973544974,0.5161290322580645,0.5645161290322581,False
preprocess,AMZN,574,PRICE,2018-04,63,0.5642857142857143,0.24699498683216728,0.12909944487358058,0.5555555555555556,0.5714285714285714,False
preprocess,AMZN,574,PRICE,2018-05,65,0.5141325536062378,0.2504896529312464,0.02912968271851514,0.5384615384615384,0.6461538461538462,False
preprocess,AMZN,574,PRICE,2018-06,63,0.5891304347826087,0.23373422679168598,0.1782608695652174,0.6190476190476191,0.6349206349206349,False
preprocess,AMZN,574,PRICE,2018-07,60,0.5,0.24265232924502025,0.0,0.5,0.7,False
preprocess,AMZN,574,PRICE,2018-08,69,0.5521551724137931,0.23944014102363173,0.11048316484363792,0.5797101449275363,0.6811594202898551,False
preprocess,AMZN,574,PRICE,2018-09,57,0.5283251231527094,0.2642308254268429,0.05817474046899912,0.5263157894736842,0.6140350877192983,False
preprocess,AMZN,574,PRICE,2018-10,69,0.46726190476190477,0.2619804622842271,-0.060312238704645485,0.463768115942029,0.5217391304347826,False
preprocess,AMZN,574,PRICE,2018-11,60,0.4930555555555556,0.29089252895096185,-0.013638618139749523,0.5,0.5333333333333333,False
preprocess,AMZN,574,PRICE,2018-12,54,0.46541353383458645,0.27062364303808845,-0.06611215586238313,0.46296296296296297,0.5185185185185185,False
preprocess,AMZN,574,PRICE,2019-01,63,0.3831578947368421,0.26884738160265587,-0.23542536230103778,0.4126984126984127,0.6190476190476191,False
preprocess,AMZN,574,PRICE,2019-02,2,0.5,0.23254597044436187,0.0,0.5,1.0,True
preprocess,AMZN,574,FULL,2018-01,60,0.5222222222222223,0.2044756064265339,0.05163977794943222,0.6833333333333333,0.8333333333333334,False
preprocess,AMZN,574,FULL,2018-02,57,0.6125,0.2577120958078937,0.22360679774997896,0.6140350877192983,0.47368421052631576,False
preprocess,AMZN,574,FULL,2018-03,62,0.6248677248677248,0.21418315722777345,0.24881561069936012,0.6290322580645161,0.45161290322580644,False
preprocess,AMZN,574,FULL,2018-04,63,0.5928571428571429,0.23765542339795717,0.18514836986616265,0.5873015873015873,0.5396825396825397,False
preprocess,AMZN,574,FULL,2018-05,65,0.5696881091617934,0.28157796664014734,0.14019850403200998,0.5846153846153846,0.6,False
preprocess,AMZN,574,FULL,2018-06,63,0.6918478260869565,0.2248569297908057,0.38369565217391305,0.7142857142857143,0.6349206349206349,False
preprocess,AMZN,574,FULL,2018-07,60,0.6000000000000001,0.230991314273563,0.21213203435596426,0.6,0.6666666666666666,False
preprocess,AMZN,574,FULL,2018-08,69,0.6086206896551725,0.24740381360245695,0.21971768720102056,0.6231884057971014,0.6086956521739131,False
preprocess,AMZN,574,FULL,2018-09,57,0.4895320197044335,0.3504872063685679,-0.02133376614824745,0.49122807017543857,0.40350877192982454,False
preprocess,AMZN,574,FULL,2018-10,69,0.5342261904761905,0.22952013199875376,0.0668153104781061,0.5942028985507246,0.3333333333333333,False
preprocess,AMZN,574,FULL,2018-11,60,0.4444444444444444,0.3341297454573035,-0.1111111111111111,0.4666666666666667,0.6,False
preprocess,AMZN,574,FULL,2018-12,54,0.6300751879699248,0.23933496401589552,0.24915308972761965,0.6296296296296297,0.46296296296296297,False
preprocess,AMZN,574,FULL,2019-01,63,0.5357894736842105,0.2713122745291025,0.07157894736842105,0.5555555555555556,0.6031746031746031,False
preprocess,AMZN,574,FULL,2019-02,2,0.5,0.23254597044436187,0.0,0.5,1.0,True
preprocess,AMZN,574,CONTROL,2018-01,60,0.5333333333333333,0.22695858492172785,0.08084520834544433,0.7,0.85,False
preprocess,AMZN,574,CONTROL,2018-02,57,0.6481250000000001,0.24456351810200302,0.2944156170374723,0.6491228070175439,0.47368421052631576,False
preprocess,AMZN,574,CONTROL,2018-03,62,0.5878306878306878,0.2332105631016774,0.17650388109758078,0.5967741935483871,0.41935483870967744,False
preprocess,AMZN,574,CONTROL,2018-04,63,0.6285714285714286,0.2282045636452279,0.25819888974716115,0.6190476190476191,0.5714285714285714,False
preprocess,AMZN,574,CONTROL,2018-05,65,0.614522417153996,0.2503851776551871,0.2320033104556445,0.6307692307692307,0.6153846153846154,False
preprocess,AMZN,574,CONTROL,2018-06,63,0.6266304347826087,0.23381036340332487,0.2619466096157402,0.6666666666666666,0.6825396825396826,False
preprocess,AMZN,574,CONTROL,2018-07,60,0.5833333333333333,0.22942664591371342,0.17471413945365305,0.5833333333333334,0.65,False
preprocess,AMZN,574,CONTROL,2018-08,69,0.6211206896551724,0.23206723105762941,0.24674958079543985,0.6376811594202898,0.6231884057971014,False
preprocess,AMZN,574,CONTROL,2018-09,57,0.4895320197044335,0.26444953345570166,-0.02133376614824745,0.49122807017543857,0.40350877192982454,False
preprocess,AMZN,574,CONTROL,2018-10,69,0.5342261904761905,0.23121423899247323,0.0668153104781061,0.5942028985507246,0.3333333333333333,False
preprocess,AMZN,574,CONTROL,2018-11,60,0.48611111111111105,0.2657793959750936,-0.02853069950072753,0.5166666666666667,0.65,False
preprocess,AMZN,574,CONTROL,2018-12,54,0.6300751879699248,0.22341250602737833,0.24915308972761965,0.6296296296296297,0.46296296296296297,False
preprocess,AMZN,574,CONTROL,2019-01,63,0.5757894736842105,0.22791653770076695,0.14985372985307102,0.5873015873015873,0.5714285714285714,False
preprocess,AMZN,574,CONTROL,2019-02,2,0.5,0.23254597044436187,0.0,0.5,1.0,True
preprocess,AMZN,574,FREQUENCY,2018-01,60,0.5222222222222223,0.2219772099947979,0.05163977794943222,0.6833333333333333,0.8333333333333334,False
preprocess,AMZN,574,FREQUENCY,2018-02,57,0.6481250000000001,0.23763557110987987,0.2944156170374723,0.6491228070175439,0.47368421052631576,False
preprocess,AMZN,574,FREQUENCY,2018-03,62,0.5920634920634921,0.23758850240805568,0.18344879771901976,0.5967741935483871,0.45161290322580644,False
preprocess,AMZN,574,FREQUENCY,2018-04,63,0.6107142857142858,0.23078471596429773,0.22142857142857142,0.6031746031746031,0.5555555555555556,False
preprocess,AMZN,574,FREQUENCY,2018-05,65,0.577485380116959,0.2515852216676118,0.15971101904289337,0.6,0.6461538461538462,False
preprocess,AMZN,574,FREQUENCY,2018-06,63,0.5706521739130435,0.2324423708243281,0.14823347845758572,0.6190476190476191,0.6984126984126984,False
preprocess,AMZN,574,FREQUENCY,2018-07,60,0.6,0.2288486496738826,0.2075143391598224,0.6,0.6333333333333333,False
preprocess,AMZN,574,FREQUENCY,2018-08,69,0.5961206896551725,0.23566362050860468,0.19324351318655425,0.6086956521739131,0.5942028985507246,False
preprocess,AMZN,574,FREQUENCY,2018-09,57,0.5252463054187192,0.26790760975402206,0.05086989586601018,0.5263157894736842,0.43859649122807015,False
preprocess,AMZN,574,FREQUENCY,2018-10,69,0.5342261904761905,0.23098893114577443,0.0668153104781061,0.5942028985507246,0.3333333333333333,False
preprocess,AMZN,574,FREQUENCY,2018-11,60,0.513888888888889,0.26537004718410245,0.027777777777777776,0.5333333333333333,0.6,False
preprocess,AMZN,574,FREQUENCY,2018-12,54,0.6157894736842104,0.22919944751735583,0.22133200006102177,0.6111111111111112,0.48148148148148145,False
preprocess,AMZN,574,FREQUENCY,2019-01,63,0.5889473684210527,0.230853650001783,0.1767817244340697,0.6031746031746031,0.5873015873015873,False
preprocess,AMZN,574,FREQUENCY,2019-02,2,0.5,0.23254597044436187,0.0,0.5,1.0,True
preprocess,AMZN,574,NEGATION,2018-01,60,0.5333333333333333,0.22696053566154453,0.08084520834544433,0.7,0.85,False
preprocess,AMZN,574,NEGATION,2018-02,57,0.6481250000000001,0.24462684938635704,0.2944156170374723,0.6491228070175439,0.47368421052631576,False
preprocess,AMZN,574,NEGATION,2018-03,62,0.5878306878306878,0.2331799797661826,0.17650388109758078,0.5967741935483871,0.41935483870967744,False
preprocess,AMZN,574,NEGATION,2018-04,63,0.6285714285714286,0.2281541800572127,0.25819888974716115,0.6190476190476191,0.5714285714285714,False
preprocess,AMZN,574,NEGATION,2018-05,65,0.614522417153996,0.2504013435135639,0.2320033104556445,0.6307692307692307,0.6153846153846154,False
preprocess,AMZN,574,NEGATION,2018-06,63,0.6483695652173913,0.2338083723496506,0.303064062678102,0.6825396825396826,0.6666666666666666,False
preprocess,AMZN,574,NEGATION,2018-07,60,0.5833333333333333,0.22957868642368578,0.17471413945365305,0.5833333333333334,0.65,False
preprocess,AMZN,574,NEGATION,2018-08,69,0.6211206896551724,0.23207088252549365,0.24674958079543985,0.6376811594202898,0.6231884057971014,False
preprocess,AMZN,574,NEGATION,2018-09,57,0.5252463054187192,0.26437233391315657,0.05086989586601018,0.5263157894736842,0.43859649122807015,False
preprocess,AMZN,574,NEGATION,2018-10,69,0.5342261904761905,0.23125453797615877,0.0668153104781061,0.5942028985507246,0.3333333333333333,False
preprocess,AMZN,574,NEGATION,2018-11,60,0.48611111111111105,0.2657889667410515,-0.02853069950072753,0.5166666666666667,0.65,False
preprocess,AMZN,574,NEGATION,2018-12,54,0.6300751879699248,0.22338746079709026,0.24915308972761965,0.6296296296296297,0.46296296296296297,False
preprocess,AMZN,574,NEGATION,2019-01,63,0.5757894736842105,0.22791868312278435,0.14985372985307102,0.5873015873015873,0.5714285714285714,False
preprocess,AMZN,574,NEGATION,2019-02,2,0.5,0.23254597044436187,0.0,0.5,1.0,True
preprocess,AMZN,574,NUMERIC,2018-01,60,0.5333333333333333,0.221936757337788,0.08084520834544433,0.7,0.85,False
preprocess,AMZN,574,NUMERIC,2018-02,57,0.6125,0.2432470080674252,0.22360679774997896,0.6140350877192983,0.47368421052631576,False
preprocess,AMZN,574,NUMERIC,2018-03,62,0.6063492063492064,0.2274921818475394,0.2126984126984127,0.6129032258064516,0.43548387096774194,False
preprocess,AMZN,574,NUMERIC,2018-04,63,0.6285714285714286,0.2292818683787638,0.25819888974716115,0.6190476190476191,0.5714285714285714,False
preprocess,AMZN,574,NUMERIC,2018-05,65,0.614522417153996,0.24713424296556677,0.2320033104556445,0.6307692307692307,0.6153846153846154,False
preprocess,AMZN,574,NUMERIC,2018-06,63,0.6266304347826087,0.231198709894255,0.2619466096157402,0.6666666666666666,0.6825396825396826,False
preprocess,AMZN,574,NUMERIC,2018-07,60,0.5833333333333333,0.23057750862300805,0.17471413945365305,0.5833333333333334,0.65,False
preprocess,AMZN,574,NUMERIC,2018-08,69,0.6211206896551724,0.2321866348811285,0.24674958079543985,0.6376811594202898,0.6231884057971014,False
preprocess,AMZN,574,NUMERIC,2018-09,57,0.5431034482758621,0.2605803207829313,0.08652717095470748,0.543859649122807,0.45614035087719296,False
preprocess,AMZN,574,NUMERIC,2018-10,69,0.5446428571428572,0.23017842546608122,0.08815601984727771,0.6086956521739131,0.3188405797101449,False
preprocess,AMZN,574,NUMERIC,2018-11,60,0.5069444444444444,0.2615213684894166,0.014119562368122625,0.5333333333333333,0.6333333333333333,False
preprocess,AMZN,574,NUMERIC,2018-12,54,0.6300751879699248,0.22383173672683324,0.24915308972761965,0.6296296296296297,0.46296296296296297,False
preprocess,AMZN,574,NUMERIC,2019-01,63,0.5489473684210526,0.22853649646625504,0.09862413826124555,0.5714285714285714,0.6190476190476191,False
preprocess,AMZN,574,NUMERIC,2019-02,2,0.5,0.23254597044436187,0.0,0.5,1.0,True
preprocess,AMZN,574,NO_STEM,2018-01,60,0.5222222222222223,0.22363250846345306,0.05163977794943222,0.6833333333333333,0.8333333333333334,False
preprocess,AMZN,574,NO_STEM,2018-02,57,0.6125,0.24109893802977625,0.22360679774997896,0.6140350877192983,0.47368421052631576,False
preprocess,AMZN,574,NO_STEM,2018-03,62,0.6105820105820106,0.23313571820645507,0.2197730386787096,0.6129032258064516,0.46774193548387094,False
preprocess,AMZN,574,NO_STEM,2018-04,63,0.6321428571428571,0.22830334384337228,0.2684262125407043,0.6190476190476191,0.6031746031746031,False
preprocess,AMZN,574,NO_STEM,2018-05,65,0.6091617933723197,0.24833420135887568,0.22500168720508246,0.6307692307692307,0.6461538461538462,False
preprocess,AMZN,574,NO_STEM,2018-06,63,0.5956521739130435,0.2272033180502587,0.2074986987830624,0.6507936507936508,0.7301587301587301,False
preprocess,AMZN,574,NO_STEM,2018-07,60,0.5833333333333333,0.23304746765910886,0.17471413945365305,0.5833333333333334,0.65,False
preprocess,AMZN,574,NO_STEM,2018-08,69,0.6038793103448276,0.2332541983647086,0.21334953732869893,0.6231884057971014,0.6376811594202898,False
preprocess,AMZN,574,NO_STEM,2018-09,57,0.47229064039408863,0.26555673993817136,-0.05611408793082274,0.47368421052631576,0.42105263157894735,False
preprocess,AMZN,574,NO_STEM,2018-10,69,0.5446428571428572,0.23069779072730726,0.08815601984727771,0.6086956521739131,0.3188405797101449,False
preprocess,AMZN,574,NO_STEM,2018-11,60,0.5277777777777778,0.25646843718968193,0.055978284637523995,0.55,0.6166666666666667,False
preprocess,AMZN,574,NO_STEM,2018-12,54,0.6300751879699248,0.2244210871540631,0.24915308972761965,0.6296296296296297,0.46296296296296297,False
preprocess,AMZN,574,NO_STEM,2019-01,63,0.5289473684210526,0.23104704203546905,0.05883110060307674,0.5555555555555556,0.6349206349206349,False
preprocess,AMZN,574,NO_STEM,2019-02,2,0.5,0.23254597044436187,0.0,0.5,1.0,True
preprocess,AMZN,575,PRICE,2018-01,60,0.4666666666666667,0.24984004513220728,-0.06205716028380909,0.5666666666666667,0.6833333333333333,False
preprocess,AMZN,575,PRICE,2018-02,57,0.53,0.27136953165355865,0.05962847939999439,0.5263157894736842,0.5263157894736842,False
preprocess,AMZN,575,PRICE,2018-03,62,0.5862433862433862,0.24765160035728412,0.17140193925660127,0.5806451612903226,0.532258064516129,False
preprocess,AMZN,575,PRICE,2018-04,63,0.6142857142857143,0.23891785120796052,0.23069992029138897,0.6031746031746031,0.5873015873015873,False
preprocess,AMZN,575,PRICE,2018-05,65,0.39522417153996103,0.2636655954012264,-0.2237399438778491,0.4307692307692308,0.6923076923076923,False
preprocess,AMZN,575,PRICE,2018-06,63,0.7010869565217391,0.22658112029392183,0.39577285860251626,0.7142857142857143,0.6031746031746031,False
preprocess,AMZN,575,PRICE,2018-07,60,0.5666666666666667,0.23650563059609991,0.14547859349066158,0.5666666666666667,0.7,False
preprocess,AMZN,575,PRICE,2018-08,69,0.6211206896551724,0.24482104793646192,0.24674958079543985,0.6376811594202898,0.6231884057971014,False
preprocess,AMZN,575,PRICE,2018-09,57,0.5640394088669951,0.25693620525009236,0.13416507099885702,0.5614035087719298,0.6491228070175439,False
preprocess,AMZN,575,PRICE,2018-10,69,0.5148809523809523,0.2753499124712616,0.02753076906317364,0.4927536231884058,0.5507246376811594,False
preprocess,AMZN,575,PRICE,2018-11,60,0.4236111111111111,0.2947327754861468,-0.15044515564140667,0.4166666666666667,0.45,False
preprocess,AMZN,575,PRICE,2018-12,54,0.4676691729323308,0.2773603770055494,-0.061928224614379454,0.48148148148148145,0.46296296296296297,False
preprocess,AMZN,575,PRICE,2019-01,63,0.3494736842105263,0.27497177212567747,-0.3209231835668662,0.3968253968253968,0.6984126984126984,False
preprocess,AMZN,575,PRICE,2019-02,2,1.0,0.17517632392825638,1.0,1.0,0.5,False
preprocess,AMZN,575,FULL,2018-01,60,0.5222222222222223,0.235929416113695,0.04199605255658081,0.6166666666666667,0.7,False
preprocess,AMZN,575,FULL,2018-02,57,0.62375,0.23450203841496053,0.248746859276655,0.631578947368421,0.42105263157894735,False
preprocess,AMZN,575,FULL,2018-03,62,0.6534391534391535,0.2179281282950481,0.3083501537246893,0.6612903225806451,0.41935483870967744,False
preprocess,AMZN,575,FULL,2018-04,63,0.6357142857142857,0.21173379457683322,0.2697818712673558,0.6349206349206349,0.49206349206349204,False
preprocess,AMZN,575,FULL,2018-05,65,0.5194931773879142,0.26742299799584907,0.03948992518393949,0.5384615384615384,0.6153846153846154,False
preprocess,AMZN,575,FULL,2018-06,63,0.6701086956521739,0.25187879130157576,0.34359525297865917,0.6984126984126984,0.6507936507936508,False
preprocess,AMZN,575,FULL,2018-07,60,0.5833333333333333,0.2326003974705366,0.17471413945365305,0.5833333333333334,0.65,False
preprocess,AMZN,575,FULL,2018-08,69,0.655603448275862,0.24242693588122116,0.31282918502397344,0.6666666666666666,0.5942028985507246,False
preprocess,AMZN,575,FULL,2018-09,57,0.5431034482758621,0.3134903049214748,0.08652717095470748,0.543859649122807,0.45614035087719296,False
preprocess,AMZN,575,FULL,2018-10,69,0.5892857142857143,0.2219251522941065,0.17857142857142858,0.6521739130434783,0.30434782608695654,False
preprocess,AMZN,575,FULL,2018-11,60,0.4652777777777778,0.31389509876867216,-0.06804138174397717,0.4666666666666667,0.5,False
preprocess,AMZN,575,FULL,2018-12,54,0.5917293233082707,0.26480266537916775,0.17830465376906865,0.6111111111111112,0.4074074074074074,False
preprocess,AMZN,575,FULL,2019-01,63,0.45631578947368423,0.2740755648131516,-0.08682179365696914,0.47619047619047616,0.5873015873015873,False
preprocess,AMZN,575,FULL,2019-02,2,1.0,0.17517632392825638,1.0,1.0,0.5,False
preprocess,AMZN,575,CONTROL,2018-01,60,0.5444444444444444,0.2284478308973911,0.08703882797784893,0.65,0.7333333333333333,False
preprocess,AMZN,575,CONTROL,2018-02,57,0.60375,0.22696710592284888,0.20987452103103207,0.6140350877192983,0.40350877192982454,False
preprocess,AMZN,575,CONTROL,2018-03,62,0.5835978835978836,0.2343702501399753,0.17019381114452506,0.5967741935483871,0.3870967741935484,False
preprocess,AMZN,575,CONTROL,2018-04,63,0.6178571428571429,0.22065543388913986,0.23452078799117146,0.6190476190476191,0.47619047619047616,False
preprocess,AMZN,575,CONTROL,2018-05,65,0.6223196881091618,0.23479912473083597,0.2547736288066442,0.6461538461538462,0.6615384615384615,False
preprocess,AMZN,575,CONTROL,2018-06,63,0.6733695652173912,0.23063022669316174,0.36374215098438345,0.7142857142857143,0.6984126984126984,False
preprocess,AMZN,575,CONTROL,2018-07,60,0.5833333333333333,0.23525838649122927,0.17471413945365305,0.5833333333333334,0.65,False
preprocess,AMZN,575,CONTROL,2018-08,69,0.6211206896551724,0.23260598429760596,0.24674958079543985,0.6376811594202898,0.6231884057971014,False
preprocess,AMZN,575,CONTROL,2018-09,57,0.5948275862068966,0.2479877409226405,0.19325882275471218,0.5964912280701754,0.40350877192982454,False
preprocess,AMZN,575,CONTROL,2018-10,69,0.5922619047619048,0.2333322529815462,0.1782669361634415,0.6376811594202898,0.34782608695652173,False
preprocess,AMZN,575,CONTROL,2018-11,60,0.5138888888888888,0.2572400113309946,0.02723168561657922,0.5166666666666667,0.5166666666666667,False
preprocess,AMZN,575,CONTROL,2018-12,54,0.5917293233082707,0.23886194279251557,0.17830465376906865,0.6111111111111112,0.4074074074074074,False
preprocess,AMZN,575,CONTROL,2019-01,63,0.5026315789473684,0.23472775781914243,0.005263157894736842,0.5238095238095238,0.6031746031746031,False
preprocess,AMZN,575,CONTROL,2019-02,2,1.0,0.17517632392825638,1.0,1.0,0.5,False
preprocess,AMZN,575,FREQUENCY,2018-01,60,0.5444444444444444,0.2264878511156961,0.08703882797784893,0.65,0.7333333333333333,False
preprocess,AMZN,575,FREQUENCY,2018-02,57,0.60375,0.2255435299936693,0.20987452103103207,0.6140350877192983,0.40350877192982454,False
preprocess,AMZN,575,FREQUENCY,2018-03,62,0.6349206349206349,0.2306863789599252,0.2727428722967374,0.6451612903225806,0.4032258064516129,False
preprocess,AMZN,575,FREQUENCY,2018-04,63,0.6178571428571429,0.2220427191867121,0.23452078799117146,0.6190476190476191,0.47619047619047616,False
preprocess,AMZN,575,FREQUENCY,2018-05,65,0.5589668615984406,0.2409478365763049,0.12281915970360138,0.5846153846153846,0.6615384615384615,False
preprocess,AMZN,575,FREQUENCY,2018-06,63,0.6608695652173913,0.2322374734596266,0.332773375305833,0.6984126984126984,0.6825396825396826,False
preprocess,AMZN,575,FREQUENCY,2018-07,60,0.6,0.2385293317415922,0.2075143391598224,0.6,0.6333333333333333,False
preprocess,AMZN,575,FREQUENCY,2018-08,69,0.6728448275862069,0.23386854255546838,0.3456896551724138,0.6811594202898551,0.5797101449275363,False
preprocess,AMZN,575,FREQUENCY,2018-09,57,0.541256157635468,0.252969386040479,0.08643326689349443,0.543859649122807,0.3508771929824561,False
preprocess,AMZN,575,FREQUENCY,2018-10,69,0.5684523809523809,0.23733112592380062,0.1336306209562122,0.6231884057971014,0.3333333333333333,False
preprocess,AMZN,575,FREQUENCY,2018-11,60,0.47916666666666663,0.2593407502138104,-0.04084752842486883,0.48333333333333334,0.5166666666666667,False
preprocess,AMZN,575,FREQUENCY,2018-12,54,0.6037593984962406,0.23894427574393332,0.19943529299054757,0.6111111111111112,0.4444444444444444,False
preprocess,AMZN,575,FREQUENCY,2019-01,63,0.5357894736842105,0.23277324434240051,0.07157894736842105,0.5555555555555556,0.6031746031746031,False
preprocess,AMZN,575,FREQUENCY,2019-02,2,1.0,0.17517632392825638,1.0,1.0,0.5,False
preprocess,AMZN,575,NEGATION,2018-01,60,0.5444444444444444,0.22848018016792443,0.08703882797784893,0.65,0.7333333333333333,False
preprocess,AMZN,575,NEGATION,2018-02,57,0.60375,0.22699562375723717,0.20987452103103207,0.6140350877192983,0.40350877192982454,False
preprocess,AMZN,575,NEGATION,2018-03,62,0.5835978835978836,0.23438383749880853,0.17019381114452506,0.5967741935483871,0.3870967741935484,False
preprocess,AMZN,575,NEGATION,2018-04,63,0.6178571428571429,0.22066197239337854,0.23452078799117146,0.6190476190476191,0.47619047619047616,False
preprocess,AMZN,575,NEGATION,2018-05,65,0.6223196881091618,0.23490381552167294,0.2547736288066442,0.6461538461538462,0.6615384615384615,False
preprocess,AMZN,575,NEGATION,2018-06,63,0.6733695652173912,0.2306554712290432,0.36374215098438345,0.7142857142857143,0.6984126984126984,False
preprocess,AMZN,575,NEGATION,2018-07,60,0.5833333333333333,0.2353526901829998,0.17471413945365305,0.5833333333333334,0.65,False
