stage,symbol,seed,block,method,n,BA,Brier,MCC,accuracy,predicted_up,constant
preprocess,AAPL,573,573_AAPL_2,PRICE,81,0.5933660933660934,0.23458917427756562,0.19401964810431033,0.6049382716049383,0.6419753086419753,False
preprocess,AAPL,573,573_AAPL_2,FULL,81,0.6538697788697789,0.22619574526818453,0.30679874368300325,0.654320987654321,0.5185185185185185,False
preprocess,AAPL,573,573_AAPL_2,CONTROL,81,0.6901105651105651,0.22819032518449356,0.3795224077987308,0.691358024691358,0.5308641975308642,False
preprocess,AAPL,573,573_AAPL_2,FREQUENCY,81,0.6652334152334152,0.22586680350707578,0.3298595402192523,0.6666666666666666,0.5308641975308642,False
preprocess,AAPL,573,573_AAPL_2,NEGATION,81,0.6765970515970516,0.22804926993918279,0.3531941031941032,0.6790123456790124,0.5432098765432098,False
preprocess,AAPL,573,573_AAPL_2,NUMERIC,81,0.6538697788697789,0.22229791655317457,0.30679874368300325,0.654320987654321,0.5185185185185185,False
preprocess,AAPL,573,573_AAPL_2,NO_STEM,81,0.6517199017199017,0.23433729559656993,0.3034398034398034,0.654320987654321,0.5432098765432098,False
preprocess,AAPL,573,573_AAPL_3,PRICE,80,0.5858585858585859,0.23060912122766458,0.17910620335162064,0.6,0.65,False
preprocess,AAPL,573,573_AAPL_3,FULL,80,0.7007575757575758,0.20711517078902641,0.41552335611259605,0.7125,0.6375,False
preprocess,AAPL,573,573_AAPL_3,CONTROL,80,0.7171717171717171,0.18165310429510248,0.44107784267594224,0.725,0.6,False
preprocess,AAPL,573,573_AAPL_3,FREQUENCY,80,0.7651515151515151,0.18046730501618533,0.5449492609130661,0.775,0.625,False
preprocess,AAPL,573,573_AAPL_3,NEGATION,80,0.7171717171717171,0.18172863223306007,0.44107784267594224,0.725,0.6,False
preprocess,AAPL,573,573_AAPL_3,NUMERIC,80,0.7285353535353536,0.1815563920517517,0.46674759692558426,0.7375,0.6125,False
preprocess,AAPL,573,573_AAPL_3,NO_STEM,80,0.7537878787878788,0.18441379892215973,0.5183219170278588,0.7625,0.6125,False
preprocess,AAPL,573,573_AAPL_4,PRICE,80,0.5429292929292929,0.25085644229008797,0.08640580991868034,0.55,0.575,False
preprocess,AAPL,573,573_AAPL_4,FULL,80,0.7247474747474747,0.2083197640559012,0.447801930486707,0.725,0.525,False
preprocess,AAPL,573,573_AAPL_4,CONTROL,80,0.7058080808080808,0.19952290172729176,0.4159720094964927,0.7125,0.5875,False
preprocess,AAPL,573,573_AAPL_4,FREQUENCY,80,0.7171717171717171,0.20491187753731338,0.44107784267594224,0.725,0.6,False
preprocess,AAPL,573,573_AAPL_4,NEGATION,80,0.7058080808080808,0.19966476975761074,0.4159720094964927,0.7125,0.5875,False
preprocess,AAPL,573,573_AAPL_4,NUMERIC,80,0.6805555555555556,0.20658750487861774,0.3649324991288249,0.6875,0.5875,False
preprocess,AAPL,573,573_AAPL_4,NO_STEM,80,0.6502525252525253,0.2072649932818349,0.3109891784742071,0.6625,0.6375,False
preprocess,AAPL,573,573_AAPL_5,PRICE,80,0.5361407919547454,0.2478723474820052,0.07775196998190148,0.55,0.6875,False
preprocess,AAPL,573,573_AAPL_5,FULL,80,0.7796983029541169,0.1838133104086511,0.5761151385260462,0.7875,0.625,False
preprocess,AAPL,573,573_AAPL_5,CONTROL,80,0.7699560025141421,0.1863249389200956,0.5468298016086309,0.775,0.5875,False
preprocess,AAPL,573,573_AAPL_5,FREQUENCY,80,0.7815839094908863,0.18357811818927267,0.5731618977851726,0.7875,0.6,False
preprocess,AAPL,573,573_AAPL_5,NEGATION,80,0.7699560025141421,0.1867178698272948,0.5468298016086309,0.775,0.5875,False
preprocess,AAPL,573,573_AAPL_5,NUMERIC,80,0.7526712759270899,0.18723654416823332,0.528250931367761,0.7625,0.65,False
preprocess,AAPL,573,573_AAPL_5,NO_STEM,80,0.7583280955373979,0.18808650208954114,0.5210967365702063,0.7625,0.575,False
preprocess,AAPL,573,573_AAPL_6,PRICE,80,0.6153362664990571,0.2453729869745911,0.23924721303589203,0.625,0.6375,False
preprocess,AAPL,573,573_AAPL_6,FULL,80,0.6964173475801383,0.21089663731706726,0.39482500401286713,0.7,0.5625,False
preprocess,AAPL,573,573_AAPL_6,CONTROL,80,0.7061596480201131,0.20729977382455572,0.4196363894498585,0.7125,0.6,False
