symbol,month,method,C,n,BA,accuracy,MCC,Brier,AUC,pred_up,constant,k,alpha
AMZN,2018-05,L4_LLM_ANALOGY,,65,0.49610136452241715,0.49230769230769234,-0.007693004760192652,0.25749776964600923,0.4415204678362573,0.47692307692307695,False,,0.0
AMZN,2018-05,L4_LLM_ANALOGY,,65,0.39522417153996103,0.4307692307692308,-0.2237399438778491,0.27001766013609796,0.3430799220272905,0.6923076923076923,False,,0.25
AMZN,2018-05,L4_LLM_ANALOGY,,65,0.3742690058479532,0.4,-0.25677248039750666,0.2856651438723304,0.3079922027290449,0.6307692307692307,False,,0.5
AMZN,2018-06,L1_FILTERED_FINBERT,0.01,63,0.4152173913043478,0.49206349206349204,-0.19167454300136627,0.24578846868614648,0.47282608695652173,0.7619047619047619,False,,
AMZN,2018-06,L1_FILTERED_FINBERT,0.1,63,0.41195652173913044,0.47619047619047616,-0.18766297265136728,0.25303545249978354,0.4826086956521739,0.7142857142857143,False,,
AMZN,2018-06,L1_FILTERED_FINBERT,1.0,63,0.39945652173913043,0.4603174603174603,-0.21094764242041045,0.2564428517527605,0.4804347826086957,0.6984126984126984,False,,
AMZN,2018-06,L2_FACT_CHANGE,0.01,63,0.6048913043478261,0.6507936507936508,0.22006970263318495,0.23675789463473024,0.6043478260869566,0.6984126984126984,False,,
AMZN,2018-06,L2_FACT_CHANGE,0.1,63,0.5831521739130435,0.6349206349206349,0.17723725194851353,0.23804797473693087,0.5989130434782608,0.7142857142857143,False,,
AMZN,2018-06,L2_FACT_CHANGE,1.0,63,0.5831521739130435,0.6349206349206349,0.17723725194851353,0.24170277496248463,0.566304347826087,0.7142857142857143,False,,
AMZN,2018-06,L3_CASE_VOTE,,63,0.6048913043478261,0.6507936507936508,0.22006970263318495,0.23611675461342904,0.6065217391304348,0.6984126984126984,False,3.0,0.0
AMZN,2018-06,L3_CASE_VOTE,,63,0.5521739130434783,0.6190476190476191,0.1179535649239177,0.23029616098196823,0.6282608695652174,0.7619047619047619,False,3.0,0.25
AMZN,2018-06,L3_CASE_VOTE,,63,0.5646739130434782,0.6349206349206349,0.14979281758067628,0.2290044713700928,0.6043478260869565,0.7777777777777778,False,3.0,0.5
AMZN,2018-06,L3_CASE_VOTE,,63,0.6048913043478261,0.6507936507936508,0.22006970263318495,0.23611675461342904,0.6065217391304348,0.6984126984126984,False,5.0,0.0
AMZN,2018-06,L3_CASE_VOTE,,63,0.6391304347826088,0.6825396825396826,0.2919059268087842,0.23143451755966146,0.6532608695652173,0.6984126984126984,False,5.0,0.25
AMZN,2018-06,L3_CASE_VOTE,,63,0.6081521739130434,0.6666666666666666,0.23924906127506348,0.22838469316287058,0.6521739130434784,0.746031746031746,False,5.0,0.5
AMZN,2018-06,L3_CASE_VOTE,,63,0.6048913043478261,0.6507936507936508,0.22006970263318495,0.23611675461342904,0.6065217391304348,0.6984126984126984,False,10.0,0.0
AMZN,2018-06,L3_CASE_VOTE,,63,0.5646739130434782,0.6349206349206349,0.14979281758067628,0.23102244703135755,0.6391304347826087,0.7777777777777778,False,10.0,0.25
AMZN,2018-06,L3_CASE_VOTE,,63,0.5679347826086957,0.6507936507936508,0.17231301638497498,0.22919308093846336,0.6326086956521739,0.8253968253968254,False,10.0,0.5
AMZN,2018-06,L4_LLM_ANALOGY,,63,0.6048913043478261,0.6507936507936508,0.22006970263318495,0.23611675461342904,0.6065217391304348,0.6984126984126984,False,,0.0
AMZN,2018-06,L4_LLM_ANALOGY,,63,0.6081521739130434,0.6666666666666666,0.23924906127506348,0.23523293670500287,0.5771739130434783,0.746031746031746,False,,0.25
AMZN,2018-06,L4_LLM_ANALOGY,,63,0.5864130434782608,0.6507936507936508,0.1953605919052387,0.23640157087261696,0.5423913043478261,0.7619047619047619,False,,0.5
AMZN,2018-07,L1_FILTERED_FINBERT,0.01,60,0.6166666666666667,0.6166666666666667,0.2345088235604828,0.24025948906742361,0.5922222222222222,0.55,False,,
AMZN,2018-07,L1_FILTERED_FINBERT,0.1,60,0.5833333333333333,0.5833333333333334,0.1690308509457033,0.2523699619802518,0.5855555555555555,0.5833333333333334,False,,
AMZN,2018-07,L1_FILTERED_FINBERT,1.0,60,0.5666666666666667,0.5666666666666667,0.13834289277321493,0.26295085145291286,0.5611111111111111,0.6333333333333333,False,,
AMZN,2018-07,L2_FACT_CHANGE,0.01,60,0.5833333333333334,0.5833333333333334,0.20227834851568371,0.24425589029108713,0.5922222222222222,0.7833333333333333,False,,
AMZN,2018-07,L2_FACT_CHANGE,0.1,60,0.6,0.6,0.22613350843332272,0.24568062899832982,0.5833333333333333,0.7333333333333333,False,,
AMZN,2018-07,L2_FACT_CHANGE,1.0,60,0.6,0.6,0.22613350843332272,0.24685342601832008,0.5877777777777777,0.7333333333333333,False,,
AMZN,2018-07,L3_CASE_VOTE,,60,0.5833333333333334,0.5833333333333334,0.19245008972987526,0.24284511675294512,0.6111111111111112,0.75,False,3.0,0.0
AMZN,2018-07,L3_CASE_VOTE,,60,0.6333333333333333,0.6333333333333333,0.3152441624956403,0.23065221736815483,0.6955555555555556,0.7666666666666667,False,3.0,0.25
AMZN,2018-07,L3_CASE_VOTE,,60,0.6666666666666667,0.6666666666666666,0.39405520311955033,0.22193835557250313,0.7322222222222222,0.7666666666666667,False,3.0,0.5
AMZN,2018-07,L3_CASE_VOTE,,60,0.5833333333333334,0.5833333333333334,0.19245008972987526,0.24284511675294512,0.6111111111111112,0.75,False,5.0,0.0
AMZN,2018-07,L3_CASE_VOTE,,60,0.6,0.6,0.2364331218717302,0.23036369678756277,0.6888888888888889,0.7666666666666667,False,5.0,0.25
AMZN,2018-07,L3_CASE_VOTE,,60,0.65,0.65,0.34641016151377546,0.22031708497025593,0.7444444444444445,0.75,False,5.0,0.5
AMZN,2018-07,L3_CASE_VOTE,,60,0.5833333333333334,0.5833333333333334,0.19245008972987526,0.24284511675294512,0.6111111111111112,0.75,False,10.0,0.0
AMZN,2018-07,L3_CASE_VOTE,,60,0.6333333333333333,0.6333333333333333,0.3152441624956403,0.23043267205349144,0.6955555555555555,0.7666666666666667,False,10.0,0.25
AMZN,2018-07,L3_CASE_VOTE,,60,0.6666666666666667,0.6666666666666666,0.3768891807222045,0.2204157056874726,0.7511111111111111,0.7333333333333333,False,10.0,0.5
AMZN,2018-07,L4_LLM_ANALOGY,,60,0.5833333333333334,0.5833333333333334,0.19245008972987526,0.24284511675294512,0.6111111111111112,0.75,False,,0.0
AMZN,2018-07,L4_LLM_ANALOGY,,60,0.55,0.55,0.12136700910941023,0.24201781480682266,0.6344444444444445,0.7833333333333333,False,,0.25
AMZN,2018-07,L4_LLM_ANALOGY,,60,0.6,0.6,0.2364331218717302,0.24524005412929115,0.6111111111111112,0.7666666666666667,False,,0.5
AMZN,2018-08,L1_FILTERED_FINBERT,0.01,69,0.5426724137931035,0.5797101449275363,0.09593671849388664,0.23685397401369324,0.6353448275862068,0.7391304347826086,False,,
AMZN,2018-08,L1_FILTERED_FINBERT,0.1,69,0.5379310344827586,0.5797101449275363,0.0887269905660739,0.2342572031661416,0.6836206896551724,0.7681159420289855,False,,
AMZN,2018-08,L1_FILTERED_FINBERT,1.0,69,0.5724137931034483,0.6086956521739131,0.16280170411083794,0.23447053686475333,0.6793103448275862,0.7391304347826086,False,,
AMZN,2018-08,L2_FACT_CHANGE,0.01,69,0.6413793103448276,0.6666666666666666,0.29949155428688623,0.22915468414954712,0.6724137931034483,0.6811594202898551,False,,
AMZN,2018-08,L2_FACT_CHANGE,0.1,69,0.6288793103448276,0.6521739130434783,0.2698978095246549,0.23033332954865032,0.6577586206896552,0.6666666666666666,False,,
AMZN,2018-08,L2_FACT_CHANGE,1.0,69,0.5991379310344828,0.6231884057971014,0.20761369963434992,0.23423187372479534,0.6405172413793104,0.6666666666666666,False,,
AMZN,2018-08,L3_CASE_VOTE,,69,0.6336206896551724,0.6521739130434783,0.274433014821148,0.23060211345278409,0.6586206896551725,0.6376811594202898,False,3.0,0.0
AMZN,2018-08,L3_CASE_VOTE,,69,0.6241379310344828,0.6521739130434783,0.26633805697108515,0.2237745485374973,0.6913793103448276,0.6956521739130435,False,3.0,0.25
AMZN,2018-08,L3_CASE_VOTE,,69,0.602155172413793,0.6376811594202898,0.22966668972778925,0.22110128005166535,0.6793103448275862,0.7391304347826086,False,3.0,0.5
AMZN,2018-08,L3_CASE_VOTE,,69,0.6336206896551724,0.6521739130434783,0.274433014821148,0.23060211345278409,0.6586206896551725,0.6376811594202898,False,5.0,0.0
AMZN,2018-08,L3_CASE_VOTE,,69,0.6508620689655172,0.6666666666666666,0.3073393355103343,0.22549777629296455,0.6862068965517241,0.6231884057971014,False,5.0,0.25
AMZN,2018-08,L3_CASE_VOTE,,69,0.6413793103448276,0.6666666666666666,0.29949155428688623,0.22196359955396963,0.6913793103448276,0.6811594202898551,False,5.0,0.5
AMZN,2018-08,L3_CASE_VOTE,,69,0.6336206896551724,0.6521739130434783,0.274433014821148,0.23060211345278409,0.6586206896551725,0.6376811594202898,False,10.0,0.0
AMZN,2018-08,L3_CASE_VOTE,,69,0.6538793103448276,0.6811594202898551,0.330148216453741,0.22514915990701403,0.6853448275862069,0.6956521739130435,False,10.0,0.25
AMZN,2018-08,L3_CASE_VOTE,,69,0.602155172413793,0.6376811594202898,0.22966668972778925,0.2229048501114187,0.6836206896551724,0.7391304347826086,False,10.0,0.5
AMZN,2018-08,L4_LLM_ANALOGY,,69,0.6336206896551724,0.6521739130434783,0.274433014821148,0.23060211345278409,0.6586206896551725,0.6376811594202898,False,,0.0
AMZN,2018-08,L4_LLM_ANALOGY,,69,0.5818965517241379,0.6086956521739131,0.1734859613247207,0.23917889314259885,0.6008620689655171,0.6811594202898551,False,,0.25
AMZN,2018-08,L4_LLM_ANALOGY,,69,0.5521551724137931,0.5797101449275363,0.11048316484363792,0.24945391254998195,0.5482758620689655,0.6811594202898551,False,,0.5
