symbol,month,method,C,n,BA,accuracy,MCC,Brier,AUC,pred_up,constant,k,alpha
AAPL,2018-04,L3_CASE_VOTE,,63,0.5252016129032258,0.5238095238095238,0.05118310542552692,0.24404378549390468,0.5877016129032258,0.5873015873015873,False,5.0,0.25
AAPL,2018-04,L3_CASE_VOTE,,63,0.5418346774193548,0.5396825396825397,0.08688170650756233,0.24829034596086957,0.592741935483871,0.6349206349206349,False,5.0,0.5
AAPL,2018-04,L3_CASE_VOTE,,63,0.5564516129032258,0.5555555555555556,0.11359236684941297,0.2427480052414925,0.592741935483871,0.5555555555555556,False,10.0,0.0
AAPL,2018-04,L3_CASE_VOTE,,63,0.4944556451612903,0.49206349206349204,-0.011628764629047963,0.24960246627395177,0.5534274193548386,0.6507936507936508,False,10.0,0.25
AAPL,2018-04,L3_CASE_VOTE,,63,0.4964717741935484,0.49206349206349204,-0.008485552916276633,0.2590681962808033,0.5352822580645161,0.7777777777777778,False,10.0,0.5
AAPL,2018-04,L4_LLM_ANALOGY,,63,0.5564516129032258,0.5555555555555556,0.11359236684941297,0.2427480052414925,0.592741935483871,0.5555555555555556,False,,0.0
AAPL,2018-04,L4_LLM_ANALOGY,,63,0.5559475806451613,0.5555555555555556,0.11200812967981165,0.2324936808648907,0.6310483870967742,0.5238095238095238,False,,0.25
AAPL,2018-04,L4_LLM_ANALOGY,,63,0.6053427419354839,0.6031746031746031,0.21877441759133165,0.227700326639022,0.6633064516129032,0.6349206349206349,False,,0.5
AAPL,2018-05,L1_FILTERED_FINBERT,0.01,66,0.43662628145386767,0.4393939393939394,-0.12587068616851615,0.2628993330436674,0.4547996272134204,0.5151515151515151,False,,
AAPL,2018-05,L1_FILTERED_FINBERT,0.1,66,0.4981360671015843,0.5,-0.0037020790049563574,0.27457683987491566,0.5200372786579683,0.5151515151515151,False,,
AAPL,2018-05,L1_FILTERED_FINBERT,1.0,66,0.5768872320596459,0.5757575757575758,0.1526406277181659,0.2752514264383503,0.5722273998136067,0.5,False,,
AAPL,2018-05,L2_FACT_CHANGE,0.01,66,0.5461323392357875,0.5454545454545454,0.09158437663089954,0.26562540493141745,0.49673811742777263,0.5,False,,
AAPL,2018-05,L2_FACT_CHANGE,0.1,66,0.5153774464119292,0.5151515151515151,0.030528125543633176,0.2918687996896747,0.43150046598322456,0.5,False,,
AAPL,2018-05,L2_FACT_CHANGE,1.0,66,0.47110904007455734,0.4696969696969697,-0.05738222457682354,0.31165914267745704,0.4044734389561976,0.48484848484848486,False,,
AAPL,2018-05,L3_CASE_VOTE,,66,0.5671015843429636,0.5606060606060606,0.13376754398878044,0.24930082061036912,0.5582479030754892,0.45454545454545453,False,3.0,0.0
AAPL,2018-05,L3_CASE_VOTE,,66,0.597856477166822,0.5909090909090909,0.1950776683169715,0.24397764765690047,0.5768872320596459,0.45454545454545453,False,3.0,0.25
AAPL,2018-05,L3_CASE_VOTE,,66,0.5694315004659832,0.5757575757575758,0.13886300093196646,0.24146549320349664,0.6001863932898415,0.5606060606060606,False,3.0,0.5
AAPL,2018-05,L3_CASE_VOTE,,66,0.5671015843429636,0.5606060606060606,0.13376754398878044,0.24930082061036912,0.5582479030754892,0.45454545454545453,False,5.0,0.0
AAPL,2018-05,L3_CASE_VOTE,,66,0.5904007455731594,0.5909090909090909,0.17955083174038333,0.2518330868477203,0.5302889095992545,0.5151515151515151,False,5.0,0.25
AAPL,2018-05,L3_CASE_VOTE,,66,0.5386766076421249,0.5454545454545454,0.07735321528424977,0.25655090510430256,0.5097856477166822,0.5606060606060606,False,5.0,0.5
AAPL,2018-05,L3_CASE_VOTE,,66,0.5671015843429636,0.5606060606060606,0.13376754398878044,0.24930082061036912,0.5582479030754892,0.45454545454545453,False,10.0,0.0
AAPL,2018-05,L3_CASE_VOTE,,66,0.559645852749301,0.5606060606060606,0.11846652815860344,0.2517222449735412,0.5237651444547996,0.5151515151515151,False,10.0,0.25
AAPL,2018-05,L3_CASE_VOTE,,66,0.5041938490214353,0.5151515151515151,0.008466978614720877,0.25634169069736873,0.5041938490214353,0.5909090909090909,False,10.0,0.5
AAPL,2018-05,L4_LLM_ANALOGY,,66,0.5671015843429636,0.5606060606060606,0.13376754398878044,0.24930082061036912,0.5582479030754892,0.45454545454545453,False,,0.0
AAPL,2018-05,L4_LLM_ANALOGY,,66,0.5694315004659832,0.5757575757575758,0.13886300093196646,0.24178466416375338,0.5917986952469712,0.5606060606060606,False,,0.25
AAPL,2018-05,L4_LLM_ANALOGY,,66,0.565703634669152,0.5757575757575758,0.13264933163062706,0.23913955160142347,0.5852749301025163,0.5909090909090909,False,,0.5
AAPL,2018-06,L1_FILTERED_FINBERT,0.01,63,0.5324074074074074,0.5396825396825397,0.06454972243679029,0.2527289437087586,0.521604938271605,0.5555555555555556,False,,
AAPL,2018-06,L1_FILTERED_FINBERT,0.1,63,0.5,0.5079365079365079,0.0,0.2722598727811013,0.5277777777777778,0.5555555555555556,False,,
AAPL,2018-06,L1_FILTERED_FINBERT,1.0,63,0.49537037037037035,0.5079365079365079,-0.00930725988812425,0.28566409573000157,0.5318930041152263,0.5873015873015873,False,,
AAPL,2018-06,L2_FACT_CHANGE,0.01,63,0.46759259259259256,0.4603174603174603,-0.06454972243679029,0.27861175348028644,0.4650205761316873,0.4444444444444444,False,,
AAPL,2018-06,L2_FACT_CHANGE,0.1,63,0.49537037037037035,0.49206349206349204,-0.009174698042719672,0.2964651653898023,0.4495884773662552,0.47619047619047616,False,,
AAPL,2018-06,L2_FACT_CHANGE,1.0,63,0.49537037037037035,0.49206349206349204,-0.009174698042719672,0.3058325386771211,0.43415637860082307,0.47619047619047616,False,,
AAPL,2018-06,L3_CASE_VOTE,,63,0.4907407407407407,0.47619047619047616,-0.018731716231633878,0.2663216143320161,0.4403292181069959,0.3968253968253968,False,3.0,0.0
AAPL,2018-06,L3_CASE_VOTE,,63,0.4444444444444444,0.42857142857142855,-0.11322770341445958,0.27159911727980696,0.3991769547325103,0.38095238095238093,False,3.0,0.25
AAPL,2018-06,L3_CASE_VOTE,,63,0.4027777777777778,0.4126984126984127,-0.19364916731037085,0.27923413417784043,0.36831275720164613,0.5555555555555556,False,3.0,0.5
AAPL,2018-06,L3_CASE_VOTE,,63,0.4907407407407407,0.47619047619047616,-0.018731716231633878,0.2663216143320161,0.4403292181069959,0.3968253968253968,False,5.0,0.0
AAPL,2018-06,L3_CASE_VOTE,,63,0.4212962962962963,0.4126984126984127,-0.1574074074074074,0.2745006230472309,0.40226337448559674,0.42857142857142855,False,5.0,0.25
AAPL,2018-06,L3_CASE_VOTE,,63,0.41666666666666663,0.42857142857142855,-0.16666666666666666,0.28512327495558226,0.35390946502057613,0.5714285714285714,False,5.0,0.5
AAPL,2018-06,L3_CASE_VOTE,,63,0.4907407407407407,0.47619047619047616,-0.018731716231633878,0.2663216143320161,0.4403292181069959,0.3968253968253968,False,10.0,0.0
AAPL,2018-06,L3_CASE_VOTE,,63,0.4722222222222222,0.4603174603174603,-0.055843559328745504,0.26991542813774133,0.41049382716049376,0.4126984126984127,False,10.0,0.25
AAPL,2018-06,L3_CASE_VOTE,,63,0.39814814814814814,0.4126984126984127,-0.2047597175387335,0.2754605392716874,0.4022633744855968,0.5873015873015873,False,10.0,0.5
AAPL,2018-06,L4_LLM_ANALOGY,,63,0.4907407407407407,0.47619047619047616,-0.018731716231633878,0.2663216143320161,0.4403292181069959,0.3968253968253968,False,,0.0
AAPL,2018-06,L4_LLM_ANALOGY,,63,0.44907407407407407,0.4444444444444444,-0.10112618056102679,0.2825567004870204,0.3590534979423869,0.4603174603174603,False,,0.25
AAPL,2018-06,L4_LLM_ANALOGY,,63,0.3935185185185185,0.4126984126984127,-0.21701976487771418,0.30254601349712246,0.32613168724279834,0.6190476190476191,False,,0.5
AAPL,2018-07,L1_FILTERED_FINBERT,0.01,60,0.521978021978022,0.55,0.04279604925109129,0.2490896438687411,0.5054945054945055,0.6,False,,
AAPL,2018-07,L1_FILTERED_FINBERT,0.1,60,0.5732600732600732,0.6166666666666667,0.14824986333222023,0.2775264640249484,0.5140415140415141,0.6666666666666666,False,,
AAPL,2018-07,L1_FILTERED_FINBERT,1.0,60,0.5732600732600732,0.6166666666666667,0.14824986333222023,0.2998131657190967,0.5054945054945055,0.6666666666666666,False,,
AAPL,2018-07,L2_FACT_CHANGE,0.01,60,0.5494505494505495,0.5,0.0989010989010989,0.2447540087935507,0.6153846153846153,0.35,False,,
AAPL,2018-07,L2_FACT_CHANGE,0.1,60,0.5641025641025641,0.5333333333333333,0.12403473458920845,0.24706008523766868,0.6190476190476191,0.4166666666666667,False,,
AAPL,2018-07,L2_FACT_CHANGE,1.0,60,0.5769230769230769,0.55,0.1480820649045572,0.2517200189420287,0.6117216117216117,0.43333333333333335,False,,
AAPL,2018-07,L3_CASE_VOTE,,60,0.586080586080586,0.5333333333333333,0.17216117216117216,0.24446613983237067,0.645909645909646,0.35,False,3.0,0.0
AAPL,2018-07,L3_CASE_VOTE,,60,0.5512820512820513,0.5166666666666667,0.09985744825254635,0.25288230638785464,0.5579975579975579,0.4,False,3.0,0.25
AAPL,2018-07,L3_CASE_VOTE,,60,0.6135531135531136,0.5833333333333334,0.21859733390672728,0.26375546294620195,0.5177045177045179,0.43333333333333335,False,3.0,0.5
AAPL,2018-07,L3_CASE_VOTE,,60,0.586080586080586,0.5333333333333333,0.17216117216117216,0.24446613983237067,0.645909645909646,0.35,False,5.0,0.0
AAPL,2018-07,L3_CASE_VOTE,,60,0.5512820512820513,0.5166666666666667,0.09985744825254635,0.2483624937291958,0.5860805860805861,0.4,False,5.0,0.25
AAPL,2018-07,L3_CASE_VOTE,,60,0.5659340659340659,0.55,0.12607465830311831,0.2543200139535856,0.5592185592185592,0.4666666666666667,False,5.0,0.5
AAPL,2018-07,L3_CASE_VOTE,,60,0.586080586080586,0.5333333333333333,0.17216117216117216,0.24446613983237067,0.645909645909646,0.35,False,10.0,0.0
AAPL,2018-07,L3_CASE_VOTE,,60,0.5622710622710623,0.5166666666666667,0.12326934324804635,0.24689139039376518,0.586080586080586,0.36666666666666664,False,10.0,0.25
AAPL,2018-07,L3_CASE_VOTE,,60,0.5402930402930404,0.5166666666666667,0.0775667959023871,0.25077581779484864,0.5726495726495726,0.43333333333333335,False,10.0,0.5
AAPL,2018-07,L4_LLM_ANALOGY,,60,0.586080586080586,0.5333333333333333,0.17216117216117216,0.24446613983237067,0.645909645909646,0.35,False,,0.0
AAPL,2018-07,L4_LLM_ANALOGY,,60,0.5567765567765568,0.5666666666666667,0.10886847654706353,0.23685758044001035,0.612942612942613,0.55,False,,0.25
AAPL,2018-07,L4_LLM_ANALOGY,,60,0.5146520146520146,0.5833333333333334,0.0316069770620507,0.23406193907712683,0.5824175824175825,0.7333333333333333,False,,0.5
AAPL,2018-08,L1_FILTERED_FINBERT,0.01,69,0.6405228758169934,0.6811594202898551,0.25911138017228375,0.2219963406914583,0.6949891067538126,0.6521739130434783,False,,
AAPL,2018-08,L1_FILTERED_FINBERT,0.1,69,0.6862745098039216,0.6956521739130435,0.33519554521581,0.20690272601092008,0.7254901960784315,0.6086956521739131,False,,
AAPL,2018-08,L1_FILTERED_FINBERT,1.0,69,0.6862745098039216,0.6956521739130435,0.33519554521581,0.20603400573436317,0.7374727668845316,0.6086956521739131,False,,
AAPL,2018-08,L2_FACT_CHANGE,0.01,69,0.5163398692810457,0.5507246376811594,0.029071732876935347,0.24120918176307726,0.5403050108932462,0.5797101449275363,False,,
AAPL,2018-08,L2_FACT_CHANGE,0.1,69,0.5163398692810457,0.5507246376811594,0.029071732876935347,0.24772543547971482,0.5196078431372549,0.5797101449275363,False,,
AAPL,2018-08,L2_FACT_CHANGE,1.0,69,0.5147058823529411,0.5217391304347826,0.025854384499750957,0.25251041875575486,0.5272331154684097,0.5217391304347826,False,,
AAPL,2018-08,L3_CASE_VOTE,,69,0.5081699346405228,0.5652173913043478,0.014806384278366074,0.2338478164075101,0.5773420479302832,0.6231884057971014,False,3.0,0.0
AAPL,2018-08,L3_CASE_VOTE,,69,0.576797385620915,0.6666666666666666,0.15098575305776035,0.22514889132959487,0.5969498910675382,0.7246376811594203,False,3.0,0.25
AAPL,2018-08,L3_CASE_VOTE,,69,0.5964052287581699,0.6956521739130435,0.1964833676897975,0.21959977218286475,0.5860566448801743,0.7536231884057971,False,3.0,0.5
AAPL,2018-08,L3_CASE_VOTE,,69,0.5081699346405228,0.5652173913043478,0.014806384278366074,0.2338478164075101,0.5773420479302832,0.6231884057971014,False,5.0,0.0
AAPL,2018-08,L3_CASE_VOTE,,69,0.5947712418300654,0.6666666666666666,0.18088295390323728,0.22415365342550353,0.6034858387799564,0.6956521739130435,False,5.0,0.25
AAPL,2018-08,L3_CASE_VOTE,,69,0.5866013071895425,0.6811594202898551,0.17320261437908496,0.2175333775047827,0.5860566448801743,0.7391304347826086,False,5.0,0.5
AAPL,2018-08,L3_CASE_VOTE,,69,0.5081699346405228,0.5652173913043478,0.014806384278366074,0.2338478164075101,0.5773420479302832,0.6231884057971014,False,10.0,0.0
AAPL,2018-08,L3_CASE_VOTE,,69,0.5473856209150327,0.6231884057971014,0.08929715913623683,0.22431647452708298,0.6067538126361656,0.6811594202898551,False,10.0,0.25
AAPL,2018-08,L3_CASE_VOTE,,69,0.6062091503267973,0.7101449275362319,0.22101174045548777,0.21742676902735578,0.6013071895424836,0.7681159420289855,False,10.0,0.5
AAPL,2018-08,L4_LLM_ANALOGY,,69,0.5081699346405228,0.5652173913043478,0.014806384278366074,0.2338478164075101,0.5773420479302832,0.6231884057971014,False,,0.0
AAPL,2018-08,L4_LLM_ANALOGY,,69,0.5294117647058824,0.6231884057971014,0.05693238549900613,0.23072661040932343,0.5217864923747277,0.7101449275362319,False,,0.25
AAPL,2018-08,L4_LLM_ANALOGY,,69,0.43790849673202614,0.5942028985507246,-0.13559327428967433,0.232669928506161,0.5032679738562091,0.7971014492753623,False,,0.5
AMZN,2018-03,L1_FILTERED_FINBERT,0.01,62,0.482010582010582,0.46774193548387094,-0.03662398467666995,0.25704198239051484,0.5291005291005291,0.6129032258064516,False,,
AMZN,2018-03,L1_FILTERED_FINBERT,0.1,62,0.4576719576719577,0.43548387096774194,-0.08979133729352984,0.32630868080075887,0.40740740740740744,0.6774193548387096,False,,
AMZN,2018-03,L1_FILTERED_FINBERT,1.0,62,0.4291005291005291,0.4032258064516129,-0.15489104267951137,0.4238609651298144,0.35343915343915344,0.7096774193548387,False,,
AMZN,2018-03,L2_FACT_CHANGE,0.01,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False,,
AMZN,2018-03,L2_FACT_CHANGE,0.1,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False,,
AMZN,2018-03,L2_FACT_CHANGE,1.0,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False,,
AMZN,2018-03,L3_CASE_VOTE,,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False,3.0,0.0
AMZN,2018-03,L3_CASE_VOTE,,62,0.43333333333333335,0.4032258064516129,-0.15108304655560048,0.3039988056646172,0.45185185185185184,0.7419354838709677,False,3.0,0.25
AMZN,2018-03,L3_CASE_VOTE,,62,0.4804232804232804,0.45161290322580644,-0.043516614642052524,0.2987169589999204,0.49206349206349204,0.7258064516129032,False,3.0,0.5
AMZN,2018-03,L3_CASE_VOTE,,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False,5.0,0.0
AMZN,2018-03,L3_CASE_VOTE,,62,0.4619047619047619,0.43548387096774194,-0.0832250378576479,0.3039798060520559,0.4190476190476191,0.7096774193548387,False,5.0,0.25
AMZN,2018-03,L3_CASE_VOTE,,62,0.4433862433862434,0.41935483870967744,-0.12177463742455731,0.29737260743893673,0.45291005291005293,0.6935483870967742,False,5.0,0.5
AMZN,2018-03,L3_CASE_VOTE,,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False,10.0,0.0
AMZN,2018-03,L3_CASE_VOTE,,62,0.41481481481481486,0.3870967741935484,-0.18935607992893125,0.3032883156859454,0.4476190476190477,0.7258064516129032,False,10.0,0.25
AMZN,2018-03,L3_CASE_VOTE,,62,0.4534391534391534,0.43548387096774194,-0.09649958192743278,0.29678964995330587,0.4973544973544973,0.6451612903225806,False,10.0,0.5
AMZN,2018-03,L4_LLM_ANALOGY,,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False,,0.0
AMZN,2018-03,L4_LLM_ANALOGY,,62,0.4375661375661376,0.4032258064516129,-0.14807490630947173,0.3216924147811016,0.3439153439153439,0.7741935483870968,False,,0.25
AMZN,2018-03,L4_LLM_ANALOGY,,62,0.4703703703703703,0.43548387096774194,-0.07027283689263066,0.3330178338458117,0.3259259259259259,0.7741935483870968,False,,0.5
AMZN,2018-04,L1_FILTERED_FINBERT,0.01,63,0.5178571428571428,0.5079365079365079,0.03604686254552953,0.2583173885411911,0.5173469387755102,0.5873015873015873,False,,
AMZN,2018-04,L1_FILTERED_FINBERT,0.1,63,0.5321428571428571,0.5238095238095238,0.06454972243679029,0.30030814685577634,0.49183673469387756,0.5714285714285714,False,,
AMZN,2018-04,L1_FILTERED_FINBERT,1.0,63,0.5249999999999999,0.5238095238095238,0.049696660496618174,0.3346763609292192,0.5040816326530613,0.5079365079365079,False,,
AMZN,2018-04,L2_FACT_CHANGE,0.01,63,0.4392857142857143,0.42857142857142855,-0.12333096251870199,0.30533399950007106,0.363265306122449,0.6031746031746031,False,,
AMZN,2018-04,L2_FACT_CHANGE,0.1,63,0.3857142857142857,0.38095238095238093,-0.22857142857142856,0.44066293613520957,0.31734693877551023,0.5555555555555556,False,,
AMZN,2018-04,L2_FACT_CHANGE,1.0,63,0.4392857142857143,0.42857142857142855,-0.12333096251870199,0.4877527297237794,0.3602040816326531,0.6031746031746031,False,,
AMZN,2018-04,L3_CASE_VOTE,,63,0.425,0.4126984126984127,-0.15348515337873012,0.2608866613632526,0.4653061224489796,0.6190476190476191,False,3.0,0.0
AMZN,2018-04,L3_CASE_VOTE,,63,0.525,0.5079365079365079,0.05211704378388723,0.26754007544024194,0.4816326530612245,0.6507936507936508,False,3.0,0.25
AMZN,2018-04,L3_CASE_VOTE,,63,0.5392857142857144,0.5238095238095238,0.08109307588519343,0.277034344910634,0.46530612244897956,0.6349206349206349,False,3.0,0.5
AMZN,2018-04,L3_CASE_VOTE,,63,0.425,0.4126984126984127,-0.15348515337873012,0.2608866613632526,0.4653061224489796,0.6190476190476191,False,5.0,0.0
AMZN,2018-04,L3_CASE_VOTE,,63,0.5464285714285715,0.5238095238095238,0.10053683654458373,0.26355507784968696,0.5102040816326531,0.6984126984126984,False,5.0,0.25
AMZN,2018-04,L3_CASE_VOTE,,63,0.5464285714285715,0.5238095238095238,0.10053683654458373,0.26785004518005207,0.5408163265306122,0.6984126984126984,False,5.0,0.5
AMZN,2018-04,L3_CASE_VOTE,,63,0.425,0.4126984126984127,-0.15348515337873012,0.2608866613632526,0.4653061224489796,0.6190476190476191,False,10.0,0.0
AMZN,2018-04,L3_CASE_VOTE,,63,0.44285714285714284,0.42857142857142855,-0.11795356492391772,0.2699377299631123,0.43673469387755104,0.6349206349206349,False,10.0,0.25
AMZN,2018-04,L3_CASE_VOTE,,63,0.46785714285714286,0.4603174603174603,-0.06454972243679029,0.2808718878394391,0.3938775510204081,0.5714285714285714,False,10.0,0.5
AMZN,2018-04,L4_LLM_ANALOGY,,63,0.425,0.4126984126984127,-0.15348515337873012,0.2608866613632526,0.4653061224489796,0.6190476190476191,False,,0.0
AMZN,2018-04,L4_LLM_ANALOGY,,63,0.4285714285714286,0.3968253968253968,-0.17541160386140586,0.2670216115701739,0.5071428571428571,0.7936507936507936,False,,0.25
AMZN,2018-04,L4_LLM_ANALOGY,,63,0.525,0.49206349206349204,0.06139406135149205,0.27649454157910053,0.5102040816326531,0.7936507936507936,False,,0.5
AMZN,2018-05,L1_FILTERED_FINBERT,0.01,65,0.5433723196881092,0.5538461538461539,0.08632497247641324,0.24603982519429926,0.5857699805068226,0.5692307692307692,False,,
AMZN,2018-05,L1_FILTERED_FINBERT,0.1,65,0.5116959064327485,0.5230769230769231,0.023278644263302447,0.27083762658726895,0.5048732943469786,0.5692307692307692,False,,
AMZN,2018-05,L1_FILTERED_FINBERT,1.0,65,0.46393762183235865,0.49230769230769234,-0.07511254395096284,0.3078575336180231,0.43469785575048736,0.6615384615384615,False,,
AMZN,2018-05,L2_FACT_CHANGE,0.01,65,0.45126705653021437,0.4461538461538462,-0.09634555216934666,0.26790611367422734,0.43664717348927873,0.46153846153846156,False,,
AMZN,2018-05,L2_FACT_CHANGE,0.1,65,0.48830409356725146,0.47692307692307695,-0.023278644263302447,0.2811875403448055,0.4824561403508772,0.4307692307692308,False,,
AMZN,2018-05,L2_FACT_CHANGE,1.0,65,0.4858674463937622,0.46153846153846156,-0.02912968271851514,0.32134155731408465,0.49317738791423005,0.35384615384615387,False,,
AMZN,2018-05,L3_CASE_VOTE,,65,0.49610136452241715,0.49230769230769234,-0.007693004760192652,0.25749776964600923,0.4415204678362573,0.47692307692307695,False,3.0,0.0
AMZN,2018-05,L3_CASE_VOTE,,65,0.43469785575048736,0.47692307692307695,-0.14644887458175126,0.2572329170903748,0.4639376218323587,0.7384615384615385,False,3.0,0.25
AMZN,2018-05,L3_CASE_VOTE,,65,0.4902534113060429,0.5230769230769231,-0.020813018035148755,0.26074490067315087,0.4649122807017544,0.6923076923076923,False,3.0,0.5
AMZN,2018-05,L3_CASE_VOTE,,65,0.49610136452241715,0.49230769230769234,-0.007693004760192652,0.25749776964600923,0.4415204678362573,0.47692307692307695,False,5.0,0.0
AMZN,2018-05,L3_CASE_VOTE,,65,0.38742690058479534,0.4153846153846154,-0.2320329899302413,0.2651163258429273,0.36744639376218324,0.6461538461538462,False,5.0,0.25
AMZN,2018-05,L3_CASE_VOTE,,65,0.3635477582846004,0.4,-0.29138225249208255,0.2747574322920354,0.3157894736842105,0.6923076923076923,False,5.0,0.5
AMZN,2018-05,L3_CASE_VOTE,,65,0.49610136452241715,0.49230769230769234,-0.007693004760192652,0.25749776964600923,0.4415204678362573,0.47692307692307695,False,10.0,0.0
AMZN,2018-05,L3_CASE_VOTE,,65,0.432261208576998,0.46153846153846156,-0.14108977850248425,0.25737781171220464,0.43567251461988304,0.6615384615384615,False,10.0,0.25
AMZN,2018-05,L3_CASE_VOTE,,65,0.39766081871345027,0.4461538461538462,-0.23939494881986928,0.259812095210591,0.45029239766081874,0.7692307692307693,False,10.0,0.5
