phase,symbol,month,method,n,BA,accuracy,MCC,Brier,AUC,pred_up,constant
later,AMZN,2018-12,PRICE_R1,54,0.5323308270676692,0.5185185185185185,0.061928224614379454,0.2584394215807982,0.6225563909774435,0.5370370370370371,False
later,AMZN,2019-01,PRICE_R1,63,0.44263157894736843,0.47619047619047616,-0.11775013847245042,0.272779513025182,0.3821052631578947,0.6507936507936508,False
later,AMZN,2019-02,PRICE_R1,2,0.5,0.5,0.0,0.26145143278404165,0.0,1.0,True
later,AMZN,2018-11,AUG_UNFILTERED_FINBERT,60,0.4791666666666667,0.5,-0.041666666666666664,0.2660672707119701,0.43634259259259256,0.6,False
later,AMZN,2018-12,AUG_UNFILTERED_FINBERT,54,0.5060150375939849,0.5,0.011497766236936196,0.25643953290073546,0.4992481203007519,0.5185185185185185,False
later,AMZN,2019-01,AUG_UNFILTERED_FINBERT,63,0.4357894736842105,0.47619047619047616,-0.1349735909614838,0.2737959271168714,0.3452631578947369,0.6825396825396826,False
later,AMZN,2019-02,AUG_UNFILTERED_FINBERT,2,0.5,0.5,0.0,0.2533677306894546,1.0,1.0,True
later,AMZN,2018-11,ORIG_FINBERT,60,0.5694444444444444,0.6,0.14433756729740643,0.2696937342779578,0.5532407407407408,0.6666666666666666,False
later,AMZN,2018-12,ORIG_FINBERT,54,0.544360902255639,0.5185185185185185,0.08568334725853646,0.2564036519905896,0.637593984962406,0.5740740740740741,False
later,AMZN,2019-01,ORIG_FINBERT,63,0.5163157894736843,0.5238095238095238,0.03203033152014646,0.25860775810321435,0.5073684210526317,0.5396825396825397,False
later,AMZN,2019-02,ORIG_FINBERT,2,0.5,0.5,0.0,0.26145143278404165,0.0,1.0,True
later,AMZN,2018-11,L1_FILTERED_FINBERT,60,0.45833333333333337,0.48333333333333334,-0.08396742695628599,0.2733112334655001,0.4131944444444444,0.6166666666666667,False
later,AMZN,2018-12,L1_FILTERED_FINBERT,54,0.5345864661654135,0.5370370370370371,0.06611215586238313,0.2631642283204837,0.5157894736842106,0.48148148148148145,False
later,AMZN,2019-01,L1_FILTERED_FINBERT,63,0.4031578947368421,0.42857142857142855,-0.1936842105263158,0.26599935530511226,0.43157894736842106,0.6031746031746031,False
later,AMZN,2019-02,L1_FILTERED_FINBERT,2,0.5,0.5,0.0,0.23127873186867337,1.0,1.0,True
later,AMZN,2018-11,L2_FACT_CHANGE,60,0.5277777777777778,0.55,0.055978284637523995,0.2778068276746055,0.53125,0.6166666666666667,False
later,AMZN,2018-12,L2_FACT_CHANGE,54,0.5037593984962406,0.48148148148148145,0.007261300615130208,0.2693888376418855,0.5714285714285714,0.5740740740740741,False
later,AMZN,2019-01,L2_FACT_CHANGE,63,0.4357894736842105,0.47619047619047616,-0.1349735909614838,0.2770541623802849,0.34421052631578947,0.6825396825396826,False
later,AMZN,2019-02,L2_FACT_CHANGE,2,0.5,0.5,0.0,0.27586002457381553,0.0,1.0,True
later,AMZN,2018-11,L3_CASE_VOTE,60,0.48611111111111116,0.5,-0.027461751819054483,0.2906489003834133,0.49884259259259256,0.5666666666666667,False
later,AMZN,2018-12,L3_CASE_VOTE,54,0.4917293233082707,0.48148148148148145,-0.015842103971120326,0.27298532067312453,0.5819548872180451,0.5370370370370371,False
later,AMZN,2019-01,L3_CASE_VOTE,63,0.4157894736842105,0.4603174603174603,-0.17953744535209298,0.283730648493352,0.3663157894736842,0.6984126984126984,False
