phase,symbol,flag,value,method,n,BA,accuracy,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
later,AMZN,has_aug_news,0,ORIG_TFIDF_SVM,19,0.47857142857142854,0.42105263157894735,-0.03912303982179758,0.3147556730709535,0.41428571428571426,0.6,0.35714285714285715,0.631578947368421,False
later,AMZN,has_aug_news,1,ORIG_TFIDF_SVM,160,0.5242126918816268,0.55625,0.058812889599895946,0.23703984504646497,0.5798385820541225,0.8089887640449438,0.23943661971830985,0.7875,False
later,AMZN,has_original_news,0,ORIG_FINBERT_LR,95,0.5596187943262412,0.5578947368421052,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,ORIG_FINBERT_LR,84,0.5333525014376078,0.5357142857142857,0.06630585267224726,0.2829322746651472,0.5376653248993675,0.5531914893617021,0.5135135135135135,0.5238095238095238,False
later,AMZN,has_aug_news,0,ORIG_FINBERT_LR,19,0.47857142857142854,0.42105263157894735,-0.03912303982179758,0.3147556730709535,0.41428571428571426,0.6,0.35714285714285715,0.631578947368421,False
later,AMZN,has_aug_news,1,ORIG_FINBERT_LR,160,0.5526190852983067,0.5625,0.10645816760054654,0.25538909438682367,0.5893337553410349,0.6404494382022472,0.4647887323943662,0.59375,False
later,AMZN,has_original_news,0,ORIG_FINMODERN_LR,95,0.5414450354609929,0.5368421052631579,0.17037325878167153,0.24866030984301427,0.5899822695035462,0.9787234042553191,0.10416666666666667,0.9368421052631579,False
later,AMZN,has_original_news,1,ORIG_FINMODERN_LR,84,0.5526164462334675,0.5476190476190477,0.10475210003796662,0.24978646493364895,0.5589419206440482,0.5106382978723404,0.5945945945945946,0.4642857142857143,False
later,AMZN,has_aug_news,0,ORIG_FINMODERN_LR,19,0.5357142857142857,0.3157894736842105,0.14085904245475275,0.28877868824509223,0.5571428571428572,1.0,0.07142857142857142,0.9473684210526315,False
later,AMZN,has_aug_news,1,ORIG_FINMODERN_LR,160,0.5482671308751385,0.56875,0.10347234998927705,0.2444874838303507,0.5453394524450071,0.7303370786516854,0.36619718309859156,0.6875,False
later,AMZN,has_original_news,0,ORIG_EVENT_META,95,0.5596187943262412,0.5578947368421052,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,ORIG_EVENT_META,84,0.6066705002875216,0.5952380952380952,0.21482857931789248,0.2544319102426804,0.5675675675675675,0.5106382978723404,0.7027027027027027,0.4166666666666667,False
later,AMZN,has_aug_news,0,ORIG_EVENT_META,19,0.47857142857142854,0.42105263157894735,-0.03912303982179758,0.3147556730709535,0.41428571428571426,0.6,0.35714285714285715,0.631578947368421,False
later,AMZN,has_aug_news,1,ORIG_EVENT_META,160,0.5906789048900143,0.59375,0.18071547952311595,0.24042640306502858,0.6005697103972147,0.6179775280898876,0.5633802816901409,0.5375,False
train_forward_oof,AAPL,has_original_news,0,PRICE_R1,4,0.6666666666666666,0.5,0.3333333333333333,0.25870480151484737,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,PRICE_R1,379,0.5279365079365079,0.5197889182058048,0.05504522172739839,0.25764954055078154,0.5433477633477634,0.48444444444444446,0.5714285714285714,0.46174142480211083,False
train_forward_oof,AAPL,has_aug_news,1,PRICE_R1,383,0.5268023223042669,0.5195822454308094,0.052859072097666916,0.25766056155301725,0.5412039907558762,0.48672566371681414,0.5668789808917197,0.46475195822454307,False
train_forward_oof,AAPL,has_original_news,0,AUG_FULL_LR,4,0.5,0.25,0.0,0.4088196122867683,0.6666666666666667,1.0,0.0,1.0,True
train_forward_oof,AAPL,has_original_news,1,AUG_FULL_LR,379,0.5098412698412699,0.525065963060686,0.01960686122039875,0.28870473531942586,0.5005194805194806,0.5911111111111111,0.42857142857142855,0.58311345646438,False
train_forward_oof,AAPL,has_aug_news,1,AUG_FULL_LR,383,0.5066512597936983,0.5221932114882507,0.013289790975414705,0.28995919878644777,0.4976607857505213,0.5929203539823009,0.42038216560509556,0.587467362924282,False
train_forward_oof,AAPL,has_original_news,0,AUG_TFIDF_SVM,4,0.8333333333333333,0.75,0.5773502691896258,0.23803124231233674,1.0,1.0,0.6666666666666666,0.5,False
train_forward_oof,AAPL,has_original_news,1,AUG_TFIDF_SVM,379,0.5109235209235209,0.5883905013192612,0.03859264401448882,0.25398789896505136,0.47492063492063497,0.9244444444444444,0.09740259740259741,0.9155672823218998,False
train_forward_oof,AAPL,has_aug_news,1,AUG_TFIDF_SVM,383,0.5165295079195085,0.5900783289817232,0.05716652512092537,0.25382124980940945,0.4829491009525957,0.9247787610619469,0.10828025477707007,0.9112271540469974,False
train_forward_oof,AAPL,has_original_news,0,AUG_FINBERT_LR,4,0.8333333333333333,0.75,0.5773502691896258,0.1883757374263752,1.0,1.0,0.6666666666666666,0.5,False
train_forward_oof,AAPL,has_original_news,1,AUG_FINBERT_LR,379,0.5035209235209235,0.5224274406332454,0.00706451431875219,0.262720833785527,0.4963924963924964,0.6044444444444445,0.4025974025974026,0.6015831134564644,False
train_forward_oof,AAPL,has_aug_news,1,AUG_FINBERT_LR,383,0.5069190011836988,0.5248041775456919,0.013895296329514886,0.26194438369300327,0.5020010145989516,0.6061946902654868,0.40764331210191085,0.6005221932114883,False
train_forward_oof,AAPL,has_original_news,0,AUG_FINMODERN_LR,4,1.0,1.0,1.0,0.1188094569462883,1.0,1.0,1.0,0.25,False
train_forward_oof,AAPL,has_original_news,1,AUG_FINMODERN_LR,379,0.44831168831168833,0.46174142480211083,-0.10233639553444916,0.2790569729403972,0.4362193362193363,0.52,0.37662337662337664,0.5620052770448549,False
train_forward_oof,AAPL,has_aug_news,1,AUG_FINMODERN_LR,383,0.4553294628262218,0.46736292428198434,-0.08849219699429257,0.2773833696401976,0.44642353869567664,0.5221238938053098,0.3885350318471338,0.5587467362924282,False
train_forward_oof,AAPL,has_original_news,0,AUG_EVENT_META,4,1.0,1.0,1.0,0.15551137899811215,1.0,1.0,1.0,0.25,False
train_forward_oof,AAPL,has_original_news,1,AUG_EVENT_META,379,0.5002741702741703,0.5197889182058048,0.0005507298430918004,0.2617015087308681,0.48897546897546895,0.6044444444444445,0.3961038961038961,0.604221635883905,False
train_forward_oof,AAPL,has_aug_news,1,AUG_EVENT_META,383,0.5069190011836988,0.5248041775456919,0.013895296329514886,0.2605924734333981,0.49689983653683556,0.6061946902654868,0.40764331210191085,0.6005221932114883,False
train_forward_oof,AAPL,has_original_news,0,ORIG_PRICE_R1,4,0.6666666666666666,0.5,0.3333333333333333,0.25870480151484737,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,ORIG_PRICE_R1,379,0.5279365079365079,0.5197889182058048,0.05504522172739839,0.25764954055078154,0.5433477633477634,0.48444444444444446,0.5714285714285714,0.46174142480211083,False
train_forward_oof,AAPL,has_aug_news,1,ORIG_PRICE_R1,383,0.5268023223042669,0.5195822454308094,0.052859072097666916,0.25766056155301725,0.5412039907558762,0.48672566371681414,0.5668789808917197,0.46475195822454307,False
train_forward_oof,AAPL,has_original_news,0,ORIG_FULL_LR,4,0.6666666666666666,0.5,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,ORIG_FULL_LR,379,0.5026695526695527,0.525065963060686,0.005402626341600254,0.25926653151355117,0.5131024531024532,0.6222222222222222,0.38311688311688313,0.6200527704485488,False
train_forward_oof,AAPL,has_aug_news,1,ORIG_FULL_LR,383,0.503029705202638,0.5248041775456919,0.006144151764253761,0.2592606648817109,0.5141198354095035,0.6238938053097345,0.3821656050955414,0.6214099216710183,False
train_forward_oof,AAPL,has_original_news,0,ORIG_TFIDF_SVM,4,0.6666666666666666,0.5,0.3333333333333333,0.25870480151484737,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,ORIG_TFIDF_SVM,379,0.5394516594516594,0.6015831134564644,0.10545530042513332,0.24134088209536864,0.562958152958153,0.8711111111111111,0.2077922077922078,0.8390501319261213,False
train_forward_oof,AAPL,has_aug_news,1,ORIG_TFIDF_SVM,383,0.5409362493658757,0.6005221932114883,0.10931851662626041,0.24152222851228225,0.5650047911617158,0.8716814159292036,0.21019108280254778,0.8381201044386423,False
train_forward_oof,AAPL,has_original_news,0,ORIG_FINBERT_LR,4,0.6666666666666666,0.5,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,ORIG_FINBERT_LR,379,0.5004329004329005,0.5065963060686016,0.0008523291021112745,0.2602047328634746,0.5187012987012987,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_aug_news,1,ORIG_FINBERT_LR,383,0.5001831914773689,0.5065274151436031,0.0003612870332648107,0.26018906778411555,0.5182064145200383,0.5353982300884956,0.46496815286624205,0.5352480417754569,False
train_forward_oof,AAPL,has_original_news,0,ORIG_FINMODERN_LR,4,0.5,0.75,0.0,0.26705347018088565,0.0,0.0,1.0,0.0,True
train_forward_oof,AAPL,has_original_news,1,ORIG_FINMODERN_LR,379,0.45857142857142863,0.47757255936675463,-0.08285714285714285,0.28293805890697293,0.4367676767676767,0.56,0.35714285714285715,0.5936675461741425,False
train_forward_oof,AAPL,has_aug_news,1,ORIG_FINMODERN_LR,383,0.46347443774308095,0.4804177545691906,-0.0729812250175316,0.282772162418972,0.4442816075756722,0.5575221238938053,0.36942675159235666,0.587467362924282,False
train_forward_oof,AAPL,has_original_news,0,ORIG_EVENT_META,4,0.6666666666666666,0.5,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,ORIG_EVENT_META,379,0.4929148629148629,0.5013192612137203,-0.0139724708067586,0.2662649969516521,0.49688311688311687,0.5377777777777778,0.44805194805194803,0.5435356200527705,False
train_forward_oof,AAPL,has_aug_news,1,ORIG_EVENT_META,383,0.4928414407305112,0.5013054830287206,-0.014142034725421035,0.26618603929695966,0.4967307367115721,0.5398230088495575,0.445859872611465,0.5456919060052219,False
train_forward_oof,AMZN,has_original_news,0,PRICE_R1,184,0.571150097465887,0.6086956521739131,0.15750225190539477,0.24499033244624976,0.5841861598440545,0.7870370370370371,0.35526315789473684,0.7282608695652174,False
train_forward_oof,AMZN,has_original_news,1,PRICE_R1,198,0.46300459887583034,0.4595959595959596,-0.07504508094802169,0.26657115015641863,0.4362800204394481,0.5473684210526316,0.3786407766990291,0.5858585858585859,False
train_forward_oof,AMZN,has_aug_news,0,PRICE_R1,37,0.6329365079365079,0.7297297297297297,0.26587301587301587,0.23749339724664614,0.6150793650793651,0.8214285714285714,0.4444444444444444,0.7567567567567568,False
train_forward_oof,AMZN,has_aug_news,1,PRICE_R1,345,0.5080672268907563,0.5101449275362319,0.016841032322977813,0.2581798643563911,0.508,0.6514285714285715,0.36470588235294116,0.6434782608695652,False
train_forward_oof,AMZN,has_original_news,0,AUG_FULL_LR,184,0.4956140350877193,0.5108695652173914,-0.008771929824561403,0.2556453387071374,0.4930555555555556,0.5833333333333334,0.40789473684210525,0.5869565217391305,False
train_forward_oof,AMZN,has_original_news,1,AUG_FULL_LR,198,0.49243740419008686,0.5,-0.016293560647210083,0.25777647383123853,0.48083801737353093,0.30526315789473685,0.6796116504854369,0.31313131313131315,False
train_forward_oof,AMZN,has_aug_news,0,AUG_FULL_LR,37,0.4662698412698413,0.6486486486486487,-0.0785221493587732,0.24122309102789669,0.46825396825396826,0.8214285714285714,0.1111111111111111,0.8378378378378378,False
train_forward_oof,AMZN,has_aug_news,1,AUG_FULL_LR,345,0.49126050420168066,0.48985507246376814,-0.017816354615963884,0.2584151587613517,0.4917983193277311,0.3942857142857143,0.5882352941176471,0.4028985507246377,False
train_forward_oof,AMZN,has_original_news,0,AUG_TFIDF_SVM,184,0.5075536062378168,0.5271739130434783,0.015280396204331737,0.24903634742757416,0.5193713450292398,0.6203703703703703,0.39473684210526316,0.6141304347826086,False
train_forward_oof,AMZN,has_original_news,1,AUG_TFIDF_SVM,198,0.4507920286152274,0.45454545454545453,-0.10000240204304714,0.25771587562103715,0.43300970873786404,0.35789473684210527,0.5436893203883495,0.4090909090909091,False
train_forward_oof,AMZN,has_aug_news,0,AUG_TFIDF_SVM,37,0.6329365079365079,0.7297297297297297,0.26587301587301587,0.23749339724664614,0.6150793650793651,0.8214285714285714,0.4444444444444444,0.7567567567567568,False
train_forward_oof,AMZN,has_aug_news,1,AUG_TFIDF_SVM,345,0.4640336134453782,0.463768115942029,-0.07197633499850938,0.2552555814536611,0.46110924369747897,0.44571428571428573,0.4823529411764706,0.4811594202898551,False
train_forward_oof,AMZN,has_original_news,0,AUG_FINBERT_LR,184,0.5497076023391813,0.5652173913043478,0.09982958884044385,0.25150711672123993,0.5722465886939572,0.6388888888888888,0.4605263157894737,0.5978260869565217,False
train_forward_oof,AMZN,has_original_news,1,AUG_FINBERT_LR,198,0.4265201839550332,0.4292929292929293,-0.14812222737544298,0.26957901764519426,0.4161471640265713,0.35789473684210527,0.49514563106796117,0.43434343434343436,False
train_forward_oof,AMZN,has_aug_news,0,AUG_FINBERT_LR,37,0.48214285714285715,0.7297297297297297,-0.0944911182523068,0.21528341734492434,0.42063492063492064,0.9642857142857143,0.0,0.972972972972973,False
train_forward_oof,AMZN,has_aug_news,1,AUG_FINBERT_LR,345,0.47008403361344536,0.46956521739130436,-0.059983342376923654,0.26576367689476643,0.4690420168067227,0.4342857142857143,0.5058823529411764,0.463768115942029,False
train_forward_oof,AMZN,has_original_news,0,AUG_FINMODERN_LR,184,0.5372807017543859,0.5597826086956522,0.07629611356044068,0.2752784394070499,0.535453216374269,0.6666666666666666,0.40789473684210525,0.6358695652173914,False
train_forward_oof,AMZN,has_original_news,1,AUG_FINMODERN_LR,198,0.45769034236075623,0.4595959595959596,-0.08490177879315325,0.3040749900524613,0.43893714869698514,0.4105263157894737,0.5048543689320388,0.45454545454545453,False
train_forward_oof,AMZN,has_aug_news,0,AUG_FINMODERN_LR,37,0.48214285714285715,0.7297297297297297,-0.0944911182523068,0.21035926582215878,0.380952380952381,0.9642857142857143,0.0,0.972972972972973,False
train_forward_oof,AMZN,has_aug_news,1,AUG_FINMODERN_LR,345,0.48411764705882354,0.48405797101449277,-0.03176257065525529,0.2987675015822163,0.46463865546218486,0.48,0.48823529411764705,0.4956521739130435,False
train_forward_oof,AMZN,has_original_news,0,AUG_EVENT_META,184,0.5458089668615984,0.5652173913043478,0.0929175437947141,0.25729217035927815,0.5843079922027289,0.6574074074074074,0.4342105263157895,0.6195652173913043,False
train_forward_oof,AMZN,has_original_news,1,AUG_EVENT_META,198,0.4459887583035258,0.4444444444444444,-0.10828841256769246,0.27779872183358795,0.45753704649974447,0.4842105263157895,0.4077669902912621,0.5404040404040404,False
train_forward_oof,AMZN,has_aug_news,0,AUG_EVENT_META,37,0.48214285714285715,0.7297297297297297,-0.0944911182523068,0.19531781846024543,0.6428571428571429,0.9642857142857143,0.0,0.972972972972973,False
train_forward_oof,AMZN,has_aug_news,1,AUG_EVENT_META,345,0.47773109243697476,0.4782608695652174,-0.04465052171315946,0.2757076724235609,0.49317647058823527,0.5142857142857142,0.4411764705882353,0.5362318840579711,False
train_forward_oof,AMZN,has_original_news,0,ORIG_PRICE_R1,184,0.571150097465887,0.6086956521739131,0.15750225190539477,0.24499033244624976,0.5841861598440545,0.7870370370370371,0.35526315789473684,0.7282608695652174,False
train_forward_oof,AMZN,has_original_news,1,ORIG_PRICE_R1,198,0.46300459887583034,0.4595959595959596,-0.07504508094802169,0.26657115015641863,0.4362800204394481,0.5473684210526316,0.3786407766990291,0.5858585858585859,False
train_forward_oof,AMZN,has_aug_news,0,ORIG_PRICE_R1,37,0.6329365079365079,0.7297297297297297,0.26587301587301587,0.23749339724664614,0.6150793650793651,0.8214285714285714,0.4444444444444444,0.7567567567567568,False
train_forward_oof,AMZN,has_aug_news,1,ORIG_PRICE_R1,345,0.5080672268907563,0.5101449275362319,0.016841032322977813,0.2581798643563911,0.508,0.6514285714285715,0.36470588235294116,0.6434782608695652,False
train_forward_oof,AMZN,has_original_news,0,ORIG_FULL_LR,184,0.571150097465887,0.6086956521739131,0.15750225190539477,0.24499033244624976,0.5841861598440545,0.7870370370370371,0.35526315789473684,0.7282608695652174,False
train_forward_oof,AMZN,has_original_news,1,ORIG_FULL_LR,198,0.44951456310679616,0.4595959595959596,-0.11610760578770377,0.2750237780540605,0.4126724578436382,0.2,0.6990291262135923,0.25252525252525254,False
train_forward_oof,AMZN,has_aug_news,0,ORIG_FULL_LR,37,0.6329365079365079,0.7297297297297297,0.26587301587301587,0.23749339724664614,0.6150793650793651,0.8214285714285714,0.4444444444444444,0.7567567567567568,False
train_forward_oof,AMZN,has_aug_news,1,ORIG_FULL_LR,345,0.5108403361344538,0.5101449275362319,0.021778252478446707,0.263030937758516,0.5013781512605042,0.46285714285714286,0.5588235294117647,0.45217391304347826,False
train_forward_oof,AMZN,has_original_news,0,ORIG_TFIDF_SVM,184,0.571150097465887,0.6086956521739131,0.15750225190539477,0.24499033244624976,0.5841861598440545,0.7870370370370371,0.35526315789473684,0.7282608695652174,False
train_forward_oof,AMZN,has_original_news,1,ORIG_TFIDF_SVM,198,0.3928972917731221,0.398989898989899,-0.22384987617438898,0.25877208395392376,0.41711803781297907,0.24210526315789474,0.5436893203883495,0.35353535353535354,False
train_forward_oof,AMZN,has_aug_news,0,ORIG_TFIDF_SVM,37,0.6329365079365079,0.7297297297297297,0.26587301587301587,0.23749339724664614,0.6150793650793651,0.8214285714285714,0.4444444444444444,0.7567567567567568,False
train_forward_oof,AMZN,has_aug_news,1,ORIG_TFIDF_SVM,345,0.4752100840336134,0.4753623188405797,-0.049584832336066934,0.2537038785358289,0.5062689075630252,0.4857142857142857,0.4647058823529412,0.5101449275362319,False
train_forward_oof,AMZN,has_original_news,0,ORIG_FINBERT_LR,184,0.571150097465887,0.6086956521739131,0.15750225190539477,0.24499033244624976,0.5841861598440545,0.7870370370370371,0.35526315789473684,0.7282608695652174,False
train_forward_oof,AMZN,has_original_news,1,ORIG_FINBERT_LR,198,0.3800204394481349,0.3787878787878788,-0.24036477959861086,0.30260520483692077,0.3711803781297905,0.4105263157894737,0.34951456310679613,0.5353535353535354,False
train_forward_oof,AMZN,has_aug_news,0,ORIG_FINBERT_LR,37,0.6329365079365079,0.7297297297297297,0.26587301587301587,0.23749339724664614,0.6150793650793651,0.8214285714285714,0.4444444444444444,0.7567567567567568,False
train_forward_oof,AMZN,has_aug_news,1,ORIG_FINBERT_LR,345,0.46210084033613447,0.463768115942029,-0.07785908762651443,0.27886027834694016,0.4536470588235294,0.5771428571428572,0.34705882352941175,0.6144927536231884,False
train_forward_oof,AMZN,has_original_news,0,ORIG_FINMODERN_LR,184,0.49244639376218324,0.5597826086956522,-0.023393734769415215,0.25117867449267534,0.4895224171539961,0.8796296296296297,0.10526315789473684,0.8858695652173914,False
train_forward_oof,AMZN,has_original_news,1,ORIG_FINMODERN_LR,198,0.430148185998978,0.43434343434343436,-0.14252828952694427,0.2862988298152487,0.36627491057741435,0.3263157894736842,0.5339805825242718,0.398989898989899,False
train_forward_oof,AMZN,has_aug_news,0,ORIG_FINMODERN_LR,37,0.4662698412698413,0.6486486486486487,-0.0785221493587732,0.23891884349839168,0.5277777777777778,0.8214285714285714,0.1111111111111111,0.8378378378378378,False
train_forward_oof,AMZN,has_aug_news,1,ORIG_FINMODERN_LR,345,0.47663865546218487,0.4782608695652174,-0.04792671785327895,0.27264941217574207,0.4265210084033613,0.5885714285714285,0.36470588235294116,0.6115942028985507,False
train_forward_oof,AMZN,has_original_news,0,ORIG_EVENT_META,184,0.571150097465887,0.6086956521739131,0.15750225190539477,0.24499033244624976,0.5841861598440545,0.7870370370370371,0.35526315789473684,0.7282608695652174,False
train_forward_oof,AMZN,has_original_news,1,ORIG_EVENT_META,198,0.3767501277465508,0.3787878787878788,-0.24732257300614208,0.2971348419703308,0.36382217680122636,0.3263157894736842,0.42718446601941745,0.45454545454545453,False
train_forward_oof,AMZN,has_aug_news,0,ORIG_EVENT_META,37,0.6329365079365079,0.7297297297297297,0.26587301587301587,0.23749339724664614,0.6150793650793651,0.8214285714285714,0.4444444444444444,0.7567567567567568,False
train_forward_oof,AMZN,has_aug_news,1,ORIG_EVENT_META,345,0.4627731092436975,0.463768115942029,-0.07514655499160668,0.275720765745245,0.46020168067226896,0.5314285714285715,0.3941176470588235,0.5681159420289855,False
