phase,symbol,month,method,n,BA,accuracy,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
development,AAPL,2018-09,ORIG_FINMODERN_LR,57,0.49507389162561577,0.49122807017543857,-0.010961249232686892,0.256659744656229,0.5763546798029556,0.7142857142857143,0.27586206896551724,0.7192982456140351,False
development,AAPL,2018-10,ORIG_FINMODERN_LR,69,0.4192307692307692,0.391304347826087,-0.17926977386570875,0.3005256807435931,0.4786324786324786,0.6333333333333333,0.20512820512820512,0.7246376811594203,False
development,AAPL,2018-09,ORIG_EVENT_META,57,0.5671182266009852,0.5614035087719298,0.17644101780442445,0.2559502834485313,0.6428571428571428,0.8928571428571429,0.2413793103448276,0.8245614035087719,False
development,AAPL,2018-10,ORIG_EVENT_META,69,0.47692307692307695,0.43478260869565216,-0.060363272743915036,0.32486552897669296,0.5837606837606837,0.8,0.15384615384615385,0.8260869565217391,False
development,AMZN,2018-09,PRICE_R1,57,0.47598522167487683,0.47368421052631576,-0.04977665340318334,0.26348832319443444,0.5197044334975369,0.6071428571428571,0.3448275862068966,0.631578947368421,False
development,AMZN,2018-10,PRICE_R1,69,0.5416666666666666,0.4927536231884058,0.07856742013183861,0.2788264595358372,0.6041666666666666,0.6666666666666666,0.4166666666666667,0.6086956521739131,False
development,AMZN,2018-09,AUG_FULL_LR,57,0.541871921182266,0.543859649122807,0.08599744243243347,0.23848029073085633,0.6305418719211823,0.42857142857142855,0.6551724137931034,0.38596491228070173,False
development,AMZN,2018-10,AUG_FULL_LR,69,0.6413690476190477,0.5942028985507246,0.2624349445521692,0.238062256884619,0.6765873015873016,0.7619047619047619,0.5208333333333334,0.5652173913043478,False
development,AMZN,2018-09,AUG_TFIDF_SVM,57,0.5406403940886699,0.543859649122807,0.08741729522155481,0.25398373167902005,0.5301724137931034,0.35714285714285715,0.7241379310344828,0.3157894736842105,False
development,AMZN,2018-10,AUG_TFIDF_SVM,69,0.5818452380952381,0.6231884057971014,0.15669579263200217,0.23830270293242836,0.5868055555555556,0.47619047619047616,0.6875,0.36231884057971014,False
development,AMZN,2018-09,AUG_FINBERT_LR,57,0.6656403940886699,0.6666666666666666,0.3337561460477253,0.2334562482427541,0.687192118226601,0.6071428571428571,0.7241379310344828,0.43859649122807015,False
development,AMZN,2018-10,AUG_FINBERT_LR,69,0.5386904761904762,0.5072463768115942,0.07182430061427789,0.25199147246015563,0.6666666666666666,0.6190476190476191,0.4583333333333333,0.5652173913043478,False
development,AMZN,2018-09,AUG_FINMODERN_LR,57,0.5979064039408868,0.5964912280701754,0.19826977735557366,0.25610128332065835,0.6009852216748768,0.6785714285714286,0.5172413793103449,0.5789473684210527,False
development,AMZN,2018-10,AUG_FINMODERN_LR,69,0.6547619047619048,0.5942028985507246,0.2900369863645541,0.29218927200343037,0.6369047619047619,0.8095238095238095,0.5,0.5942028985507246,False
development,AMZN,2018-09,AUG_EVENT_META,57,0.5935960591133005,0.5964912280701754,0.19851666679418606,0.2534229344623691,0.6157635467980296,0.42857142857142855,0.7586206896551724,0.3333333333333333,False
development,AMZN,2018-10,AUG_EVENT_META,69,0.5833333333333333,0.5507246376811594,0.1541723067537724,0.28120901133283327,0.6011904761904762,0.6666666666666666,0.5,0.5507246376811594,False
development,AMZN,2018-09,ORIG_PRICE_R1,57,0.47598522167487683,0.47368421052631576,-0.04977665340318334,0.26348832319443444,0.5197044334975369,0.6071428571428571,0.3448275862068966,0.631578947368421,False
development,AMZN,2018-10,ORIG_PRICE_R1,69,0.5416666666666666,0.4927536231884058,0.07856742013183861,0.2788264595358372,0.6041666666666666,0.6666666666666666,0.4166666666666667,0.6086956521739131,False
development,AMZN,2018-09,ORIG_FULL_LR,57,0.4716748768472906,0.47368421052631576,-0.05817474046899912,0.2553051922206057,0.5012315270935961,0.35714285714285715,0.5862068965517241,0.38596491228070173,False
development,AMZN,2018-10,ORIG_FULL_LR,69,0.65625,0.6521739130434783,0.2890730751633232,0.24220680697950617,0.6815476190476191,0.6666666666666666,0.6458333333333334,0.4492753623188406,False
development,AMZN,2018-09,ORIG_TFIDF_SVM,57,0.44211822660098526,0.43859649122807015,-0.12650141477362067,0.26263499422327763,0.3688423645320197,0.6428571428571429,0.2413793103448276,0.7017543859649122,False
development,AMZN,2018-10,ORIG_TFIDF_SVM,69,0.5059523809523809,0.4057971014492754,0.012712320904523036,0.26772212277056645,0.6279761904761905,0.7619047619047619,0.25,0.7536231884057971,False
