symbol,phase,period,method,n,BA,MCC,Brier,accuracy,up_recall,down_recall,pred_up,coverage
AMZN,frozen,2018-11,no_title,60,0.4930555555555556,-0.013638618139749523,0.263062247581584,0.5,0.5277777777777778,0.4583333333333333,0.5333333333333333,1.0
AMZN,frozen,2018-11,uniform,60,0.5208333333333334,0.041192627728581725,0.2614027961233032,0.5333333333333333,0.5833333333333334,0.4583333333333333,0.5666666666666667,1.0
AMZN,frozen,2018-12,price,54,0.42030075187969923,-0.15763062091253158,0.2713014992300027,0.3888888888888889,0.5263157894736842,0.3142857142857143,0.6296296296296297,1.0
AMZN,frozen,2018-12,title,54,0.5135338345864662,0.02742042485535409,0.27944447495014607,0.46296296296296297,0.6842105263157895,0.34285714285714286,0.6666666666666666,1.0
AMZN,frozen,2018-12,body,54,0.5894736842105264,0.17138276114211987,0.2450768686871347,0.5925925925925926,0.5789473684210527,0.6,0.46296296296296297,1.0
AMZN,frozen,2018-12,semantic,54,0.5015037593984962,0.0029741626587270107,0.2884243643181007,0.46296296296296297,0.631578947368421,0.37142857142857144,0.6296296296296297,1.0
AMZN,frozen,2018-12,integrated,54,0.47744360902255634,-0.043355498476206,0.24961809296025605,0.46296296296296297,0.5263157894736842,0.42857142857142855,0.5555555555555556,1.0
AMZN,frozen,2018-12,multi_only,54,0.47744360902255634,-0.043355498476206,0.24961809296025605,0.46296296296296297,0.5263157894736842,0.42857142857142855,0.5555555555555556,1.0
AMZN,frozen,2018-12,no_semantic,54,0.47744360902255634,-0.043355498476206,0.24961809296025605,0.46296296296296297,0.5263157894736842,0.42857142857142855,0.5555555555555556,1.0
AMZN,frozen,2018-12,no_body,54,0.42030075187969923,-0.15763062091253158,0.2713014992300027,0.3888888888888889,0.5263157894736842,0.3142857142857143,0.6296296296296297,1.0
AMZN,frozen,2018-12,no_title,54,0.4488721804511278,-0.09938292177292352,0.2534979581134719,0.42592592592592593,0.5263157894736842,0.37142857142857144,0.5925925925925926,1.0
AMZN,frozen,2018-12,uniform,54,0.5037593984962406,0.007261300615130208,0.25626223547835614,0.48148148148148145,0.5789473684210527,0.42857142857142855,0.5740740740740741,1.0
AMZN,frozen,2019-01,price,63,0.42894736842105263,-0.15389675281277312,0.26658536386998777,0.47619047619047616,0.6578947368421053,0.2,0.7142857142857143,1.0
AMZN,frozen,2019-01,title,63,0.44894736842105265,-0.10884457624470638,0.2813211804335381,0.49206349206349204,0.6578947368421053,0.24,0.6984126984126984,1.0
AMZN,frozen,2019-01,body,63,0.5221052631578947,0.04588314677411235,0.2615292251423815,0.5555555555555556,0.6842105263157895,0.36,0.6666666666666666,1.0
AMZN,frozen,2019-01,semantic,63,0.48210526315789476,-0.03815170713731976,0.2599170872179454,0.5238095238095238,0.6842105263157895,0.28,0.6984126984126984,1.0
AMZN,frozen,2019-01,integrated,63,0.44263157894736843,-0.11775013847245042,0.2699418918658475,0.47619047619047616,0.6052631578947368,0.28,0.6507936507936508,1.0
AMZN,frozen,2019-01,multi_only,63,0.44263157894736843,-0.11775013847245042,0.2699418918658475,0.47619047619047616,0.6052631578947368,0.28,0.6507936507936508,1.0
AMZN,frozen,2019-01,no_semantic,63,0.44263157894736843,-0.11775013847245042,0.2699418918658475,0.47619047619047616,0.6052631578947368,0.28,0.6507936507936508,1.0
AMZN,frozen,2019-01,no_body,63,0.42894736842105263,-0.15389675281277312,0.26658536386998777,0.47619047619047616,0.6578947368421053,0.2,0.7142857142857143,1.0
AMZN,frozen,2019-01,no_title,63,0.40263157894736845,-0.20467306826126644,0.2670918540873806,0.4444444444444444,0.6052631578947368,0.2,0.6825396825396826,1.0
AMZN,frozen,2019-01,uniform,63,0.4557894736842105,-0.0917662935482247,0.2649903607072592,0.49206349206349204,0.631578947368421,0.28,0.6666666666666666,1.0
AMZN,frozen,2019-02,price,2,0.5,0.0,0.24045705056703418,0.5,1.0,0.0,1.0,1.0
AMZN,frozen,2019-02,title,2,0.5,0.0,0.2617899935169186,0.5,1.0,0.0,1.0,1.0
AMZN,frozen,2019-02,body,2,0.5,0.0,0.24969542173275927,0.5,1.0,0.0,1.0,1.0
AMZN,frozen,2019-02,semantic,2,0.5,0.0,0.2555712017911119,0.5,1.0,0.0,1.0,1.0
AMZN,frozen,2019-02,integrated,2,0.5,0.0,0.24045705056703418,0.5,1.0,0.0,1.0,1.0
AMZN,frozen,2019-02,multi_only,2,0.5,0.0,0.24045705056703418,0.5,1.0,0.0,1.0,1.0
AMZN,frozen,2019-02,no_semantic,2,0.5,0.0,0.24045705056703418,0.5,1.0,0.0,1.0,1.0
AMZN,frozen,2019-02,no_body,2,0.5,0.0,0.24045705056703418,0.5,1.0,0.0,1.0,1.0
AMZN,frozen,2019-02,no_title,2,0.5,0.0,0.24045705056703418,0.5,1.0,0.0,1.0,1.0
AMZN,frozen,2019-02,uniform,2,0.5,0.0,0.24045705056703418,0.5,1.0,0.0,1.0,1.0
AMZN,frozen,test,price,179,0.46201501877346685,-0.07915464295431036,0.2677183872747597,0.4692737430167598,0.6063829787234043,0.3176470588235294,0.6424581005586593,1.0
AMZN,frozen,test,title,179,0.4891739674593242,-0.02281218013534929,0.2771666055907212,0.4972067039106145,0.648936170212766,0.32941176470588235,0.659217877094972,1.0
AMZN,frozen,test,body,179,0.5320400500625783,0.06498095084108173,0.2607895148300555,0.5363128491620112,0.6170212765957447,0.4470588235294118,0.5865921787709497,1.0
AMZN,frozen,test,semantic,179,0.522215269086358,0.047199601781982264,0.27112935241049163,0.5307262569832403,0.6914893617021277,0.35294117647058826,0.6703910614525139,1.0
AMZN,frozen,test,integrated,179,0.48667083854818527,-0.027148639878595577,0.2610179222219996,0.49162011173184356,0.5851063829787234,0.38823529411764707,0.5977653631284916,1.0
AMZN,frozen,test,multi_only,179,0.48667083854818527,-0.027148639878595577,0.2610179222219996,0.49162011173184356,0.5851063829787234,0.38823529411764707,0.5977653631284916,1.0
AMZN,frozen,test,no_semantic,179,0.48667083854818527,-0.027148639878595577,0.2610179222219996,0.49162011173184356,0.5851063829787234,0.38823529411764707,0.5977653631284916,1.0
AMZN,frozen,test,no_body,179,0.46201501877346685,-0.07915464295431036,0.2677183872747597,0.4692737430167598,0.6063829787234043,0.3176470588235294,0.6424581005586593,1.0
AMZN,frozen,test,no_title,179,0.4525031289111389,-0.09720891981094851,0.26134260056794173,0.4581005586592179,0.5638297872340425,0.3411764705882353,0.6089385474860335,1.0
AMZN,frozen,test,uniform,179,0.49730913642052565,-0.005507224706022116,0.2608806441839152,0.5027932960893855,0.6063829787234043,0.38823529411764707,0.6089385474860335,1.0
AMZN,frozen,validation,price,126,0.5009276437847867,0.0018552875695732839,0.26196966809754185,0.47619047619047616,0.6122448979591837,0.38961038961038963,0.6111111111111112,1.0
AMZN,frozen,validation,title,126,0.474025974025974,-0.05176317066525749,0.2767333885210925,0.4523809523809524,0.5714285714285714,0.37662337662337664,0.6031746031746031,1.0
AMZN,frozen,validation,body,126,0.5927643784786641,0.18146220519527786,0.2442121047272277,0.5793650793650794,0.6530612244897959,0.5324675324675324,0.5396825396825397,1.0
AMZN,frozen,validation,semantic,126,0.4202226345083488,-0.15799216740561844,0.3053471882735636,0.40476190476190477,0.4897959183673469,0.35064935064935066,0.5873015873015873,1.0
AMZN,frozen,validation,integrated,126,0.5120593692022264,0.02352753314395493,0.2534912824382881,0.5079365079365079,0.5306122448979592,0.4935064935064935,0.5158730158730159,1.0
AMZN,frozen,validation,multi_only,126,0.5120593692022264,0.02352753314395493,0.2534912824382881,0.5079365079365079,0.5306122448979592,0.4935064935064935,0.5158730158730159,1.0
AMZN,frozen,validation,no_semantic,126,0.5120593692022264,0.02352753314395493,0.2534912824382881,0.5079365079365079,0.5306122448979592,0.4935064935064935,0.5158730158730159,1.0
AMZN,frozen,validation,no_body,126,0.5009276437847867,0.0018552875695732839,0.26196966809754185,0.47619047619047616,0.6122448979591837,0.38961038961038963,0.6111111111111112,1.0
AMZN,frozen,validation,no_title,126,0.5231910946196661,0.04559152581164996,0.2522821620867025,0.5079365079365079,0.5918367346938775,0.45454545454545453,0.5634920634920635,1.0
AMZN,frozen,validation,uniform,126,0.4888682745825603,-0.02173142926062534,0.2636178008813317,0.48412698412698413,0.5102040816326531,0.4675324675324675,0.5238095238095238,1.0
AMZN,outer,all,price,192,0.592239467849224,0.19357759119729542,0.24315551433061988,0.6145833333333334,0.7454545454545455,0.43902439024390244,0.6666666666666666,1.0
AMZN,outer,all,title,192,0.5800443458980045,0.16935436842137871,0.2419900853858569,0.6041666666666666,0.7454545454545455,0.4146341463414634,0.6770833333333334,1.0
AMZN,outer,all,body,192,0.5467849223946785,0.09510039358771308,0.25322010036641,0.5625,0.6545454545454545,0.43902439024390244,0.6145833333333334,1.0
AMZN,outer,all,semantic,192,0.5358093126385809,0.07924719778044872,0.24748805236383067,0.5677083333333334,0.7545454545454545,0.3170731707317073,0.7239583333333334,1.0
AMZN,outer,all,integrated,192,0.5787139689578713,0.16000303186558362,0.24735485524156484,0.59375,0.6818181818181818,0.47560975609756095,0.6145833333333334,1.0
AMZN,outer,all,multi_only,192,0.5726164079822617,0.1479902541886241,0.24513878310085957,0.5885416666666666,0.6818181818181818,0.4634146341463415,0.6197916666666666,1.0
AMZN,outer,all,no_semantic,192,0.5787139689578713,0.16000303186558362,0.24735485524156484,0.59375,0.6818181818181818,0.47560975609756095,0.6145833333333334,1.0
AMZN,outer,all,no_body,192,0.592239467849224,0.19357759119729542,0.24315551433061988,0.6145833333333334,0.7454545454545455,0.43902439024390244,0.6666666666666666,1.0
AMZN,outer,all,no_title,192,0.5787139689578713,0.16000303186558362,0.24735485524156484,0.59375,0.6818181818181818,0.47560975609756095,0.6145833333333334,1.0
AMZN,outer,all,uniform,192,0.5939024390243902,0.19137060350803758,0.24298666969899343,0.609375,0.7,0.4878048780487805,0.6197916666666666,1.0
AMZN,outer,2018-06,price,63,0.6793478260869565,0.3556166625769118,0.23747224841205924,0.6984126984126984,0.75,0.6086956521739131,0.6190476190476191,1.0
AMZN,outer,2018-06,title,63,0.6358695652173914,0.27443710301809837,0.23673911688260435,0.6666666666666666,0.75,0.5217391304347826,0.6507936507936508,1.0
AMZN,outer,2018-06,body,63,0.4581521739130435,-0.08109307588519343,0.27813039603269574,0.47619047619047616,0.525,0.391304347826087,0.5555555555555556,1.0
AMZN,outer,2018-06,semantic,63,0.4369565217391304,-0.13946176436134353,0.2534246630692764,0.5079365079365079,0.7,0.17391304347826086,0.746031746031746,1.0
AMZN,outer,2018-06,integrated,63,0.6570652173913043,0.3034348589782961,0.25027023975970103,0.6349206349206349,0.575,0.7391304347826086,0.4603174603174603,1.0
AMZN,outer,2018-06,multi_only,63,0.6570652173913043,0.3034348589782961,0.25027023975970103,0.6349206349206349,0.575,0.7391304347826086,0.4603174603174603,1.0
AMZN,outer,2018-06,no_semantic,63,0.6570652173913043,0.3034348589782961,0.25027023975970103,0.6349206349206349,0.575,0.7391304347826086,0.4603174603174603,1.0
AMZN,outer,2018-06,no_body,63,0.6793478260869565,0.3556166625769118,0.23747224841205924,0.6984126984126984,0.75,0.6086956521739131,0.6190476190476191,1.0
AMZN,outer,2018-06,no_title,63,0.6570652173913043,0.3034348589782961,0.25027023975970103,0.6349206349206349,0.575,0.7391304347826086,0.4603174603174603,1.0
AMZN,outer,2018-06,uniform,63,0.6603260869565217,0.30879642674374563,0.24549343277702498,0.6507936507936508,0.625,0.6956521739130435,0.5079365079365079,1.0
AMZN,outer,2018-07,price,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0
AMZN,outer,2018-07,title,60,0.5,0.0,0.2525214585450474,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0
AMZN,outer,2018-07,body,60,0.6166666666666667,0.25080102736500653,0.2403206872211771,0.6166666666666667,0.8,0.43333333333333335,0.6833333333333333,1.0
AMZN,outer,2018-07,semantic,60,0.55,0.11547005383792515,0.263310195247109,0.55,0.8,0.3,0.75,1.0
AMZN,outer,2018-07,integrated,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0
AMZN,outer,2018-07,multi_only,60,0.4833333333333333,-0.03849001794597505,0.24729980261037904,0.48333333333333334,0.7333333333333333,0.23333333333333334,0.75,1.0
AMZN,outer,2018-07,no_semantic,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0
AMZN,outer,2018-07,no_body,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0
AMZN,outer,2018-07,no_title,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0
AMZN,outer,2018-07,uniform,60,0.4833333333333333,-0.03849001794597505,0.25009196477573364,0.48333333333333334,0.7333333333333333,0.23333333333333334,0.75,1.0
AMZN,outer,2018-08,price,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0
AMZN,outer,2018-08,title,69,0.6163793103448276,0.24122532033850386,0.2376267321417044,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0
AMZN,outer,2018-08,body,69,0.5788793103448276,0.1595568918959792,0.24169279836261257,0.5942028985507246,0.675,0.4827586206896552,0.6086956521739131,1.0
AMZN,outer,2018-08,semantic,69,0.6116379310344828,0.23648875780580347,0.2283092835603556,0.6376811594202898,0.775,0.4482758620689655,0.6811594202898551,1.0
AMZN,outer,2018-08,integrated,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0
AMZN,outer,2018-08,multi_only,69,0.6163793103448276,0.24122532033850386,0.23857439266494396,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0
AMZN,outer,2018-08,no_semantic,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0
AMZN,outer,2018-08,no_body,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0
AMZN,outer,2018-08,no_title,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0
AMZN,outer,2018-08,uniform,69,0.6681034482758621,0.34003927781110327,0.23451936856101666,0.6811594202898551,0.75,0.5862068965517241,0.6086956521739131,1.0
