symbol,phase,period,method,n,BA,MCC,Brier,accuracy,up_recall,down_recall,pred_up,coverage
AAPL,frozen,2018-10,body,69,0.5782051282051281,0.19828619053245966,0.2526773567228865,0.5362318840579711,0.9,0.2564102564102564,0.8115942028985508,1.0
AAPL,frozen,2018-10,semantic,69,0.5064102564102564,0.01676757576219862,0.3166192538492177,0.463768115942029,0.8333333333333334,0.1794871794871795,0.8260869565217391,1.0
AAPL,frozen,2018-10,integrated,69,0.5269230769230769,0.0792593923901217,0.2625352984809877,0.4782608695652174,0.9,0.15384615384615385,0.8695652173913043,1.0
AAPL,frozen,2018-10,multi_only,69,0.5269230769230769,0.0792593923901217,0.2625352984809877,0.4782608695652174,0.9,0.15384615384615385,0.8695652173913043,1.0
AAPL,frozen,2018-10,no_semantic,69,0.514102564102564,0.04367280615529453,0.26360705788618544,0.463768115942029,0.9,0.1282051282051282,0.8840579710144928,1.0
AAPL,frozen,2018-10,no_body,69,0.5269230769230769,0.0792593923901217,0.2738927236420562,0.4782608695652174,0.9,0.15384615384615385,0.8695652173913043,1.0
AAPL,frozen,2018-10,no_title,69,0.5269230769230769,0.0792593923901217,0.2625352984809877,0.4782608695652174,0.9,0.15384615384615385,0.8695652173913043,1.0
AAPL,frozen,2018-10,uniform,69,0.5269230769230769,0.0792593923901217,0.26774533626732894,0.4782608695652174,0.9,0.15384615384615385,0.8695652173913043,1.0
AAPL,frozen,2018-11,price,60,0.5044493882091212,0.01308167862835013,0.2686020642974647,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0
AAPL,frozen,2018-11,title,60,0.5205784204671857,0.0640670789510079,0.2655753785206136,0.5333333333333333,0.9032258064516129,0.13793103448275862,0.8833333333333333,1.0
AAPL,frozen,2018-11,body,60,0.5066740823136818,0.01667593364912675,0.25553551225888277,0.5166666666666667,0.8064516129032258,0.20689655172413793,0.8,1.0
AAPL,frozen,2018-11,semantic,60,0.6262513904338154,0.28001888556827803,0.25049160393742603,0.6333333333333333,0.8387096774193549,0.41379310344827586,0.7166666666666667,1.0
AAPL,frozen,2018-11,integrated,60,0.5723025583982202,0.19390031038416244,0.25194789115543215,0.5833333333333334,0.9032258064516129,0.2413793103448276,0.8333333333333334,1.0
AAPL,frozen,2018-11,multi_only,60,0.5723025583982202,0.19390031038416244,0.25194789115543215,0.5833333333333334,0.9032258064516129,0.2413793103448276,0.8333333333333334,1.0
