phase,symbol,flag,value,method,n,BA,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
later,AMZN,has_original_news,0,F1_calibrated,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,F1_calibrated,84,0.5204140310523289,0.060082885977088975,0.2545842238318342,0.4876365727429557,0.14893617021276595,0.8918918918918919,0.13095238095238096,False
later,AMZN,has_usable_text,0,F1_calibrated,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,F1_calibrated,84,0.5204140310523289,0.060082885977088975,0.2545842238318342,0.4876365727429557,0.14893617021276595,0.8918918918918919,0.13095238095238096,False
later,AMZN,has_qualified_event,0,F1_calibrated,174,0.5264795445518338,0.053503770568653415,0.24779283524105394,0.5532900834105654,0.45054945054945056,0.6024096385542169,0.42528735632183906,False
later,AMZN,has_qualified_event,1,F1_calibrated,5,0.5,0.0,0.26908465765964285,0.3333333333333333,0.0,1.0,0.0,True
later,AMZN,has_original_news,0,F2_temperature,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,F2_temperature,84,0.5333525014376078,0.06630585267224726,0.24989813400352814,0.5376653248993675,0.5531914893617021,0.5135135135135135,0.5238095238095238,False
later,AMZN,has_usable_text,0,F2_temperature,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,F2_temperature,84,0.5333525014376078,0.06630585267224726,0.24989813400352814,0.5376653248993675,0.5531914893617021,0.5135135135135135,0.5238095238095238,False
later,AMZN,has_qualified_event,0,F2_temperature,174,0.5585859923209321,0.11963667473546648,0.24602663233464486,0.569442605587184,0.6593406593406593,0.4578313253012048,0.603448275862069,False
later,AMZN,has_qualified_event,1,F2_temperature,5,0.0,-1.0,0.25182220968713875,0.0,0.0,0.0,0.4,False
later,AMZN,has_original_news,0,F2_platt_shrunk,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,F2_platt_shrunk,84,0.5,0.0,0.2522138436033033,0.5376653248993675,0.0,1.0,0.0,True
later,AMZN,has_usable_text,0,F2_platt_shrunk,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,F2_platt_shrunk,84,0.5,0.0,0.2522138436033033,0.5376653248993675,0.0,1.0,0.0,True
later,AMZN,has_qualified_event,0,F2_platt_shrunk,174,0.512114391632464,0.025180223654756525,0.24703885128598638,0.5705017873692573,0.37362637362637363,0.6506024096385542,0.3620689655172414,False
later,AMZN,has_qualified_event,1,F2_platt_shrunk,5,0.5,0.0,0.255500911456675,0.0,0.0,1.0,0.0,True
later,AMZN,has_original_news,0,F2_calibrated,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,F2_calibrated,84,0.5,0.0,0.2522138436033033,0.5376653248993675,0.0,1.0,0.0,True
later,AMZN,has_usable_text,0,F2_calibrated,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,F2_calibrated,84,0.5,0.0,0.2522138436033033,0.5376653248993675,0.0,1.0,0.0,True
later,AMZN,has_qualified_event,0,F2_calibrated,174,0.512114391632464,0.025180223654756525,0.24703885128598638,0.5705017873692573,0.37362637362637363,0.6506024096385542,0.3620689655172414,False
later,AMZN,has_qualified_event,1,F2_calibrated,5,0.5,0.0,0.255500911456675,0.0,0.0,1.0,0.0,True
later,AMZN,has_original_news,0,J0,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,J0,84,0.5543415756181713,0.12460403068253721,0.2757204114857473,0.4876365727429557,0.2978723404255319,0.8108108108108109,0.25,False
later,AMZN,has_usable_text,0,J0,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,J0,84,0.5543415756181713,0.12460403068253721,0.2757204114857473,0.4876365727429557,0.2978723404255319,0.8108108108108109,0.25,False
later,AMZN,has_qualified_event,0,J0,174,0.5468687938567457,0.09369418063187994,0.2559020053228906,0.5487885608367535,0.5274725274725275,0.5662650602409639,0.4827586206896552,False
later,AMZN,has_qualified_event,1,J0,5,0.5,0.0,0.3419734913974664,0.3333333333333333,0.0,1.0,0.0,True
later,AMZN,has_original_news,0,J1,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,J1,84,0.5244393329499712,0.05307293735021397,0.27956762307402816,0.48303622771707877,0.3191489361702128,0.7297297297297297,0.2976190476190476,False
later,AMZN,has_usable_text,0,J1,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,J1,84,0.5244393329499712,0.05307293735021397,0.27956762307402816,0.48303622771707877,0.3191489361702128,0.7297297297297297,0.2976190476190476,False
later,AMZN,has_qualified_event,0,J1,174,0.5403151065801668,0.08054494655283631,0.25742165580241894,0.5502449357871044,0.5384615384615384,0.5421686746987951,0.5,False
later,AMZN,has_qualified_event,1,J1,5,0.25,-0.6123724356957946,0.3537228093930015,0.16666666666666666,0.0,0.5,0.2,False
later,AMZN,has_original_news,0,J2,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,J2,84,0.5333525014376078,0.06630585267224726,0.2829322746651472,0.5376653248993675,0.5531914893617021,0.5135135135135135,0.5238095238095238,False
later,AMZN,has_usable_text,0,J2,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,J2,84,0.5333525014376078,0.06630585267224726,0.2829322746651472,0.5376653248993675,0.5531914893617021,0.5135135135135135,0.5238095238095238,False
later,AMZN,has_qualified_event,0,J2,174,0.5585859923209321,0.11963667473546648,0.25618883875799653,0.5882430822189858,0.6593406593406593,0.4578313253012048,0.603448275862069,False
later,AMZN,has_qualified_event,1,J2,5,0.0,-1.0,0.4531509892697011,0.0,0.0,0.0,0.4,False
later,AMZN,has_original_news,0,J3,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,J3,84,0.5255894192064405,0.05082929188607178,0.2941030347181429,0.5526164462334675,0.5106382978723404,0.5405405405405406,0.4880952380952381,False
later,AMZN,has_usable_text,0,J3,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,J3,84,0.5255894192064405,0.05082929188607178,0.2941030347181429,0.5526164462334675,0.5106382978723404,0.5405405405405406,0.4880952380952381,False
later,AMZN,has_qualified_event,0,J3,174,0.5481265722229578,0.09742099290830777,0.26325555105292986,0.5919502184562426,0.6263736263736264,0.46987951807228917,0.5804597701149425,False
later,AMZN,has_qualified_event,1,J3,5,0.16666666666666666,-0.6666666666666666,0.39489817029634866,0.0,0.3333333333333333,0.0,0.6,False
later,AMZN,has_original_news,0,N0M,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,N0M,84,0.5411155836687751,0.08223116733755031,0.2876150441705392,0.518688901667625,0.5957446808510638,0.4864864864864865,0.5595238095238095,False
later,AMZN,has_usable_text,0,N0M,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,N0M,84,0.5411155836687751,0.08223116733755031,0.2876150441705392,0.518688901667625,0.5957446808510638,0.4864864864864865,0.5595238095238095,False
later,AMZN,has_qualified_event,0,N0M,174,0.5635509069244009,0.13083611660105948,0.2576083131716995,0.5862571163775984,0.6813186813186813,0.4457831325301205,0.6206896551724138,False
later,AMZN,has_qualified_event,1,N0M,5,0.0,-1.0,0.4824238073634226,0.0,0.0,0.0,0.4,False
later,AMZN,has_original_news,0,N1,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,N1,84,0.5960322024151812,0.19425500404386742,0.2546132548705437,0.566992524439333,0.48936170212765956,0.7027027027027027,0.40476190476190477,False
later,AMZN,has_usable_text,0,N1,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,N1,84,0.5960322024151812,0.19425500404386742,0.2546132548705437,0.566992524439333,0.48936170212765956,0.7027027027027027,0.40476190476190477,False
later,AMZN,has_qualified_event,0,N1,174,0.5842711505362108,0.16908041807625485,0.24623061268926402,0.5822851846948233,0.6263736263736264,0.5421686746987951,0.5459770114942529,False
later,AMZN,has_qualified_event,1,N1,5,0.0,-1.0,0.3239377239122522,0.0,0.0,0.0,0.4,False
later,AMZN,has_original_news,0,N1M,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,N1M,84,0.6066705002875216,0.21482857931789248,0.2544319102426804,0.5675675675675675,0.5106382978723404,0.7027027027027027,0.4166666666666667,False
later,AMZN,has_usable_text,0,N1M,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,N1M,84,0.6066705002875216,0.21482857931789248,0.2544319102426804,0.5675675675675675,0.5106382978723404,0.7027027027027027,0.4166666666666667,False
later,AMZN,has_qualified_event,0,N1M,174,0.5897656560307163,0.1803088441190145,0.24640007125004273,0.5809612074672316,0.6373626373626373,0.5421686746987951,0.5517241379310345,False
later,AMZN,has_qualified_event,1,N1M,5,0.0,-1.0,0.31499397624905157,0.0,0.0,0.0,0.4,False
later,AMZN,has_original_news,0,N0,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,N0,84,0.5333525014376078,0.06630585267224726,0.2829322746651472,0.5376653248993675,0.5531914893617021,0.5135135135135135,0.5238095238095238,False
later,AMZN,has_usable_text,0,N0,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,N0,84,0.5333525014376078,0.06630585267224726,0.2829322746651472,0.5376653248993675,0.5531914893617021,0.5135135135135135,0.5238095238095238,False
later,AMZN,has_qualified_event,0,N0,174,0.5585859923209321,0.11963667473546648,0.25618883875799653,0.5882430822189858,0.6593406593406593,0.4578313253012048,0.603448275862069,False
later,AMZN,has_qualified_event,1,N0,5,0.0,-1.0,0.4531509892697011,0.0,0.0,0.0,0.4,False
train_forward_oof,AAPL,has_original_news,0,F0,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,F0,379,0.5004329004329005,0.0008523291021112745,0.2650513527181538,0.4966810966810967,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_usable_text,0,F0,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,F0,379,0.5004329004329005,0.0008523291021112745,0.2650513527181538,0.4966810966810967,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_qualified_event,0,F0,223,0.4812582020997376,-0.037318670844018804,0.2679237129244549,0.4730150918635171,0.5354330708661418,0.4270833333333333,0.5515695067264574,False
train_forward_oof,AAPL,has_qualified_event,1,F0,160,0.5299718496439808,0.058246767461165805,0.26088933690053895,0.539658883921179,0.5353535353535354,0.5245901639344263,0.5125,False
train_forward_oof,AAPL,has_original_news,0,R1,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,R1,379,0.5279365079365079,0.05504522172739839,0.25764954055078154,0.5433477633477634,0.48444444444444446,0.5714285714285714,0.46174142480211083,False
train_forward_oof,AAPL,has_usable_text,0,R1,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,R1,379,0.5279365079365079,0.05504522172739839,0.25764954055078154,0.5433477633477634,0.48444444444444446,0.5714285714285714,0.46174142480211083,False
train_forward_oof,AAPL,has_qualified_event,0,R1,223,0.5240731627296589,0.04773696022752376,0.2605242882551662,0.5259186351706037,0.49606299212598426,0.5520833333333334,0.47533632286995514,False
train_forward_oof,AAPL,has_qualified_event,1,R1,160,0.5324557045868521,0.06337178905769598,0.2536692424618972,0.5679748302699121,0.47474747474747475,0.5901639344262295,0.45,False
train_forward_oof,AAPL,has_original_news,0,F1,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,F1,379,0.5026695526695527,0.005402626341600254,0.25926653151355117,0.5131024531024532,0.6222222222222222,0.38311688311688313,0.6200527704485488,False
train_forward_oof,AAPL,has_usable_text,0,F1,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,F1,379,0.5026695526695527,0.005402626341600254,0.25926653151355117,0.5131024531024532,0.6222222222222222,0.38311688311688313,0.6200527704485488,False
train_forward_oof,AAPL,has_qualified_event,0,F1,223,0.5168143044619422,0.03436365392033389,0.25682123986330424,0.536745406824147,0.6377952755905512,0.3958333333333333,0.6233183856502242,False
train_forward_oof,AAPL,has_qualified_event,1,F1,160,0.4833581718827621,-0.033283656234475906,0.26266061350111525,0.48302699122371257,0.6060606060606061,0.36065573770491804,0.61875,False
train_forward_oof,AAPL,has_original_news,0,F2,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,F2,379,0.5004329004329005,0.0008523291021112745,0.2602047328634746,0.5187012987012987,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_usable_text,0,F2,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,F2,379,0.5004329004329005,0.0008523291021112745,0.2602047328634746,0.5187012987012987,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_qualified_event,0,F2,223,0.4746555118110236,-0.050310756509457086,0.2735861592982359,0.4751476377952756,0.5118110236220472,0.4375,0.5336322869955157,False
train_forward_oof,AAPL,has_qualified_event,1,F2,160,0.5369266434840205,0.07194278707087454,0.24151687148631037,0.5833747309157146,0.5656565656565656,0.5081967213114754,0.5375,False
train_forward_oof,AAPL,has_original_news,0,F6,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,F6,379,0.5534343434343435,0.11036734730204796,0.24503630178367275,0.5646753246753247,0.6977777777777778,0.4090909090909091,0.6543535620052771,False
train_forward_oof,AAPL,has_usable_text,0,F6,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,F6,379,0.5534343434343435,0.11036734730204796,0.24503630178367275,0.5646753246753247,0.6977777777777778,0.4090909090909091,0.6543535620052771,False
train_forward_oof,AAPL,has_qualified_event,0,F6,223,0.5599983595800525,0.12387790068129881,0.24593195275540092,0.5695538057742782,0.6929133858267716,0.4270833333333333,0.6412556053811659,False
train_forward_oof,AAPL,has_qualified_event,1,F6,160,0.5420599436992879,0.08723035660645236,0.24412970073510598,0.5575426395098526,0.7070707070707071,0.3770491803278688,0.675,False
train_forward_oof,AAPL,has_original_news,0,F1_temperature,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,F1_temperature,379,0.5026695526695527,0.005402626341600254,0.25489878378469494,0.5161038961038962,0.6222222222222222,0.38311688311688313,0.6200527704485488,False
train_forward_oof,AAPL,has_usable_text,0,F1_temperature,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,F1_temperature,379,0.5026695526695527,0.005402626341600254,0.25489878378469494,0.5161038961038962,0.6222222222222222,0.38311688311688313,0.6200527704485488,False
train_forward_oof,AAPL,has_qualified_event,0,F1_temperature,223,0.5168143044619422,0.03436365392033389,0.25712755192232795,0.5299376640419947,0.6377952755905512,0.3958333333333333,0.6233183856502242,False
train_forward_oof,AAPL,has_qualified_event,1,F1_temperature,160,0.4833581718827621,-0.033283656234475906,0.2518875886361228,0.4911409173704256,0.6060606060606061,0.36065573770491804,0.61875,False
train_forward_oof,AAPL,has_original_news,0,F1_platt_shrunk,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,F1_platt_shrunk,379,0.5337950937950937,0.0758174325311309,0.25049457591803836,0.5295526695526696,0.7688888888888888,0.2987012987012987,0.741424802110818,False
train_forward_oof,AAPL,has_usable_text,0,F1_platt_shrunk,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,F1_platt_shrunk,379,0.5337950937950937,0.0758174325311309,0.25049457591803836,0.5295526695526696,0.7688888888888888,0.2987012987012987,0.741424802110818,False
train_forward_oof,AAPL,has_qualified_event,0,F1_platt_shrunk,223,0.5812007874015748,0.17860657696829912,0.25128755680618003,0.5579068241469816,0.7874015748031497,0.375,0.7174887892376681,False
train_forward_oof,AAPL,has_qualified_event,1,F1_platt_shrunk,160,0.46390130816360325,-0.08397342780523287,0.2495946144451112,0.49412154330187114,0.7474747474747475,0.18032786885245902,0.775,False
train_forward_oof,AAPL,has_original_news,0,F1_calibrated,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,F1_calibrated,379,0.5026695526695527,0.005402626341600254,0.25628709658658233,0.5056854256854257,0.6222222222222222,0.38311688311688313,0.6200527704485488,False
train_forward_oof,AAPL,has_usable_text,0,F1_calibrated,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,F1_calibrated,379,0.5026695526695527,0.005402626341600254,0.25628709658658233,0.5056854256854257,0.6222222222222222,0.38311688311688313,0.6200527704485488,False
train_forward_oof,AAPL,has_qualified_event,0,F1_calibrated,223,0.5168143044619422,0.03436365392033389,0.2571671912189196,0.5164041994750657,0.6377952755905512,0.3958333333333333,0.6233183856502242,False
train_forward_oof,AAPL,has_qualified_event,1,F1_calibrated,160,0.4833581718827621,-0.033283656234475906,0.2551209073159689,0.49196886901804937,0.6060606060606061,0.36065573770491804,0.61875,False
train_forward_oof,AAPL,has_original_news,0,F2_temperature,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,F2_temperature,379,0.5004329004329005,0.0008523291021112745,0.26154616659464214,0.5139105339105339,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_usable_text,0,F2_temperature,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,F2_temperature,379,0.5004329004329005,0.0008523291021112745,0.26154616659464214,0.5139105339105339,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_qualified_event,0,F2_temperature,223,0.4746555118110236,-0.050310756509457086,0.2702354142375989,0.4664534120734908,0.5118110236220472,0.4375,0.5336322869955157,False
train_forward_oof,AAPL,has_qualified_event,1,F2_temperature,160,0.5369266434840205,0.07194278707087454,0.24936449356527626,0.5856929955290611,0.5656565656565656,0.5081967213114754,0.5375,False
train_forward_oof,AAPL,has_original_news,0,F2_platt_shrunk,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,F2_platt_shrunk,379,0.5033910533910534,0.009125260603184093,0.2538314942039197,0.5307936507936508,0.8444444444444444,0.16233766233766234,0.841688654353562,False
train_forward_oof,AAPL,has_usable_text,0,F2_platt_shrunk,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,F2_platt_shrunk,379,0.5033910533910534,0.009125260603184093,0.2538314942039197,0.5307936507936508,0.8444444444444444,0.16233766233766234,0.841688654353562,False
train_forward_oof,AAPL,has_qualified_event,0,F2_platt_shrunk,223,0.49926181102362205,-0.0018696964156976674,0.2642199505192662,0.4941765091863517,0.8110236220472441,0.1875,0.8116591928251121,False
train_forward_oof,AAPL,has_qualified_event,1,F2_platt_shrunk,160,0.5100182149362477,0.03008267824904047,0.23947441589717872,0.5807252856433185,0.8888888888888888,0.13114754098360656,0.88125,False
train_forward_oof,AAPL,has_original_news,0,F2_calibrated,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,F2_calibrated,379,0.5004329004329005,0.0008523291021112745,0.26335166929509096,0.4801154401154401,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_usable_text,0,F2_calibrated,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,F2_calibrated,379,0.5004329004329005,0.0008523291021112745,0.26335166929509096,0.4801154401154401,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_qualified_event,0,F2_calibrated,223,0.4746555118110236,-0.050310756509457086,0.2706806632575698,0.45250984251968507,0.5118110236220472,0.4375,0.5336322869955157,False
train_forward_oof,AAPL,has_qualified_event,1,F2_calibrated,160,0.5369266434840205,0.07194278707087454,0.25302071226538,0.5292266931611195,0.5656565656565656,0.5081967213114754,0.5375,False
train_forward_oof,AAPL,has_original_news,0,J0,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,J0,379,0.5026695526695527,0.005402626341600254,0.25926653151355117,0.5131024531024532,0.6222222222222222,0.38311688311688313,0.6200527704485488,False
train_forward_oof,AAPL,has_usable_text,0,J0,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,J0,379,0.5026695526695527,0.005402626341600254,0.25926653151355117,0.5131024531024532,0.6222222222222222,0.38311688311688313,0.6200527704485488,False
train_forward_oof,AAPL,has_qualified_event,0,J0,223,0.5168143044619422,0.03436365392033389,0.25682123986330424,0.536745406824147,0.6377952755905512,0.3958333333333333,0.6233183856502242,False
train_forward_oof,AAPL,has_qualified_event,1,J0,160,0.4833581718827621,-0.033283656234475906,0.26266061350111525,0.48302699122371257,0.6060606060606061,0.36065573770491804,0.61875,False
train_forward_oof,AAPL,has_original_news,0,J1,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,J1,379,0.5368398268398269,0.07284560034499676,0.2773201509523006,0.5120923520923522,0.5866666666666667,0.487012987012987,0.5567282321899736,False
train_forward_oof,AAPL,has_usable_text,0,J1,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,J1,379,0.5368398268398269,0.07284560034499676,0.2773201509523006,0.5120923520923522,0.5866666666666667,0.487012987012987,0.5567282321899736,False
train_forward_oof,AAPL,has_qualified_event,0,J1,223,0.5570866141732284,0.11403301801682487,0.27308785394216173,0.5330544619422573,0.6141732283464567,0.5,0.5650224215246636,False
train_forward_oof,AAPL,has_qualified_event,1,J1,160,0.5072859744990893,0.014226319992543996,0.2827535311742454,0.4851796655075344,0.5555555555555556,0.45901639344262296,0.55,False
train_forward_oof,AAPL,has_original_news,0,J2,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,J2,379,0.5004329004329005,0.0008523291021112745,0.2602047328634746,0.5187012987012987,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_usable_text,0,J2,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,J2,379,0.5004329004329005,0.0008523291021112745,0.2602047328634746,0.5187012987012987,0.5333333333333333,0.4675324675324675,0.5329815303430079,False
train_forward_oof,AAPL,has_qualified_event,0,J2,223,0.4746555118110236,-0.050310756509457086,0.2735861592982359,0.4751476377952756,0.5118110236220472,0.4375,0.5336322869955157,False
train_forward_oof,AAPL,has_qualified_event,1,J2,160,0.5369266434840205,0.07194278707087454,0.24151687148631035,0.5833747309157146,0.5656565656565656,0.5081967213114754,0.5375,False
train_forward_oof,AAPL,has_original_news,0,J3,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_original_news,1,J3,379,0.5342712842712842,0.06743268944530408,0.2721929289168003,0.506897546897547,0.5555555555555556,0.512987012987013,0.5277044854881267,False
train_forward_oof,AAPL,has_usable_text,0,J3,4,0.6666666666666666,0.3333333333333333,0.2587048015148473,0.6666666666666667,1.0,0.3333333333333333,0.75,False
train_forward_oof,AAPL,has_usable_text,1,J3,379,0.5342712842712842,0.06743268944530408,0.2721929289168003,0.506897546897547,0.5555555555555556,0.512987012987013,0.5277044854881267,False
train_forward_oof,AAPL,has_qualified_event,0,J3,223,0.4929461942257217,-0.014002346471887733,0.2851937538941481,0.4656332020997376,0.5275590551181102,0.4583333333333333,0.5336322869955157,False
