phase,symbol,flag,value,method,n,BA,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
development,AMZN,has_qualified_event,0,F2_calibrated,118,0.5084541062801933,0.019630903342655794,0.2540877527827909,0.5320048309178744,0.2391304347826087,0.7777777777777778,0.2288135593220339,False
development,AMZN,has_qualified_event,1,F2_calibrated,8,0.5,0.0,0.24574925925389957,0.6,0.0,1.0,0.0,True
development,AMZN,has_original_news,0,J0,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_original_news,1,J0,73,0.5994363929146538,0.20049361773565857,0.23665274609049416,0.5901771336553945,0.48148148148148145,0.717391304347826,0.3561643835616438,False
development,AMZN,has_usable_text,0,J0,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_usable_text,1,J0,73,0.5994363929146538,0.20049361773565857,0.23665274609049416,0.5901771336553945,0.48148148148148145,0.717391304347826,0.3561643835616438,False
development,AMZN,has_qualified_event,0,J0,118,0.5585748792270531,0.11630996441185117,0.24858493438670284,0.5851449275362319,0.4782608695652174,0.6388888888888888,0.4067796610169492,False
development,AMZN,has_qualified_event,1,J0,8,0.5333333333333333,0.06666666666666667,0.2414554225661896,0.3333333333333333,0.6666666666666666,0.4,0.625,False
development,AMZN,has_original_news,0,J1,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_original_news,1,J1,73,0.534219001610306,0.06658727008911494,0.23869166279273984,0.5853462157809983,0.48148148148148145,0.5869565217391305,0.4383561643835616,False
development,AMZN,has_usable_text,0,J1,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_usable_text,1,J1,73,0.534219001610306,0.06658727008911494,0.23869166279273984,0.5853462157809983,0.48148148148148145,0.5869565217391305,0.4383561643835616,False
development,AMZN,has_qualified_event,0,J1,118,0.5169082125603865,0.033104420640618,0.24959488138485694,0.5809178743961353,0.4782608695652174,0.5555555555555556,0.4576271186440678,False
development,AMZN,has_qualified_event,1,J1,8,0.5333333333333333,0.06666666666666667,0.24516381925140956,0.4,0.6666666666666666,0.4,0.625,False
development,AMZN,has_original_news,0,J2,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_original_news,1,J2,73,0.4440418679549114,-0.10981436312113849,0.3221258444677734,0.47665056360708535,0.5185185185185185,0.3695652173913043,0.589041095890411,False
development,AMZN,has_usable_text,0,J2,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_usable_text,1,J2,73,0.4440418679549114,-0.10981436312113849,0.3221258444677734,0.47665056360708535,0.5185185185185185,0.3695652173913043,0.589041095890411,False
development,AMZN,has_qualified_event,0,J2,118,0.447463768115942,-0.10286016413334878,0.29871961327171304,0.49064009661835745,0.4782608695652174,0.4166666666666667,0.5423728813559322,False
development,AMZN,has_qualified_event,1,J2,8,0.7,0.4472135954999579,0.2819109317049626,0.6,1.0,0.4,0.75,False
development,AMZN,has_original_news,0,J3,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_original_news,1,J3,73,0.5583735909822867,0.11674718196457327,0.3329223774601281,0.5209339774557166,0.7037037037037037,0.41304347826086957,0.6301369863013698,False
development,AMZN,has_usable_text,0,J3,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_usable_text,1,J3,73,0.5583735909822867,0.11674718196457327,0.3329223774601281,0.5209339774557166,0.7037037037037037,0.41304347826086957,0.6301369863013698,False
development,AMZN,has_qualified_event,0,J3,118,0.5157004830917875,0.030914746229166287,0.30558719081668967,0.5147946859903382,0.5869565217391305,0.4444444444444444,0.5677966101694916,False
development,AMZN,has_qualified_event,1,J3,8,0.7,0.4472135954999579,0.2791325264717945,0.6666666666666666,1.0,0.4,0.75,False
development,AMZN,has_original_news,0,N0M,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_original_news,1,N0M,73,0.465780998389694,-0.06658727008911494,0.3311016019355261,0.4782608695652174,0.5185185185185185,0.41304347826086957,0.5616438356164384,False
development,AMZN,has_usable_text,0,N0M,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_usable_text,1,N0M,73,0.465780998389694,-0.06658727008911494,0.3311016019355261,0.4782608695652174,0.5185185185185185,0.41304347826086957,0.5616438356164384,False
development,AMZN,has_qualified_event,0,N0M,118,0.4613526570048309,-0.07549269735627623,0.3039644827982227,0.49245169082125606,0.4782608695652174,0.4444444444444444,0.5254237288135594,False
development,AMZN,has_qualified_event,1,N0M,8,0.7,0.4472135954999579,0.28645289308218885,0.5333333333333333,1.0,0.4,0.75,False
development,AMZN,has_original_news,0,N1,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_original_news,1,N1,73,0.4722222222222222,-0.05368617618888927,0.2604009670629512,0.5096618357487923,0.4444444444444444,0.5,0.4794520547945205,False
development,AMZN,has_usable_text,0,N1,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_usable_text,1,N1,73,0.4722222222222222,-0.05368617618888927,0.2604009670629512,0.5096618357487923,0.4444444444444444,0.5,0.4794520547945205,False
development,AMZN,has_qualified_event,0,N1,118,0.46739130434782605,-0.06369696339435807,0.2635713249430411,0.5292874396135265,0.43478260869565216,0.5,0.4745762711864407,False
development,AMZN,has_qualified_event,1,N1,8,0.7,0.4472135954999579,0.2371086782338713,0.6666666666666666,1.0,0.4,0.75,False
development,AMZN,has_original_news,0,N1M,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_original_news,1,N1M,73,0.5124798711755233,0.02415622876811428,0.2611717954204046,0.5169082125603864,0.48148148148148145,0.5434782608695652,0.4657534246575342,False
development,AMZN,has_usable_text,0,N1M,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_usable_text,1,N1M,73,0.5124798711755233,0.02415622876811428,0.2611717954204046,0.5169082125603864,0.48148148148148145,0.5434782608695652,0.4657534246575342,False
development,AMZN,has_qualified_event,0,N1M,118,0.49214975845410625,-0.015349935683109488,0.26452974874704904,0.5298913043478262,0.45652173913043476,0.5277777777777778,0.4661016949152542,False
development,AMZN,has_qualified_event,1,N1M,8,0.7,0.4472135954999579,0.2300057358865164,0.6666666666666666,1.0,0.4,0.75,False
development,AMZN,has_original_news,0,N0,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_original_news,1,N0,73,0.4440418679549114,-0.10981436312113849,0.3221258444677734,0.47665056360708535,0.5185185185185185,0.3695652173913043,0.589041095890411,False
development,AMZN,has_usable_text,0,N0,53,0.49193548387096775,-0.015897613773829884,0.26394368251989403,0.5689149560117303,0.5,0.4838709677419355,0.5094339622641509,False
development,AMZN,has_usable_text,1,N0,73,0.4440418679549114,-0.10981436312113849,0.3221258444677734,0.47665056360708535,0.5185185185185185,0.3695652173913043,0.589041095890411,False
development,AMZN,has_qualified_event,0,N0,118,0.447463768115942,-0.10286016413334878,0.29871961327171304,0.49064009661835745,0.4782608695652174,0.4166666666666667,0.5423728813559322,False
development,AMZN,has_qualified_event,1,N0,8,0.7,0.4472135954999579,0.2819109317049626,0.6,1.0,0.4,0.75,False
later,AAPL,has_original_news,1,F0,178,0.5189465706707086,0.05202550290923069,0.2693583552956159,0.5129468232916509,0.8620689655172413,0.17582417582417584,0.8426966292134831,False
later,AAPL,has_usable_text,1,F0,178,0.5189465706707086,0.05202550290923069,0.2693583552956159,0.5129468232916509,0.8620689655172413,0.17582417582417584,0.8426966292134831,False
later,AAPL,has_qualified_event,0,F0,63,0.5498991935483871,0.14258085802543347,0.26589461397269826,0.5241935483870968,0.90625,0.1935483870967742,0.8571428571428571,False
later,AAPL,has_qualified_event,1,F0,115,0.5015151515151515,0.004075966567037654,0.27125588315077953,0.5175757575757576,0.8363636363636363,0.16666666666666666,0.8347826086956521,False
later,AAPL,has_original_news,1,R1,178,0.5386510041682455,0.08597676748504192,0.25577476582147957,0.5301250473664266,0.7586206896551724,0.31868131868131866,0.7191011235955056,False
later,AAPL,has_usable_text,1,R1,178,0.5386510041682455,0.08597676748504192,0.25577476582147957,0.5301250473664266,0.7586206896551724,0.31868131868131866,0.7191011235955056,False
later,AAPL,has_qualified_event,0,R1,63,0.5675403225806451,0.15514580672783237,0.2487227998191616,0.5625,0.8125,0.3225806451612903,0.746031746031746,False
later,AAPL,has_qualified_event,1,R1,115,0.521969696969697,0.04809822662991509,0.25963801676187986,0.5148484848484849,0.7272727272727273,0.31666666666666665,0.7043478260869566,False
later,AAPL,has_original_news,1,F1,178,0.5174308450170519,0.041750263492643866,0.2587278548675218,0.5385878489326765,0.7931034482758621,0.24175824175824176,0.7752808988764045,False
later,AAPL,has_usable_text,1,F1,178,0.5174308450170519,0.041750263492643866,0.2587278548675218,0.5385878489326765,0.7931034482758621,0.24175824175824176,0.7752808988764045,False
later,AAPL,has_qualified_event,0,F1,63,0.5196572580645161,0.04614689903257402,0.2594478040862957,0.5151209677419355,0.78125,0.25806451612903225,0.7619047619047619,False
later,AAPL,has_qualified_event,1,F1,115,0.5166666666666667,0.04036867138796655,0.2583334479041936,0.5521212121212121,0.8,0.23333333333333334,0.782608695652174,False
later,AAPL,has_original_news,1,F2,178,0.5671340154098775,0.15225387872362858,0.28557810785631715,0.5495768599216875,0.8045977011494253,0.32967032967032966,0.7359550561797753,False
later,AAPL,has_usable_text,1,F2,178,0.5671340154098775,0.15225387872362858,0.28557810785631715,0.5495768599216875,0.8045977011494253,0.32967032967032966,0.7359550561797753,False
later,AAPL,has_qualified_event,0,F2,63,0.5992943548387097,0.22808749198047001,0.2588578742746889,0.6018145161290323,0.84375,0.3548387096774194,0.746031746031746,False
later,AAPL,has_qualified_event,1,F2,115,0.5492424242424243,0.11086792033513435,0.30021614886190484,0.5309090909090909,0.7818181818181819,0.31666666666666665,0.7304347826086957,False
later,AAPL,has_original_news,1,F6,178,0.4939370973853733,-0.013658361895953085,0.2528519469342745,0.5226727295692812,0.7241379310344828,0.26373626373626374,0.7303370786516854,False
later,AAPL,has_usable_text,1,F6,178,0.4939370973853733,-0.013658361895953085,0.2528519469342745,0.5226727295692812,0.7241379310344828,0.26373626373626374,0.7303370786516854,False
later,AAPL,has_qualified_event,0,F6,63,0.5035282258064516,0.008485552916276633,0.2497503734792298,0.532258064516129,0.78125,0.22580645161290322,0.7777777777777778,False
later,AAPL,has_qualified_event,1,F6,115,0.4871212121212121,-0.028195512162364017,0.2545510697835598,0.5142424242424242,0.6909090909090909,0.2833333333333333,0.7043478260869566,False
later,AAPL,has_original_news,1,F1_temperature,178,0.5174308450170519,0.041750263492643866,0.2500334315053511,0.5385878489326765,0.7931034482758621,0.24175824175824176,0.7752808988764045,False
later,AAPL,has_usable_text,1,F1_temperature,178,0.5174308450170519,0.041750263492643866,0.2500334315053511,0.5385878489326765,0.7931034482758621,0.24175824175824176,0.7752808988764045,False
later,AAPL,has_qualified_event,0,F1_temperature,63,0.5196572580645161,0.04614689903257402,0.25029505334553237,0.5151209677419355,0.78125,0.25806451612903225,0.7619047619047619,False
later,AAPL,has_qualified_event,1,F1_temperature,115,0.5166666666666667,0.04036867138796655,0.2498901082363823,0.5521212121212121,0.8,0.23333333333333334,0.782608695652174,False
later,AAPL,has_original_news,1,F1_platt_shrunk,178,0.5,0.0,0.2603025400994729,0.5385878489326765,1.0,0.0,1.0,True
later,AAPL,has_usable_text,1,F1_platt_shrunk,178,0.5,0.0,0.2603025400994729,0.5385878489326765,1.0,0.0,1.0,True
later,AAPL,has_qualified_event,0,F1_platt_shrunk,63,0.5,0.0,0.2576610511234578,0.5151209677419355,1.0,0.0,1.0,True
later,AAPL,has_qualified_event,1,F1_platt_shrunk,115,0.5,0.0,0.26174961666894203,0.5521212121212121,1.0,0.0,1.0,True
later,AAPL,has_original_news,1,F1_calibrated,178,0.5,0.0,0.2603025400994729,0.5385878489326765,1.0,0.0,1.0,True
later,AAPL,has_usable_text,1,F1_calibrated,178,0.5,0.0,0.2603025400994729,0.5385878489326765,1.0,0.0,1.0,True
later,AAPL,has_qualified_event,0,F1_calibrated,63,0.5,0.0,0.2576610511234578,0.5151209677419355,1.0,0.0,1.0,True
later,AAPL,has_qualified_event,1,F1_calibrated,115,0.5,0.0,0.26174961666894203,0.5521212121212121,1.0,0.0,1.0,True
later,AAPL,has_original_news,1,F2_temperature,178,0.5671340154098775,0.15225387872362858,0.2502948063704212,0.5495768599216875,0.8045977011494253,0.32967032967032966,0.7359550561797753,False
later,AAPL,has_usable_text,1,F2_temperature,178,0.5671340154098775,0.15225387872362858,0.2502948063704212,0.5495768599216875,0.8045977011494253,0.32967032967032966,0.7359550561797753,False
later,AAPL,has_qualified_event,0,F2_temperature,63,0.5992943548387097,0.22808749198047001,0.2454564645066458,0.6018145161290323,0.84375,0.3548387096774194,0.746031746031746,False
later,AAPL,has_qualified_event,1,F2_temperature,115,0.5492424242424243,0.11086792033513435,0.2529453762610111,0.5309090909090909,0.7818181818181819,0.31666666666666665,0.7304347826086957,False
later,AAPL,has_original_news,1,F2_platt_shrunk,178,0.4932423897941139,-0.030834637576334794,0.26940092612242617,0.5495768599216875,0.9425287356321839,0.04395604395604396,0.949438202247191,False
later,AAPL,has_usable_text,1,F2_platt_shrunk,178,0.4932423897941139,-0.030834637576334794,0.26940092612242617,0.5495768599216875,0.9425287356321839,0.04395604395604396,0.949438202247191,False
later,AAPL,has_qualified_event,0,F2_platt_shrunk,63,0.5161290322580645,0.12903225806451613,0.2580721155460568,0.6018145161290323,1.0,0.03225806451612903,0.9841269841269841,False
later,AAPL,has_qualified_event,1,F2_platt_shrunk,115,0.47954545454545455,-0.08032299917901037,0.27560714409035025,0.5309090909090909,0.9090909090909091,0.05,0.9304347826086956,False
later,AAPL,has_original_news,1,F2_calibrated,178,0.4932423897941139,-0.030834637576334794,0.26940092612242617,0.5495768599216875,0.9425287356321839,0.04395604395604396,0.949438202247191,False
later,AAPL,has_usable_text,1,F2_calibrated,178,0.4932423897941139,-0.030834637576334794,0.26940092612242617,0.5495768599216875,0.9425287356321839,0.04395604395604396,0.949438202247191,False
later,AAPL,has_qualified_event,0,F2_calibrated,63,0.5161290322580645,0.12903225806451613,0.2580721155460568,0.6018145161290323,1.0,0.03225806451612903,0.9841269841269841,False
later,AAPL,has_qualified_event,1,F2_calibrated,115,0.47954545454545455,-0.08032299917901037,0.27560714409035025,0.5309090909090909,0.9090909090909091,0.05,0.9304347826086956,False
later,AAPL,has_original_news,1,J0,178,0.5174308450170519,0.041750263492643866,0.2587278548675218,0.5385878489326765,0.7931034482758621,0.24175824175824176,0.7752808988764045,False
later,AAPL,has_usable_text,1,J0,178,0.5174308450170519,0.041750263492643866,0.2587278548675218,0.5385878489326765,0.7931034482758621,0.24175824175824176,0.7752808988764045,False
later,AAPL,has_qualified_event,0,J0,63,0.5196572580645161,0.04614689903257402,0.2594478040862957,0.5151209677419355,0.78125,0.25806451612903225,0.7619047619047619,False
later,AAPL,has_qualified_event,1,J0,115,0.5166666666666667,0.04036867138796655,0.2583334479041936,0.5521212121212121,0.8,0.23333333333333334,0.782608695652174,False
later,AAPL,has_original_news,1,J1,178,0.5266515094101301,0.057379690271916625,0.28509322120668695,0.5385878489326765,0.7126436781609196,0.34065934065934067,0.6853932584269663,False
later,AAPL,has_usable_text,1,J1,178,0.5266515094101301,0.057379690271916625,0.28509322120668695,0.5385878489326765,0.7126436781609196,0.34065934065934067,0.6853932584269663,False
later,AAPL,has_qualified_event,0,J1,63,0.4727822580645161,-0.060241449667687415,0.2988000994762669,0.46774193548387094,0.6875,0.25806451612903225,0.7142857142857143,False
later,AAPL,has_qualified_event,1,J1,115,0.5553030303030303,0.11746236307852176,0.2775842357198736,0.5703030303030303,0.7272727272727273,0.38333333333333336,0.6695652173913044,False
later,AAPL,has_original_news,1,J2,178,0.5671340154098775,0.15225387872362858,0.2855781078563171,0.5495768599216875,0.8045977011494253,0.32967032967032966,0.7359550561797753,False
later,AAPL,has_usable_text,1,J2,178,0.5671340154098775,0.15225387872362858,0.2855781078563171,0.5495768599216875,0.8045977011494253,0.32967032967032966,0.7359550561797753,False
later,AAPL,has_qualified_event,0,J2,63,0.5992943548387097,0.22808749198047001,0.2588578742746889,0.6018145161290323,0.84375,0.3548387096774194,0.746031746031746,False
later,AAPL,has_qualified_event,1,J2,115,0.5492424242424243,0.11086792033513435,0.3002161488619048,0.5309090909090909,0.7818181818181819,0.31666666666666665,0.7304347826086957,False
later,AAPL,has_original_news,1,J3,178,0.5671340154098775,0.15225387872362858,0.25888817364617034,0.5610711127952507,0.8045977011494253,0.32967032967032966,0.7359550561797753,False
later,AAPL,has_usable_text,1,J3,178,0.5671340154098775,0.15225387872362858,0.25888817364617034,0.5610711127952507,0.8045977011494253,0.32967032967032966,0.7359550561797753,False
later,AAPL,has_qualified_event,0,J3,63,0.6466733870967742,0.3443268620122831,0.2385169181488947,0.6774193548387097,0.90625,0.3870967741935484,0.7619047619047619,False
later,AAPL,has_qualified_event,1,J3,115,0.5227272727272727,0.050666424068902885,0.2700480788316343,0.5033333333333334,0.7454545454545455,0.3,0.7217391304347827,False
later,AAPL,has_original_news,1,N0M,178,0.5673866363521536,0.15500725289603462,0.28312675402165777,0.5364405709233295,0.8160919540229885,0.31868131868131866,0.7471910112359551,False
later,AAPL,has_usable_text,1,N0M,178,0.5673866363521536,0.15500725289603462,0.28312675402165777,0.5364405709233295,0.8160919540229885,0.31868131868131866,0.7471910112359551,False
later,AAPL,has_qualified_event,0,N0M,63,0.5987903225806451,0.2375954816557457,0.25479566325511716,0.6078629032258065,0.875,0.3225806451612903,0.7777777777777778,False
later,AAPL,has_qualified_event,1,N0M,115,0.5492424242424243,0.11086792033513435,0.2986472646155018,0.506969696969697,0.7818181818181819,0.31666666666666665,0.7304347826086957,False
later,AAPL,has_original_news,1,N1,178,0.5459138562586838,0.11312111313687354,0.2586073945151263,0.5565239358342806,0.8390804597701149,0.25274725274725274,0.7921348314606742,False
later,AAPL,has_usable_text,1,N1,178,0.5459138562586838,0.11312111313687354,0.2586073945151263,0.5565239358342806,0.8390804597701149,0.25274725274725274,0.7921348314606742,False
later,AAPL,has_qualified_event,0,N1,63,0.5826612903225806,0.20423554736855434,0.24740548588359873,0.6209677419354839,0.875,0.2903225806451613,0.7936507936507936,False
later,AAPL,has_qualified_event,1,N1,115,0.5257575757575758,0.06332360547125385,0.2647440922871806,0.5278787878787878,0.8181818181818182,0.23333333333333334,0.7913043478260869,False
later,AAPL,has_original_news,1,N1M,178,0.5616395099153719,0.14076789415735066,0.2940225986473647,0.541871921182266,0.8045977011494253,0.31868131868131866,0.7415730337078652,False
later,AAPL,has_usable_text,1,N1M,178,0.5616395099153719,0.14076789415735066,0.2940225986473647,0.541871921182266,0.8045977011494253,0.31868131868131866,0.7415730337078652,False
later,AAPL,has_qualified_event,0,N1M,63,0.5992943548387097,0.22808749198047001,0.26884006765090857,0.5866935483870968,0.84375,0.3548387096774194,0.746031746031746,False
later,AAPL,has_qualified_event,1,N1M,115,0.5409090909090909,0.09307578419910345,0.30781824606281455,0.5245454545454545,0.7818181818181819,0.3,0.7391304347826086,False
later,AAPL,has_original_news,1,N0,178,0.5671340154098775,0.15225387872362858,0.2855781078563171,0.5495768599216875,0.8045977011494253,0.32967032967032966,0.7359550561797753,False
later,AAPL,has_usable_text,1,N0,178,0.5671340154098775,0.15225387872362858,0.2855781078563171,0.5495768599216875,0.8045977011494253,0.32967032967032966,0.7359550561797753,False
later,AAPL,has_qualified_event,0,N0,63,0.5992943548387097,0.22808749198047001,0.2588578742746889,0.6018145161290323,0.84375,0.3548387096774194,0.746031746031746,False
later,AAPL,has_qualified_event,1,N0,115,0.5492424242424243,0.11086792033513435,0.3002161488619048,0.5309090909090909,0.7818181818181819,0.31666666666666665,0.7304347826086957,False
later,AMZN,has_original_news,0,F0,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,F0,84,0.4367452558941921,-0.12575247920598617,0.2957066702047056,0.4341575618171363,0.46808510638297873,0.40540540540540543,0.5238095238095238,False
later,AMZN,has_usable_text,0,F0,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,F0,84,0.4367452558941921,-0.12575247920598617,0.2957066702047056,0.4341575618171363,0.46808510638297873,0.40540540540540543,0.5238095238095238,False
later,AMZN,has_qualified_event,0,F0,174,0.5070170793062359,0.014294877343248486,0.25932114918668564,0.5400503111346484,0.6043956043956044,0.40963855421686746,0.5977011494252874,False
later,AMZN,has_qualified_event,1,F0,5,0.16666666666666666,-0.6666666666666666,0.5587564314158991,0.0,0.3333333333333333,0.0,0.6,False
later,AMZN,has_original_news,0,R1,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,R1,84,0.4580218516388729,-0.08373988316725563,0.30538942739249597,0.42093156986774,0.5106382978723404,0.40540540540540543,0.5476190476190477,False
later,AMZN,has_usable_text,0,R1,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,R1,84,0.4580218516388729,-0.08373988316725563,0.30538942739249597,0.42093156986774,0.5106382978723404,0.40540540540540543,0.5476190476190477,False
later,AMZN,has_qualified_event,0,R1,174,0.5180060902952469,0.03686394188040709,0.2677624833223149,0.5347544022242817,0.6263736263736264,0.40963855421686746,0.6091954022988506,False
later,AMZN,has_qualified_event,1,R1,5,0.16666666666666666,-0.6666666666666666,0.4276683242508808,0.0,0.3333333333333333,0.0,0.6,False
later,AMZN,has_original_news,0,F1,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,F1,84,0.5543415756181713,0.12460403068253721,0.2757204114857473,0.4876365727429557,0.2978723404255319,0.8108108108108109,0.25,False
later,AMZN,has_usable_text,0,F1,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,F1,84,0.5543415756181713,0.12460403068253721,0.2757204114857473,0.4876365727429557,0.2978723404255319,0.8108108108108109,0.25,False
later,AMZN,has_qualified_event,0,F1,174,0.5468687938567457,0.09369418063187994,0.2559020053228906,0.5487885608367535,0.5274725274725275,0.5662650602409639,0.4827586206896552,False
later,AMZN,has_qualified_event,1,F1,5,0.5,0.0,0.3419734913974664,0.3333333333333333,0.0,1.0,0.0,True
later,AMZN,has_original_news,0,F2,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,F2,84,0.5333525014376078,0.06630585267224726,0.28293227466514725,0.5376653248993675,0.5531914893617021,0.5135135135135135,0.5238095238095238,False
later,AMZN,has_usable_text,0,F2,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,F2,84,0.5333525014376078,0.06630585267224726,0.28293227466514725,0.5376653248993675,0.5531914893617021,0.5135135135135135,0.5238095238095238,False
later,AMZN,has_qualified_event,0,F2,174,0.5585859923209321,0.11963667473546648,0.25618883875799653,0.5882430822189858,0.6593406593406593,0.4578313253012048,0.603448275862069,False
later,AMZN,has_qualified_event,1,F2,5,0.0,-1.0,0.45315098926970104,0.0,0.0,0.0,0.4,False
later,AMZN,has_original_news,0,F6,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,F6,84,0.45715928694652097,-0.08946561129828609,0.26769052945825456,0.41920644048303624,0.6170212765957447,0.2972972972972973,0.6547619047619048,False
later,AMZN,has_usable_text,0,F6,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,F6,84,0.45715928694652097,-0.08946561129828609,0.26769052945825456,0.41920644048303624,0.6170212765957447,0.2972972972972973,0.6547619047619048,False
later,AMZN,has_qualified_event,0,F6,174,0.5158877267311002,0.033390540451693144,0.2527387237754264,0.5379319475705018,0.6703296703296703,0.3614457831325301,0.6551724137931034,False
later,AMZN,has_qualified_event,1,F6,5,0.3333333333333333,-0.4082482904638631,0.31715367118734505,0.0,0.6666666666666666,0.0,0.8,False
later,AMZN,has_original_news,0,F1_temperature,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,F1_temperature,84,0.5543415756181713,0.12460403068253721,0.25012997405288095,0.4876365727429557,0.2978723404255319,0.8108108108108109,0.25,False
later,AMZN,has_usable_text,0,F1_temperature,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,F1_temperature,84,0.5543415756181713,0.12460403068253721,0.25012997405288095,0.4876365727429557,0.2978723404255319,0.8108108108108109,0.25,False
later,AMZN,has_qualified_event,0,F1_temperature,174,0.5468687938567457,0.09369418063187994,0.24616795109478118,0.5556732424202304,0.5274725274725275,0.5662650602409639,0.4827586206896552,False
later,AMZN,has_qualified_event,1,F1_temperature,5,0.5,0.0,0.2507992296635214,0.3333333333333333,0.0,1.0,0.0,True
later,AMZN,has_original_news,0,F1_platt_shrunk,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_original_news,1,F1_platt_shrunk,84,0.5204140310523289,0.060082885977088975,0.2545842238318342,0.4876365727429557,0.14893617021276595,0.8918918918918919,0.13095238095238096,False
later,AMZN,has_usable_text,0,F1_platt_shrunk,95,0.5596187943262412,0.12613553931990254,0.24290844019334246,0.6183510638297872,0.723404255319149,0.3958333333333333,0.6631578947368421,False
later,AMZN,has_usable_text,1,F1_platt_shrunk,84,0.5204140310523289,0.060082885977088975,0.2545842238318342,0.4876365727429557,0.14893617021276595,0.8918918918918919,0.13095238095238096,False
later,AMZN,has_qualified_event,0,F1_platt_shrunk,174,0.5264795445518338,0.053503770568653415,0.24779283524105394,0.5532900834105654,0.45054945054945056,0.6024096385542169,0.42528735632183906,False
later,AMZN,has_qualified_event,1,F1_platt_shrunk,5,0.5,0.0,0.26908465765964285,0.3333333333333333,0.0,1.0,0.0,True
