method,phase,symbol,month,n,BA,MCC,Brier,Accuracy,AUC,predicted_up,constant
A,later,AAPL,2019-01,63,0.48804573804573803,-0.029085974677101674,0.2585169287213992,0.5396825396825397,0.4553014553014553,0.7936507936507936,False
A,later,AAPL,2019-02,2,,0.0,0.4083408880370367,0.0,,1.0,True
A,later,AMZN,2018-11,60,0.5138888888888888,0.02723168561657922,0.267106988666287,0.5166666666666667,0.5370370370370371,0.5166666666666667,False
A,later,AMZN,2018-12,54,0.6323308270676692,0.2572263857652138,0.23120015918705453,0.6481481481481481,0.6300751879699249,0.4074074074074074,False
A,later,AMZN,2019-01,63,0.49684210526315786,-0.006186882248897459,0.2694779992781568,0.49206349206349204,0.4421052631578947,0.47619047619047616,False
A,later,AMZN,2019-02,2,0.5,0.0,0.26145143278404165,0.5,0.0,1.0,True
A,train_forward_oof,AAPL,2018-03,62,0.5145833333333334,0.029288959306450306,0.28068955092967074,0.5161290322580645,0.5135416666666667,0.5483870967741935,False
A,train_forward_oof,AAPL,2018-04,63,0.5120967741935484,0.028398091712353243,0.25481623072418025,0.5079365079365079,0.5675403225806451,0.7619047619047619,False
A,train_forward_oof,AAPL,2018-05,66,0.5992544268406338,0.21152603960959654,0.27216392738052864,0.5757575757575758,0.6178937558247903,0.3181818181818182,False
A,train_forward_oof,AAPL,2018-06,63,0.4629629629629629,-0.0761386987626881,0.26164400351483014,0.4444444444444444,0.5102880658436214,0.36507936507936506,False
A,train_forward_oof,AAPL,2018-07,60,0.5659340659340659,0.12607465830311831,0.25800514531959506,0.55,0.6324786324786326,0.4666666666666667,False
A,train_forward_oof,AAPL,2018-08,69,0.46405228758169936,-0.07067418228235592,0.2572722244668246,0.5797101449275363,0.4433551198257081,0.7246376811594203,False
A,train_forward_oof,AMZN,2018-03,62,0.42486772486772484,-0.15937962369601547,0.30454245710075767,0.4032258064516129,0.40529100529100526,0.6774193548387096,False
A,train_forward_oof,AMZN,2018-04,63,0.37857142857142856,-0.2531399269503094,0.28189101551056694,0.3968253968253968,0.34183673469387754,0.3492063492063492,False
A,train_forward_oof,AMZN,2018-05,65,0.5969785575048733,0.21748750777439183,0.26264452938582356,0.5538461538461539,0.55458089668616,0.26153846153846155,False
A,train_forward_oof,AMZN,2018-06,63,0.5793478260869566,0.152828062049447,0.28270697214949564,0.5714285714285714,0.5413043478260869,0.49206349206349204,False
A,train_forward_oof,AMZN,2018-07,60,0.6166666666666667,0.23995690956687135,0.24249390398551868,0.6166666666666667,0.6311111111111112,0.6166666666666667,False
A,train_forward_oof,AMZN,2018-08,69,0.6400862068965517,0.27661828579457937,0.2305148064594193,0.6376811594202898,0.6672413793103448,0.5072463768115942,False
AL,development,AAPL,2018-09,57,0.6157635467980296,0.2359263550512071,0.24633813204112184,0.6140350877192983,0.5886699507389163,0.5964912280701754,False
AL,development,AAPL,2018-10,69,0.5410256410256411,0.09439569093506098,0.2563450746213069,0.5072463768115942,0.5162393162393163,0.7536231884057971,False
AL,development,AMZN,2018-09,57,0.4895320197044335,-0.02133376614824745,0.2545283152630363,0.49122807017543857,0.5061576354679803,0.40350877192982454,False
AL,development,AMZN,2018-10,69,0.65625,0.2890730751633232,0.24220680697950617,0.6521739130434783,0.6815476190476191,0.4492753623188406,False
AL,later,AAPL,2018-11,60,0.5066740823136818,0.01667593364912675,0.2539318374991971,0.5166666666666667,0.5706340378197998,0.8,False
AL,later,AAPL,2018-12,53,0.5565015479876161,0.12030098223477871,0.2546733477581879,0.49056603773584906,0.6393188854489164,0.7169811320754716,False
AL,later,AAPL,2019-01,63,0.47453222453222454,-0.06031793794762581,0.2598772622622517,0.5238095238095238,0.4490644490644491,0.7777777777777778,False
AL,later,AAPL,2019-02,2,,0.0,0.4083408880370367,0.0,,1.0,True
AL,later,AMZN,2018-11,60,0.5138888888888888,0.02723168561657922,0.267106988666287,0.5166666666666667,0.5370370370370371,0.5166666666666667,False
AL,later,AMZN,2018-12,54,0.6323308270676692,0.2572263857652138,0.23128188585026338,0.6481481481481481,0.6300751879699249,0.4074074074074074,False
AL,later,AMZN,2019-01,63,0.49684210526315786,-0.006186882248897459,0.26874211981445506,0.49206349206349204,0.4431578947368421,0.47619047619047616,False
AL,later,AMZN,2019-02,2,0.5,0.0,0.26145143278404165,0.5,0.0,1.0,True
AL,train_forward_oof,AAPL,2018-03,62,0.5145833333333334,0.029288959306450306,0.28068955092967074,0.5161290322580645,0.5135416666666667,0.5483870967741935,False
AL,train_forward_oof,AAPL,2018-04,63,0.5277217741935484,0.06367924903008046,0.2515024943570492,0.5238095238095238,0.5796370967741935,0.746031746031746,False
AL,train_forward_oof,AAPL,2018-05,66,0.5857409133271203,0.18519277883019114,0.2619571473050218,0.5606060606060606,0.5899347623485555,0.30303030303030304,False
AL,train_forward_oof,AAPL,2018-06,63,0.4629629629629629,-0.0761386987626881,0.26041558938734805,0.4444444444444444,0.5041152263374485,0.36507936507936506,False
AL,train_forward_oof,AAPL,2018-07,60,0.5421245421245421,0.08041319055977775,0.2537823961158078,0.5333333333333333,0.6153846153846154,0.48333333333333334,False
AL,train_forward_oof,AAPL,2018-08,69,0.46405228758169936,-0.07067418228235592,0.25647054508700184,0.5797101449275363,0.4433551198257081,0.7246376811594203,False
AL,train_forward_oof,AMZN,2018-03,62,0.42486772486772484,-0.15937962369601547,0.30454245710075767,0.4032258064516129,0.40529100529100526,0.6774193548387096,False
AL,train_forward_oof,AMZN,2018-04,63,0.37857142857142856,-0.2531399269503094,0.2847785883806264,0.3968253968253968,0.3469387755102041,0.3492063492063492,False
AL,train_forward_oof,AMZN,2018-05,65,0.5969785575048733,0.21748750777439183,0.25890406636430763,0.5538461538461539,0.5760233918128655,0.26153846153846155,False
AL,train_forward_oof,AMZN,2018-06,63,0.5668478260869565,0.12888239575969596,0.27818285505381046,0.5555555555555556,0.5445652173913043,0.47619047619047616,False
AL,train_forward_oof,AMZN,2018-07,60,0.6166666666666667,0.23995690956687135,0.23903457649335164,0.6166666666666667,0.6344444444444445,0.6166666666666667,False
AL,train_forward_oof,AMZN,2018-08,69,0.6400862068965517,0.27661828579457937,0.2305148064594193,0.6376811594202898,0.6672413793103448,0.5072463768115942,False
DUA,development,AAPL,2018-09,57,0.6169950738916257,0.24814583349273256,0.2271367918542808,0.6140350877192983,0.6798029556650246,0.6666666666666666,False
DUA,development,AAPL,2018-10,69,0.4807692307692308,-0.054161860850558914,0.28742203165917235,0.43478260869565216,0.4769230769230769,0.855072463768116,False
DUA,development,AMZN,2018-09,57,0.4753694581280788,-0.05019709681940576,0.25545443472722673,0.47368421052631576,0.49014778325123154,0.5964912280701754,False
DUA,development,AMZN,2018-10,69,0.5758928571428572,0.1431049438115632,0.2601525267500896,0.5217391304347826,0.6418650793650794,0.6086956521739131,False
DUA,later,AAPL,2018-11,60,0.4204671857619577,-0.24761060243227379,0.30968308772334846,0.43333333333333335,0.45050055617352613,0.8833333333333333,False
DUA,later,AAPL,2018-12,53,0.5178018575851393,0.06463734976209491,0.37350177955381936,0.39622641509433965,0.5990712074303405,0.9245283018867925,False
DUA,later,AAPL,2019-01,63,0.4688149688149688,-0.0781966239492789,0.28201512446707183,0.5238095238095238,0.4833679833679834,0.8095238095238095,False
DUA,later,AAPL,2019-02,2,,0.0,0.48917837228709493,0.0,,1.0,True
DUA,later,AMZN,2018-11,60,0.5,0.0,0.2537947546113453,0.5166666666666667,0.5567129629629629,0.5833333333333334,False
DUA,later,AMZN,2018-12,54,0.5466165413533834,0.08910768833625551,0.2357470808128148,0.5370370370370371,0.6541353383458647,0.5185185185185185,False
DUA,later,AMZN,2019-01,63,0.4957894736842105,-0.008557250996811162,0.2577324222712785,0.5238095238095238,0.4705263157894737,0.6349206349206349,False
DUA,later,AMZN,2019-02,2,0.5,0.0,0.26145143278404165,0.5,0.0,1.0,True
DUA,train_forward_oof,AAPL,2018-03,62,0.5145833333333334,0.029288959306450306,0.28068955092967074,0.5161290322580645,0.5135416666666667,0.5483870967741935,False
DUA,train_forward_oof,AAPL,2018-04,63,0.5443548387096775,0.10958980590507794,0.27638217435387924,0.5396825396825397,0.5201612903225806,0.7936507936507936,False
DUA,train_forward_oof,AAPL,2018-05,66,0.5302889095992545,0.06197999872423893,0.38551870813857986,0.5151515151515151,0.4464119291705499,0.3787878787878788,False
DUA,train_forward_oof,AAPL,2018-06,63,0.6018518518518519,0.23159177829329272,0.26743540691532913,0.6349206349206349,0.5524691358024691,0.746031746031746,False
DUA,train_forward_oof,AAPL,2018-07,60,0.4194139194139194,-0.19218555339901836,0.3311109095723927,0.5166666666666667,0.24053724053724057,0.8,False
DUA,train_forward_oof,AAPL,2018-08,69,0.4297385620915033,-0.16856136144190217,0.2468066483920107,0.6086956521739131,0.39324618736383443,0.8405797101449275,False
DUA,train_forward_oof,AMZN,2018-03,62,0.42486772486772484,-0.15937962369601547,0.30454245710075767,0.4032258064516129,0.40529100529100526,0.6774193548387096,False
DUA,train_forward_oof,AMZN,2018-04,63,0.41785714285714287,-0.18391174353957038,0.2897947134949551,0.4444444444444444,0.36428571428571427,0.2698412698412698,False
DUA,train_forward_oof,AMZN,2018-05,65,0.6101364522417154,0.24257697570248454,0.2669304840338213,0.5692307692307692,0.5828460038986354,0.27692307692307694,False
DUA,train_forward_oof,AMZN,2018-06,63,0.5760869565217391,0.14744195615489714,0.2996501498034666,0.5555555555555556,0.5293478260869565,0.4444444444444444,False
DUA,train_forward_oof,AMZN,2018-07,60,0.5166666666666667,0.03849001794597505,0.253910947569255,0.5166666666666667,0.5555555555555556,0.75,False
DUA,train_forward_oof,AMZN,2018-08,69,0.5801724137931035,0.1918851827829536,0.2319584327918613,0.6231884057971014,0.6405172413793102,0.782608695652174,False
DUAL,development,AAPL,2018-09,57,0.6342364532019704,0.281230629593758,0.22762215231926822,0.631578947368421,0.6773399014778325,0.6491228070175439,False
DUAL,development,AAPL,2018-10,69,0.4846153846153846,-0.04764306126032131,0.2888378990488176,0.43478260869565216,0.47094017094017093,0.8840579710144928,False
DUAL,development,AMZN,2018-09,57,0.4753694581280788,-0.05019709681940576,0.2558079617291865,0.47368421052631576,0.49137931034482757,0.5964912280701754,False
DUAL,development,AMZN,2018-10,69,0.5758928571428572,0.1431049438115632,0.26077482121803264,0.5217391304347826,0.6408730158730159,0.6086956521739131,False
DUAL,later,AAPL,2018-11,60,0.43659621802002224,-0.21122849288893886,0.3106034975610417,0.45,0.45050055617352613,0.9,False
DUAL,later,AAPL,2018-12,53,0.5178018575851393,0.06463734976209491,0.37520879670083607,0.39622641509433965,0.6006191950464396,0.9245283018867925,False
DUAL,later,AAPL,2019-01,63,0.46309771309771314,-0.09943353464277589,0.281823452791906,0.5238095238095238,0.4854469854469854,0.8412698412698413,False
DUAL,later,AAPL,2019-02,2,,0.0,0.4923003298109986,0.0,,1.0,True
DUAL,later,AMZN,2018-11,60,0.5,0.0,0.25341680437620323,0.5166666666666667,0.5567129629629629,0.5833333333333334,False
DUAL,later,AMZN,2018-12,54,0.5466165413533834,0.08910768833625551,0.23620139718137026,0.5370370370370371,0.6556390977443609,0.5185185185185185,False
DUAL,later,AMZN,2019-01,63,0.4957894736842105,-0.008557250996811162,0.25762171114642163,0.5238095238095238,0.4705263157894737,0.6349206349206349,False
DUAL,later,AMZN,2019-02,2,0.5,0.0,0.26145143278404165,0.5,0.0,1.0,True
DUAL,train_forward_oof,AAPL,2018-03,62,0.5145833333333334,0.029288959306450306,0.28068955092967074,0.5161290322580645,0.5135416666666667,0.5483870967741935,False
DUAL,train_forward_oof,AAPL,2018-04,63,0.5599798387096775,0.14425439957670275,0.2729351386184229,0.5555555555555556,0.5231854838709677,0.7777777777777778,False
DUAL,train_forward_oof,AAPL,2018-05,66,0.5857409133271203,0.18519277883019114,0.3458025355244819,0.5606060606060606,0.4808946877912395,0.30303030303030304,False
DUAL,train_forward_oof,AAPL,2018-06,63,0.6157407407407407,0.24029576503399763,0.25350801679625085,0.6349206349206349,0.5648148148148148,0.6507936507936508,False
DUAL,train_forward_oof,AAPL,2018-07,60,0.44505494505494503,-0.14064216928154863,0.29667915202686146,0.55,0.25396825396825395,0.8333333333333334,False
DUAL,train_forward_oof,AAPL,2018-08,69,0.4297385620915033,-0.16856136144190217,0.24628976033874878,0.6086956521739131,0.39542483660130723,0.8405797101449275,False
DUAL,train_forward_oof,AMZN,2018-03,62,0.42486772486772484,-0.15937962369601547,0.30454245710075767,0.4032258064516129,0.40529100529100526,0.6774193548387096,False
DUAL,train_forward_oof,AMZN,2018-04,63,0.41785714285714287,-0.18391174353957038,0.2930315154478435,0.4444444444444444,0.37040816326530607,0.2698412698412698,False
DUAL,train_forward_oof,AMZN,2018-05,65,0.6101364522417154,0.24257697570248454,0.2610979101676525,0.5692307692307692,0.5740740740740741,0.27692307692307694,False
DUAL,train_forward_oof,AMZN,2018-06,63,0.5543478260869565,0.10499476089214396,0.2861212693117028,0.5396825396825397,0.532608695652174,0.4603174603174603,False
DUAL,train_forward_oof,AMZN,2018-07,60,0.5333333333333333,0.07537783614444091,0.24378639741115252,0.5333333333333333,0.5944444444444444,0.7333333333333333,False
DUAL,train_forward_oof,AMZN,2018-08,69,0.5801724137931035,0.1918851827829536,0.23205245010780046,0.6231884057971014,0.6370689655172413,0.782608695652174,False
DUAL_PARTIAL,development,AAPL,2018-09,57,0.6009852216748768,0.23456736421424432,0.23106372434455677,0.5964912280701754,0.6798029556650247,0.7543859649122807,False
DUAL_PARTIAL,development,AAPL,2018-10,69,0.4846153846153846,-0.04764306126032131,0.3090875055070871,0.43478260869565216,0.4341880341880342,0.8840579710144928,False
DUAL_PARTIAL,development,AMZN,2018-09,57,0.4716748768472906,-0.05817474046899912,0.2551079887581973,0.47368421052631576,0.5233990147783251,0.38596491228070173,False
DUAL_PARTIAL,development,AMZN,2018-10,69,0.5699404761904763,0.12884887359628808,0.24919403297854908,0.5507246376811594,0.6527777777777778,0.5217391304347826,False
DUAL_PARTIAL,later,AAPL,2018-11,60,0.45161290322580644,-0.2218918502532901,0.33111667910411663,0.4666666666666667,0.407119021134594,0.95,False
DUAL_PARTIAL,later,AAPL,2018-12,53,0.5294117647058824,0.1480359693190343,0.4001492114669652,0.39622641509433965,0.565015479876161,0.9622641509433962,False
DUAL_PARTIAL,later,AAPL,2019-01,63,0.5150727650727651,0.039094210537982045,0.2782482390939866,0.5714285714285714,0.5124740124740125,0.8253968253968254,False
DUAL_PARTIAL,later,AAPL,2019-02,2,,0.0,0.5845346075519611,0.0,,1.0,True
DUAL_PARTIAL,later,AMZN,2018-11,60,0.48611111111111116,-0.027461751819054483,0.26221048329904595,0.5,0.5428240740740741,0.5666666666666667,False
DUAL_PARTIAL,later,AMZN,2018-12,54,0.575187969924812,0.14372207796170244,0.23061373636233623,0.5740740740740741,0.6631578947368422,0.48148148148148145,False
DUAL_PARTIAL,later,AMZN,2019-01,63,0.45,-0.09815746756173915,0.26623230366089756,0.4603174603174603,0.44947368421052636,0.5396825396825397,False
DUAL_PARTIAL,later,AMZN,2019-02,2,0.5,0.0,0.26145143278404165,0.5,0.0,1.0,True
DUAL_PARTIAL,train_forward_oof,AAPL,2018-03,62,0.5145833333333334,0.029288959306450306,0.28068955092967074,0.5161290322580645,0.5135416666666667,0.5483870967741935,False
DUAL_PARTIAL,train_forward_oof,AAPL,2018-04,63,0.5115927419354839,0.02611371280007754,0.2755745862461553,0.5079365079365079,0.5191532258064516,0.7301587301587301,False
DUAL_PARTIAL,train_forward_oof,AAPL,2018-05,66,0.4995340167753961,-0.0009535384419113682,0.29123079260638374,0.48484848484848486,0.451071761416589,0.3787878787878788,False
DUAL_PARTIAL,train_forward_oof,AAPL,2018-06,63,0.6203703703703703,0.24532669073132907,0.2591943417316454,0.6349206349206349,0.5462962962962963,0.6190476190476191,False
DUAL_PARTIAL,train_forward_oof,AAPL,2018-07,60,0.2765567765567766,-0.4301431409132376,0.347640857779803,0.31666666666666665,0.20879120879120883,0.5666666666666667,False
DUAL_PARTIAL,train_forward_oof,AAPL,2018-08,69,0.4493464052287582,-0.13208841474593602,0.24228352205133744,0.6376811594202898,0.39542483660130723,0.8695652173913043,False
