variant,method,parameter,symbol,month,n,BA,MCC,Brier,pred_up,constant,selected_oof,selected_final,return_MAE,return_RMSE,return_corr
price_F1,C2,0.5,AMZN,2018-07,60,0.44999999999999996,-0.11095900821829636,0.2592744031719187,0.7166666666666667,0,,,0.006869662818229144,0.00970869840509426,-0.011610098571724901
price_F1,C2,1.0,AMZN,2018-07,60,0.44999999999999996,-0.11095900821829636,0.25933878080446715,0.7166666666666667,0,,,0.006875394805553296,0.009713706510887944,-0.0121580549718315
price_F1,C2,0.0,AAPL,2018-08,69,0.6683006535947713,0.30749693852366405,0.21908305422797397,0.6376811594202898,0,,,0.005061628234610123,0.007105539776119009,0.17562254207099512
price_F1,C2,0.1,AAPL,2018-08,69,0.6683006535947713,0.30749693852366405,0.2190365037614784,0.6376811594202898,0,,,0.005164556332296898,0.007096654725654892,0.2503525083751212
price_F1,C2,0.5,AAPL,2018-08,69,0.6683006535947713,0.30749693852366405,0.21898537413651384,0.6376811594202898,0,,,0.005213816659312925,0.007132503137483952,0.25864220122570497
price_F1,C2,1.0,AAPL,2018-08,69,0.6683006535947713,0.30749693852366405,0.21899225253120072,0.6376811594202898,0,,,0.005218899790940604,0.0071357085351201185,0.25982399750562907
price_F1,C2,0.0,AMZN,2018-08,69,0.6258620689655172,0.25303634910526385,0.23332661407183136,0.5942028985507246,0,,,0.005772522206386607,0.007305370611940526,0.20914881431185572
price_F1,C2,0.1,AMZN,2018-08,69,0.643103448275862,0.28620689655172415,0.23342152828352133,0.5797101449275363,0,,,0.005647265910807282,0.007198169688432774,0.2247987122611749
price_F1,C2,0.5,AMZN,2018-08,69,0.643103448275862,0.28620689655172415,0.23351099791763122,0.5797101449275363,0,,,0.005674779085152563,0.007235735152365948,0.22074903970249624
price_F1,C2,1.0,AMZN,2018-08,69,0.643103448275862,0.28620689655172415,0.2335614023056489,0.5797101449275363,0,,,0.005676488103363683,0.007237768919610793,0.2219013620535699
price_F1,C2,0.5,AAPL,2018-03,62,0.46875,-0.0625978857295168,0.3519784148710221,0.46774193548387094,0,True,,0.008000503362936043,0.010928933658296525,0.13069002752023576
price_F1,C2,0.5,AMZN,2018-03,62,0.4777777777777778,-0.044657608470472246,0.3727017990981979,0.5806451612903226,0,True,,0.010984789475019349,0.015703243570198585,-0.3752381744414541
price_F1,C2,0.5,AAPL,2018-04,63,0.44506048387096775,-0.11021284274535893,0.3251025626089374,0.5396825396825397,0,True,,0.008119631859953706,0.011428149995927134,-0.029708528342646878
price_F1,C2,0.5,AMZN,2018-04,63,0.5107142857142857,0.02258769757263128,0.3598553364415135,0.6666666666666666,0,True,,0.013018882176623519,0.017018964033077854,-0.015160388451203906
price_F1,C2,0.5,AAPL,2018-05,66,0.5191053122087605,0.03799873392407423,0.28414003910424174,0.4696969696969697,0,True,,0.005813874731437968,0.0073176981465022045,0.007167314838541924
price_F1,C2,0.5,AMZN,2018-05,65,0.5004873294346979,0.001237934771726629,0.27165987708780825,0.8153846153846154,0,True,,0.004405689513247859,0.0054262545186093076,-0.03483245847025839
price_F1,C2,0.5,AAPL,2018-06,63,0.5046296296296297,0.009174698042719672,0.28218617497297577,0.5238095238095238,0,True,,0.004989166136706839,0.006139372320848474,0.04163269275179351
price_F1,C2,0.5,AMZN,2018-06,63,0.5706521739130435,0.14823347845758572,0.2397463394862903,0.6984126984126984,0,True,,0.006618662043775981,0.008394358233483747,0.1459422724277883
price_F1,C2,0.5,AAPL,2018-07,60,0.6062271062271063,0.20449428010629328,0.24370418403845232,0.5666666666666667,0,True,,0.005240049700014372,0.006907635582077887,-0.06319130199321242
price_F1,C2,0.5,AMZN,2018-07,60,0.44999999999999996,-0.11095900821829636,0.2592744031719187,0.7166666666666667,0,True,,0.006869662818229144,0.00970869840509426,-0.011610098571724901
price_F1,C2,0.5,AAPL,2018-08,69,0.6683006535947713,0.30749693852366405,0.21898537413651384,0.6376811594202898,0,True,,0.005213816659312925,0.007132503137483952,0.25864220122570497
price_F1,C2,0.5,AMZN,2018-08,69,0.643103448275862,0.28620689655172415,0.23351099791763122,0.5797101449275363,0,True,,0.005674779085152563,0.007235735152365948,0.22074903970249624
price_F1,C2,0.5,AAPL,development,126,0.5484279918864097,0.10599833522235637,0.2507935664874187,0.7063492063492064,0,,True,0.007447319499692833,0.009773475258623422,0.0451155189510419
price_F1,C2,0.5,AMZN,development,126,0.4935064935064935,-0.012824880070183379,0.29782276998152013,0.5793650793650794,0,,True,0.011625264357786892,0.015515291976021065,0.07834700216697178
price_F1,C2,0.5,AAPL,later,178,0.5203991410887963,0.0429699008402495,0.2756572192302804,0.6573033707865169,0,,True,0.010531980954291706,0.013199322682333673,0.04492156102472285
price_F1,C2,0.5,AMZN,later,179,0.49730913642052565,-0.005507224706022116,0.2848530498010944,0.6089385474860335,0,,True,0.014037830702591767,0.018833068703615004,0.08921799349971293
