variant,method,parameter,symbol,month,n,BA,MCC,Brier,pred_up,constant,selected_oof,selected_final,return_MAE,return_RMSE,return_corr
price,C2,0.0,AAPL,2018-05,66,0.5400745573159367,0.08048737734561064,0.28846800566147995,0.42424242424242425,0,True,,0.004796800247859505,0.006371792118802359,-0.06731010622761383
price,C2,0.0,AMZN,2018-05,65,0.44590643274853803,-0.10663931317935317,0.2745177896492419,0.49230769230769234,0,True,,0.003950633202761855,0.005095331691096185,0.13557445029304444
price,C2,0.0,AAPL,2018-06,63,0.44907407407407407,-0.10112618056102679,0.2855504233581605,0.4603174603174603,0,True,,0.0041867730089956215,0.005565910276591857,-0.1841179654492501
price,C2,0.0,AMZN,2018-06,63,0.5489130434782609,0.10425720702853737,0.22695343551989597,0.7142857142857143,0,True,,0.006076188199941276,0.008122424544807539,-0.24541742358154411
price,C2,0.0,AAPL,2018-07,60,0.6172161172161172,0.22413272587221034,0.24308727725672075,0.5333333333333333,0,True,,0.004555224862049816,0.006222936517885877,-0.15491913116311143
price,C2,0.0,AMZN,2018-07,60,0.5833333333333334,0.20227834851568371,0.2523810753174719,0.7833333333333333,0,True,,0.007059089763646076,0.009457095908579898,0.0669189352716174
price,C2,0.0,AAPL,2018-08,69,0.6127450980392157,0.21004201260420147,0.21832785836926902,0.6666666666666666,0,True,,0.005061626626822027,0.0071055372973410965,-0.15165033531639582
price,C2,0.0,AMZN,2018-08,69,0.6383620689655172,0.2798784825060619,0.22457253057313792,0.6086956521739131,0,True,,0.005772522403797131,0.007305368536206874,-0.3049326759228259
price,C2,0.0,AAPL,development,126,0.5238336713995944,0.05176738909428016,0.25027122760951276,0.6984126984126984,0,,True,0.007111832945243927,0.009335799758845522,-0.19891013686418785
price,C2,0.0,AMZN,development,126,0.5306122448979592,0.06080689921050603,0.2970855429988567,0.5952380952380952,0,,True,0.010781913108553783,0.014667946663172836,-0.005259480208497499
price,C2,0.0,AAPL,later,178,0.5146520146520146,0.030745589405179942,0.27855006378607544,0.651685393258427,0,,True,0.009928894260378891,0.01263276055782367,-0.09942344922724726
price,C2,0.0,AMZN,later,179,0.5026282853566959,0.0053933053944735096,0.2885055381942335,0.6145251396648045,0,,True,0.013883868004648576,0.018641908002101002,-0.1901581804298397
price_F1,C0,0.01,AAPL,2018-03,62,0.471875,-0.058191817512585564,0.2672733210080698,0.3709677419354839,0,,,,,
price_F1,C0,0.1,AAPL,2018-03,62,0.45416666666666666,-0.09283444198266944,0.30903528156576027,0.41935483870967744,0,,,,,
price_F1,C0,1.0,AAPL,2018-03,62,0.421875,-0.1582405261068229,0.3313137519152147,0.41935483870967744,0,,,,,
price_F1,C0,0.01,AMZN,2018-03,62,0.40476190476190477,-0.22587697572631282,0.2686494974112544,0.7741935483870968,0,,,,,
price_F1,C0,0.1,AMZN,2018-03,62,0.4291005291005291,-0.15489104267951137,0.31261895823544994,0.7096774193548387,0,,,,,
price_F1,C0,1.0,AMZN,2018-03,62,0.42063492063492064,-0.16448792373994225,0.3441673512867106,0.6451612903225806,0,,,,,
price_F1,C0,0.01,AAPL,2018-04,63,0.6033266129032258,0.20665322580645162,0.24032748023232756,0.5079365079365079,0,,,,,
price_F1,C0,0.1,AAPL,2018-04,63,0.5403225806451613,0.08089015981310747,0.25186740042924555,0.5396825396825397,0,,,,,
price_F1,C0,1.0,AAPL,2018-04,63,0.49294354838709675,-0.014199045856176621,0.2959993885354377,0.5555555555555556,0,,,,,
price_F1,C0,0.01,AMZN,2018-04,63,0.48928571428571427,-0.025,0.25605462016220276,0.7619047619047619,0,,,,,
price_F1,C0,0.1,AMZN,2018-04,63,0.45357142857142857,-0.1039501159136702,0.2897552577565348,0.7301587301587301,0,,,,,
price_F1,C0,1.0,AMZN,2018-04,63,0.48214285714285715,-0.03866801405560912,0.336990495346742,0.6984126984126984,0,,,,,
price_F1,C0,0.01,AAPL,2018-05,66,0.5806150978564772,0.1603361211918254,0.24906210346757574,0.4696969696969697,0,,,,,
price_F1,C0,0.1,AAPL,2018-05,66,0.559645852749301,0.11846652815860344,0.26505373077412864,0.5151515151515151,0,,,,,
price_F1,C0,1.0,AAPL,2018-05,66,0.5018639328984157,0.0037020790049563574,0.27926013456316434,0.48484848484848486,0,,,,,
price_F1,C0,0.01,AMZN,2018-05,65,0.37475633528265107,-0.24831856714704026,0.25361792146847084,0.4461538461538462,0,,,,,
price_F1,C0,0.1,AMZN,2018-05,65,0.4819688109161793,-0.04739525030193474,0.2604118403471933,0.8307692307692308,0,,,,,
price_F1,C0,1.0,AMZN,2018-05,65,0.4873294346978557,-0.031219527052723132,0.2681327920828389,0.8,0,,,,,
price_F1,C0,0.01,AAPL,2018-06,63,0.5,0.0,0.26450546862740765,0.4444444444444444,0,,,,,
price_F1,C0,0.1,AAPL,2018-06,63,0.5092592592592593,0.01833088937766916,0.27461067788879784,0.49206349206349204,0,,,,,
price_F1,C0,1.0,AAPL,2018-06,63,0.5046296296296297,0.009174698042719672,0.2808119890979554,0.5238095238095238,0,,,,,
price_F1,C0,0.01,AMZN,2018-06,63,0.5016304347826087,0.0031434730673096573,0.249035061704171,0.5238095238095238,0,,,,,
price_F1,C0,0.1,AMZN,2018-06,63,0.5614130434782609,0.13322359637776165,0.24435977896142574,0.7301587301587301,0,,,,,
price_F1,C0,1.0,AMZN,2018-06,63,0.5706521739130435,0.14823347845758572,0.2399361724307292,0.6984126984126984,0,,,,,
price_F1,C0,0.01,AAPL,2018-07,60,0.5622710622710623,0.12326934324804635,0.242461918592062,0.36666666666666664,0,,,,,
price_F1,C0,0.1,AAPL,2018-07,60,0.5934065934065934,0.17910620335162064,0.23984283263580966,0.55,0,,,,,
price_F1,C0,1.0,AAPL,2018-07,60,0.6062271062271063,0.20449428010629328,0.24296249850050447,0.5666666666666667,0,,,,,
price_F1,C0,0.01,AMZN,2018-07,60,0.6,0.2364331218717302,0.24615498207809278,0.7666666666666667,0,,,,,
price_F1,C0,0.1,AMZN,2018-07,60,0.5666666666666667,0.15762208124782015,0.24659435393590382,0.7666666666666667,0,,,,,
price_F1,C0,1.0,AMZN,2018-07,60,0.44999999999999996,-0.11095900821829636,0.2562634118743856,0.7166666666666667,0,,,,,
price_F1,C0,0.01,AAPL,2018-08,69,0.6013071895424837,0.18118434052765828,0.2324208269035261,0.5942028985507246,0,,,,,
price_F1,C0,0.1,AAPL,2018-08,69,0.6486928104575164,0.2675683738126203,0.22185202567668394,0.6086956521739131,0,,,,,
price_F1,C0,1.0,AAPL,2018-08,69,0.6683006535947713,0.30749693852366405,0.21935041853631584,0.6376811594202898,0,,,,,
price_F1,C0,0.01,AMZN,2018-08,69,0.5646551724137931,0.13871773800577353,0.24471736752011827,0.6956521739130435,0,,,,,
price_F1,C0,0.1,AMZN,2018-08,69,0.5913793103448276,0.18615982608054538,0.23676380478412448,0.6231884057971014,0,,,,,
price_F1,C0,1.0,AMZN,2018-08,69,0.655603448275862,0.31282918502397344,0.23387249519238656,0.5942028985507246,0,,,,,
price_F1,C0,0.1,AAPL,2018-03,62,0.45416666666666666,-0.09283444198266944,0.30903528156576027,0.41935483870967744,0,True,,,,
price_F1,C0,0.1,AMZN,2018-03,62,0.4291005291005291,-0.15489104267951137,0.31261895823544994,0.7096774193548387,0,True,,,,
price_F1,C0,0.1,AAPL,2018-04,63,0.5403225806451613,0.08089015981310747,0.25186740042924555,0.5396825396825397,0,True,,,,
price_F1,C0,0.1,AMZN,2018-04,63,0.45357142857142857,-0.1039501159136702,0.2897552577565348,0.7301587301587301,0,True,,,,
price_F1,C0,0.1,AAPL,2018-05,66,0.559645852749301,0.11846652815860344,0.26505373077412864,0.5151515151515151,0,True,,,,
price_F1,C0,0.1,AMZN,2018-05,65,0.4819688109161793,-0.04739525030193474,0.2604118403471933,0.8307692307692308,0,True,,,,
price_F1,C0,0.1,AAPL,2018-06,63,0.5092592592592593,0.01833088937766916,0.27461067788879784,0.49206349206349204,0,True,,,,
price_F1,C0,0.1,AMZN,2018-06,63,0.5614130434782609,0.13322359637776165,0.24435977896142574,0.7301587301587301,0,True,,,,
price_F1,C0,0.1,AAPL,2018-07,60,0.5934065934065934,0.17910620335162064,0.23984283263580966,0.55,0,True,,,,
price_F1,C0,0.1,AMZN,2018-07,60,0.5666666666666667,0.15762208124782015,0.24659435393590382,0.7666666666666667,0,True,,,,
price_F1,C0,0.1,AAPL,2018-08,69,0.6486928104575164,0.2675683738126203,0.22185202567668394,0.6086956521739131,0,True,,,,
price_F1,C0,0.1,AMZN,2018-08,69,0.5913793103448276,0.18615982608054538,0.23676380478412448,0.6231884057971014,0,True,,,,
price_F1,C0,0.1,AAPL,development,126,0.5669371196754563,0.15176339216081405,0.24823410992176537,0.7380952380952381,0,,True,,,
price_F1,C0,0.1,AMZN,development,126,0.5343228200371057,0.0686456400742115,0.2739002606640089,0.6111111111111112,0,,True,,,
price_F1,C0,0.1,AAPL,later,178,0.515157256536567,0.0323315331681721,0.268948711167202,0.6741573033707865,0,,True,,,
price_F1,C0,0.1,AMZN,later,179,0.5138297872340425,0.0283790593375868,0.27097458729680307,0.6145251396648045,0,,True,,,
price_F1,C1,0.01,AAPL,2018-03,62,0.5229166666666667,0.05046083923495819,0.26541080532822986,0.2903225806451613,0,,,0.008666693866822842,0.011723541774433749,0.036793203204524165
price_F1,C1,0.1,AAPL,2018-03,62,0.5229166666666667,0.05046083923495819,0.26558506181591807,0.2903225806451613,0,,,0.008656716613446662,0.011712161833696163,0.032778356862059294
price_F1,C1,1.0,AAPL,2018-03,62,0.5229166666666667,0.05046083923495819,0.26703608954982,0.2903225806451613,0,,,0.00863265191248783,0.011643891898410414,0.0013266240529138929
price_F1,C1,10.0,AAPL,2018-03,62,0.5208333333333333,0.04351941398892446,0.26855402035966464,0.3548387096774194,0,,,0.008488570520663834,0.011341400791733153,-0.0720347613331576
price_F1,C1,0.01,AMZN,2018-03,62,0.44391534391534393,-0.11897352191392704,0.30718506526494815,0.3225806451612903,0,,,0.012584697219780736,0.01904296667603894,-0.476154225872119
price_F1,C1,0.1,AMZN,2018-03,62,0.44391534391534393,-0.11897352191392704,0.3070173798725731,0.3225806451612903,0,,,0.012562796180659573,0.018999364023153012,-0.4765833587897836
price_F1,C1,1.0,AMZN,2018-03,62,0.4296296296296296,-0.14744639577357763,0.30546709145404866,0.3387096774193548,0,,,0.012365914046812747,0.018623785103824057,-0.4797523755440724
price_F1,C1,10.0,AMZN,2018-03,62,0.3767195767195767,-0.24656084656084656,0.29574487757878465,0.43548387096774194,0,,,0.011422342316799623,0.01689443593205825,-0.47649380985478595
price_F1,C1,0.01,AAPL,2018-04,63,0.5075604838709677,0.015136233740515087,0.25650239238292155,0.47619047619047616,0,,,0.008162715897118804,0.01130991812968333,-0.004895703861558032
price_F1,C1,0.1,AAPL,2018-04,63,0.5075604838709677,0.015136233740515087,0.2563896460583712,0.47619047619047616,0,,,0.008152673847512172,0.011300271562696555,-0.00460009882945939
price_F1,C1,1.0,AAPL,2018-04,63,0.5231854838709677,0.0465118418925368,0.2553398107393117,0.4603174603174603,0,,,0.008071632571664258,0.011211923275991154,-0.000875181286592588
price_F1,C1,10.0,AAPL,2018-04,63,0.49143145161290325,-0.017189158960285337,0.24903394405064774,0.4603174603174603,0,,,0.007772430445144605,0.01070561610213353,0.046285253256118014
price_F1,C1,0.01,AMZN,2018-04,63,0.5178571428571428,0.03604686254552953,0.2780057056098202,0.5873015873015873,0,,,0.013725270453521697,0.0177283835809816,0.0009468656385130492
price_F1,C1,0.1,AMZN,2018-04,63,0.5178571428571428,0.03604686254552953,0.27777382243664567,0.5873015873015873,0,,,0.01369712557807624,0.01770109951783877,0.0011705478466244657
price_F1,C1,1.0,AMZN,2018-04,63,0.5178571428571428,0.03604686254552953,0.2758250175600031,0.5873015873015873,0,,,0.013459496930403556,0.01747363853450745,0.003250501683084561
price_F1,C1,10.0,AMZN,2018-04,63,0.5035714285714286,0.007254762501100117,0.26762186132034144,0.6031746031746031,0,,,0.012592306171437135,0.016540808251660998,0.01785508451693498
price_F1,C1,0.01,AAPL,2018-05,66,0.5205032618825722,0.043173289177634556,0.26075934461536426,0.3333333333333333,0,,,0.005903512755028346,0.007817346387187486,-0.043246578828623594
price_F1,C1,0.1,AAPL,2018-05,66,0.5205032618825722,0.043173289177634556,0.2606842669146319,0.3333333333333333,0,,,0.005900421517585218,0.0078124567975385315,-0.04248174582265186
price_F1,C1,1.0,AAPL,2018-05,66,0.5205032618825722,0.043173289177634556,0.2600005282582405,0.3333333333333333,0,,,0.005872099379189901,0.007768848510705059,-0.035381943434944524
price_F1,C1,10.0,AAPL,2018-05,66,0.5032618825722274,0.006795165414788764,0.2564161810783476,0.3484848484848485,0,,,0.005724469938665941,0.007564862748663234,0.004329125320469415
price_F1,C1,0.01,AMZN,2018-05,65,0.5253411306042886,0.05098127419345817,0.2562038880125529,0.4,0,,,0.00466356466761985,0.0059316163530584685,-0.112548969799878
price_F1,C1,0.1,AMZN,2018-05,65,0.5253411306042886,0.05098127419345817,0.2561881393711256,0.4,0,,,0.004661482258901945,0.005929022977183757,-0.11213038741952965
price_F1,C1,1.0,AMZN,2018-05,65,0.50682261208577,0.01364522417153996,0.25605477363226103,0.4153846153846154,0,,,0.004642395342128913,0.00590477401367485,-0.10826023510801083
price_F1,C1,10.0,AMZN,2018-05,65,0.49366471734892786,-0.012745318548364543,0.25561120218149663,0.4,0,,,0.0045334329418389675,0.005757767415236782,-0.08421290147404972
price_F1,C1,0.01,AAPL,2018-06,63,0.4907407407407407,-0.018731716231633878,0.2601841048664572,0.3968253968253968,0,,,0.004945022223241054,0.006132060976188303,0.0856234369252213
price_F1,C1,0.1,AAPL,2018-06,63,0.4907407407407407,-0.018731716231633878,0.2601889614490098,0.3968253968253968,0,,,0.004943930261843656,0.006131204857406025,0.08559526783111297
price_F1,C1,1.0,AAPL,2018-06,63,0.4907407407407407,-0.018731716231633878,0.26023089922312664,0.3968253968253968,0,,,0.004933326184824688,0.0061230189173004015,0.08538761335873024
price_F1,C1,10.0,AAPL,2018-06,63,0.4907407407407407,-0.018731716231633878,0.2603051325928166,0.3968253968253968,0,,,0.004860542971351149,0.006061940132776712,0.08698609928746323
price_F1,C1,0.01,AMZN,2018-06,63,0.45163043478260867,-0.09344533719400813,0.2571725776553399,0.4603174603174603,0,,,0.007274250813792816,0.00903279331460848,-0.012820722024366167
price_F1,C1,0.1,AMZN,2018-06,63,0.45163043478260867,-0.09344533719400813,0.2571748719443789,0.4603174603174603,0,,,0.007273683257595541,0.009031811338067214,-0.012908274834839977
price_F1,C1,1.0,AMZN,2018-06,63,0.45163043478260867,-0.09344533719400813,0.2571950284479428,0.4603174603174603,0,,,0.007268085259668997,0.00902224009877703,-0.013647882858923606
price_F1,C1,10.0,AMZN,2018-06,63,0.45163043478260867,-0.09344533719400813,0.2572885015761632,0.4603174603174603,0,,,0.007212119343298028,0.008943104275722943,-0.016542329252207038
price_F1,C1,0.01,AAPL,2018-07,60,0.5238095238095238,0.04882631260390283,0.2587613260526432,0.31666666666666665,0,,,0.005465291911095042,0.0070485837827556005,-0.0006494095363778782
price_F1,C1,0.1,AAPL,2018-07,60,0.5238095238095238,0.04882631260390283,0.2587336566227554,0.31666666666666665,0,,,0.005463116538533336,0.007046373325078885,-0.00036236249724062104
price_F1,C1,1.0,AAPL,2018-07,60,0.5238095238095238,0.04882631260390283,0.25846867420459924,0.31666666666666665,0,,,0.005442512301896125,0.007025320006640608,0.0024163179184076332
price_F1,C1,10.0,AAPL,2018-07,60,0.5238095238095238,0.04882631260390283,0.2565892583091152,0.31666666666666665,0,,,0.0052985924980255015,0.006882364160290884,0.023342324017563712
price_F1,C1,0.01,AMZN,2018-07,60,0.5499999999999999,0.1074861545850028,0.2500756768867762,0.31666666666666665,0,,,0.007220120780736241,0.009624265180986124,0.06321573845835253
price_F1,C1,0.1,AMZN,2018-07,60,0.5499999999999999,0.1074861545850028,0.25006737025534603,0.31666666666666665,0,,,0.007219829333362348,0.009623789671201746,0.06312402703951915
price_F1,C1,1.0,AMZN,2018-07,60,0.5499999999999999,0.1074861545850028,0.24999372384005417,0.31666666666666665,0,,,0.007217109304755044,0.009619370723831218,0.062239575388729165
price_F1,C1,10.0,AMZN,2018-07,60,0.55,0.11095900821829636,0.2496042686338284,0.2833333333333333,0,,,0.007195523595263939,0.009591295740092409,0.055936260212569124
price_F1,C1,0.01,AAPL,2018-08,69,0.5490196078431373,0.08766984219080239,0.24904026276536018,0.4057971014492754,0,,,0.005699960961776657,0.007517946381367,0.20354263687762814
price_F1,C1,0.1,AAPL,2018-08,69,0.5490196078431373,0.08766984219080239,0.24904848717272116,0.4057971014492754,0,,,0.005699305372056706,0.007517485731756346,0.20350278445817704
price_F1,C1,1.0,AAPL,2018-08,69,0.5490196078431373,0.08766984219080239,0.24912805589960296,0.4057971014492754,0,,,0.005692822642291015,0.007512968722183389,0.20311445404607975
price_F1,C1,10.0,AAPL,2018-08,69,0.5490196078431373,0.08766984219080239,0.2497255533540579,0.4057971014492754,0,,,0.0056533242171877985,0.007474420205160958,0.20006761314476706
price_F1,C1,0.01,AMZN,2018-08,69,0.5448275862068965,0.09206785013354643,0.24637286346233167,0.36231884057971014,0,,,0.005861850849300239,0.007531501730515085,0.1975402434624258
price_F1,C1,0.1,AMZN,2018-08,69,0.5448275862068965,0.09206785013354643,0.24638500129298263,0.36231884057971014,0,,,0.005862054308496957,0.007531324001276101,0.19742224700778344
price_F1,C1,1.0,AMZN,2018-08,69,0.5448275862068965,0.09206785013354643,0.24650499756062472,0.36231884057971014,0,,,0.005863951245689395,0.007529667644151626,0.1962511759474621
price_F1,C1,10.0,AMZN,2018-08,69,0.5745689655172413,0.1531513276259955,0.2474913128083877,0.36231884057971014,0,,,0.005872167428659745,0.007518133022922942,0.1856370242740815
price_F1,C1,0.01,AAPL,2018-03,62,0.5229166666666667,0.05046083923495819,0.26541080532822986,0.2903225806451613,0,True,,0.008666693866822842,0.011723541774433749,0.036793203204524165
price_F1,C1,0.01,AMZN,2018-03,62,0.44391534391534393,-0.11897352191392704,0.30718506526494815,0.3225806451612903,0,True,,0.012584697219780736,0.01904296667603894,-0.476154225872119
price_F1,C1,0.01,AAPL,2018-04,63,0.5075604838709677,0.015136233740515087,0.25650239238292155,0.47619047619047616,0,True,,0.008162715897118804,0.01130991812968333,-0.004895703861558032
price_F1,C1,0.01,AMZN,2018-04,63,0.5178571428571428,0.03604686254552953,0.2780057056098202,0.5873015873015873,0,True,,0.013725270453521697,0.0177283835809816,0.0009468656385130492
price_F1,C1,0.01,AAPL,2018-05,66,0.5205032618825722,0.043173289177634556,0.26075934461536426,0.3333333333333333,0,True,,0.005903512755028346,0.007817346387187486,-0.043246578828623594
price_F1,C1,0.01,AMZN,2018-05,65,0.5253411306042886,0.05098127419345817,0.2562038880125529,0.4,0,True,,0.00466356466761985,0.0059316163530584685,-0.112548969799878
price_F1,C1,0.01,AAPL,2018-06,63,0.4907407407407407,-0.018731716231633878,0.2601841048664572,0.3968253968253968,0,True,,0.004945022223241054,0.006132060976188303,0.0856234369252213
price_F1,C1,0.01,AMZN,2018-06,63,0.45163043478260867,-0.09344533719400813,0.2571725776553399,0.4603174603174603,0,True,,0.007274250813792816,0.00903279331460848,-0.012820722024366167
price_F1,C1,0.01,AAPL,2018-07,60,0.5238095238095238,0.04882631260390283,0.2587613260526432,0.31666666666666665,0,True,,0.005465291911095042,0.0070485837827556005,-0.0006494095363778782
price_F1,C1,0.01,AMZN,2018-07,60,0.5499999999999999,0.1074861545850028,0.2500756768867762,0.31666666666666665,0,True,,0.007220120780736241,0.009624265180986124,0.06321573845835253
price_F1,C1,0.01,AAPL,2018-08,69,0.5490196078431373,0.08766984219080239,0.24904026276536018,0.4057971014492754,0,True,,0.005699960961776657,0.007517946381367,0.20354263687762814
price_F1,C1,0.01,AMZN,2018-08,69,0.5448275862068965,0.09206785013354643,0.24637286346233167,0.36231884057971014,0,True,,0.005861850849300239,0.007531501730515085,0.1975402434624258
price_F1,C1,0.01,AAPL,development,126,0.5925456389452333,0.19457235392889838,0.24220929170940225,0.6587301587301587,0,,True,0.007119991855014646,0.009330249106400389,0.21197495033364128
price_F1,C1,0.01,AMZN,development,126,0.5287569573283859,0.0561041174971233,0.2578936554728454,0.5158730158730159,0,,True,0.011572104503612438,0.015478067193973344,0.0732418547236404
price_F1,C1,0.01,AAPL,later,178,0.5026525198938993,0.005457806937086034,0.2613627735772107,0.6179775280898876,0,,True,0.010593845697452342,0.013281529096231554,0.05537022782536686
price_F1,C1,0.01,AMZN,later,179,0.5544430538172715,0.11041685006199435,0.25559209457093707,0.5865921787709497,0,,True,0.014088625909668886,0.018906315865993787,0.06959693338672499
price_F1,C2,0.0,AAPL,2018-03,62,0.46875,-0.0625978857295168,0.35233077189956946,0.46774193548387094,0,,,0.007592050715048976,0.010121843182645123,0.012957202720766385
price_F1,C2,0.1,AAPL,2018-03,62,0.46875,-0.0625978857295168,0.3520490800430403,0.46774193548387094,0,,,0.007930925305573931,0.010747825097405359,0.1374119456135218
price_F1,C2,0.5,AAPL,2018-03,62,0.46875,-0.0625978857295168,0.3519784148710221,0.46774193548387094,0,,,0.008000503362936043,0.010928933658296525,0.13069002752023576
price_F1,C2,1.0,AAPL,2018-03,62,0.46875,-0.0625978857295168,0.3518507627700879,0.46774193548387094,0,,,0.008015416258317051,0.010955050642852317,0.13020820575065445
price_F1,C2,0.0,AMZN,2018-03,62,0.4777777777777778,-0.044657608470472246,0.37308774774938447,0.5806451612903226,0,,,0.008640785965400574,0.01212852525251014,-0.32740563523763594
price_F1,C2,0.1,AMZN,2018-03,62,0.4777777777777778,-0.044657608470472246,0.37455725931453426,0.5806451612903226,0,,,0.01076255519855342,0.015315700901409764,-0.3571131116990747
price_F1,C2,0.5,AMZN,2018-03,62,0.4777777777777778,-0.044657608470472246,0.3727017990981979,0.5806451612903226,0,,,0.010984789475019349,0.015703243570198585,-0.3752381744414541
price_F1,C2,1.0,AMZN,2018-03,62,0.4777777777777778,-0.044657608470472246,0.37209184779504595,0.5806451612903226,0,,,0.011017665970173125,0.015765892837259526,-0.3764902559213785
price_F1,C2,0.0,AAPL,2018-04,63,0.44506048387096775,-0.11021284274535893,0.324592287244091,0.5396825396825397,0,,,0.007548466537221779,0.009912839442044524,0.023212302399048354
price_F1,C2,0.1,AAPL,2018-04,63,0.44506048387096775,-0.11021284274535893,0.32491155864595594,0.5396825396825397,0,,,0.008012308219324391,0.011343014804350272,-0.02838440646919668
price_F1,C2,0.5,AAPL,2018-04,63,0.44506048387096775,-0.11021284274535893,0.3251025626089374,0.5396825396825397,0,,,0.008119631859953706,0.011428149995927134,-0.029708528342646878
price_F1,C2,1.0,AAPL,2018-04,63,0.44506048387096775,-0.11021284274535893,0.32523140009364965,0.5396825396825397,0,,,0.008135898761457223,0.01143982884159591,-0.029247948757467945
price_F1,C2,0.0,AMZN,2018-04,63,0.49642857142857144,-0.007624928516630234,0.35969973891832946,0.6825396825396826,0,,,0.010747855109303686,0.01402070267249444,0.06290002658148955
price_F1,C2,0.1,AMZN,2018-04,63,0.49642857142857144,-0.007624928516630234,0.3598480825065195,0.6825396825396826,0,,,0.01266707915105738,0.016629387978511056,-0.00429140427729943
price_F1,C2,0.5,AMZN,2018-04,63,0.5107142857142857,0.02258769757263128,0.3598553364415135,0.6666666666666666,0,,,0.013018882176623519,0.017018964033077854,-0.015160388451203906
price_F1,C2,1.0,AMZN,2018-04,63,0.49642857142857144,-0.007624928516630234,0.35993764626057495,0.6825396825396826,0,,,0.013060438495463648,0.01706972740208019,-0.016828523017833743
price_F1,C2,0.0,AAPL,2018-05,66,0.5018639328984157,0.0037020790049563574,0.283937717562707,0.48484848484848486,0,,,0.004796802258522767,0.006371796790286799,-0.01350521129980339
price_F1,C2,0.1,AAPL,2018-05,66,0.5191053122087605,0.03799873392407423,0.28414802110118426,0.4696969696969697,0,,,0.005757043647326558,0.007247971606498021,0.023528193305822676
price_F1,C2,0.5,AAPL,2018-05,66,0.5191053122087605,0.03799873392407423,0.28414003910424174,0.4696969696969697,0,,,0.005813874731437968,0.0073176981465022045,0.007167314838541924
price_F1,C2,1.0,AAPL,2018-05,66,0.5191053122087605,0.03799873392407423,0.2841659108906052,0.4696969696969697,0,,,0.005821178041625455,0.007328265493610856,0.0050228370924693955
price_F1,C2,0.0,AMZN,2018-05,65,0.46881091617933723,-0.07922782539050426,0.27107990081160427,0.8153846153846154,0,,,0.003950637297505279,0.005095337665167509,-0.15359377567316296
price_F1,C2,0.1,AMZN,2018-05,65,0.46881091617933723,-0.07922782539050426,0.27125730012248994,0.8153846153846154,0,,,0.004357860415240027,0.005378376077179121,-0.037687628481907445
price_F1,C2,0.5,AMZN,2018-05,65,0.5004873294346979,0.001237934771726629,0.27165987708780825,0.8153846153846154,0,,,0.004405689513247859,0.0054262545186093076,-0.03483245847025839
price_F1,C2,1.0,AMZN,2018-05,65,0.4873294346978557,-0.031219527052723132,0.27144718442997495,0.8,0,,,0.004411532008325073,0.005433725314074928,-0.03446051109053057
price_F1,C2,0.0,AAPL,2018-06,63,0.5046296296296297,0.009174698042719672,0.28223386810282153,0.5238095238095238,0,,,0.004186775923559521,0.005565909765920029,0.10488572813059464
price_F1,C2,0.1,AAPL,2018-06,63,0.5046296296296297,0.009174698042719672,0.2822427158588851,0.5238095238095238,0,,,0.004953348676899721,0.006106145262430785,0.042084799063376574
price_F1,C2,0.5,AAPL,2018-06,63,0.5046296296296297,0.009174698042719672,0.28218617497297577,0.5238095238095238,0,,,0.004989166136706839,0.006139372320848474,0.04163269275179351
price_F1,C2,1.0,AAPL,2018-06,63,0.5046296296296297,0.009174698042719672,0.28218900237531824,0.5238095238095238,0,,,0.00499300133870215,0.006144119329297069,0.04180497773411327
price_F1,C2,0.0,AMZN,2018-06,63,0.5706521739130435,0.14823347845758572,0.23906622853404882,0.6984126984126984,0,,,0.006076188815193903,0.008122422906860865,0.08495150688036984
price_F1,C2,0.1,AMZN,2018-06,63,0.5706521739130435,0.14823347845758572,0.23946593149061107,0.6984126984126984,0,,,0.006541495508682051,0.008337140631217382,0.14428403706240323
price_F1,C2,0.5,AMZN,2018-06,63,0.5706521739130435,0.14823347845758572,0.2397463394862903,0.6984126984126984,0,,,0.006618662043775981,0.008394358233483747,0.1459422724277883
price_F1,C2,1.0,AMZN,2018-06,63,0.5706521739130435,0.14823347845758572,0.2395108840657379,0.6984126984126984,0,,,0.006625971271901578,0.008400453278169828,0.14681421953828655
price_F1,C2,0.0,AAPL,2018-07,60,0.6062271062271063,0.20449428010629328,0.24349617687676492,0.5666666666666667,0,,,0.0045552269687319895,0.0062229372037670766,0.10723865480282421
price_F1,C2,0.1,AAPL,2018-07,60,0.6062271062271063,0.20449428010629328,0.24369507347226985,0.5666666666666667,0,,,0.005124354706611048,0.006787629656827938,-0.032714903766018724
price_F1,C2,0.5,AAPL,2018-07,60,0.6062271062271063,0.20449428010629328,0.24370418403845232,0.5666666666666667,0,,,0.005240049700014372,0.006907635582077887,-0.06319130199321242
price_F1,C2,1.0,AAPL,2018-07,60,0.6062271062271063,0.20449428010629328,0.24375011503067717,0.5666666666666667,0,,,0.005258113013306286,0.00692445701767614,-0.06687958331040822
price_F1,C2,0.0,AMZN,2018-07,60,0.4666666666666667,-0.07273929674533079,0.25926330254966456,0.7,0,,,0.007059088984885705,0.009457096195176505,-0.0546967925514075
price_F1,C2,0.1,AMZN,2018-07,60,0.44999999999999996,-0.11095900821829636,0.25904312313606964,0.7166666666666667,0,,,0.0068753450759367445,0.00969890710688597,-0.022047816721666762
