symbol,seed,method,month,n,BA,Brier,MCC,accuracy,predicted_up,constant,log_loss,TPR,TNR
AAPL,573,PRICE,2019-02,2,,0.3830284734715391,,0.0,1.0,True,0.9665998849693735,,0.0
AAPL,573,FULL,2018-01,59,0.6927083333333333,0.2436210596554085,0.3854166666666667,0.6949152542372882,0.5423728813559322,False,0.7615650006627718,0.71875,0.6666666666666666
AAPL,573,FULL,2018-02,57,0.7150000000000001,0.1825085806874265,0.43,0.7192982456140351,0.5614035087719298,False,0.5672403286933516,0.75,0.68
AAPL,573,FULL,2018-03,62,0.7572916666666667,0.18786029868479362,0.5153892591730216,0.7580645161290323,0.532258064516129,False,0.6243369689356287,0.78125,0.7333333333333333
AAPL,573,FULL,2018-04,63,0.7474798387096775,0.19168905358442173,0.5026180952786744,0.746031746031746,0.5873015873015873,False,0.5865474243724116,0.8387096774193549,0.65625
AAPL,573,FULL,2018-05,66,0.7712022367194781,0.16045967616633544,0.5406438236213209,0.7727272727272727,0.5454545454545454,False,0.5067677259482297,0.7837837837837838,0.7586206896551724
AAPL,573,FULL,2018-06,63,0.7314814814814815,0.17783784539504946,0.4758668672668006,0.746031746031746,0.6349206349206349,False,0.5925793828537035,0.8333333333333334,0.6296296296296297
AAPL,573,FULL,2018-07,60,0.6227106227106227,0.22929264531388585,0.2516433034201146,0.6666666666666666,0.6833333333333333,False,0.6531095966562526,0.7692307692307693,0.47619047619047616
AAPL,573,FULL,2018-08,69,0.522875816993464,0.23026020446641066,0.05137623327375897,0.6666666666666666,0.8115942028985508,False,0.6911864092842437,0.8235294117647058,0.2222222222222222
AAPL,573,FULL,2018-09,57,0.5991379310344828,0.26224137876645304,0.20769785029630752,0.5964912280701754,0.6491228070175439,False,0.8099379187047151,0.75,0.4482758620689655
AAPL,573,FULL,2018-10,69,0.6076923076923078,0.2599224396429855,0.21374668579336073,0.6086956521739131,0.4782608695652174,False,0.8308303581514924,0.6,0.6153846153846154
AAPL,573,FULL,2018-11,60,0.6318131256952169,0.2722067394013185,0.2648071139695897,0.6333333333333333,0.55,False,0.8316040859825412,0.6774193548387096,0.5862068965517241
AAPL,573,FULL,2018-12,53,0.6896284829721362,0.22240042485787162,0.40374987188384637,0.7358490566037735,0.2830188679245283,False,0.7936063450101936,0.5263157894736842,0.8529411764705882
AAPL,573,FULL,2019-01,63,0.6148648648648649,0.22431398173539485,0.2349150407716129,0.6349206349206349,0.6349206349206349,False,0.6368151867203958,0.7297297297297297,0.5
AAPL,573,FULL,2019-02,2,,0.24557932970907592,,0.5,0.5,False,0.6774195951587447,,0.5
AAPL,573,TFIDF_LR,2018-01,59,0.6313657407407407,0.2299835506963369,0.27651690330929946,0.6440677966101694,0.6610169491525424,False,0.652886615171551,0.78125,0.48148148148148145
AAPL,573,TFIDF_LR,2018-02,57,0.68625,0.21581633533167494,0.38730705745797706,0.7017543859649122,0.6491228070175439,False,0.6230912286114534,0.8125,0.56
AAPL,573,TFIDF_LR,2018-03,62,0.7541666666666667,0.21043135821502001,0.5258816101137362,0.7580645161290323,0.6290322580645161,False,0.6126245358892748,0.875,0.6333333333333333
AAPL,573,TFIDF_LR,2018-04,63,0.6703629032258065,0.22639810853484302,0.38375804027940036,0.6666666666666666,0.7301587301587301,False,0.6452387222109996,0.9032258064516129,0.4375
AAPL,573,TFIDF_LR,2018-05,66,0.7390493942218079,0.21159314966532614,0.5094500390597325,0.7575757575757576,0.6818181818181818,False,0.6151027975310033,0.8918918918918919,0.5862068965517241
AAPL,573,TFIDF_LR,2018-06,63,0.6666666666666666,0.21193643034621196,0.37896836447993354,0.6984126984126984,0.746031746031746,False,0.6157537096402835,0.8888888888888888,0.4444444444444444
AAPL,573,TFIDF_LR,2018-07,60,0.5659340659340659,0.19882499127943193,0.15724272550828775,0.65,0.8,False,0.5867014502505578,0.8461538461538461,0.2857142857142857
AAPL,573,TFIDF_LR,2018-08,69,0.5915032679738562,0.19564708557160812,0.28519508796433235,0.7681159420289855,0.9130434782608695,False,0.5812231359548428,0.9607843137254902,0.2222222222222222
AAPL,573,TFIDF_LR,2018-09,57,0.5289408866995073,0.24682254241857368,0.06063229170140654,0.5263157894736842,0.6491228070175439,False,0.6867988828833479,0.6785714285714286,0.3793103448275862
AAPL,573,TFIDF_LR,2018-10,69,0.6115384615384616,0.23915761620888057,0.22119438373870084,0.6086956521739131,0.5072463768115942,False,0.6713171229646362,0.6333333333333333,0.5897435897435898
AAPL,573,TFIDF_LR,2018-11,60,0.6490545050055617,0.2369112260756211,0.29860765938669176,0.65,0.5333333333333333,False,0.667106907451337,0.6774193548387096,0.6206896551724138
AAPL,573,TFIDF_LR,2018-12,53,0.7213622291021672,0.21690937795004817,0.4265256508275323,0.7169811320754716,0.4528301886792453,False,0.626018521984092,0.7368421052631579,0.7058823529411765
AAPL,573,TFIDF_LR,2019-01,63,0.5628898128898129,0.22281089093839268,0.12989563745166421,0.5873015873015873,0.6507936507936508,False,0.6369716106944816,0.7027027027027027,0.4230769230769231
AAPL,573,TFIDF_LR,2019-02,2,,0.21545356003446325,,1.0,0.0,True,0.623744285424225,,1.0
AAPL,573,TFIDF_SVM,2018-01,59,0.6556712962962963,0.2274075094597801,0.3138961188362788,0.6610169491525424,0.576271186440678,False,0.6488368348540303,0.71875,0.5925925925925926
AAPL,573,TFIDF_SVM,2018-02,57,0.7462500000000001,0.19494241867105094,0.49813591136281105,0.7543859649122807,0.5964912280701754,False,0.5799203221234135,0.8125,0.68
AAPL,573,TFIDF_SVM,2018-03,62,0.7885416666666667,0.17404929410288494,0.5816453279086441,0.7903225806451613,0.5645161290322581,False,0.5349794731430814,0.84375,0.7333333333333333
AAPL,573,TFIDF_SVM,2018-04,63,0.6849798387096775,0.21572176606394713,0.387977874441873,0.6825396825396826,0.6507936507936508,False,0.6225962564158919,0.8387096774193549,0.53125
AAPL,573,TFIDF_SVM,2018-05,66,0.842497670083877,0.17491081443091727,0.6914699202022049,0.8484848484848485,0.5909090909090909,False,0.537285852094544,0.8918918918918919,0.7931034482758621
AAPL,573,TFIDF_SVM,2018-06,63,0.7546296296296297,0.185151703890121,0.5118992938468337,0.7619047619047619,0.5873015873015873,False,0.5575453603668187,0.8055555555555556,0.7037037037037037
AAPL,573,TFIDF_SVM,2018-07,60,0.7069597069597069,0.1891278879892038,0.4139194139194139,0.7333333333333333,0.65,False,0.5619675014635163,0.7948717948717948,0.6190476190476191
AAPL,573,TFIDF_SVM,2018-08,69,0.6552287581699346,0.18474663090828675,0.3724030078367606,0.782608695652174,0.8405797101449275,False,0.5569796423953617,0.9215686274509803,0.3888888888888889
AAPL,573,TFIDF_SVM,2018-09,57,0.5634236453201971,0.2521775539663361,0.1302608319197154,0.5614035087719298,0.6140350877192983,False,0.699387388944907,0.6785714285714286,0.4482758620689655
AAPL,573,TFIDF_SVM,2018-10,69,0.6333333333333333,0.23524855805458342,0.2657596345603107,0.6376811594202898,0.4492753623188406,False,0.6667015118925923,0.6,0.6666666666666666
AAPL,573,TFIDF_SVM,2018-11,60,0.6167964404894327,0.23512228407478725,0.23346307108777453,0.6166666666666667,0.5,False,0.6673529463320944,0.6129032258064516,0.6206896551724138
AAPL,573,TFIDF_SVM,2018-12,53,0.7391640866873065,0.19263455194667037,0.4732278033866082,0.7547169811320755,0.37735849056603776,False,0.5739373915915207,0.6842105263157895,0.7941176470588235
AAPL,573,TFIDF_SVM,2019-01,63,0.6803534303534303,0.20073155647623478,0.368848502930994,0.6984126984126984,0.6349206349206349,False,0.5879666132833351,0.7837837837837838,0.5769230769230769
AAPL,573,TFIDF_SVM,2019-02,2,,0.13277293603116624,,1.0,0.0,True,0.45172594242728165,,1.0
AAPL,573,TFIDF_RF,2018-01,59,0.5729166666666666,0.2427801226953304,0.16685595311797866,0.5932203389830508,0.7457627118644068,False,0.6789472321248653,0.8125,0.3333333333333333
AAPL,573,TFIDF_RF,2018-02,57,0.5975,0.22687053805891916,0.23734644158557197,0.631578947368421,0.7894736842105263,False,0.6460949238815904,0.875,0.32
AAPL,573,TFIDF_RF,2018-03,62,0.5739583333333333,0.22977278944526264,0.16285089025827418,0.5806451612903226,0.7096774193548387,False,0.6517292765765516,0.78125,0.36666666666666664
AAPL,573,TFIDF_RF,2018-04,63,0.639616935483871,0.2352501341203707,0.34495882086030216,0.6349206349206349,0.7936507936507936,False,0.6633143402313401,0.9354838709677419,0.34375
AAPL,573,TFIDF_RF,2018-05,66,0.4720410065237652,0.24564029432093112,-0.062315275321272165,0.5,0.7272727272727273,False,0.6841510463401953,0.7027027027027027,0.2413793103448276
AAPL,573,TFIDF_RF,2018-06,63,0.5925925925925926,0.2286735141131008,0.23338001400466832,0.6349206349206349,0.8095238095238095,False,0.6498136239729735,0.8888888888888888,0.2962962962962963
AAPL,573,TFIDF_RF,2018-07,60,0.6282051282051282,0.20832763527794057,0.3281650616569468,0.7166666666666667,0.8333333333333334,False,0.6079155837744428,0.9230769230769231,0.3333333333333333
AAPL,573,TFIDF_RF,2018-08,69,0.6013071895424836,0.2123440241367009,0.34317576814678696,0.782608695652174,0.927536231884058,False,0.6169622870985322,0.9803921568627451,0.2222222222222222
AAPL,573,TFIDF_RF,2018-09,57,0.5116995073891626,0.2576760247256249,0.024814583349273257,0.5087719298245614,0.6666666666666666,False,0.7089438719939571,0.6785714285714286,0.3448275862068966
AAPL,573,TFIDF_RF,2018-10,69,0.5679487179487179,0.24519488003706458,0.13902192304590422,0.5507246376811594,0.6231884057971014,False,0.6836435974543676,0.7,0.4358974358974359
AAPL,573,TFIDF_RF,2018-11,60,0.6273637374860956,0.23271382237699728,0.27364461592771794,0.6333333333333333,0.6833333333333333,False,0.6582616218451993,0.8064516129032258,0.4482758620689655
AAPL,573,TFIDF_RF,2018-12,53,0.7089783281733746,0.23380105479667201,0.4294096441696656,0.6415094339622641,0.6792452830188679,False,0.6604972038372138,0.9473684210526315,0.47058823529411764
AAPL,573,TFIDF_RF,2019-01,63,0.5592515592515592,0.23414884707514552,0.13697807767301218,0.6031746031746031,0.7619047619047619,False,0.6610028066647298,0.8108108108108109,0.3076923076923077
AAPL,573,TFIDF_RF,2019-02,2,,0.24701722551207075,,0.5,0.5,False,0.6871791845421888,,0.5
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-01,59,0.6313657407407407,0.2299835506963369,0.27651690330929946,0.6440677966101694,0.6610169491525424,False,0.652886615171551,0.78125,0.48148148148148145
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-02,57,0.68625,0.21581633533167494,0.38730705745797706,0.7017543859649122,0.6491228070175439,False,0.6230912286114534,0.8125,0.56
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-03,62,0.7541666666666667,0.21043135821502001,0.5258816101137362,0.7580645161290323,0.6290322580645161,False,0.6126245358892748,0.875,0.6333333333333333
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-04,63,0.6859879032258065,0.22561892194585795,0.41164990606253066,0.6825396825396826,0.7142857142857143,False,0.6438450082914956,0.9032258064516129,0.46875
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-05,66,0.7390493942218079,0.21159314966532614,0.5094500390597325,0.7575757575757576,0.6818181818181818,False,0.6151027975310033,0.8918918918918919,0.5862068965517241
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-06,63,0.6666666666666666,0.21193643034621196,0.37896836447993354,0.6984126984126984,0.746031746031746,False,0.6157537096402835,0.8888888888888888,0.4444444444444444
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-07,60,0.5659340659340659,0.19882499127943193,0.15724272550828775,0.65,0.8,False,0.5867014502505578,0.8461538461538461,0.2857142857142857
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-08,69,0.5915032679738562,0.19450302564791744,0.28519508796433235,0.7681159420289855,0.9130434782608695,False,0.5788315437509786,0.9607843137254902,0.2222222222222222
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-09,57,0.5289408866995073,0.24522723770716243,0.06063229170140654,0.5263157894736842,0.6491228070175439,False,0.6834326783180633,0.6785714285714286,0.3793103448275862
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-10,69,0.5948717948717949,0.24158823136384075,0.18814234938694094,0.5942028985507246,0.4927536231884058,False,0.676240020678125,0.6,0.5897435897435898
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-11,60,0.6490545050055617,0.2369112260756211,0.29860765938669176,0.65,0.5333333333333333,False,0.667106907451337,0.6774193548387096,0.6206896551724138
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2018-12,53,0.7213622291021672,0.21690937795004817,0.4265256508275323,0.7169811320754716,0.4528301886792453,False,0.626018521984092,0.7368421052631579,0.7058823529411765
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2019-01,63,0.5628898128898129,0.22281089093839268,0.12989563745166421,0.5873015873015873,0.6507936507936508,False,0.6369716106944816,0.7027027027027027,0.4230769230769231
AAPL,573,TFIDF_LR_PRICE_FALLBACK,2019-02,2,,0.21545356003446325,,1.0,0.0,True,0.623744285424225,,1.0
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-01,59,0.6556712962962963,0.2274075094597801,0.3138961188362788,0.6610169491525424,0.576271186440678,False,0.6488368348540303,0.71875,0.5925925925925926
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-02,57,0.7462500000000001,0.19494241867105094,0.49813591136281105,0.7543859649122807,0.5964912280701754,False,0.5799203221234135,0.8125,0.68
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-03,62,0.7885416666666667,0.17404929410288494,0.5816453279086441,0.7903225806451613,0.5645161290322581,False,0.5349794731430814,0.84375,0.7333333333333333
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-04,63,0.7006048387096775,0.2131181579081785,0.41661348421698563,0.6984126984126984,0.6349206349206349,False,0.6172396285826611,0.8387096774193549,0.5625
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-05,66,0.842497670083877,0.17491081443091727,0.6914699202022049,0.8484848484848485,0.5909090909090909,False,0.537285852094544,0.8918918918918919,0.7931034482758621
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-06,63,0.7546296296296297,0.185151703890121,0.5118992938468337,0.7619047619047619,0.5873015873015873,False,0.5575453603668187,0.8055555555555556,0.7037037037037037
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-07,60,0.7069597069597069,0.1891278879892038,0.4139194139194139,0.7333333333333333,0.65,False,0.5619675014635163,0.7948717948717948,0.6190476190476191
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-08,69,0.6552287581699346,0.18339103988628305,0.3724030078367606,0.782608695652174,0.8405797101449275,False,0.5541616775062117,0.9215686274509803,0.3888888888888889
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-09,57,0.5634236453201971,0.2502239389821157,0.1302608319197154,0.5614035087719298,0.6140350877192983,False,0.6952995147693466,0.6785714285714286,0.4482758620689655
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-10,69,0.6166666666666667,0.23746764211123056,0.23333333333333334,0.6231884057971014,0.43478260869565216,False,0.6711980369207955,0.5666666666666667,0.6666666666666666
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-11,60,0.6167964404894327,0.23512228407478725,0.23346307108777453,0.6166666666666667,0.5,False,0.6673529463320944,0.6129032258064516,0.6206896551724138
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2018-12,53,0.7391640866873065,0.19263455194667037,0.4732278033866082,0.7547169811320755,0.37735849056603776,False,0.5739373915915207,0.6842105263157895,0.7941176470588235
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2019-01,63,0.6803534303534303,0.20073155647623478,0.368848502930994,0.6984126984126984,0.6349206349206349,False,0.5879666132833351,0.7837837837837838,0.5769230769230769
AAPL,573,TFIDF_SVM_PRICE_FALLBACK,2019-02,2,,0.13277293603116624,,1.0,0.0,True,0.45172594242728165,,1.0
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-01,59,0.5729166666666666,0.2427801226953304,0.16685595311797866,0.5932203389830508,0.7457627118644068,False,0.6789472321248653,0.8125,0.3333333333333333
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-02,57,0.5975,0.22687053805891916,0.23734644158557197,0.631578947368421,0.7894736842105263,False,0.6460949238815904,0.875,0.32
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-03,62,0.5739583333333333,0.22977278944526264,0.16285089025827418,0.5806451612903226,0.7096774193548387,False,0.6517292765765516,0.78125,0.36666666666666664
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-04,63,0.655241935483871,0.23489074633881749,0.37336432831617183,0.6507936507936508,0.7777777777777778,False,0.6627854550879355,0.9354838709677419,0.375
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-05,66,0.4720410065237652,0.24564029432093112,-0.062315275321272165,0.5,0.7272727272727273,False,0.6841510463401953,0.7027027027027027,0.2413793103448276
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-06,63,0.5925925925925926,0.2286735141131008,0.23338001400466832,0.6349206349206349,0.8095238095238095,False,0.6498136239729735,0.8888888888888888,0.2962962962962963
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-07,60,0.6282051282051282,0.20832763527794057,0.3281650616569468,0.7166666666666667,0.8333333333333334,False,0.6079155837744428,0.9230769230769231,0.3333333333333333
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-08,69,0.6013071895424836,0.2110783695986333,0.34317576814678696,0.782608695652174,0.927536231884058,False,0.6143253112020737,0.9803921568627451,0.2222222222222222
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-09,57,0.5116995073891626,0.2560667218748894,0.024814583349273257,0.5087719298245614,0.6666666666666666,False,0.7055493639536473,0.6785714285714286,0.3448275862068966
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-10,69,0.5512820512820513,0.24750390057764785,0.10417938465299899,0.5362318840579711,0.6086956521739131,False,0.6883211114752624,0.6666666666666666,0.4358974358974359
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-11,60,0.6273637374860956,0.23271382237699728,0.27364461592771794,0.6333333333333333,0.6833333333333333,False,0.6582616218451993,0.8064516129032258,0.4482758620689655
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2018-12,53,0.7089783281733746,0.23380105479667201,0.4294096441696656,0.6415094339622641,0.6792452830188679,False,0.6604972038372138,0.9473684210526315,0.47058823529411764
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2019-01,63,0.5592515592515592,0.23414884707514552,0.13697807767301218,0.6031746031746031,0.7619047619047619,False,0.6610028066647298,0.8108108108108109,0.3076923076923077
AAPL,573,TFIDF_RF_PRICE_FALLBACK,2019-02,2,,0.24701722551207075,,0.5,0.5,False,0.6871791845421888,,0.5
AAPL,573,A1,2018-01,59,0.6811342592592593,0.22918024501839607,0.3862608307054081,0.6949152542372882,0.6779661016949152,False,0.651195986697977,0.84375,0.5185185185185185
AAPL,573,A1,2018-02,57,0.6375,0.22860668248736207,0.31701472973732925,0.6666666666666666,0.7543859649122807,False,0.6496887828100111,0.875,0.4
AAPL,573,A1,2018-03,62,0.5708333333333333,0.2298449961187086,0.17919573407620817,0.5806451612903226,0.8064516129032258,False,0.6522178320920622,0.875,0.26666666666666666
AAPL,573,A1,2018-04,63,0.654233870967742,0.23793903433561808,0.341368214783562,0.6507936507936508,0.7142857142857143,False,0.6689488937000175,0.8709677419354839,0.4375
AAPL,573,A1,2018-05,66,0.6491146318732526,0.22417683248289852,0.3620632351705984,0.6818181818181818,0.7878787878787878,False,0.6405294571623915,0.918918918918919,0.3793103448275862
AAPL,573,A1,2018-06,63,0.5324074074074074,0.23357660683026588,0.10206207261596575,0.5873015873015873,0.8888888888888888,False,0.6598251381591255,0.9166666666666666,0.14814814814814814
AAPL,573,A1,2018-07,60,0.6153846153846154,0.20042527209754782,0.2844627935584563,0.7,0.8166666666666667,False,0.5905297024972356,0.8974358974358975,0.3333333333333333
AAPL,573,A1,2018-08,69,0.5816993464052287,0.19570141155735638,0.23764301501255938,0.7536231884057971,0.8985507246376812,False,0.5811408669403975,0.9411764705882353,0.2222222222222222
AAPL,573,A1,2018-09,57,0.5646551724137931,0.2462377154360459,0.13907296967065538,0.5614035087719298,0.6842105263157895,False,0.6854732167371175,0.75,0.3793103448275862
AAPL,573,A1,2018-10,69,0.5102564102564102,0.24388169726961323,0.020356827218415308,0.5072463768115942,0.5217391304347826,False,0.6806723316838589,0.5333333333333333,0.48717948717948717
AAPL,573,A1,2018-11,60,0.6006674082313682,0.2417903120667179,0.20133481646273638,0.6,0.48333333333333334,False,0.6769959879473564,0.5806451612903226,0.6206896551724138
AAPL,573,A1,2018-12,53,0.78328173374613,0.21563605589652188,0.5820886287633245,0.8113207547169812,0.32075471698113206,False,0.6235440469775219,0.6842105263157895,0.8823529411764706
AAPL,573,A1,2019-01,63,0.5571725571725572,0.23903650572684745,0.12093609006972168,0.5873015873015873,0.6825396825396826,False,0.6702397733285569,0.7297297297297297,0.38461538461538464
AAPL,573,A1,2019-02,2,,0.2131711920251509,,0.5,0.5,False,0.6184225198186257,,0.5
AAPL,573,A2,2018-01,59,0.6412037037037037,0.22791792910501654,0.32311787746656184,0.6610169491525424,0.7457627118644068,False,0.6485259193295192,0.875,0.4074074074074074
AAPL,573,A2,2018-02,57,0.6375,0.232723547645383,0.31701472973732925,0.6666666666666666,0.7543859649122807,False,0.6585154144924571,0.875,0.4
AAPL,573,A2,2018-03,62,0.553125,0.2406421598940908,0.1507319667030306,0.5645161290322581,0.8548387096774194,False,0.6742346070713113,0.90625,0.2
AAPL,573,A2,2018-04,63,0.655241935483871,0.24414074659313093,0.37336432831617183,0.6507936507936508,0.7777777777777778,False,0.6815161611948432,0.9354838709677419,0.375
AAPL,573,A2,2018-05,66,0.5186393289841567,0.23469621498244664,0.05160195038417578,0.5606060606060606,0.8484848484848485,False,0.6620527634759258,0.8648648648648649,0.1724137931034483
AAPL,573,A2,2018-06,63,0.5601851851851851,0.24145099632158123,0.22037063867676335,0.6190476190476191,0.9206349206349206,False,0.6758619820110342,0.9722222222222222,0.14814814814814814
AAPL,573,A2,2018-07,60,0.6172161172161172,0.204856593451839,0.32893691312298384,0.7166666666666667,0.8666666666666667,False,0.6000895310739448,0.9487179487179487,0.2857142857142857
AAPL,573,A2,2018-08,69,0.553921568627451,0.19522378179733024,0.1680613911218387,0.7391304347826086,0.9130434782608695,False,0.5796921280691656,0.9411764705882353,0.16666666666666666
AAPL,573,A2,2018-09,57,0.5634236453201971,0.2416933830018753,0.1302608319197154,0.5614035087719298,0.6140350877192983,False,0.6761249850425972,0.6785714285714286,0.4482758620689655
AAPL,573,A2,2018-10,69,0.5217948717948717,0.25097082463468795,0.04427623847752457,0.5072463768115942,0.6086956521739131,False,0.6950375040983178,0.6333333333333333,0.41025641025641024
