symbol,seed,method,n,BA,Brier,MCC,accuracy,predicted_up,constant,log_loss,TPR,TNR
AAPL,574,PRICE,803,0.5640960769615192,0.24624599942631864,0.13583632011124291,0.5778331257783312,0.6699875466998755,False,0.6886030048471043,0.728735632183908,0.39945652173913043
AAPL,574,FULL,803,0.661922163918041,0.22517902151595204,0.3269617308725784,0.6674968866749689,0.5803237858032378,False,0.7151018132951785,0.728735632183908,0.595108695652174
AAPL,574,TFIDF_LR,803,0.637143928035982,0.22234202428507796,0.29326583539270207,0.651307596513076,0.6811955168119551,False,0.6366207864489448,0.8068965517241379,0.4673913043478261
AAPL,574,TFIDF_SVM,803,0.6749843828085957,0.2068154946540719,0.3544135219750065,0.6811955168119551,0.589041095890411,False,0.6028767861000839,0.7494252873563219,0.6005434782608695
AAPL,574,TFIDF_RF,803,0.5930347326336831,0.23460357492829095,0.2165878728720686,0.613947696139477,0.7584059775840598,False,0.6619174074061235,0.8436781609195402,0.3423913043478261
AAPL,574,TFIDF_LR_PRICE_FALLBACK,803,0.6359945027486257,0.22235343629886162,0.2905072691358641,0.6500622665006227,0.6799501867995019,False,0.6366151203592004,0.8045977011494253,0.4673913043478261
AAPL,574,TFIDF_SVM_PRICE_FALLBACK,803,0.6738349575212393,0.20671421415220412,0.35192543254611625,0.6799501867995019,0.5877957658779577,False,0.6026424170340828,0.7471264367816092,0.6005434782608695
AAPL,574,TFIDF_RF_PRICE_FALLBACK,803,0.5941841579210395,0.234485812402703,0.2196508158330755,0.6151930261519303,0.7596513075965131,False,0.6616510938741761,0.8459770114942529,0.3423913043478261
AAPL,574,A1,803,0.6141522988505748,0.2308928096701498,0.24513601713834784,0.6288916562889165,0.6861768368617683,False,0.6541109714737986,0.7908045977011494,0.4375
AAPL,574,A2,803,0.5727636181909046,0.236876907205265,0.16351849964192222,0.5915317559153176,0.7310087173100872,False,0.6662680359549482,0.7977011494252874,0.34782608695652173
AAPL,574,A3,803,0.6241910294852573,0.22367573904869487,0.25582568212302037,0.6338729763387297,0.6264009962640099,False,0.6383751954909015,0.7402298850574712,0.5081521739130435
AAPL,574,B1,803,0.6636994002998501,0.227308692758524,0.32989984095042485,0.6687422166874222,0.5740971357409713,False,0.7295620719530762,0.7241379310344828,0.6032608695652174
AAPL,574,B2,803,0.6549225387306348,0.22893334751645722,0.3109484076535167,0.6587795765877957,0.5591531755915318,False,0.7091140717441903,0.7011494252873564,0.6086956521739131
AAPL,574,FULL_SHRINK,803,0.661922163918041,0.21428591791695245,0.3269617308725784,0.6674968866749689,0.5803237858032378,False,0.6194807311409799,0.728735632183908,0.595108695652174
AAPL,574,TITLE_FINBERT_FUSION,803,0.6685063718140929,0.2184572075807961,0.3398481476681774,0.6737235367372354,0.5765877957658779,False,0.6534961554420391,0.7310344827586207,0.6059782608695652
AAPL,574,TITLE_MODERN_FUSION,803,0.6685063718140929,0.2196949108859515,0.3398481476681774,0.6737235367372354,0.5765877957658779,False,0.6709472314396259,0.7310344827586207,0.6059782608695652
AAPL,574,PARAGRAPH_FINBERT_FUSION,803,0.6592047726136931,0.2193669135693824,0.32174313281223665,0.6650062266500623,0.5828144458281445,False,0.6607829149889257,0.728735632183908,0.5896739130434783
AAPL,574,PARAGRAPH_MODERN_FUSION,803,0.6642210144927536,0.2204141118854791,0.33188065162286334,0.6699875466998755,0.5828144458281445,False,0.6846458071275484,0.7333333333333333,0.595108695652174
AAPL,575,PAPER,803,0.6841829085457272,0.224579295607094,0.3706395082122305,0.688667496886675,0.5691158156911582,False,0.7123798981284455,0.7379310344827587,0.6304347826086957
AAPL,575,PRICE,803,0.5605478510744628,0.2462306541816014,0.12447752686370779,0.5703611457036114,0.6226650062266501,False,0.6865527276644694,0.6781609195402298,0.4429347826086957
