source,record,variant,symbol,period,method,slope,intercept,train_n,monotone_non_decreasing
outputs/stock_paper_methods_4h/v1/calibration.csv,83,F2,AMZN,final,platt_shrunk,0.010051835744633586,-0.06807874979539065,198,True
outputs/stock_combination_4h/v1/calibrators.csv,0,B1,AAPL,2018-03,B1,1.0,,0,True
outputs/stock_combination_4h/v1/calibrators.csv,1,B1,AMZN,2018-03,B1,1.0,,0,True
outputs/stock_combination_4h/v1/calibrators.csv,2,B1,AAPL,2018-04,B1,0.010051835744633586,,62,True
outputs/stock_combination_4h/v1/calibrators.csv,3,B1,AMZN,2018-04,B1,1.0,,29,True
outputs/stock_combination_4h/v1/calibrators.csv,4,B1,AAPL,2018-05,B1,0.010051835744633586,,122,True
outputs/stock_combination_4h/v1/calibrators.csv,5,B1,AMZN,2018-05,B1,0.010051835744633586,,70,True
outputs/stock_combination_4h/v1/calibrators.csv,6,B1,AAPL,2018-06,B1,0.010051835744633586,,188,True
outputs/stock_combination_4h/v1/calibrators.csv,7,B1,AMZN,2018-06,B1,0.010051835744633586,,110,True
outputs/stock_combination_4h/v1/calibrators.csv,8,B1,AAPL,2018-07,B1,0.010051835744633586,,251,True
outputs/stock_combination_4h/v1/calibrators.csv,9,B1,AMZN,2018-07,B1,0.010051835744633586,,142,True
outputs/stock_combination_4h/v1/calibrators.csv,10,B1,AAPL,2018-08,B1,0.010051835744633586,,311,True
outputs/stock_combination_4h/v1/calibrators.csv,11,B1,AMZN,2018-08,B1,0.010051835744633586,,167,True
outputs/stock_combination_4h/v1/calibrators.csv,12,B1,AAPL,final,B1,0.2311033172109277,,379,True
outputs/stock_combination_4h/v1/calibrators.csv,13,B1,AMZN,final,B1,0.010051835744633586,,198,True
outputs/stock_combination_4h/v1/calibrators.csv,14,B3,AAPL,2018-03,B3,1.0,,0,True
outputs/stock_combination_4h/v1/calibrators.csv,15,B3,AMZN,2018-03,B3,1.0,,0,True
outputs/stock_combination_4h/v1/calibrators.csv,16,B3,AAPL,2018-04,B3,0.010051835744633586,,62,True
outputs/stock_combination_4h/v1/calibrators.csv,17,B3,AMZN,2018-04,B3,1.0,,29,True
outputs/stock_combination_4h/v1/calibrators.csv,18,B3,AAPL,2018-05,B3,0.018399990685238968,,122,True
outputs/stock_combination_4h/v1/calibrators.csv,19,B3,AMZN,2018-05,B3,0.010051835744633586,,70,True
outputs/stock_combination_4h/v1/calibrators.csv,20,B3,AAPL,2018-06,B3,0.04796423232857275,,188,True
outputs/stock_combination_4h/v1/calibrators.csv,21,B3,AMZN,2018-06,B3,0.010051835744633586,,110,True
outputs/stock_combination_4h/v1/calibrators.csv,22,B3,AAPL,2018-07,B3,0.010051835744633586,,251,True
outputs/stock_combination_4h/v1/calibrators.csv,23,B3,AMZN,2018-07,B3,0.010051835744633586,,142,True
outputs/stock_combination_4h/v1/calibrators.csv,24,B3,AAPL,2018-08,B3,0.010051835744633586,,311,True
outputs/stock_combination_4h/v1/calibrators.csv,25,B3,AMZN,2018-08,B3,0.010051835744633586,,167,True
outputs/stock_combination_4h/v1/calibrators.csv,26,B3,AAPL,final,B3,0.10125839084086057,,379,True
outputs/stock_combination_4h/v1/calibrators.csv,27,B3,AMZN,final,B3,0.010051835744633586,,198,True
outputs/stock_goal60_4h/v1/calibration.json,0,F1_new,AAPL,2018-03,positive_slope,1.0,,0,True
outputs/stock_goal60_4h/v1/calibration.json,1,F1_new,AMZN,2018-03,positive_slope,1.0,,0,True
outputs/stock_goal60_4h/v1/calibration.json,2,F1_new,AAPL,2018-04,positive_slope,0.010051876979198517,,62,True
outputs/stock_goal60_4h/v1/calibration.json,3,F1_new,AMZN,2018-04,positive_slope,0.01005188032680568,,62,True
outputs/stock_goal60_4h/v1/calibration.json,4,F1_new,AAPL,2018-05,positive_slope,0.01005188447547437,,125,True
outputs/stock_goal60_4h/v1/calibration.json,5,F1_new,AMZN,2018-05,positive_slope,0.010051880946115721,,125,True
outputs/stock_goal60_4h/v1/calibration.json,6,F1_new,AAPL,2018-06,positive_slope,0.010051881898532504,,191,True
outputs/stock_goal60_4h/v1/calibration.json,7,F1_new,AMZN,2018-06,positive_slope,0.010051883367782687,,190,True
outputs/stock_goal60_4h/v1/calibration.json,8,F1_new,AAPL,2018-07,positive_slope,0.010051877636384534,,254,True
outputs/stock_goal60_4h/v1/calibration.json,9,F1_new,AMZN,2018-07,positive_slope,0.010051889397114148,,253,True
outputs/stock_goal60_4h/v1/calibration.json,10,F1_new,AAPL,2018-08,positive_slope,0.010051889080631572,,314,True
outputs/stock_goal60_4h/v1/calibration.json,11,F1_new,AMZN,2018-08,positive_slope,0.010051899302577055,,313,True
outputs/stock_goal60_4h/v1/calibration.json,12,F1_new,AAPL,final,positive_slope,0.09571435417600277,,383,True
