symbol,month,method,C,n,BA,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
AAPL,2018-07,A0,1.0,60,0.6043956043956045,0.19928486356118832,0.24240342849309598,0.6227106227106227,0.5897435897435898,0.6190476190476191,0.5166666666666667,False
AAPL,2018-08,A0,0.01,69,0.5081699346405228,0.014806384278366074,0.2338478164075101,0.5773420479302832,0.6274509803921569,0.3888888888888889,0.6231884057971014,False
AAPL,2018-08,A0,0.1,69,0.5849673202614378,0.16011904396842466,0.22189551634367582,0.6034858387799564,0.7254901960784313,0.4444444444444444,0.6811594202898551,False
AAPL,2018-08,A0,1.0,69,0.6127450980392157,0.21004201260420147,0.21872420414696947,0.6187363834422658,0.7254901960784313,0.5,0.6666666666666666,False
AMZN,2018-03,A0,0.01,62,0.42328042328042326,-0.18688841543883614,0.2672571411421581,0.36296296296296293,0.7037037037037037,0.14285714285714285,0.7903225806451613,False
AMZN,2018-03,A0,0.1,62,0.419047619047619,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.6666666666666666,0.17142857142857143,0.7580645161290323,False
AMZN,2018-03,A0,1.0,62,0.40634920634920635,-0.19622565452573865,0.3432166374283094,0.4042328042328042,0.5555555555555556,0.2571428571428571,0.6612903225806451,False
AMZN,2018-04,A0,0.01,63,0.425,-0.15348515337873012,0.2608866613632526,0.4653061224489796,0.5357142857142857,0.3142857142857143,0.6190476190476191,False
AMZN,2018-04,A0,0.1,63,0.45714285714285713,-0.08770580193070292,0.28568346381997567,0.49387755102040815,0.5714285714285714,0.34285714285714286,0.6190476190476191,False
AMZN,2018-04,A0,1.0,63,0.4357142857142857,-0.12909944487358058,0.31207229660296876,0.46836734693877546,0.5,0.37142857142857144,0.5714285714285714,False
AMZN,2018-05,A0,0.01,65,0.496588693957115,-0.007392113785968284,0.25242665386293434,0.5000000000000001,0.2894736842105263,0.7037037037037037,0.2923076923076923,False
AMZN,2018-05,A0,0.1,65,0.49610136452241715,-0.007693004760192652,0.25749776964600923,0.4415204678362573,0.47368421052631576,0.5185185185185185,0.47692307692307695,False
AMZN,2018-05,A0,1.0,65,0.4273879142300195,-0.14314646543895154,0.26793750951778683,0.4249512670565302,0.4473684210526316,0.4074074074074074,0.5076923076923077,False
AMZN,2018-06,A0,0.01,63,0.5201086956521739,0.038848061530093264,0.24730523227081147,0.5597826086956522,0.475,0.5652173913043478,0.4603174603174603,False
AMZN,2018-06,A0,0.1,63,0.6048913043478261,0.22006970263318495,0.23611675461342904,0.6065217391304348,0.775,0.43478260869565216,0.6984126984126984,False
AMZN,2018-06,A0,1.0,63,0.5489130434782609,0.10425720702853737,0.2283408739016395,0.6576086956521738,0.75,0.34782608695652173,0.7142857142857143,False
AMZN,2018-07,A0,0.01,60,0.5333333333333333,0.07537783614444091,0.2445011478170417,0.6011111111111112,0.7666666666666667,0.3,0.7333333333333333,False
AMZN,2018-07,A0,0.1,60,0.5833333333333334,0.19245008972987526,0.24284511675294512,0.6111111111111112,0.8333333333333334,0.3333333333333333,0.75,False
AMZN,2018-07,A0,1.0,60,0.5666666666666667,0.15762208124782015,0.24935618761064768,0.5955555555555555,0.8333333333333334,0.3,0.7666666666666667,False
AMZN,2018-08,A0,0.01,69,0.5474137931034483,0.10316934010406772,0.24276050427921458,0.6198275862068966,0.75,0.3448275862068966,0.7101449275362319,False
AMZN,2018-08,A0,0.1,69,0.6336206896551724,0.274433014821148,0.23060211345278409,0.6586206896551725,0.75,0.5172413793103449,0.6376811594202898,False
AMZN,2018-08,A0,1.0,69,0.6383620689655172,0.2798784825060619,0.22544673685564837,0.6724137931034483,0.725,0.5517241379310345,0.6086956521739131,False
AAPL,2018-03,A1,0.01,62,0.471875,-0.058191817512585564,0.27017492549342664,0.4635416666666667,0.34375,0.6,0.3709677419354839,False
AAPL,2018-03,A1,0.1,62,0.43854166666666666,-0.12522052619351262,0.314204666094857,0.42708333333333337,0.34375,0.5333333333333333,0.4032258064516129,False
AAPL,2018-03,A1,1.0,62,0.4375,-0.12598815766974242,0.3392855467984418,0.459375,0.375,0.5,0.43548387096774194,False
AAPL,2018-04,A1,0.01,63,0.5564516129032258,0.11359236684941297,0.24268947876851102,0.595766129032258,0.6129032258064516,0.5,0.5555555555555556,False
AAPL,2018-04,A1,0.1,63,0.5100806451612903,0.020935350965677668,0.25329273063897084,0.5826612903225807,0.6451612903225806,0.375,0.6349206349206349,False
AAPL,2018-04,A1,1.0,63,0.4944556451612903,-0.011628764629047963,0.29548147161030613,0.5272177419354839,0.6451612903225806,0.34375,0.6507936507936508,False
AAPL,2018-05,A1,0.01,66,0.597856477166822,0.1950776683169715,0.2509974526539205,0.5563839701770736,0.5405405405405406,0.6551724137931034,0.45454545454545453,False
AAPL,2018-05,A1,0.1,66,0.5535880708294502,0.10717614165890028,0.27605851759236555,0.5219012115563839,0.4864864864864865,0.6206896551724138,0.4393939393939394,False
AAPL,2018-05,A1,1.0,66,0.5093196644920783,0.018717994731537357,0.3048135277093621,0.48835041938490215,0.43243243243243246,0.5862068965517241,0.42424242424242425,False
AAPL,2018-06,A1,0.01,63,0.47685185185185186,-0.047178209756024825,0.26547675287088573,0.43724279835390945,0.3611111111111111,0.5925925925925926,0.38095238095238093,False
AAPL,2018-06,A1,0.1,63,0.4583333333333333,-0.08248900219951122,0.27425705939364053,0.43415637860082307,0.4722222222222222,0.4444444444444444,0.5079365079365079,False
AAPL,2018-06,A1,1.0,63,0.46759259259259256,-0.06454972243679029,0.2779579681645168,0.4444444444444444,0.5277777777777778,0.4074074074074074,0.5555555555555556,False
AAPL,2018-07,A1,0.01,60,0.5989010989010989,0.1957807216292501,0.2451993917471168,0.6288156288156288,0.4358974358974359,0.7619047619047619,0.36666666666666664,False
AAPL,2018-07,A1,0.1,60,0.6282051282051282,0.24459979523511427,0.24348453000381076,0.6288156288156288,0.5897435897435898,0.6666666666666666,0.5,False
AAPL,2018-07,A1,1.0,60,0.6648351648351649,0.3144854510165755,0.24833822446786666,0.6251526251526252,0.6153846153846154,0.7142857142857143,0.5,False
AAPL,2018-08,A1,0.01,69,0.5163398692810457,0.029071732876935347,0.2368708672229211,0.5664488017429194,0.5882352941176471,0.4444444444444444,0.5797101449275363,False
AAPL,2018-08,A1,0.1,69,0.5555555555555556,0.10150384378451047,0.2276161924079917,0.5991285403050108,0.6666666666666666,0.4444444444444444,0.6376811594202898,False
AAPL,2018-08,A1,1.0,69,0.5833333333333333,0.15102511963933396,0.22549163600630562,0.6045751633986928,0.6666666666666666,0.5,0.6231884057971014,False
AMZN,2018-03,A1,0.01,62,0.42486772486772484,-0.15937962369601547,0.26612881761736007,0.35132275132275126,0.5925925925925926,0.2571428571428571,0.6774193548387096,False
AMZN,2018-03,A1,0.1,62,0.3878306878306878,-0.2324762655524517,0.3026290690194918,0.3671957671957672,0.5185185185185185,0.2571428571428571,0.6451612903225806,False
AMZN,2018-03,A1,1.0,62,0.4021164021164021,-0.2009368559666569,0.3405818623044033,0.4201058201058201,0.5185185185185185,0.2857142857142857,0.6290322580645161,False
AMZN,2018-04,A1,0.01,63,0.49642857142857144,-0.007121091148698563,0.2599540987376133,0.49387755102040815,0.5357142857142857,0.45714285714285713,0.5396825396825397,False
AMZN,2018-04,A1,0.1,63,0.5142857142857142,0.02857142857142857,0.28263968853708676,0.5173469387755103,0.5714285714285714,0.45714285714285713,0.5555555555555556,False
AMZN,2018-04,A1,1.0,63,0.5107142857142857,0.021320071635561044,0.30573280669200936,0.5173469387755103,0.5357142857142857,0.4857142857142857,0.5238095238095238,False
AMZN,2018-05,A1,0.01,65,0.4439571150097466,-0.13109723387754746,0.25512429245712986,0.4785575048732943,0.18421052631578946,0.7037037037037037,0.23076923076923078,False
AMZN,2018-05,A1,0.1,65,0.43567251461988304,-0.13137196671500342,0.2739854904050079,0.3976608187134503,0.3157894736842105,0.5555555555555556,0.36923076923076925,False
AMZN,2018-05,A1,1.0,65,0.44883040935672514,-0.10366105360784117,0.30791487487366215,0.3830409356725146,0.34210526315789475,0.5555555555555556,0.38461538461538464,False
AMZN,2018-06,A1,0.01,63,0.5266304347826087,0.051604684654214,0.24843187404035094,0.532608695652174,0.575,0.4782608695652174,0.5555555555555556,False
AMZN,2018-06,A1,0.1,63,0.6358695652173914,0.27443710301809837,0.23878785327323268,0.6010869565217392,0.75,0.5217391304347826,0.6507936507936508,False
AMZN,2018-06,A1,1.0,63,0.6016304347826087,0.2052789530575376,0.23092676297072484,0.6402173913043478,0.725,0.4782608695652174,0.6507936507936508,False
AMZN,2018-07,A1,0.01,60,0.55,0.11547005383792515,0.2448649562703553,0.5855555555555556,0.8,0.3,0.75,False
AMZN,2018-07,A1,0.1,60,0.55,0.11547005383792515,0.24334596864308303,0.5866666666666667,0.8,0.3,0.75,False
