stock,horizon,method,month,phase,params,issued,n,accuracy,ba,mcc,precision,recall,f1,up_recall,down_recall,pred_up,true_up,constant,auc,brier
AAPL,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-06,oof,"{""C"": 0.01}",True,21,0.42857142857142855,0.46634615384615385,-0.06933752452815364,0.35714285714285715,0.625,0.45454545454545453,0.625,0.3076923076923077,0.6666666666666666,0.38095238095238093,False,0.4038461538461538,
AAPL,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-07,oof,"{""C"": 0.01}",True,21,0.5238095238095238,0.6153846153846154,0.3202563076101743,1.0,0.23076923076923078,0.375,0.23076923076923078,1.0,0.14285714285714285,0.6190476190476191,False,0.6634615384615384,
AAPL,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-08,oof,"{""C"": 1.0}",True,23,0.6521739130434783,0.6568627450980392,0.27789338971674993,0.8461538461538461,0.6470588235294118,0.7333333333333333,0.6470588235294118,0.6666666666666666,0.5652173913043478,0.7391304347826086,False,0.6764705882352942,
AAPL,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-09,development,"{""C"": 1.0}",True,19,0.5789473684210527,0.5944444444444444,0.23134069792952236,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.3,0.7894736842105263,0.47368421052631576,False,0.5666666666666667,
AAPL,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-10,development,"{""C"": 1.0}",True,23,0.43478260869565216,0.4356060606060606,-0.12878787878787878,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.45454545454545453,0.4166666666666667,0.5217391304347826,0.4782608695652174,False,0.3484848484848485,
AAPL,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-11,later,"{""C"": 1.0}",True,21,0.2857142857142857,0.3571428571428571,-0.31622776601683794,0.25,0.5714285714285714,0.34782608695652173,0.5714285714285714,0.14285714285714285,0.7619047619047619,0.3333333333333333,False,0.4285714285714285,
AAPL,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-12,later,"{""C"": 1.0}",True,19,0.631578947368421,0.6858974358974359,0.35003329844931896,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.8333333333333334,0.5384615384615384,0.5789473684210527,0.3157894736842105,False,0.8846153846153846,
AAPL,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2019-01,later,"{""C"": 1.0}",True,21,0.5714285714285714,0.5727272727272728,0.14545454545454545,0.6,0.5454545454545454,0.5714285714285714,0.5454545454545454,0.6,0.47619047619047616,0.5238095238095238,False,0.5727272727272728,
AAPL,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2019-02,later,"{""C"": 1.0}",True,1,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True,,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2018-03,oof,"{""C"": 0.1}",True,21,0.6666666666666666,0.6805555555555556,0.3611111111111111,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5833333333333334,0.5714285714285714,0.42857142857142855,False,0.7037037037037037,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2018-04,oof,"{""C"": 1.0}",True,21,0.3333333333333333,0.3318181818181818,-0.33636363636363636,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.3,0.5238095238095238,0.5238095238095238,False,0.25,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2018-05,oof,"{""C"": 0.01}",True,22,0.36363636363636365,0.3666666666666667,-0.26666666666666666,0.4,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.4,0.45454545454545453,0.5454545454545454,False,0.35416666666666663,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2018-06,oof,"{""C"": 1.0}",True,21,0.6190476190476191,0.5972222222222222,0.2041241452319315,0.6428571428571429,0.75,0.6923076923076923,0.75,0.4444444444444444,0.6666666666666666,0.5714285714285714,False,0.662037037037037,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2018-07,oof,"{""C"": 1.0}",True,21,0.3333333333333333,0.34545454545454546,-0.3624412178045377,0.375,0.6,0.46153846153846156,0.6,0.09090909090909091,0.7619047619047619,0.47619047619047616,False,0.2727272727272727,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2018-08,oof,"{""C"": 0.01}",True,23,0.43478260869565216,0.41666666666666663,-0.1640825308284734,0.5384615384615384,0.5,0.5185185185185185,0.5,0.3333333333333333,0.5652173913043478,0.6086956521739131,False,0.29365079365079366,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2018-09,development,"{""C"": 0.01}",True,19,0.21052631578947367,0.21666666666666667,-0.5865557254410011,0.25,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.1,0.631578947368421,0.47368421052631576,False,0.26666666666666666,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2018-10,development,"{""C"": 0.01}",True,23,0.5217391304347826,0.5476190476190476,0.09523809523809523,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.6666666666666666,0.42857142857142855,0.6086956521739131,0.391304347826087,False,0.6190476190476191,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2018-11,later,"{""C"": 0.01}",True,21,0.47619047619047616,0.4727272727272727,-0.05504818825631803,0.5,0.5454545454545454,0.5217391304347826,0.5454545454545454,0.4,0.5714285714285714,0.5238095238095238,False,0.6000000000000001,
