stock,horizon,method,month,phase,params,issued,n,accuracy,ba,mcc,precision,recall,f1,up_recall,down_recall,pred_up,true_up,constant,auc,brier
AAPL,4h,TFIDF_LINSVM,2018-11,later,"{""C"": 0.01}",True,60,0.5166666666666667,0.5,0.0,0.5166666666666667,1.0,0.6813186813186813,1.0,0.0,1.0,0.5166666666666667,True,0.5973303670745272,
AAPL,4h,TFIDF_LINSVM,2018-12,later,"{""C"": 0.01}",True,53,0.3584905660377358,0.5,0.0,0.3584905660377358,1.0,0.5277777777777778,1.0,0.0,1.0,0.3584905660377358,True,0.6439628482972136,
AAPL,4h,TFIDF_LINSVM,2019-01,later,"{""C"": 0.01}",True,63,0.5873015873015873,0.5,0.0,0.5873015873015873,1.0,0.74,1.0,0.0,1.0,0.5873015873015873,True,0.4854469854469855,
AAPL,4h,TFIDF_LINSVM,2019-02,later,"{""C"": 0.01}",True,2,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,,
AMZN,4h,TFIDF_LINSVM,2018-03,oof,"{""C"": 0.1}",True,62,0.43548387096774194,0.5,0.0,0.43548387096774194,1.0,0.6067415730337079,1.0,0.0,1.0,0.43548387096774194,True,0.36878306878306877,
AMZN,4h,TFIDF_LINSVM,2018-04,oof,"{""C"": 0.01}",True,63,0.4444444444444444,0.5,0.0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,1.0,0.4444444444444444,True,0.3892857142857143,
AMZN,4h,TFIDF_LINSVM,2018-05,oof,"{""C"": 0.01}",True,65,0.5846153846153846,0.5,0.0,0.5846153846153846,1.0,0.7378640776699029,1.0,0.0,1.0,0.5846153846153846,True,0.43177387914230025,
AMZN,4h,TFIDF_LINSVM,2018-06,oof,"{""C"": 0.01}",True,63,0.6349206349206349,0.5,0.0,0.6349206349206349,1.0,0.7766990291262136,1.0,0.0,1.0,0.6349206349206349,True,0.5173913043478261,
AMZN,4h,TFIDF_LINSVM,2018-07,oof,"{""C"": 0.01}",True,60,0.5,0.5,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,1.0,0.5,True,0.38055555555555554,
AMZN,4h,TFIDF_LINSVM,2018-08,oof,"{""C"": 0.01}",True,69,0.5797101449275363,0.5,0.0,0.5797101449275363,1.0,0.7339449541284404,1.0,0.0,1.0,0.5797101449275363,True,0.39224137931034486,
AMZN,4h,TFIDF_LINSVM,2018-09,development,"{""C"": 0.01}",True,57,0.49122807017543857,0.5,0.0,0.49122807017543857,1.0,0.6588235294117647,1.0,0.0,1.0,0.49122807017543857,True,0.6077586206896551,
AMZN,4h,TFIDF_LINSVM,2018-10,development,"{""C"": 0.01}",True,69,0.30434782608695654,0.5,0.0,0.30434782608695654,1.0,0.4666666666666667,1.0,0.0,1.0,0.30434782608695654,True,0.4196428571428571,
AMZN,4h,TFIDF_LINSVM,2018-11,later,"{""C"": 0.01}",True,60,0.5833333333333334,0.4861111111111111,-0.10629880069054679,0.5932203389830508,0.9722222222222222,0.7368421052631579,0.9722222222222222,0.0,0.9833333333333333,0.6,False,0.5109953703703703,
AMZN,4h,TFIDF_LINSVM,2018-12,later,"{""C"": 0.01}",True,54,0.35185185185185186,0.5,0.0,0.35185185185185186,1.0,0.5205479452054794,1.0,0.0,1.0,0.35185185185185186,True,0.6142857142857143,
AMZN,4h,TFIDF_LINSVM,2019-01,later,"{""C"": 0.01}",True,63,0.5873015873015873,0.4936842105263158,-0.029019050004400467,0.6,0.9473684210526315,0.7346938775510204,0.9473684210526315,0.04,0.9523809523809523,0.6031746031746031,False,0.4326315789473684,
AMZN,4h,TFIDF_LINSVM,2019-02,later,"{""C"": 0.01}",True,2,0.5,0.5,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,1.0,0.5,True,0.5,
AAPL,4h,TFIDF_RF,2018-03,oof,"{""max_depth"": 8, ""min_samples_leaf"": 1}",True,62,0.5645161290322581,0.55625,0.1312784923481051,0.5531914893617021,0.8125,0.6582278481012658,0.8125,0.3,0.7580645161290323,0.5161290322580645,False,0.5984375000000001,0.24043715467271898
AAPL,4h,TFIDF_RF,2018-04,oof,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,63,0.47619047619047616,0.47731854838709675,-0.0458272234441729,0.4722222222222222,0.5483870967741935,0.5074626865671642,0.5483870967741935,0.40625,0.5714285714285714,0.49206349206349204,False,0.4274193548387097,0.2930708270986947
AAPL,4h,TFIDF_RF,2018-05,oof,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,66,0.5909090909090909,0.5717614165890028,0.15110651212172094,0.6136363636363636,0.7297297297297297,0.6666666666666666,0.7297297297297297,0.41379310344827586,0.6666666666666666,0.5606060606060606,False,0.5358807082945014,0.25114121018199337
AAPL,4h,TFIDF_RF,2018-06,oof,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,63,0.42857142857142855,0.4305555555555556,-0.13762047064079508,0.5,0.4166666666666667,0.45454545454545453,0.4166666666666667,0.4444444444444444,0.47619047619047616,0.5714285714285714,False,0.4629629629629629,0.2906133542524006
AAPL,4h,TFIDF_RF,2018-07,oof,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,60,0.43333333333333335,0.5201465201465202,0.046649971620151415,0.6923076923076923,0.23076923076923078,0.34615384615384615,0.23076923076923078,0.8095238095238095,0.21666666666666667,0.65,False,0.4065934065934066,0.3531004558934191
AAPL,4h,TFIDF_RF,2018-08,oof,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,69,0.6231884057971014,0.511437908496732,0.02287581699346405,0.7450980392156863,0.7450980392156863,0.7450980392156863,0.7450980392156863,0.2777777777777778,0.7391304347826086,0.7391304347826086,False,0.5125272331154684,0.24261689268363906
AAPL,4h,TFIDF_RF,2018-09,development,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,57,0.543859649122807,0.5461822660098522,0.09572433346766025,0.5277777777777778,0.6785714285714286,0.59375,0.6785714285714286,0.41379310344827586,0.631578947368421,0.49122807017543857,False,0.579433497536946,0.25957824790570355
AAPL,4h,TFIDF_RF,2018-10,development,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,69,0.5362318840579711,0.5435897435897435,0.08688295745240927,0.47368421052631576,0.6,0.5294117647058824,0.6,0.48717948717948717,0.5507246376811594,0.43478260869565216,False,0.5299145299145299,0.2591452532679176
AAPL,4h,TFIDF_RF,2018-11,later,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,60,0.4666666666666667,0.4671857619577308,-0.06562847608453838,0.4827586206896552,0.45161290322580644,0.4666666666666667,0.45161290322580644,0.4827586206896552,0.48333333333333334,0.5166666666666667,False,0.4849833147942158,0.2655469034202963
AAPL,4h,TFIDF_RF,2018-12,later,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,53,0.49056603773584906,0.44040247678018574,-0.12069914437862586,0.2777777777777778,0.2631578947368421,0.2702702702702703,0.2631578947368421,0.6176470588235294,0.33962264150943394,0.3584905660377358,False,0.5185758513931888,0.24727828618948858
AAPL,4h,TFIDF_RF,2019-01,later,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,63,0.38095238095238093,0.4158004158004158,-0.18352066281439178,0.4444444444444444,0.21621621621621623,0.2909090909090909,0.21621621621621623,0.6153846153846154,0.2857142857142857,0.5873015873015873,False,0.41632016632016633,0.29671438520836324
AAPL,4h,TFIDF_RF,2019-02,later,"{""max_depth"": null, ""min_samples_leaf"": 1}",True,2,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,,0.15243681008803212
AMZN,4h,TFIDF_RF,2018-03,oof,"{""max_depth"": 8, ""min_samples_leaf"": 1}",True,62,0.4032258064516129,0.45026455026455026,-0.14711944434163066,0.4074074074074074,0.8148148148148148,0.5432098765432098,0.8148148148148148,0.08571428571428572,0.8709677419354839,0.43548387096774194,False,0.497883597883598,0.2782213573417877
AMZN,4h,TFIDF_RF,2018-04,oof,"{""max_depth"": 8, ""min_samples_leaf"": 1}",True,63,0.4444444444444444,0.45,-0.1,0.4,0.5,0.4444444444444444,0.5,0.4,0.5555555555555556,0.4444444444444444,False,0.41581632653061223,0.30883508844066165
AMZN,4h,TFIDF_RF,2018-05,oof,"{""max_depth"": 8, ""min_samples_leaf"": 5}",True,65,0.5692307692307692,0.5136452241715399,0.03586667590416683,0.5925925925925926,0.8421052631578947,0.6956521739130435,0.8421052631578947,0.18518518518518517,0.8307692307692308,0.5846153846153846,False,0.4902534113060429,0.2504337999734204
AMZN,4h,TFIDF_RF,2018-06,oof,"{""max_depth"": null, ""min_samples_leaf"": 5}",True,63,0.5238095238095238,0.4679347826086957,-0.06727519406921198,0.6136363636363636,0.675,0.6428571428571429,0.675,0.2608695652173913,0.6984126984126984,0.6349206349206349,False,0.40869565217391307,0.2574845594562427
AMZN,4h,TFIDF_RF,2018-07,oof,"{""max_depth"": null, ""min_samples_leaf"": 5}",True,60,0.55,0.55,0.11547005383792515,0.5333333333333333,0.8,0.64,0.8,0.3,0.75,0.5,False,0.4838888888888889,0.2507560215871887
AMZN,4h,TFIDF_RF,2018-08,oof,"{""max_depth"": 8, ""min_samples_leaf"": 5}",True,69,0.5652173913043478,0.5491379310344828,0.09939609659093787,0.6190476190476191,0.65,0.6341463414634146,0.65,0.4482758620689655,0.6086956521739131,0.5797101449275363,False,0.55,0.250903402637137
AMZN,4h,TFIDF_RF,2018-09,development,"{""max_depth"": 8, ""min_samples_leaf"": 5}",True,57,0.47368421052631576,0.4735221674876847,-0.05295566502463054,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.4827586206896552,0.49122807017543857,0.49122807017543857,False,0.47844827586206895,0.2571034089523022
AMZN,4h,TFIDF_RF,2018-10,development,"{""max_depth"": 8, ""min_samples_leaf"": 5}",True,69,0.5072463768115942,0.6324404761904762,0.2887906107309606,0.37735849056603776,0.9523809523809523,0.5405405405405406,0.9523809523809523,0.3125,0.7681159420289855,0.30434782608695654,False,0.6438492063492064,0.24688740616005703
