stock,horizon_window,method,month,phase,n,accuracy,BA,MCC,precision,recall,F1,up_recall,down_recall,pred_up,true_up,AUC,Brier,constant
AAPL,4h,TFIDF_RF,2018-12,later,53,0.5471698113207547,0.5657894736842105,0.12676461650468618,0.41379310344827586,0.631578947368421,0.5,0.631578947368421,0.5,0.5471698113207547,0.3584905660377358,0.5890092879256965,0.24494025157232707,False
AAPL,4h,TFIDF_RF,2019-01,later,63,0.4603174603174603,0.511954261954262,0.029085974677101674,0.6153846153846154,0.21621621621621623,0.32,0.21621621621621623,0.8076923076923077,0.20634920634920634,0.5873015873015873,0.4693347193347193,0.28278165784832454,False
AAPL,4h,TFIDF_RF,2019-02,later,2,0.5,,,0.0,0.0,0.0,0.0,0.5,0.5,0.0,,0.2518055555555555,False
AMZN,4h,PAPER_2G_L1LR,2018-09,development,57,0.42105263157894735,0.4187192118226601,-0.16847482690308205,0.38095238095238093,0.2857142857142857,0.32653061224489793,0.2857142857142857,0.5517241379310345,0.3684210526315789,0.49122807017543857,0.4679802955665025,0.31952361395000184,False
AMZN,4h,PAPER_2G_L1LR,2018-10,development,69,0.5217391304347826,0.5892857142857143,0.1709408646894569,0.36363636363636365,0.7619047619047619,0.49230769230769234,0.7619047619047619,0.4166666666666667,0.6376811594202898,0.30434782608695654,0.6140873015873016,0.2871601495877125,False
AMZN,4h,PAPER_2G_L1LR,2018-11,later,60,0.55,0.5277777777777778,0.055978284637523995,0.6216216216216216,0.6388888888888888,0.6301369863013698,0.6388888888888888,0.4166666666666667,0.6166666666666667,0.6,0.49421296296296297,0.28590573671072483,False
AMZN,4h,PAPER_2G_L1LR,2018-12,later,54,0.5370370370370371,0.5827067669172932,0.1635789462299856,0.4117647058823529,0.7368421052631579,0.5283018867924528,0.7368421052631579,0.42857142857142855,0.6296296296296297,0.35185185185185186,0.6631578947368422,0.26707394040399385,False
AMZN,4h,PAPER_2G_L1LR,2019-01,later,63,0.4603174603174603,0.42947368421052634,-0.14333395419658695,0.55,0.5789473684210527,0.5641025641025641,0.5789473684210527,0.28,0.6349206349206349,0.6031746031746031,0.3726315789473684,0.29220814634845826,False
AMZN,4h,PAPER_2G_L1LR,2019-02,later,2,0.5,0.5,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,1.0,0.5,1.0,0.2498300911894527,True
AMZN,4h,TFIDF_LR,2018-09,development,57,0.49122807017543857,0.4926108374384236,-0.014963756781552729,0.48484848484848486,0.5714285714285714,0.5245901639344263,0.5714285714285714,0.41379310344827586,0.5789473684210527,0.49122807017543857,0.5283251231527093,0.254551408731399,False
AMZN,4h,TFIDF_LR,2018-10,development,69,0.5507246376811594,0.5967261904761905,0.18033305940750557,0.375,0.7142857142857143,0.4918032786885246,0.7142857142857143,0.4791666666666667,0.5797101449275363,0.30434782608695654,0.615079365079365,0.2704358940560178,False
AMZN,4h,TFIDF_LR,2018-11,later,60,0.45,0.45138888888888884,-0.09531089965802728,0.5517241379310345,0.4444444444444444,0.49230769230769234,0.4444444444444444,0.4583333333333333,0.48333333333333334,0.6,0.4872685185185185,0.28274751206902027,False
AMZN,4h,TFIDF_LR,2018-12,later,54,0.48148148148148145,0.4917293233082707,-0.015842103971120326,0.3448275862068966,0.5263157894736842,0.4166666666666667,0.5263157894736842,0.45714285714285713,0.5370370370370371,0.35185185185185186,0.5744360902255639,0.25603721356759296,False
AMZN,4h,TFIDF_LR,2019-01,later,63,0.38095238095238093,0.36368421052631583,-0.2684262125407043,0.4857142857142857,0.4473684210526316,0.4657534246575342,0.4473684210526316,0.28,0.5555555555555556,0.6031746031746031,0.3431578947368421,0.2811901868326739,False
AMZN,4h,TFIDF_LR,2019-02,later,2,0.5,0.5,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,1.0,0.5,1.0,0.23888550167145778,True
AMZN,4h,TFIDF_RF,2018-09,development,57,0.43859649122807015,0.43842364532019706,-0.12315270935960591,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.4482758620689655,0.49122807017543857,0.49122807017543857,0.49137931034482757,0.25986517538950504,False
AMZN,4h,TFIDF_RF,2018-10,development,69,0.5362318840579711,0.6532738095238095,0.32122317675919726,0.39215686274509803,0.9523809523809523,0.5555555555555556,0.9523809523809523,0.3541666666666667,0.7391304347826086,0.30434782608695654,0.691468253968254,0.259997363550635,False
AMZN,4h,TFIDF_RF,2018-11,later,60,0.4666666666666667,0.4375,-0.12707606131310362,0.5526315789473685,0.5833333333333334,0.5675675675675675,0.5833333333333334,0.2916666666666667,0.6333333333333333,0.6,0.4224537037037037,0.27108178506497554,False
AMZN,4h,TFIDF_RF,2018-12,later,54,0.5,0.5180451127819549,0.0346843987809648,0.36666666666666664,0.5789473684210527,0.4489795918367347,0.5789473684210527,0.45714285714285713,0.5555555555555556,0.35185185185185186,0.4736842105263158,0.26130361750087383,False
AMZN,4h,TFIDF_RF,2019-01,later,63,0.5396825396825397,0.5157894736842106,0.031814238148788886,0.6153846153846154,0.631578947368421,0.6233766233766234,0.631578947368421,0.4,0.6190476190476191,0.6031746031746031,0.4652631578947368,0.25701389354284665,False
AMZN,4h,TFIDF_RF,2019-02,later,2,0.5,0.5,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,1.0,0.5,1.0,0.2542256035555548,True
