symbol,month,delta_BA,delta_Brier,delta_AUC,AR1_n,AR0_n,coverage,horizon_complete,AR1_constant
AAPL,2018-06,0.000973638070412286,5.9935451210357815e-05,0.00022110505981476347,731,731,1.0,True,False
AAPL,2018-07,0.029084365584198246,4.089344535973538e-05,-0.008735771677268134,438,438,1.0,True,False
AAPL,2018-08,0.02282553959957634,-0.0006091004599366179,0.014638212158571973,566,566,1.0,True,False
AMZN,2018-06,0.041849415204678386,-0.0007131702498827108,0.03076267056530213,201,201,1.0,True,False
AMZN,2018-07,-0.01185958254269448,0.000710010844466924,-0.015970904490828552,164,164,1.0,True,False
AMZN,2018-08,0.06654203018972438,0.0003337516499144211,-0.055117019803351486,170,170,1.0,True,False
