symbol,month,method,C,n,BA,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
AAPL,2018-03,MODERN,0.01,62,0.46458333333333335,-0.07216098119626152,0.2666355996794168,0.403125,0.5625,0.36666666666666664,0.5967741935483871,False
AAPL,2018-03,MODERN,0.1,62,0.4822916666666667,-0.03556516487211823,0.33020289120332236,0.3802083333333333,0.53125,0.43333333333333335,0.5483870967741935,False
AAPL,2018-03,MODERN,1.0,62,0.46770833333333334,-0.06454972243679027,0.42055893452335824,0.3614583333333333,0.46875,0.4666666666666667,0.5,False
AAPL,2018-04,MODERN,0.01,63,0.4954637096774194,-0.010040241611281236,0.2594964483079445,0.45564516129032256,0.7096774193548387,0.28125,0.7142857142857143,False
AAPL,2018-04,MODERN,0.1,63,0.4632056451612903,-0.07903469805012206,0.3068244691421157,0.4324596774193548,0.6451612903225806,0.28125,0.6825396825396826,False
AAPL,2018-04,MODERN,1.0,63,0.4470766129032258,-0.11225331376673431,0.359760348496143,0.4042338709677419,0.6129032258064516,0.28125,0.6666666666666666,False
AAPL,2018-05,MODERN,0.01,66,0.41565703634669154,-0.16868592730661697,0.2620907033061355,0.41192917054986017,0.4864864864864865,0.3448275862068966,0.5606060606060606,False
AAPL,2018-05,MODERN,0.1,66,0.4217148182665424,-0.1615396563628238,0.2878835823385803,0.41472506989748376,0.5675675675675675,0.27586206896551724,0.6363636363636364,False
AAPL,2018-05,MODERN,1.0,66,0.44641192917054984,-0.10717614165890028,0.30311418067009593,0.412861136999068,0.5135135135135135,0.3793103448275862,0.5606060606060606,False
AAPL,2018-06,MODERN,0.01,63,0.4212962962962963,-0.1574074074074074,0.2683851365186003,0.35288065843621397,0.3611111111111111,0.48148148148148145,0.42857142857142855,False
AAPL,2018-06,MODERN,0.1,63,0.44907407407407407,-0.10112618056102679,0.30581849559954943,0.3497942386831276,0.4166666666666667,0.48148148148148145,0.4603174603174603,False
AAPL,2018-06,MODERN,1.0,63,0.41666666666666663,-0.16547920455440748,0.3263678904895726,0.3456790123456791,0.3888888888888889,0.4444444444444444,0.4603174603174603,False
AAPL,2018-07,MODERN,0.01,60,0.4084249084249084,-0.17471413945365305,0.27121210510838567,0.4151404151404151,0.4358974358974359,0.38095238095238093,0.5,False
AAPL,2018-07,MODERN,0.1,60,0.39743589743589747,-0.19611613513818404,0.29787707917749534,0.42368742368742374,0.46153846153846156,0.3333333333333333,0.5333333333333333,False
AAPL,2018-07,MODERN,1.0,60,0.4084249084249084,-0.17471413945365305,0.31089692148581066,0.4151404151404151,0.4358974358974359,0.38095238095238093,0.5,False
AAPL,2018-08,MODERN,0.01,69,0.5212418300653594,0.043292945423175716,0.23755672096600314,0.5337690631808278,0.7647058823529411,0.2777777777777778,0.7536231884057971,False
AAPL,2018-08,MODERN,0.1,69,0.5588235294117647,0.1198881565564866,0.23797598009247148,0.559912854030501,0.7843137254901961,0.3333333333333333,0.7536231884057971,False
AAPL,2018-08,MODERN,1.0,69,0.576797385620915,0.15098575305776035,0.23971059142419596,0.5751633986928104,0.7647058823529411,0.3888888888888889,0.7246376811594203,False
