symbol,month,delta_BA,delta_Brier,delta_AUC,AR1_n,AR0_n,coverage,horizon_complete,AR1_constant
AAPL,2018-06,-0.006465272574529446,0.003880117582197945,-0.005077424335308667,1190,1190,1.0,True,False
AAPL,2018-07,0.006312196726704522,-0.004376011699377014,0.0019087370123639369,764,764,1.0,True,False
AAPL,2018-08,0.009818600633458074,-0.0029717180496617313,0.022895671369613124,992,992,1.0,True,False
AMZN,2018-06,0.004624766573295913,0.002748931614554695,-0.04357784780578888,377,377,1.0,True,False
AMZN,2018-07,0.033707162511464994,-0.006327267123063196,-0.004627699491369985,313,313,1.0,True,False
AMZN,2018-08,0.03876157061809499,-0.0015371893078273136,0.02989698417438047,333,333,1.0,True,False
