symbol,month,delta_BA,delta_Brier,delta_AUC,AR1_n,AR0_n,coverage,horizon_complete,AR1_constant
AAPL,2018-06,-0.0014321197610149827,0.00013721235934288645,-0.010871090913159409,1404,1404,1.0,True,False
AAPL,2018-07,0.006732798030711473,-0.0011699722011094815,0.022264388700035165,905,905,1.0,True,False
AAPL,2018-08,-0.01583881875324622,0.0023164805068610073,-0.057493560594015225,1259,1259,1.0,True,False
AMZN,2018-06,-0.005211923711641697,0.0028984735784485516,-0.016304234296338094,440,440,1.0,True,False
AMZN,2018-07,-0.011080588907064981,-0.0015608417562707477,-0.025124232229389754,360,360,1.0,True,False
AMZN,2018-08,-0.0005389514943655027,0.001133812758555397,-0.02158255756981864,417,417,1.0,True,False
