symbol,phase,period,method,n,BA,MCC,Brier,accuracy,up_recall,down_recall,pred_up,coverage,news_coverage,dates
AAPL,frozen,validation,online_title,126,0.5144523326572008,0.04448660658749712,0.26042561391004615,0.48412698412698413,0.896551724137931,0.1323529411764706,0.8809523809523809,1.0,0.9841269841269841,42
AMZN,forward,all,title,439,0.4948241456722375,-0.010940655405820688,0.27253534142912794,0.5011389521640092,0.6578947368421053,0.33175355450236965,0.662870159453303,1.0,0.5239179954441914,147
AMZN,forward,all,price,439,0.5130747484825808,0.027637237952856275,0.2717673713636091,0.5193621867881549,0.6754385964912281,0.35071090047393366,0.662870159453303,1.0,0.5239179954441914,147
AMZN,forward,all,body,439,0.5121185665585766,0.025063490648689443,0.2734939305028989,0.5170842824601367,0.6403508771929824,0.38388625592417064,0.6287015945330297,1.0,0.5239179954441914,147
AMZN,forward,all,semantic,439,0.5068491726947701,0.014320287737467012,0.2808592597940641,0.5125284738041003,0.6535087719298246,0.36018957345971564,0.6469248291571754,1.0,0.5239179954441914,147
AMZN,forward,all,joint_body,439,0.5217739253346636,0.04471468151247681,0.2758592931618498,0.5261958997722096,0.6359649122807017,0.4075829383886256,0.6150341685649203,1.0,0.5239179954441914,147
AMZN,forward,all,joint_semantic,439,0.5168579030514675,0.03477962901664906,0.2766537797957892,0.5216400911161732,0.6403508771929824,0.3933649289099526,0.6241457858769932,1.0,0.5239179954441914,147
AMZN,forward,all,static,439,0.5130747484825808,0.027637237952856275,0.2717673713636092,0.5193621867881549,0.6754385964912281,0.35071090047393366,0.662870159453303,1.0,0.5239179954441914,147
AMZN,forward,all,gate,439,0.5130747484825808,0.027637237952856275,0.2717673713636092,0.5193621867881549,0.6754385964912281,0.35071090047393366,0.662870159453303,1.0,0.5239179954441914,147
AMZN,forward,all,price_cal,439,0.49941797622017126,-0.001167791816547506,0.26786068530777785,0.5011389521640092,0.543859649122807,0.4549763033175355,0.5444191343963554,1.0,0.5239179954441914,147
AMZN,forward,all,static_cal,439,0.49941797622017126,-0.001167791816547506,0.26786068530777785,0.5011389521640092,0.543859649122807,0.4549763033175355,0.5444191343963554,1.0,0.5239179954441914,147
AMZN,forward,all,gate_cal,439,0.49941797622017126,-0.001167791816547506,0.26786068530777785,0.5011389521640092,0.543859649122807,0.4549763033175355,0.5444191343963554,1.0,0.5239179954441914,147
AMZN,forward,all,selected_system,439,0.4948241456722375,-0.010940655405820688,0.27253534142912794,0.5011389521640092,0.6578947368421053,0.33175355450236965,0.662870159453303,1.0,0.5239179954441914,147
AMZN,forward,all,constant,439,0.5,0.0,0.25,0.5193621867881549,1.0,0.0,1.0,1.0,0.5239179954441914,147
AMZN,forward,all,prior,439,0.5,0.0,0.26429239025629225,0.5193621867881549,1.0,0.0,1.0,1.0,0.5239179954441914,147
AMZN,forward,2018-02,title,57,0.418125,-0.19365480968642457,0.3543228137374354,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,price,57,0.418125,-0.19365480968642457,0.3514194529399531,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,body,57,0.418125,-0.19365480968642457,0.3514194529399531,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,semantic,57,0.418125,-0.19365480968642457,0.3514194529399531,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,joint_body,57,0.418125,-0.19365480968642457,0.3514194529399531,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,joint_semantic,57,0.418125,-0.19365480968642457,0.3514194529399531,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,static,57,0.418125,-0.19365480968642457,0.3514194529399531,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,gate,57,0.418125,-0.19365480968642457,0.3514194529399531,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,price_cal,57,0.418125,-0.19365480968642457,0.3514194529399531,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,static_cal,57,0.418125,-0.19365480968642457,0.3514194529399531,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,gate_cal,57,0.418125,-0.19365480968642457,0.3514194529399531,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,selected_system,57,0.418125,-0.19365480968642457,0.3543228137374354,0.38596491228070173,0.68,0.15625,0.7719298245614035,1.0,0.5614035087719298,19
AMZN,forward,2018-02,constant,57,0.5,0.0,0.25,0.43859649122807015,1.0,0.0,1.0,1.0,0.5614035087719298,19
AMZN,forward,2018-02,prior,57,0.5,0.0,0.3432017543859649,0.43859649122807015,1.0,0.0,1.0,1.0,0.5614035087719298,19
AMZN,forward,2018-03,title,62,0.40476190476190477,-0.22587697572631282,0.300453951765344,0.3709677419354839,0.6666666666666666,0.14285714285714285,0.7741935483870968,1.0,0.46774193548387094,21
AMZN,forward,2018-03,price,62,0.45185185185185184,-0.11148872005381641,0.2984807309805408,0.41935483870967744,0.7037037037037037,0.2,0.7580645161290323,1.0,0.46774193548387094,21
AMZN,forward,2018-03,body,62,0.45185185185185184,-0.11148872005381641,0.2984807309805408,0.41935483870967744,0.7037037037037037,0.2,0.7580645161290323,1.0,0.46774193548387094,21
AMZN,forward,2018-03,semantic,62,0.45185185185185184,-0.11148872005381641,0.2984807309805408,0.41935483870967744,0.7037037037037037,0.2,0.7580645161290323,1.0,0.46774193548387094,21
AMZN,forward,2018-03,joint_body,62,0.45185185185185184,-0.11148872005381641,0.2984807309805408,0.41935483870967744,0.7037037037037037,0.2,0.7580645161290323,1.0,0.46774193548387094,21
AMZN,forward,2018-03,joint_semantic,62,0.45185185185185184,-0.11148872005381641,0.2984807309805408,0.41935483870967744,0.7037037037037037,0.2,0.7580645161290323,1.0,0.46774193548387094,21
AMZN,forward,2018-03,static,62,0.45185185185185184,-0.11148872005381641,0.2984807309805408,0.41935483870967744,0.7037037037037037,0.2,0.7580645161290323,1.0,0.46774193548387094,21
AMZN,forward,2018-03,gate,62,0.45185185185185184,-0.11148872005381641,0.2984807309805408,0.41935483870967744,0.7037037037037037,0.2,0.7580645161290323,1.0,0.46774193548387094,21
AMZN,forward,2018-03,price_cal,62,0.4894179894179894,-0.021265527843082024,0.27503723412566766,0.5,0.4074074074074074,0.5714285714285714,0.41935483870967744,1.0,0.46774193548387094,21
AMZN,forward,2018-03,static_cal,62,0.4894179894179894,-0.021265527843082024,0.27503723412566766,0.5,0.4074074074074074,0.5714285714285714,0.41935483870967744,1.0,0.46774193548387094,21
AMZN,forward,2018-03,gate_cal,62,0.4894179894179894,-0.021265527843082024,0.27503723412566766,0.5,0.4074074074074074,0.5714285714285714,0.41935483870967744,1.0,0.46774193548387094,21
AMZN,forward,2018-03,selected_system,62,0.40476190476190477,-0.22587697572631282,0.300453951765344,0.3709677419354839,0.6666666666666666,0.14285714285714285,0.7741935483870968,1.0,0.46774193548387094,21
AMZN,forward,2018-03,constant,62,0.5,0.0,0.25,0.43548387096774194,1.0,0.0,1.0,1.0,0.46774193548387094,21
AMZN,forward,2018-03,prior,62,0.5,0.0,0.2723436995562718,0.43548387096774194,1.0,0.0,1.0,1.0,0.46774193548387094,21
AMZN,forward,2018-04,title,63,0.42857142857142855,-0.14890583938253493,0.2861030444075639,0.4126984126984127,0.5714285714285714,0.2857142857142857,0.6507936507936508,1.0,0.6507936507936508,21
AMZN,forward,2018-04,price,63,0.48214285714285715,-0.03866801405560912,0.2831881133689674,0.4603174603174603,0.6785714285714286,0.2857142857142857,0.6984126984126984,1.0,0.6507936507936508,21
AMZN,forward,2018-04,body,63,0.4392857142857143,-0.12105854952787558,0.29521921594274825,0.4444444444444444,0.39285714285714285,0.4857142857142857,0.4603174603174603,1.0,0.6507936507936508,21
AMZN,forward,2018-04,semantic,63,0.42142857142857143,-0.15860619520032992,0.34654270100340767,0.4126984126984127,0.5,0.34285714285714286,0.5873015873015873,1.0,0.6507936507936508,21
AMZN,forward,2018-04,joint_body,63,0.4928571428571429,-0.014744195615489715,0.31170166367734287,0.5079365079365079,0.35714285714285715,0.6285714285714286,0.36507936507936506,1.0,0.6507936507936508,21
AMZN,forward,2018-04,joint_semantic,63,0.46785714285714286,-0.06454972243679029,0.3172378483170161,0.47619047619047616,0.39285714285714285,0.5428571428571428,0.42857142857142855,1.0,0.6507936507936508,21
AMZN,forward,2018-04,static,63,0.48214285714285715,-0.03866801405560912,0.28318811336896743,0.4603174603174603,0.6785714285714286,0.2857142857142857,0.6984126984126984,1.0,0.6507936507936508,21
AMZN,forward,2018-04,gate,63,0.48214285714285715,-0.03866801405560912,0.28318811336896743,0.4603174603174603,0.6785714285714286,0.2857142857142857,0.6984126984126984,1.0,0.6507936507936508,21
AMZN,forward,2018-04,price_cal,63,0.42142857142857143,-0.15860619520032992,0.2693427318261157,0.4126984126984127,0.5,0.34285714285714286,0.5873015873015873,1.0,0.6507936507936508,21
AMZN,forward,2018-04,static_cal,63,0.42142857142857143,-0.15860619520032992,0.2693427318261157,0.4126984126984127,0.5,0.34285714285714286,0.5873015873015873,1.0,0.6507936507936508,21
AMZN,forward,2018-04,gate_cal,63,0.42142857142857143,-0.15860619520032992,0.2693427318261157,0.4126984126984127,0.5,0.34285714285714286,0.5873015873015873,1.0,0.6507936507936508,21
AMZN,forward,2018-04,selected_system,63,0.42857142857142855,-0.14890583938253493,0.2861030444075639,0.4126984126984127,0.5714285714285714,0.2857142857142857,0.6507936507936508,1.0,0.6507936507936508,21
AMZN,forward,2018-04,constant,63,0.5,0.0,0.25,0.4444444444444444,1.0,0.0,1.0,1.0,0.6507936507936508,21
AMZN,forward,2018-04,prior,63,0.5,0.0,0.2564110566669788,0.4444444444444444,1.0,0.0,1.0,1.0,0.6507936507936508,21
AMZN,forward,2018-05,title,65,0.5199805068226121,0.03976768394980835,0.25125971235601485,0.5076923076923077,0.4473684210526316,0.5925925925925926,0.4307692307692308,1.0,0.6153846153846154,22
AMZN,forward,2018-05,price,65,0.5199805068226121,0.03976768394980835,0.24988387686968597,0.5076923076923077,0.4473684210526316,0.5925925925925926,0.4307692307692308,1.0,0.6153846153846154,22
AMZN,forward,2018-05,body,65,0.5199805068226121,0.03976768394980835,0.24988387686968597,0.5076923076923077,0.4473684210526316,0.5925925925925926,0.4307692307692308,1.0,0.6153846153846154,22
AMZN,forward,2018-05,semantic,65,0.5199805068226121,0.03976768394980835,0.24988387686968597,0.5076923076923077,0.4473684210526316,0.5925925925925926,0.4307692307692308,1.0,0.6153846153846154,22
AMZN,forward,2018-05,joint_body,65,0.5199805068226121,0.03976768394980835,0.24988387686968597,0.5076923076923077,0.4473684210526316,0.5925925925925926,0.4307692307692308,1.0,0.6153846153846154,22
AMZN,forward,2018-05,joint_semantic,65,0.5199805068226121,0.03976768394980835,0.24988387686968597,0.5076923076923077,0.4473684210526316,0.5925925925925926,0.4307692307692308,1.0,0.6153846153846154,22
AMZN,forward,2018-05,static,65,0.5199805068226121,0.03976768394980835,0.24988387686968597,0.5076923076923077,0.4473684210526316,0.5925925925925926,0.4307692307692308,1.0,0.6153846153846154,22
AMZN,forward,2018-05,gate,65,0.5199805068226121,0.03976768394980835,0.24988387686968597,0.5076923076923077,0.4473684210526316,0.5925925925925926,0.4307692307692308,1.0,0.6153846153846154,22
AMZN,forward,2018-05,price_cal,65,0.5336257309941521,0.07541024138911073,0.2545287500906731,0.49230769230769234,0.2894736842105263,0.7777777777777778,0.26153846153846155,1.0,0.6153846153846154,22
AMZN,forward,2018-05,static_cal,65,0.5336257309941521,0.07541024138911073,0.2545287500906731,0.49230769230769234,0.2894736842105263,0.7777777777777778,0.26153846153846155,1.0,0.6153846153846154,22
AMZN,forward,2018-05,gate_cal,65,0.5336257309941521,0.07541024138911073,0.2545287500906731,0.49230769230769234,0.2894736842105263,0.7777777777777778,0.26153846153846155,1.0,0.6153846153846154,22
AMZN,forward,2018-05,selected_system,65,0.5199805068226121,0.03976768394980835,0.25125971235601485,0.5076923076923077,0.4473684210526316,0.5925925925925926,0.4307692307692308,1.0,0.6153846153846154,22
AMZN,forward,2018-05,constant,65,0.5,0.0,0.25,0.5846153846153846,1.0,0.0,1.0,1.0,0.6153846153846154,22
AMZN,forward,2018-05,prior,65,0.5,0.0,0.24747600258494318,0.5846153846153846,1.0,0.0,1.0,1.0,0.6153846153846154,22
AMZN,forward,2018-06,title,63,0.6358695652173914,0.27443710301809837,0.23673911688260435,0.6666666666666666,0.75,0.5217391304347826,0.6507936507936508,1.0,0.5079365079365079,21
AMZN,forward,2018-06,price,63,0.6793478260869565,0.3556166625769118,0.23747224841205924,0.6984126984126984,0.75,0.6086956521739131,0.6190476190476191,1.0,0.5079365079365079,21
AMZN,forward,2018-06,old_integrated,63,0.6570652173913043,0.3034348589782961,0.25027023975970103,0.6349206349206349,0.575,0.7391304347826086,0.4603174603174603,1.0,0.5079365079365079,21
AMZN,forward,2018-06,old_body,63,0.4581521739130435,-0.08109307588519343,0.27813039603269574,0.47619047619047616,0.525,0.391304347826087,0.5555555555555556,1.0,0.5079365079365079,21
AMZN,forward,2018-06,old_semantic,63,0.4369565217391304,-0.13946176436134353,0.2534246630692764,0.5079365079365079,0.7,0.17391304347826086,0.746031746031746,1.0,0.5079365079365079,21
AMZN,forward,2018-06,body,63,0.6793478260869565,0.3556166625769118,0.23747224841205924,0.6984126984126984,0.75,0.6086956521739131,0.6190476190476191,1.0,0.5079365079365079,21
AMZN,forward,2018-06,semantic,63,0.6793478260869565,0.3556166625769118,0.23747224841205924,0.6984126984126984,0.75,0.6086956521739131,0.6190476190476191,1.0,0.5079365079365079,21
AMZN,forward,2018-06,joint_body,63,0.6793478260869565,0.3556166625769118,0.23747224841205924,0.6984126984126984,0.75,0.6086956521739131,0.6190476190476191,1.0,0.5079365079365079,21
AMZN,forward,2018-06,joint_semantic,63,0.6793478260869565,0.3556166625769118,0.23747224841205924,0.6984126984126984,0.75,0.6086956521739131,0.6190476190476191,1.0,0.5079365079365079,21
AMZN,forward,2018-06,static,63,0.6793478260869565,0.3556166625769118,0.23747224841205924,0.6984126984126984,0.75,0.6086956521739131,0.6190476190476191,1.0,0.5079365079365079,21
AMZN,forward,2018-06,gate,63,0.6793478260869565,0.3556166625769118,0.23747224841205924,0.6984126984126984,0.75,0.6086956521739131,0.6190476190476191,1.0,0.5079365079365079,21
AMZN,forward,2018-06,price_cal,63,0.5978260869565217,0.19034674690672024,0.24285985138905056,0.5714285714285714,0.5,0.6956521739130435,0.42857142857142855,1.0,0.5079365079365079,21
AMZN,forward,2018-06,static_cal,63,0.5978260869565217,0.19034674690672024,0.24285985138905056,0.5714285714285714,0.5,0.6956521739130435,0.42857142857142855,1.0,0.5079365079365079,21
AMZN,forward,2018-06,gate_cal,63,0.5978260869565217,0.19034674690672024,0.24285985138905056,0.5714285714285714,0.5,0.6956521739130435,0.42857142857142855,1.0,0.5079365079365079,21
AMZN,forward,2018-06,selected_system,63,0.6358695652173914,0.27443710301809837,0.23673911688260435,0.6666666666666666,0.75,0.5217391304347826,0.6507936507936508,1.0,0.5079365079365079,21
AMZN,forward,2018-06,constant,63,0.5,0.0,0.25,0.6349206349206349,1.0,0.0,1.0,1.0,0.5079365079365079,21
AMZN,forward,2018-06,prior,63,0.5,0.0,0.24260743282695776,0.6349206349206349,1.0,0.0,1.0,1.0,0.5079365079365079,21
AMZN,forward,2018-07,title,60,0.5,0.0,0.2525214585450474,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,price,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,old_integrated,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,old_body,60,0.6166666666666667,0.25080102736500653,0.2403206872211771,0.6166666666666667,0.8,0.43333333333333335,0.6833333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,old_semantic,60,0.55,0.11547005383792515,0.26331019524710897,0.55,0.8,0.3,0.75,1.0,0.4166666666666667,20
AMZN,forward,2018-07,body,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,semantic,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,joint_body,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,joint_semantic,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,static,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,gate,60,0.5,0.0,0.2540709932883098,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,price_cal,60,0.4833333333333333,-0.036986336072765455,0.2519504575932064,0.48333333333333334,0.7,0.26666666666666666,0.7166666666666667,1.0,0.4166666666666667,20
AMZN,forward,2018-07,static_cal,60,0.4833333333333333,-0.036986336072765455,0.2519504575932064,0.48333333333333334,0.7,0.26666666666666666,0.7166666666666667,1.0,0.4166666666666667,20
AMZN,forward,2018-07,gate_cal,60,0.4833333333333333,-0.036986336072765455,0.2519504575932064,0.48333333333333334,0.7,0.26666666666666666,0.7166666666666667,1.0,0.4166666666666667,20
AMZN,forward,2018-07,selected_system,60,0.5,0.0,0.2525214585450474,0.5,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0,0.4166666666666667,20
AMZN,forward,2018-07,constant,60,0.5,0.0,0.25,0.5,1.0,0.0,1.0,1.0,0.4166666666666667,20
AMZN,forward,2018-07,prior,60,0.5,0.0,0.2523666910153397,0.5,1.0,0.0,1.0,1.0,0.4166666666666667,20
AMZN,forward,2018-08,title,69,0.6163793103448276,0.24122532033850386,0.2376267321417044,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,price,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,old_integrated,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,old_body,69,0.5788793103448276,0.1595568918959792,0.24169279836261257,0.5942028985507246,0.675,0.4827586206896552,0.6086956521739131,1.0,0.4492753623188406,23
AMZN,forward,2018-08,old_semantic,69,0.6116379310344828,0.23648875780580347,0.2283092835603556,0.6376811594202898,0.775,0.4482758620689655,0.6811594202898551,1.0,0.4492753623188406,23
AMZN,forward,2018-08,body,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,semantic,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,joint_body,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,joint_semantic,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,static,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,gate,69,0.6163793103448276,0.24122532033850386,0.23885286238001016,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,price_cal,69,0.6163793103448276,0.24122532033850386,0.240253109604408,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,static_cal,69,0.6163793103448276,0.24122532033850386,0.240253109604408,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,gate_cal,69,0.6163793103448276,0.24122532033850386,0.240253109604408,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,selected_system,69,0.6163793103448276,0.24122532033850386,0.2376267321417044,0.6376811594202898,0.75,0.4827586206896552,0.6521739130434783,1.0,0.4492753623188406,23
AMZN,forward,2018-08,constant,69,0.5,0.0,0.25,0.5797101449275363,1.0,0.0,1.0,1.0,0.4492753623188406,23
AMZN,forward,2018-08,prior,69,0.5,0.0,0.2450788910574459,0.5797101449275363,1.0,0.0,1.0,1.0,0.4492753623188406,23
AMZN,forward,outer,title,192,0.5800443458980045,0.16935436842137871,0.2419900853858569,0.6041666666666666,0.7454545454545455,0.4146341463414634,0.6770833333333334,1.0,0.4583333333333333,64
AMZN,forward,outer,price,192,0.592239467849224,0.19357759119729542,0.24315551433061988,0.6145833333333334,0.7454545454545455,0.43902439024390244,0.6666666666666666,1.0,0.4583333333333333,64
AMZN,forward,outer,old_integrated,192,0.5787139689578713,0.16000303186558362,0.24735485524156484,0.59375,0.6818181818181818,0.47560975609756095,0.6145833333333334,1.0,0.4583333333333333,64
AMZN,forward,outer,old_body,192,0.5467849223946785,0.09510039358771308,0.25322010036641,0.5625,0.6545454545454545,0.43902439024390244,0.6145833333333334,1.0,0.4583333333333333,64
AMZN,forward,outer,old_semantic,192,0.5358093126385809,0.07924719778044872,0.24748805236383067,0.5677083333333334,0.7545454545454545,0.3170731707317073,0.7239583333333334,1.0,0.4583333333333333,64
AMZN,forward,outer,body,192,0.592239467849224,0.19357759119729542,0.24315551433061988,0.6145833333333334,0.7454545454545455,0.43902439024390244,0.6666666666666666,1.0,0.4583333333333333,64
AMZN,forward,outer,semantic,192,0.592239467849224,0.19357759119729542,0.24315551433061988,0.6145833333333334,0.7454545454545455,0.43902439024390244,0.6666666666666666,1.0,0.4583333333333333,64
AMZN,forward,outer,joint_body,192,0.592239467849224,0.19357759119729542,0.24315551433061988,0.6145833333333334,0.7454545454545455,0.43902439024390244,0.6666666666666666,1.0,0.4583333333333333,64
AMZN,forward,outer,joint_semantic,192,0.592239467849224,0.19357759119729542,0.24315551433061988,0.6145833333333334,0.7454545454545455,0.43902439024390244,0.6666666666666666,1.0,0.4583333333333333,64
AMZN,forward,outer,static,192,0.592239467849224,0.19357759119729542,0.24315551433061988,0.6145833333333334,0.7454545454545455,0.43902439024390244,0.6666666666666666,1.0,0.4583333333333333,64
AMZN,forward,outer,gate,192,0.592239467849224,0.19357759119729542,0.24315551433061988,0.6145833333333334,0.7454545454545455,0.43902439024390244,0.6666666666666666,1.0,0.4583333333333333,64
AMZN,forward,outer,price_cal,192,0.5544345898004435,0.10987880720113763,0.2447638679989933,0.5677083333333334,0.6454545454545455,0.4634146341463415,0.5989583333333334,1.0,0.4583333333333333,64
AMZN,forward,outer,static_cal,192,0.5544345898004435,0.10987880720113763,0.2447638679989933,0.5677083333333334,0.6454545454545455,0.4634146341463415,0.5989583333333334,1.0,0.4583333333333333,64
AMZN,forward,outer,gate_cal,192,0.5544345898004435,0.10987880720113763,0.2447638679989933,0.5677083333333334,0.6454545454545455,0.4634146341463415,0.5989583333333334,1.0,0.4583333333333333,64
AMZN,forward,outer,selected_system,192,0.5800443458980045,0.16935436842137871,0.2419900853858569,0.6041666666666666,0.7454545454545455,0.4146341463414634,0.6770833333333334,1.0,0.4583333333333333,64
AMZN,forward,outer,constant,192,0.5,0.0,0.25,0.5729166666666666,1.0,0.0,1.0,1.0,0.4583333333333333,64
AMZN,forward,outer,prior,192,0.5,0.0,0.24654538131240877,0.5729166666666666,1.0,0.0,1.0,1.0,0.4583333333333333,64
AMZN,frozen,all,title,305,0.48711473711473713,-0.02672923016810586,0.27698763722753034,0.4786885245901639,0.6223776223776224,0.35185185185185186,0.6360655737704918,1.0,0.5147540983606558,102
AMZN,frozen,all,price,305,0.48012173012173015,-0.04108130850350009,0.2653435065654828,0.4721311475409836,0.6083916083916084,0.35185185185185186,0.6295081967213115,1.0,0.5147540983606558,102
AMZN,frozen,all,old_integrated,305,0.502352585685919,0.004734901273009702,0.2579085562785647,0.49836065573770494,0.5664335664335665,0.4382716049382716,0.5639344262295082,1.0,0.5147540983606558,102
AMZN,frozen,all,old_body,305,0.5585124751791418,0.11786747347821837,0.25394114213183816,0.5540983606557377,0.6293706293706294,0.4876543209876543,0.5672131147540984,1.0,0.5147540983606558,102
AMZN,frozen,all,old_semantic,305,0.48711473711473713,-0.02672923016810586,0.28526524525884267,0.4786885245901639,0.6223776223776224,0.35185185185185186,0.6360655737704918,1.0,0.5147540983606558,102
AMZN,frozen,all,body,305,0.48012173012173015,-0.04108130850350009,0.2653435065654828,0.4721311475409836,0.6083916083916084,0.35185185185185186,0.6295081967213115,1.0,0.5147540983606558,102
AMZN,frozen,all,semantic,305,0.48012173012173015,-0.04108130850350009,0.2653435065654828,0.4721311475409836,0.6083916083916084,0.35185185185185186,0.6295081967213115,1.0,0.5147540983606558,102
AMZN,frozen,all,joint_body,305,0.48012173012173015,-0.04108130850350009,0.2653435065654828,0.4721311475409836,0.6083916083916084,0.35185185185185186,0.6295081967213115,1.0,0.5147540983606558,102
AMZN,frozen,all,joint_semantic,305,0.48012173012173015,-0.04108130850350009,0.2653435065654828,0.4721311475409836,0.6083916083916084,0.35185185185185186,0.6295081967213115,1.0,0.5147540983606558,102
AMZN,frozen,all,static,305,0.48012173012173015,-0.04108130850350009,0.2653435065654828,0.4721311475409836,0.6083916083916084,0.35185185185185186,0.6295081967213115,1.0,0.5147540983606558,102
AMZN,frozen,all,gate,305,0.48012173012173015,-0.04108130850350009,0.2653435065654828,0.4721311475409836,0.6083916083916084,0.35185185185185186,0.6295081967213115,1.0,0.5147540983606558,102
AMZN,frozen,all,price_cal,305,0.4854744021410688,-0.02972073773738685,0.2617005211237639,0.4786885245901639,0.5944055944055944,0.3765432098765432,0.6098360655737705,1.0,0.5147540983606558,102
AMZN,frozen,all,static_cal,305,0.4854744021410688,-0.02972073773738685,0.2617005211237639,0.4786885245901639,0.5944055944055944,0.3765432098765432,0.6098360655737705,1.0,0.5147540983606558,102
AMZN,frozen,all,gate_cal,305,0.4854744021410688,-0.02972073773738685,0.2617005211237639,0.4786885245901639,0.5944055944055944,0.3765432098765432,0.6098360655737705,1.0,0.5147540983606558,102
AMZN,frozen,all,selected_system,305,0.48711473711473713,-0.02672923016810586,0.27698763722753034,0.4786885245901639,0.6223776223776224,0.35185185185185186,0.6360655737704918,1.0,0.5147540983606558,102
AMZN,frozen,all,constant,305,0.5,0.0,0.25,0.46885245901639344,1.0,0.0,1.0,1.0,0.5147540983606558,102
AMZN,frozen,all,prior,305,0.5,0.0,0.2551515989039744,0.46885245901639344,1.0,0.0,1.0,1.0,0.5147540983606558,102
