phase,symbol,month,method,n,BA,MCC,Brier,pred_up,up_rate,constant
train_forward_oof,AAPL,2018-05,F1,66,0.5251630941286114,0.05016282899579266,0.25556960787737776,0.5454545454545454,0.5606060606060606,False
train_forward_oof,AAPL,2018-05,F2,66,0.5139794967381175,0.02884636720764711,0.2496898989074392,0.6363636363636364,0.5606060606060606,False
train_forward_oof,AAPL,2018-05,F6,66,0.559645852749301,0.11846652815860344,0.24386612909982594,0.5151515151515151,0.5606060606060606,False
train_forward_oof,AAPL,2018-05,D0,66,0.5671015843429636,0.13376754398878044,0.24930082061036912,0.45454545454545453,0.5606060606060606,False
train_forward_oof,AAPL,2018-05,D1,66,0.5251630941286114,0.05016282899579266,0.25556960787737776,0.5454545454545454,0.5606060606060606,False
train_forward_oof,AAPL,2018-05,D2,66,0.5251630941286114,0.05016282899579266,0.25556960787737776,0.5454545454545454,0.5606060606060606,False
train_forward_oof,AAPL,2018-05,D3,66,0.5251630941286114,0.05016282899579266,0.25556960787737776,0.5454545454545454,0.5606060606060606,False
train_forward_oof,AAPL,2018-05,D4,66,0.5251630941286114,0.05016282899579266,0.25556960787737776,0.5454545454545454,0.5606060606060606,False
train_forward_oof,AAPL,2018-06,F0,63,0.4907407407407407,-0.018731716231633878,0.256047995943431,0.3968253968253968,0.5714285714285714,False
train_forward_oof,AAPL,2018-06,R1,63,0.4907407407407407,-0.018731716231633878,0.2663216143320161,0.3968253968253968,0.5714285714285714,False
train_forward_oof,AAPL,2018-06,F1,63,0.41666666666666663,-0.16666666666666666,0.25851391983542843,0.5714285714285714,0.5714285714285714,False
train_forward_oof,AAPL,2018-06,F2,63,0.3935185185185185,-0.21080522784319533,0.2706153606868883,0.5079365079365079,0.5714285714285714,False
train_forward_oof,AAPL,2018-06,F6,63,0.4444444444444444,-0.11239029738980327,0.25604143747816216,0.6031746031746031,0.5714285714285714,False
train_forward_oof,AAPL,2018-06,D0,63,0.4907407407407407,-0.018731716231633878,0.2663216143320161,0.3968253968253968,0.5714285714285714,False
train_forward_oof,AAPL,2018-06,D1,63,0.41666666666666663,-0.16666666666666666,0.25851391983542843,0.5714285714285714,0.5714285714285714,False
train_forward_oof,AAPL,2018-06,D2,63,0.41666666666666663,-0.16666666666666666,0.25851391983542843,0.5714285714285714,0.5714285714285714,False
train_forward_oof,AAPL,2018-06,D3,63,0.41666666666666663,-0.16666666666666666,0.25851391983542843,0.5714285714285714,0.5714285714285714,False
train_forward_oof,AAPL,2018-06,D4,63,0.41666666666666663,-0.16666666666666666,0.25851391983542843,0.5714285714285714,0.5714285714285714,False
train_forward_oof,AAPL,2018-07,F0,60,0.5274725274725275,0.05315774339537505,0.24867832804680787,0.4166666666666667,0.65,False
train_forward_oof,AAPL,2018-07,R1,60,0.586080586080586,0.17216117216117216,0.2444661398323707,0.35,0.65,False
train_forward_oof,AAPL,2018-07,F1,60,0.554945054945055,0.10482848367219183,0.24052626453701736,0.5,0.65,False
train_forward_oof,AAPL,2018-07,F2,60,0.47985347985347987,-0.03863074974250641,0.27387296217055795,0.45,0.65,False
train_forward_oof,AAPL,2018-07,F6,60,0.6245421245421245,0.26865930502743096,0.23313221992794514,0.7333333333333333,0.65,False
train_forward_oof,AAPL,2018-07,D0,60,0.586080586080586,0.17216117216117216,0.2444661398323707,0.35,0.65,False
train_forward_oof,AAPL,2018-07,D1,60,0.554945054945055,0.10482848367219183,0.24052626453701736,0.5,0.65,False
train_forward_oof,AAPL,2018-07,D2,60,0.554945054945055,0.10482848367219183,0.24052626453701736,0.5,0.65,False
train_forward_oof,AAPL,2018-07,D3,60,0.554945054945055,0.10482848367219183,0.24052626453701736,0.5,0.65,False
train_forward_oof,AAPL,2018-07,D4,60,0.554945054945055,0.10482848367219183,0.24052626453701736,0.5,0.65,False
train_forward_oof,AAPL,2018-08,F0,69,0.5098039215686274,0.018475274304048998,0.2367926452764008,0.6811594202898551,0.7391304347826086,False
train_forward_oof,AAPL,2018-08,R1,69,0.5081699346405228,0.014806384278366074,0.2338478164075101,0.6231884057971014,0.7391304347826086,False
train_forward_oof,AAPL,2018-08,F1,69,0.46405228758169936,-0.07067418228235592,0.25954199373470216,0.7246376811594203,0.7391304347826086,False
