symbol,month,method,C,n,BA,MCC,Brier,AUC,up_recall,down_recall,pred_up,constant
AAPL,2018-03,A01,0.01,62,0.4375,-0.12598815766974242,0.2649184267078704,0.42083333333333334,0.375,0.5,0.43548387096774194,False
AAPL,2018-03,A1,1.0,62,0.45416666666666666,-0.09283444198266944,0.40118242655759545,0.4302083333333333,0.375,0.5333333333333333,0.41935483870967744,False
AAPL,2018-03,E01,0.01,62,0.4197916666666667,-0.16041666666666668,0.2650632918741611,0.4145833333333333,0.40625,0.43333333333333335,0.4838709677419355,False
AAPL,2018-03,E1,1.0,62,0.42291666666666666,-0.15817166261312793,0.4184710152269858,0.4083333333333333,0.3125,0.5333333333333333,0.3870967741935484,False
AAPL,2018-04,A01,0.01,63,0.5115927419354839,0.02611371280007754,0.24610624659366132,0.598790322580645,0.7419354838709677,0.28125,0.7301587301587301,False
AAPL,2018-04,A1,1.0,63,0.5730846774193548,0.14936552287174718,0.27887925486731785,0.5453629032258064,0.6774193548387096,0.46875,0.6031746031746031,False
AAPL,2018-04,E01,0.01,63,0.5735887096774194,0.152828062049447,0.24614920173918087,0.5877016129032259,0.7096774193548387,0.4375,0.6349206349206349,False
AAPL,2018-04,E1,1.0,63,0.5246975806451613,0.049696660496618174,0.28164316777693094,0.5342741935483871,0.5806451612903226,0.46875,0.5555555555555556,False
AAPL,2018-05,A01,0.01,66,0.5139794967381175,0.02884636720764711,0.2483475283497015,0.5302889095992545,0.6486486486486487,0.3793103448275862,0.6363636363636364,False
AAPL,2018-05,A1,1.0,66,0.4697110904007456,-0.06197999872423893,0.30341391418996344,0.4482758620689655,0.5945945945945946,0.3448275862068966,0.6212121212121212,False
AAPL,2018-05,E01,0.01,66,0.5177073625349488,0.03597220551845048,0.24715396895108055,0.5312208760484622,0.6216216216216216,0.41379310344827586,0.6060606060606061,False
AAPL,2018-05,E1,1.0,66,0.49068033550792167,-0.018717994731537357,0.3101831988093314,0.44268406337371863,0.5675675675675675,0.41379310344827586,0.5757575757575758,False
AAPL,2018-06,A01,0.01,63,0.4074074074074074,-0.18349396085439343,0.2703801908217759,0.3580246913580247,0.4444444444444444,0.37037037037037035,0.5238095238095238,False
AAPL,2018-06,A1,1.0,63,0.43981481481481477,-0.11927107455535572,0.33177562495408025,0.3734567901234568,0.4722222222222222,0.4074074074074074,0.5238095238095238,False
AAPL,2018-06,E01,0.01,63,0.4351851851851852,-0.12909944487358058,0.2697540104750644,0.36316872427983543,0.5,0.37037037037037035,0.5555555555555556,False
AAPL,2018-06,E1,1.0,63,0.4861111111111111,-0.02757986742573458,0.32864693477656914,0.3786008230452675,0.5277777777777778,0.4444444444444444,0.5396825396825397,False
AAPL,2018-07,A01,0.01,60,0.5164835164835164,0.0316069770620507,0.28580274221728647,0.44200244200244204,0.46153846153846156,0.5714285714285714,0.45,False
AAPL,2018-07,A1,1.0,60,0.48168498168498164,-0.03494282789073061,0.3242220172948246,0.47741147741147744,0.48717948717948717,0.47619047619047616,0.5,False
AAPL,2018-07,E01,0.01,60,0.45604395604395603,-0.08404977220207888,0.2913261284430934,0.4297924297924298,0.4358974358974359,0.47619047619047616,0.4666666666666667,False
AAPL,2018-07,E1,1.0,60,0.41025641025641024,-0.17208243067116494,0.3412472111609711,0.44810744810744807,0.48717948717948717,0.3333333333333333,0.55,False
AAPL,2018-08,A01,0.01,69,0.619281045751634,0.21131476509711195,0.22061491955930393,0.6808278867102396,0.6274509803921569,0.6111111111111112,0.5652173913043478,False
AAPL,2018-08,A1,1.0,69,0.6274509803921569,0.22407133233117496,0.21981720747864142,0.724400871459695,0.5882352941176471,0.6666666666666666,0.5217391304347826,False
AAPL,2018-08,E01,0.01,69,0.6013071895424837,0.18118434052765828,0.2150476551737986,0.7069716775599129,0.6470588235294118,0.5555555555555556,0.5942028985507246,False
AAPL,2018-08,E1,1.0,69,0.7205882352941176,0.3874897348472117,0.20823340994010348,0.7461873638344227,0.6078431372549019,0.8333333333333334,0.4927536231884058,False
AMZN,2018-03,A01,0.01,62,0.43333333333333335,-0.15108304655560048,0.2638455300877346,0.43915343915343913,0.6666666666666666,0.2,0.7419354838709677,False
AMZN,2018-03,A1,1.0,62,0.36507936507936506,-0.2727428722967374,0.4302398327224672,0.33439153439153435,0.4444444444444444,0.2857142857142857,0.5967741935483871,False
AMZN,2018-03,E01,0.01,62,0.419047619047619,-0.18744806778279025,0.2659020950319358,0.4158730158730159,0.6666666666666666,0.17142857142857143,0.7580645161290323,False
AMZN,2018-03,E1,1.0,62,0.3322751322751323,-0.33905682556104216,0.44926670969707166,0.2941798941798942,0.4074074074074074,0.2571428571428571,0.5967741935483871,False
AMZN,2018-04,A01,0.01,63,0.425,-0.15348515337873012,0.289525371253173,0.3816326530612245,0.5357142857142857,0.3142857142857143,0.6190476190476191,False
AMZN,2018-04,A1,1.0,63,0.48571428571428565,-0.02857142857142857,0.3906706175529942,0.4448979591836735,0.42857142857142855,0.5428571428571428,0.4444444444444444,False
